Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Jordan Lotomba,Nice,24," D(LR),M(R)  ",21(4),1911,1.9,1,0.8,0.2,1.4,0.4,0.3,0,6.89
Hicham Boudaoui,Nice,23, M(CR)  ,12(4),1033,2.5,1.4,0.8,0,0.7,0.4,0.3,0,6.88
Florian Tardieu,Troyes,30, M(C)  ,11(3),1009,2.2,1.6,0.8,0,0.7,1.2,0.3,0,6.87
Ismaily,Lille,33, D(L)  ,17(1),1452,2.1,0.9,0.6,0.3,1.3,0.6,0.2,0,6.86
Stijn Spierings,Toulouse,26, M(C)  ,26,2340,2.8,1.5,1.5,0,1.2,1.5,0.3,0,6.86
Guillermo Maripán,Monaco,28, D(C)  ,17(1),1486,1.8,1.5,0.9,0.5,2.6,0.7,0.9,0,6.85
Emmanuel Agbadou,Reims,25," D(C),DMC  ",19(1),1690,2.4,1.2,1,0.3,3.8,0.7,0.5,0,6.85
Vanderson,Monaco,21," D(R),M(R)  ",14(6),1300,2.5,1.7,1.1,0.1,0.9,0.8,0.3,0,6.85
Romain Del Castillo,Brest,26," AM(LR),FW  ",9(6),797,1.5,0.5,0.7,0,0.3,0.7,0.1,0,6.85
Youcef Atal,Nice,26," D(R),M(R)  ",7(6),636,2.6,0.8,0.7,0,0.8,0.5,0,0,6.85
Alexander Djiku,Strasbourg,28," D(CR),DMC  ",23,1979,1.7,2,1,0.4,4.8,0.6,0.6,0,6.84
Adrien Truffert,Rennes,21," D(L),M(L)  ",22(4),1883,2.3,0.8,0.8,0.2,1.7,0.5,0.3,0,6.84
Rasmus Nicolaisen,Toulouse,25, D(C)  ,25,2187,1.6,1.6,0.8,0.3,4.6,0.4,1.2,1,6.84
Jordan Veretout,Marseille,30, M(C)  ,19(7),1784,1.5,1,1,0,0.9,0.5,0.2,1,6.83
Hamari Traoré,Rennes,31," D(R),M(R)  ",18(1),1633,1.5,1.3,1.1,0.2,2.3,0.7,0.3,0,6.83
Rominigue Kouamé,Troyes,26, DMC  ,21,1797,1.3,1.8,1.6,0,1.4,0.5,0.4,0,6.83
Gédéon Kalulu,Lorient,25, D(R)  ,22,1980,2.5,1.2,1,0.2,2.5,0.7,0.1,0,6.82
Krépin Diatta,Monaco,24," M(CLR),FW  ",17(5),1594,0.9,0.6,0.8,0,0.4,0.5,0,0,6.82
Sead Kolasinac,Marseille,29," D(CL),DMC,M(L)  ",16(6),1338,1.7,1.3,1.3,0.2,1,0.3,0,0,6.82
Samuel Gigot,Marseille,29, D(C)  ,16(1),1278,1.6,2.1,1.6,0.2,2.9,0.2,0.3,0,6.81
Jonathan Gradit,Lens,30, D(CR)  ,21,1756,1.5,1.2,1,0.3,2.1,0.7,0.5,0,6.81
Jean-Clair Todibo,Nice,23, D(C)  ,24,2032,2.2,1,0.6,0.6,3.6,0.5,0.7,0,6.81
Alban Lafont,Nantes,24, GK  ,25,2250,0,0,0,0,1.4,0,0,0,6.81
Alidu Seidu,Clermont Foot,22, D(CR)  ,20,1755,1.8,1.9,1.3,0.1,1.8,0.6,0.7,0,6.80
Mory Diaw,Clermont Foot,29, GK  ,26,2340,0,0.1,0,0,0.6,0.1,0,0,6.80
Pierre Lees-Melou,Brest,29, M(CLR)  ,21,1783,2.7,1.9,1.5,0,1.3,1.9,0.3,0,6.80
Vito Mannone,Lorient,35, GK  ,12(1),1157,0,0,0,0,1,0,0,0,6.80
Cengiz Ünder,Marseille,25, M(CLR)  ,17(8),1486,0.9,0.6,0.7,0,0.3,0.5,0,0,6.79
Aaron Ramsey,Nice,32, M(CLR)  ,13(7),1129,1.9,0.7,0.8,0,0.7,0.6,0.2,0,6.79
Mama Baldé,Troyes,27," D(R),M(CLR),FW  ",22(1),1840,1.5,0.2,1.3,0,0.3,0.4,0.1,0,6.79
Désiré Doué,Rennes,17, AM(C)  ,9(11),934,1.6,0.5,1.4,0,0.1,0.6,0.1,0,6.79
Danilo Pereira,PSG,31," D(C),DMC  ",15(6),1364,1,1,0.6,0.3,1.4,0.1,0.5,0,6.79
Jean-Charles Castelletto,Nantes,28, D(C)  ,20(2),1669,1.5,1.9,0.6,0.2,2.6,0.4,0.6,0,6.77
Laurent Abergel,Lorient,30, DMC  ,17(1),1379,3.7,0.9,0.7,0,1.1,1.6,0.2,0,6.77
Fabián Ruiz,PSG,26, M(CL)  ,14(3),1199,2.5,0.5,0.8,0,0.5,1.2,0.1,0,6.77
Nordi Mukiele,PSG,25," D(CR),M(R)  ",12(7),1133,1.6,0.7,0.8,0.1,0.8,0.5,0.5,0,6.76
Salis Abdul Samed,Lens,22, DMC  ,24,2158,1.5,1,2.5,0,0.6,0.7,0.3,1,6.76
Quentin Merlin,Nantes,20," D(L),M(L)  ",15(1),1270,1.4,1.1,0.4,0.1,1.2,0.8,0.3,0,6.74
Brice Samba,Lens,28, GK  ,26,2340,0,0,0,0,0.4,0,0,0,6.74
Corentin Tolisso,Lyon,28," D(R),M(CR)  ",15(4),1159,1.2,0.8,0.9,0,0.5,0.9,0.1,0,6.74
Deiver Machado,Lens,29, M(L)  ,19(4),1646,1.8,0.7,1.4,0.2,0.8,0.5,0.2,0,6.74
Johan Gastien,Clermont Foot,35, DMC  ,18(1),1589,2.1,1.2,0.5,0,0.8,2.2,0.3,0,6.74
Maxime Dupé,Toulouse,30, GK  ,26,2340,0,0,0,0,0.6,0,0,0,6.74
Sergio Ramos,PSG,36, D(CR)  ,21(2),1809,1.2,0.9,1,0.6,2.3,0.7,0.4,0,6.74
Sinaly Diomandé,Lyon,21, D(C)  ,14(1),1231,1.9,2.1,0.9,0.7,3,0.5,0.6,0,6.74
Gideon Mensah,Auxerre,24," D(L),M(L)  ",17,1517,3.4,1.8,1.5,0.2,1.5,1,0.4,0,6.74
Leonardo Balerdi,Marseille,24, D(C)  ,23(3),2038,1.5,1.8,1.3,0.2,2.7,0.4,0.9,1,6.73
Facundo Medina,Lens,23, D(CL)  ,23,1974,1,0.8,1.1,0.3,1.8,0.7,0.2,0,6.73
Azzedine Ounahi,Angers,22, AM(CR)  ,13(2),1137,1.3,1,0.7,0,0.3,0.7,0,0,6.72
Marquinhos,PSG,28," D(CR),DMC  ",22(2),1990,0.9,0.8,0.5,0.4,2.3,0.2,0.8,1,6.72
Christopher Jullien,Montpellier,29, D(C)  ,20,1796,1.8,1.1,1,0.2,3.9,0.8,0.7,0,6.72
Johann Lepenant,Lyon,20, DMC  ,15(6),1416,2.2,1,1.1,0,0.5,1.2,0.2,0,6.72
Saîf-Eddine Khaoui,Clermont Foot,27, AM(CR)  ,18(6),1603,1.5,1.1,0.8,0,0.2,0.9,0.1,0,6.71
Mario Lemina,Nice,29, DMC  ,11(3),844,2.3,0.8,0.9,0,1.4,0.4,0.4,0,6.71
Flavien Tait,Rennes,30, M(CLR)  ,16(7),1386,1.2,0.8,1,0,0.4,0.7,0.1,0,6.71
Melvin Bard,Nice,22," D(L),M(L)  ",17(4),1588,3,1.7,0.8,0.2,1.1,0.9,0,0,6.70
Julien Laporte,Lorient,29, D(C)  ,18,1543,1.2,1,0.5,0.3,5.9,0.3,1.4,1,6.70
Thiago Mendes,Lyon,30," D(CR),M(CR)  ",18(4),1600,1.8,1.8,0.7,0.1,1.8,0.2,0.4,0,6.70
Alexander Nübel,Monaco,26, GK  ,26,2340,0,0,0,0,0.3,0,0,0,6.70
Hamza Sakhi,Auxerre,26, AM(C)  ,18(5),1592,1.9,1,0.6,0,0.3,0.8,0,0,6.69
Montassar Talbi,Lorient,24, D(C)  ,26,2340,1.3,0.9,0.5,0.5,4.3,0.3,0.8,0,6.69
Tiago Djaló,Lille,22, D(CLR)  ,24(1),2022,1.2,0.9,0.8,0.4,2.1,0.3,0.4,1,6.69
Arnaud Kalimuendo,Rennes,21, FW  ,16(3),1254,0.5,0.1,0.5,0,0.3,0.4,0.1,0,6.69
Steve Mandanda,Rennes,37, GK  ,24,2116,0,0,0,0,0.3,0,0,0,6.69
Moses Simon,Nantes,27," M(CLR),FW  ",20(2),1695,0.7,0.2,0.4,0,0,0.2,0,0,6.69
Sofiane Diop,Nice,22, AM(CLR)  ,12(6),1010,1,0.6,0.2,0,0.1,0.5,0.1,0,6.69
Lucas Chevalier,Lille,21, GK  ,20,1800,0.1,0.1,0,0,0.3,0,0,0,6.69
Andy Delort,Nice,31," AM(R),FW  ",9(5),781,0.1,0.1,0.6,0,0.5,0.1,0,0,6.68
Thijs Dallinga,Toulouse,22, FW  ,19(6),1496,0.3,0.1,1,0,0.5,0.3,0.1,0,6.68
Mikkel Desler,Toulouse,28, D(R)  ,18(1),1567,2.8,1.5,1.2,0,1.5,0.9,0.3,0,6.68
Angel Gomes,Lille,22," M(CL),FW  ",24(1),1978,1.2,0.4,1.6,0,0.3,0.9,0.1,0,6.68
Jubal,Auxerre,29, D(C)  ,23(2),2136,1,1.6,1.1,0.5,5.1,0.3,1,0,6.68
Marco Bizot,Brest,32, GK  ,25,2250,0,0,0,0,1.2,0,0,0,6.68
Jonas Omlin,Montpellier,29, GK  ,14,1168,0.1,0,0.1,0,0.9,0,0,0,6.68
Faitout Maouassa,Montpellier,24," D(L),M(LR)  ",18(6),1491,1.5,0.6,1,0,0.6,0.5,0.1,0,6.67
Juan Bernat,PSG,30," D(L),M(CL)  ",11(8),1065,1.2,0.4,0.3,0.1,0.6,0.6,0.1,0,6.67
David Costa,Lens,22, AM(CL)  ,16(8),1317,0.5,0.5,0.5,0,0.1,0.5,0,0,6.67
Zakaria Aboukhlal,Toulouse,23, AM(LR)  ,21(5),1836,0.9,0.6,1.2,0,0.5,0.9,0,0,6.66
Vitinha,PSG,23, M(C)  ,20(4),1646,1.5,0.6,0.8,0,0.4,1.5,0.1,0,6.66
Nicolas Pallois,Nantes,35, D(C)  ,17,1440,2.9,1.1,0.7,0.6,4.4,0.8,0.9,1,6.66
Anthony Rouault,Toulouse,21, D(C)  ,26,2333,1.8,1.5,0.6,0.5,3.6,0.8,0.8,1,6.66
Mounaïm El Idrissy,AC Ajaccio,24, FW  ,21(2),1776,1,0.4,2.6,0,0.7,0.7,0,0,6.66
Kevin Gameiro,Strasbourg,35, FW  ,20(4),1736,0.7,0.3,0.5,0,0,0.5,0,0,6.66
Vincent Le Goff,Lorient,33," D(L),M(L)  ",25,2250,2.1,1.1,0.4,0.2,2.6,0.4,0.2,0,6.66
Mattéo Guendouzi,Marseille,23, M(C)  ,19(5),1619,1.2,0.8,0.9,0,0.5,0.8,0.1,1,6.66
Castello Lukeba,Lyon,20, D(C)  ,22(1),1996,1,1.7,1.3,0.6,2.2,0.1,0.7,0,6.66
Yvon Mvogo,Lorient,28, GK  ,14,1183,0,0.1,0,0,0.3,0,0,0,6.65
Farès Chaïbi,Toulouse,20, AM(L)  ,17(7),1601,0.8,0.5,1.1,0,0.6,1,0.1,0,6.65
Issiaga Sylla,Toulouse,29," D(LR),M(L)  ",16(1),1376,1.6,2.2,1.4,0,1.9,1.1,0.3,0,6.65
Jackson Porozo,Troyes,22, D(C)  ,16(3),1472,1.5,1.7,1.4,0.2,3.5,0.8,0.7,0,6.64
Xavier Chavalerin,Troyes,32," DMC,M(L)  ",18(6),1710,2.5,1.3,1,0,0.4,1.3,0.2,0,6.64
Jens Cajuste,Reims,23, DMC  ,8(12),955,1.9,0.8,1.3,0.1,0.8,0.8,0.3,0,6.64
Nuno da Costa,Auxerre,32," AM(LR),FW  ",14(7),1290,1.6,0.6,1.1,0,0.3,1,0,0,6.63
Arthur Theate,Rennes,22, D(C)  ,25,2243,1,0.9,0.8,0.8,3,0.3,0.3,1,6.63
Jérémy Le Douaron,Brest,24," AM(L),FW  ",14(7),1273,0.5,0.3,1,0,1,0.8,0.1,0,6.63
Loïs Openda,Lens,23, FW  ,17(9),1530,0.2,0,1,0,0,0.3,0,0,6.62
Bafodé Diakité,Lille,22, D(CR)  ,22(2),1965,1.8,0.5,1.3,0.1,1.7,0.8,0.2,1,6.62
Lilian Brassier,Brest,23, D(CL)  ,23(1),2014,1.2,1.7,1,0.6,3.4,0.4,0.5,0,6.61
Mohamed Youssouf,AC Ajaccio,34, D(R)  ,19(2),1744,2.5,2.3,1.7,0.4,2,0.8,0.2,0,6.61
Anthony Lopes,Lyon,32, GK  ,22,1917,0,0.1,0,0,0.6,0,0,0,6.61
Elye Wahi,Montpellier,20," AM(L),FW  ",20(2),1733,0.3,0.1,1,0,0.1,0.2,0.1,0,6.61
Bradley Barcola,Lyon,20, Forward  ,6(10),595,0.8,0.5,0.9,0,0.3,0.5,0,0,6.61
Mathias Autret,Auxerre,32, M(CLR)  ,16(4),1272,1.1,0.6,0.4,0,0.5,0.5,0.1,0,6.61
André Gomes,Lille,29, M(CLR)  ,11(7),1029,1.4,0.4,1.8,0.1,0.7,1.2,0.3,0,6.61
Jérémy Doku,Rennes,20, AM(LR)  ,5(14),593,0.7,0.2,0.5,0,0.1,0.4,0,0,6.61
Mostafa Mohamed,Nantes,25, FW  ,13(13),1337,0.5,0.2,1.3,0,1,0.2,0,0,6.60
Wahbi Khazri,Montpellier,32," M(CLR),FW  ",12(6),1052,0.8,0.4,0.6,0,0.5,0.6,0.1,0,6.59
Bradley Locko,Reims,20," D(L),M(L)  ",13(2),1060,2.1,1.3,0.7,0.2,1.1,0.7,0.3,0,6.58
Ignatius Ganago,Nantes,24," AM(LR),FW  ",11(8),1054,0.3,0.1,0.7,0,0.3,0.2,0,0,6.58
Brecht Dejaegere,Toulouse,31, AM(C)  ,20(2),1483,1.5,0.5,1.5,0,0.4,1.2,0.2,0,6.58
Matz Sels,Strasbourg,31, GK  ,26,2340,0.1,0.1,0,0,1,0,0,0,6.58
Mateusz Wieteska,Clermont Foot,26, D(C)  ,25,2250,1.2,1.6,0.7,0.4,2.7,0.4,0.8,0,6.57
Maxime Le Marchand,Strasbourg,33, D(CL)  ,18(3),1568,1.7,1.4,1.1,0.4,2.8,0.4,0.6,0,6.57
Joe Rodon,Rennes,25, D(C)  ,14,1238,0.7,0.6,0.7,0.7,3.2,0.4,0.8,0,6.57
