Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Markus Suttner,Fortuna Duesseldorf,35," D(CL),M(L)  ",16(5),1340,0,1,3,0,0.7,75.7,0.9,0,6.45
Anthony Ujah,Union Berlin,32, FW  ,10(14),947,3,2,0,0,0.8,57.8,2.5,0,6.45
Kwon Chang-Hoon,Freiburg,28, AM(CR)  ,6(17),667,2,0,0,0,0.7,74.3,0.8,1,6.44
Edimilson Fernandes,Mainz,26," D(C),M(CR)  ",18(6),1489,1,0,5,1,1,87,0.6,0,6.43
Laurent Jans,Paderborn,30, D(LR)  ,19(3),1579,0,1,2,0,0.4,72.2,1,0,6.42
Benno Schmitz,FC Koln,28, D(CLR)  ,13(5),1160,0,0,1,0,0.1,69.8,1.1,0,6.42
Alexander Nübel,Schalke,26, GK  ,26,2316,0,0,1,1,0,68.4,0.6,0,6.42
Roman Bürki,Borussia Dortmund,32, GK  ,31,2771,0,0,0,0,0,75.6,0.1,0,6.42
Sven Michel,Paderborn,32," AM(L),FW  ",13(16),1367,5,1,7,0,1.4,64.9,1.1,0,6.41
Christopher Antwi-Adjei,Paderborn,29, AM(CLR)  ,28(6),2473,1,2,2,0,1.4,74.7,0.7,0,6.40
Davie Selke,Hertha Berlin,28, FW  ,10(9),957,1,1,3,0,1,60,3.9,0,6.40
Mijat Gacinovic,Eintracht Frankfurt,28, M(CLR)  ,11(12),1049,0,1,2,0,1.1,70.3,0.3,0,6.40
Dawid Kownacki,Fortuna Duesseldorf,25," AM(CLR),FW  ",11(9),1091,0,0,4,0,1.3,68.4,2,0,6.40
Kevin Akpoguma,Hoffenheim,27," D(CR),M(R)  ",12(6),1138,0,0,2,0,0.1,88.3,1.2,0,6.39
Anthony Modeste,FC Koln,34, FW  ,11(16),1132,4,1,1,0,1.3,56.3,2.6,1,6.39
Dennis Geiger,Hoffenheim,24, M(C)  ,13(8),1138,0,3,3,0,0.6,87.7,0.4,0,6.38
Milos Veljkovic,Werder Bremen,27," D(C),DMC  ",23(1),2055,0,1,7,0,0.3,78.3,1.3,0,6.38
Alessandro Schöpf,Schalke,29, M(CLR)  ,15(7),1427,0,1,3,0,0.7,82.8,0.4,0,6.37
Adam Bodzek,Fortuna Duesseldorf,37," D(C),DMC  ",22(6),2018,0,0,10,0,0.3,80.9,1.3,0,6.36
Ádám Szalai,Mainz,35, FW  ,12(15),1141,1,1,1,0,1.1,61,2.3,0,6.36
Alfred Finnbogason,Augsburg,34, FW  ,10(11),962,3,1,1,0,0.9,61.5,0.9,0,6.35
Simon Terodde,FC Koln,35, FW  ,7(16),804,3,1,4,0,1.5,56.8,1.7,0,6.34
Tomás Koubek,Augsburg,30, GK  ,24,2160,0,0,2,0,0,54.8,0.1,1,6.34
Guido Burgstaller,Schalke,33," AM(LR),FW  ",13(8),1233,0,1,3,0,1.7,70.3,1.4,0,6.34
Ahmed Kutucu,Schalke,23, FW  ,3(22),663,3,2,2,0,0.6,71.6,0.5,0,6.30
Rabbi Matondo,Schalke,22," AM(LR),FW  ",14(6),1170,2,0,1,0,1.2,68,0.4,0,6.30
Ben Zolinski,Paderborn,30," M(CLR),FW  ",14(14),1209,3,2,3,0,0.7,74.6,0.7,0,6.27
Gerrit Holtmann,Paderborn,27," D(L),M(LR)  ",13(11),1066,1,0,1,1,1,75.3,0.1,0,6.27
Felix Klaus,Wolfsburg,30, AM(CLR)  ,6(17),662,0,1,0,1,0.8,68.9,0.3,0,6.25
Stephan Lichtsteiner,Augsburg,39," D(R),M(R)  ",17(3),1348,0,1,3,1,0.1,66,1,0,6.25
Mike Frantz,Freiburg,36," M(CLR),FW  ",3(15),345,0,1,2,0,0.2,74.8,0.4,0,6.22
Jean Zimmer,Fortuna Duesseldorf,29," D(R),M(R)  ",8(9),718,0,0,2,0,0.5,67.6,0,0,6.21
Marcel Sobottka,Fortuna Duesseldorf,28, DMC  ,8(10),699,0,1,2,0,0.4,82.5,0.3,0,6.14
Claudio Pizarro,Werder Bremen,44," AM(C),FW  ",0(18),216,0,0,0,0,0.2,67.9,0.8,0,6.08
