Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Luke Ayling,Leeds,31," D(CR),M(R)  ",38,3400,0,0.7,62.7,79,0.4,4.6,0.1,6.94
Reece James,Chelsea,23," D(CR),DMC,M(R)  ",25(7),2367,2,1.3,53,88.4,1.1,2.3,0,6.94
Oriol Romeu,Southampton,31, DMC  ,20(1),1768,1,0.7,60.7,82.6,0.1,1.8,0,6.93
Matty Cash,Aston Villa,25," D(R),M(CLR)  ",28,2380,2,0.8,36,75.7,0.8,2,0,6.93
Scott McTominay,Man Utd,26," D(C),DMC  ",24(8),2128,1,0.5,40.6,87,0.1,2.1,0,6.93
Ben Mee,Burnley,33, D(CL)  ,30,2694,0,0.2,37.4,71.1,0,3.7,0,6.93
Fred,Man Utd,30, M(C)  ,27(3),2397,0,0.8,60.2,87.7,0,3.3,0.1,6.92
César Azpilicueta,Chelsea,33," D(CLR),M(R)  ",24(2),2191,2,1,72.6,86.9,0.3,1.5,0.1,6.92
Ademola Lookman,Fulham,25," AM(CLR),FW  ",31(3),2756,4,1.8,30.9,80.9,0.9,0.6,0.1,6.92
Michael Keane,Everton,30, D(CR)  ,33(2),2990,1,0.2,55.4,87.2,0,3.7,0,6.92
Rúben Dias,Man City,25, D(C)  ,32,2845,0,0.1,84.8,93.2,0,3.4,0,6.91
Thiago Silva,Chelsea,38, D(C)  ,23,1938,0,0.2,84.3,93,0,5,0,6.91
Illan Meslier,Leeds,23, GK  ,35,3150,0,0,30.9,77.1,0,4.8,0,6.91
Matt Targett,Aston Villa,27," D(L),M(L)  ",38,3405,2,1,44.3,78,0.7,3.1,0,6.90
Nélson Semedo,Wolves,29," D(LR),M(R)  ",34,2988,1,0.6,46.1,81,0.5,1.6,0,6.90
Diogo Jota,Liverpool,26," AM(CLR),FW  ",12(7),1113,0,0.6,22.4,74.9,0.1,0.4,0.1,6.89
Jannik Vestergaard,Southampton,30, D(C)  ,29(1),2575,0,0.2,58.8,83.6,0,3.6,0,6.89
Alexandre Lacazette,Arsenal,31," M(CLR),FW  ",22(9),1931,2,0.7,16.6,78.8,0,0.4,0.1,6.89
Andros Townsend,Crystal Palace,31," AM(LR),FW  ",25(9),2259,5,1.2,20.7,73.7,1.6,0.5,0,6.88
John McGinn,Aston Villa,28, M(CR)  ,37,3330,5,1.1,36.9,79.4,0.3,3.3,0.1,6.88
Wilfried Zaha,Crystal Palace,30," AM(LR),FW  ",29(1),2614,2,1,24.5,78.3,0.2,0.3,0.1,6.88
Andrew Robertson,Liverpool,28," D(L),M(L)  ",38,3386,7,1.7,70.5,84.4,1.6,2.1,0,6.88
Bukayo Saka,Arsenal,21," D(L),M(CLR)  ",30(2),2562,3,1.2,30.6,81.8,1,0.4,0,6.88
Jorginho,Chelsea,31, DMC  ,23(5),2014,1,0.9,63.7,89.2,0.1,2.7,0.1,6.88
Jonny Evans,Leicester,35, D(CL)  ,28,2476,2,0.4,66.1,85.9,0,3.9,0,6.87
Romain Saïss,Wolves,32," D(C),DMC  ",27,2408,0,0.2,52.9,81.2,0.1,4,0,6.87
Stuart Dallas,Leeds,31," D(LR),M(CLR)  ",38,3411,2,0.7,51.6,83.7,0.3,2,0,6.87
Dwight McNeil,Burnley,23, AM(CLR)  ,34(2),3071,5,1.3,30.7,78.9,1.4,1.8,0,6.87
Nick Pope,Burnley,30, GK  ,32,2880,0,0.1,26.2,44.6,0,8.7,0,6.86
Tanguy Ndombélé,Tottenham,26, M(C)  ,28(5),2108,2,0.4,35.5,85.6,0.1,0.6,0.1,6.86
Yerry Mina,Everton,28, D(C)  ,23(1),1939,0,0,52.4,90.1,0,2.2,0,6.86
N'Golo Kanté,Chelsea,31, DMC  ,24(6),2146,2,0.7,51,86.5,0,2.3,0,6.86
Tobias Alderweireld,Tottenham,34, D(CR)  ,25,2241,0,0.3,57.5,82.5,0,4.4,0.1,6.86
Dani Ceballos,Arsenal,26, M(CL)  ,17(8),1616,3,1.1,50.9,87.2,0.4,2.8,0.1,6.85
Bertrand Traoré,Aston Villa,27," AM(R),FW  ",29(7),2338,6,1,19.4,77.7,0.6,1.2,0.1,6.85
Mateo Kovacic,Chelsea,28, M(CL)  ,21(6),1820,1,0.8,65.3,90.8,0,3.5,0.1,6.84
Joël Veltman,Brighton,31," D(CR),M(R)  ",25(3),2283,1,0.8,44.6,77.7,0.7,2.5,0,6.84
Oleksandr Zinchenko,Man City,26," D(L),M(CLR)  ",15(5),1474,0,0.8,68.4,89.8,0.3,1.5,0,6.84
Antonee Robinson,Fulham,25," D(L),M(L)  ",24(4),2162,0,1,37.4,74.9,1,1.2,0,6.84
Kelechi Iheanacho,Leicester,26," AM(C),FW  ",16(9),1458,2,1.1,20.2,79.8,0.2,0.4,0.2,6.84
Anthony Martial,Man Utd,27," AM(LR),FW  ",17(5),1488,3,0.8,21.9,84.4,0,0.2,0,6.84
Lewis Dunk,Brighton,31, D(C)  ,33,2933,0,0.3,67.4,89.4,0,5.5,0,6.84
Kyle Walker-Peters,Southampton,25," D(LR),M(R)  ",30,2649,2,0.5,44.1,80.9,0.2,1.1,0,6.84
Danny Ings,Southampton,30," AM(C),FW  ",26(3),2185,4,0.8,17.3,66.3,0.1,0.4,0,6.84
Callum Wilson,Newcastle,31, FW  ,23(3),2086,5,0.7,13.1,69.5,0,0.1,0,6.84
Trézéguet,Aston Villa,28, AM(LR)  ,12(9),1166,1,0.6,13.7,75.7,0.2,0.6,0,6.83
Timothy Castagne,Leicester,27," D(CLR),M(LR)  ",27,2346,3,0.8,49,84.3,0.3,0.9,0,6.82
Pascal Groß,Brighton,31," D(R),M(CR),FW  ",27(7),2482,8,2.1,41.9,81.6,2,2.7,0,6.82
Fabinho,Liverpool,29," D(CR),DMC  ",28(2),2565,0,0.1,70.3,90.3,0,3.3,0,6.82
Stuart Armstrong,Southampton,30, AM(CLR)  ,32(1),2774,5,1.1,37.5,80.7,0.2,1,0.1,6.82
Jordan Henderson,Liverpool,32," D(C),M(CLR)  ",20(1),1708,1,0.7,86.4,87.3,0.2,4,0.1,6.82
Aaron Cresswell,West Ham,33," D(CL),M(L)  ",36,3172,8,1.6,45.9,78.9,1.6,3.3,0,6.81
Chris Wood,Burnley,31, FW  ,32(1),2750,3,0.7,19.8,65.1,0,0.1,0,6.81
Eberechi Eze,Crystal Palace,24, AM(CLR)  ,29(5),2565,6,1.3,32,84.2,0.7,0.7,0,6.81
Rúben Neves,Wolves,25, DMC  ,31(5),2680,1,0.9,54.9,84.4,0.1,5.3,0,6.81
Fernandinho,Man City,37," D(CR),DMC  ",12(9),1185,2,0.7,48.3,87.2,0,2.2,0,6.81
Timo Werner,Chelsea,27," AM(CLR),FW  ",29(6),2608,8,1,22.3,78.8,0.3,0.2,0,6.81
Pascal Struijk,Leeds,23," D(CL),DMC  ",22(5),2074,0,0.1,48,86,0,2.3,0,6.81
Tyrone Mings,Aston Villa,29, D(CL)  ,36,3195,2,0.2,46.6,77.9,0,3.7,0,6.81
Jonjo Shelvey,Newcastle,31, M(C)  ,29(1),2617,3,1.2,46.7,76.4,0.7,5.8,0,6.80
Leandro Trossard,Brighton,28," M(CLR),FW  ",30(5),2622,5,1.4,28.5,78.8,0.7,1.6,0,6.80
Joachim Andersen,Fulham,26, D(C)  ,30(1),2730,1,0.3,63.2,81.4,0,5.8,0,6.79
Karl Darlow,Newcastle,32, GK  ,25,2250,0,0,25.1,45.7,0,7.4,0,6.79
Rob Holding,Arsenal,27, D(CR)  ,28(2),2558,1,0.1,60.1,87,0,3.1,0,6.79
Anwar El Ghazi,Aston Villa,27," AM(LR),FW  ",17(11),1617,0,0.9,18.7,75.3,0.8,0.4,0,6.78
Abdoulaye Doucouré,Everton,30, M(C)  ,29,2452,3,0.7,46.2,85.1,0,1.3,0.1,6.78
Pablo Fornals,West Ham,27, M(CLR)  ,31(2),2583,4,0.9,32.1,79.4,0.2,0.8,0,6.78
Pierre-Emerick Aubameyang,Arsenal,33," M(CLR),FW  ",26(3),2337,3,0.8,21.5,78,0.3,0.4,0,6.78
Ben Godfrey,Everton,25, D(CLR)  ,29(2),2683,2,0.1,39.3,84.7,0.1,1.2,0,6.78
Che Adams,Southampton,26," AM(CL),FW  ",30(6),2675,5,1,16.9,70.3,0,0.7,0.2,6.77
Adam Webster,Brighton,28, D(C)  ,29,2595,0,0.2,63.4,80.9,0,3.4,0,6.77
Kyle Bartley,West Brom,31, D(C)  ,28(2),2584,1,0.2,27.6,77.1,0,1.7,0,6.77
Emile Smith Rowe,Arsenal,22, AM(CL)  ,18(2),1448,4,1.4,36.3,88.7,0.1,0.6,0.1,6.77
Allan,Everton,32, DMC  ,23(1),2052,0,0.7,44,85.6,0,2.4,0,6.77
Kyle Walker,Man City,32," D(CR),M(R)  ",22(2),1947,1,0.3,72.2,90.2,0.1,3.7,0,6.77
Josh Brownhill,Burnley,27, M(CR)  ,32(1),2816,1,0.5,35.5,78.3,0.1,1,0,6.76
Ferran Torres,Man City,23," AM(LR),FW  ",15(9),1306,2,0.8,16.9,85.2,0.1,0.4,0,6.76
Nicolas Pépé,Arsenal,27," AM(LR),FW  ",16(13),1614,1,0.4,21.7,81.1,0.2,0.2,0,6.76
Ross Barkley,Aston Villa,29, M(CLR)  ,18(6),1537,1,1.6,30.3,84.8,0.8,1.4,0,6.75
Hugo Lloris,Tottenham,36, GK  ,38,3420,0,0,23.6,69.3,0,4.8,0,6.75
Willy Boly,Wolves,32, D(C)  ,21,1880,1,0.1,49.3,82.5,0,1.9,0,6.75
Dan Burn,Brighton,30," D(CL),M(L)  ",23(4),2060,0,0.4,40.7,75.6,0.3,1.1,0,6.75
Ezri Konsa,Aston Villa,25, D(CR)  ,35(1),3193,0,0.1,35.8,84.7,0,2.1,0,6.75
Jarrod Bowen,West Ham,26," AM(CLR),FW  ",30(8),2579,5,0.8,16.3,74.4,0.8,0.8,0,6.75
Thomas Partey,Arsenal,29," D(R),M(CR)  ",18(6),1537,2,0.5,47.5,87.2,0,2.7,0.1,6.75
Joelinton,Newcastle,26," AM(CLR),FW  ",23(8),1990,2,0.5,18.8,73,0,0.3,0,6.75
Christian Pulisic,Chelsea,24," M(CLR),FW  ",18(9),1738,2,0.9,24.5,82.9,0.2,0.4,0,6.74
Marc Albrighton,Leicester,33," D(R),M(LR)  ",17(14),1744,5,1.2,24.2,73.3,0.7,1.3,0,6.74
Çaglar Söyüncü,Leicester,26, D(C)  ,19(4),1816,0,0.3,60.1,88,0.2,2.1,0,6.74
Alphonse Aréola,Fulham,30, GK  ,36,3240,0,0,23.3,68.7,0,4.4,0,6.74
Sam Johnstone,West Brom,29, GK  ,37,3330,1,0,29.9,43.2,0,8.4,0,6.74
Alisson,Liverpool,30, GK  ,33,2970,0,0,29.9,84.6,0,3.2,0,6.73
Granit Xhaka,Arsenal,30," D(L),M(C)  ",29(2),2522,2,0.5,70.6,90.2,0.1,4.2,0.1,6.73
Tosin Adarabioyo,Fulham,25, D(CR)  ,33,2954,0,0.2,57.7,86.2,0,3.6,0,6.73
Angelo Ogbonna,West Ham,34, D(C)  ,28,2493,0,0.1,36.4,81.3,0,1.8,0,6.73
Gabriel Magalhães,Arsenal,25, D(C)  ,22(1),1997,0,0.1,67.4,85.7,0,2.2,0,6.73
Callum Hudson-Odoi,Chelsea,22, M(CLR)  ,10(13),1060,3,1.4,25,86.1,0.7,1.2,0,6.73
David McGoldrick,Sheff Utd,35," AM(CLR),FW  ",28(7),2402,1,0.5,26,74.7,0.1,0.7,0,6.72
Mason Greenwood,Man Utd,21," AM(R),FW  ",21(10),1826,2,0.5,23,85,0.2,0.8,0.1,6.72
Sergio Reguilón,Tottenham,26," D(L),M(L)  ",26(1),2249,3,0.6,44.4,77.3,0.6,1.4,0,6.72
Conor Townsend,West Brom,30," D(CL),M(L)  ",25,2235,2,0.9,36.7,76.7,0.6,1.8,0,6.72
Matthew Lowton,Burnley,33," D(LR),M(R)  ",34,3060,1,0.8,35.1,68.8,0.4,3.2,0.1,6.71
Hakim Ziyech,Chelsea,29, M(CLR)  ,15(8),1180,3,1.5,29,79.1,0.5,1.1,0,6.71
Jan Bednarek,Southampton,26, D(C)  ,36,3104,1,0.1,57.4,82.4,0,2.3,0,6.70
Tyrick Mitchell,Crystal Palace,23, D(L)  ,19,1710,1,0.2,31.5,69.8,0.3,1.5,0,6.70
Ethan Ampadu,Sheff Utd,22," D(C),DMC  ",23(2),2091,0,0.4,40.2,82.3,0.2,2.2,0,6.70
Tammy Abraham,Chelsea,25, FW  ,12(10),1036,1,0.4,9.3,72.7,0,0.1,0,6.70
Victor Lindelöf,Man Utd,28, D(CR)  ,29,2586,1,0.2,64.3,89.8,0,2.1,0,6.69
Kenny Tete,Fulham,27," D(CR),M(R)  ",18(4),1483,1,0.8,31.4,75.5,1,1.5,0,6.69
Chris Basham,Sheff Utd,34," D(CR),M(CR)  ",31,2586,1,0.4,34.1,82.8,0.2,1.2,0,6.69
Héctor Bellerín,Arsenal,27," D(R),M(R)  ",24(1),2093,2,0.8,44.6,83.8,0.5,0.7,0.1,6.69
Daniel Podence,Wolves,27," AM(CLR),FW  ",22(2),1679,2,0.9,25,77.7,0.3,1.8,0,6.68
Kieran Tierney,Arsenal,25," D(CL),M(L)  ",26(1),2302,3,1.1,43.7,79.6,0.9,1.6,0,6.68
Oliver McBurnie,Sheff Utd,26," AM(CL),FW  ",12(11),1319,0,0.7,19.1,57.5,0,0.3,0,6.67
João Moutinho,Wolves,36, M(C)  ,28(5),2534,1,1.4,52.2,88.4,0.8,2.3,0.1,6.67
Douglas Luiz,Aston Villa,24, M(C)  ,32(1),2790,2,0.6,42.9,85.7,0.1,3.3,0,6.67
Edinson Cavani,Man Utd,36," AM(LR),FW  ",13(13),1372,3,0.5,12.9,77.4,0,0.5,0.1,6.67
Rodrigo,Leeds,32," M(CLR),FW  ",14(12),1291,2,1.2,21.5,76.9,0.1,1,0.2,6.67
Craig Dawson,West Ham,32, D(CR)  ,22,1926,0,0.1,34.7,79.7,0,2.7,0,6.67
Charlie Taylor,Burnley,29," D(CL),M(L)  ",28(1),2429,1,0.4,34.1,70.3,0.7,2.1,0,6.67
Isaac Hayden,Newcastle,27," D(C),DMC  ",22(2),1946,0,0.3,32.8,80.7,0.1,1.2,0,6.67
Gylfi Sigurdsson,Everton,33," M(CLR),FW  ",24(12),2256,5,1.2,23.7,85,0.8,0.7,0,6.67
Danny Welbeck,Brighton,32," AM(CLR),FW  ",17(7),1547,1,0.9,10.8,81,0,0.1,0,6.66
Jacob Murphy,Newcastle,28," D(R),M(LR)  ",17(9),1621,3,0.7,17.6,70.5,0.6,0.8,0,6.66
Eric Dier,Tottenham,29," D(CR),DMC  ",28,2520,0,0.2,63.9,83.2,0,4,0,6.66
Harrison Reed,Fulham,28," D(R),M(CR)  ",26(5),2251,2,0.7,47.6,86.2,0.2,1.5,0,6.66
Miguel Almirón,Newcastle,29," AM(CLR),FW  ",28(6),2438,1,0.9,25,82,0.2,1,0.1,6.66
Willian,Arsenal,34, AM(CLR)  ,16(9),1407,5,1.3,27.1,87.5,1.1,1.4,0,6.65
Séamus Coleman,Everton,34," D(CR),M(R)  ",18(7),1612,3,0.8,25.8,82.9,0.4,1.3,0,6.65
Leander Dendoncker,Wolves,27," D(C),M(C)  ",28(5),2501,0,0.5,36.5,85.5,0.1,1.3,0,6.65
Jeffrey Schlupp,Crystal Palace,30," D(L),M(CLR)  ",15(12),1426,3,0.7,14.8,73.9,0.2,0.4,0,6.65
Jordan Pickford,Everton,29, GK  ,31,2743,0,0,32.2,61.8,0,8.5,0,6.65
Ciaran Clark,Newcastle,33, D(CL)  ,21(1),1893,0,0.1,35.9,81.5,0,1.8,0,6.64
Federico Fernández,Newcastle,34, D(C)  ,24,2083,0,0.3,34.8,80.7,0.1,2.3,0,6.64
Mason Holgate,Everton,26," D(CR),DMC,M(R)  ",26(2),2290,0,0.3,39.4,79.1,0.2,3.1,0,6.63
Conor Gallagher,West Brom,23, AM(C)  ,28(2),2532,2,0.7,29.7,81.5,0.4,1.6,0,6.63
Ashley Westwood,Burnley,32, DMC  ,38,3411,3,1.4,53.8,78.7,1.2,4.2,0,6.63
Lucas Moura,Tottenham,30," AM(CLR),FW  ",14(16),1403,4,0.5,19,75.2,0.2,0.2,0,6.63
Ola Aina,Fulham,26," D(CLR),M(LR)  ",31,2671,1,0.5,47.2,78.9,0.3,2.1,0,6.63
Lukasz Fabianski,West Ham,37, GK  ,35,3150,0,0,24.5,54.9,0,7.5,0,6.62
Darnell Furlong,West Brom,27," D(CR),M(R)  ",32(3),2932,3,0.5,23.3,59.4,0.5,1.2,0,6.62
Georginio Wijnaldum,Liverpool,32, M(CLR)  ,34(4),2947,0,0.6,46.2,92.7,0,1.2,0,6.62
Ezgjan Alioski,Leeds,31," D(L),M(CLR)  ",29(7),2466,3,0.8,38.3,79.5,0.4,0.8,0,6.62
Ederson,Man City,29, GK  ,36,3240,1,0,26.6,81.2,0,4.4,0,6.61
Kai Havertz,Chelsea,23," M(CR),FW  ",18(9),1522,3,0.7,28.4,84.9,0,0.4,0,6.60
Ben White,Brighton,25," D(CR),DMC  ",36,3195,0,0.2,48.5,83.2,0,2.3,0,6.60
Ayoze Pérez,Leicester,29," AM(CLR),FW  ",15(10),1333,1,0.9,18.8,76.8,0.3,0.2,0,6.60
Jamaal Lascelles,Newcastle,29, D(C)  ,19,1628,0,0.2,32.7,80.2,0,2.2,0,6.60
Mario Lemina,Fulham,29, DMC  ,19(9),1705,0,0.4,31.7,83.5,0,1.7,0,6.60
Robert Sánchez,Brighton,25, GK  ,27,2430,0,0,36.4,70.9,0,6.9,0,6.59
Saïd Benrahma,West Ham,27, AM(CLR)  ,14(16),1392,6,0.9,16.1,82,0.3,0.3,0,6.59
John Egan,Sheff Utd,30, D(C)  ,30(1),2630,1,0.1,36.2,81.7,0,3,0,6.58
Curtis Jones,Liverpool,22, AM(CL)  ,13(11),1178,2,0.5,40.3,92.2,0,0.9,0,6.58
Nemanja Matic,Man Utd,34, DMC  ,12(8),1102,0,0.4,50.8,90.3,0.1,2.7,0,6.58
Neal Maupay,Brighton,26," AM(C),FW  ",29(4),2519,2,1,19.7,78.5,0.2,0.4,0.1,6.57
Gary Cahill,Crystal Palace,37, D(C)  ,20,1800,1,0.4,37.3,82.4,0,2.4,0,6.57
Cheikhou Kouyaté,Crystal Palace,33," D(CR),DMC  ",35(1),3123,0,0.2,35.5,77.2,0,2.5,0,6.57
Theo Walcott,Southampton,33," M(CLR),FW  ",20(1),1629,3,0.8,19,74.4,0.2,0.3,0,6.56
Ben Davies,Tottenham,29," D(CL),M(L)  ",14(6),1340,1,0.4,32.3,79.2,0.3,1.1,0,6.56
Édouard Mendy,Chelsea,31, GK  ,31,2746,0,0,29,83.3,0,3.5,0,6.56
Rayan Aït-Nouri,Wolves,21," D(L),M(L)  ",16(5),1406,1,0.7,29.9,86.1,0.6,0.8,0,6.56
Bernd Leno,Arsenal,31, GK  ,35,3132,0,0,28.5,76.8,0,3.2,0,6.56
Luka Milivojevic,Crystal Palace,31, DMC  ,27(4),2365,1,0.7,41.7,83,0.5,2.4,0,6.55
Aaron Ramsdale,Sheff Utd,24, GK  ,38,3420,0,0.1,26.8,43.4,0,7.4,0,6.55
Nathan Redmond,Southampton,29," AM(CLR),FW  ",17(12),1731,3,1,24,76.8,0.1,0.7,0,6.55
Joel Ward,Crystal Palace,33," D(CLR),DMC,M(R)  ",25(1),2255,1,0.3,31.5,71.9,0.1,1.3,0,6.55
Kasper Schmeichel,Leicester,36, GK  ,38,3420,0,0,28.1,70.4,0,6.4,0,6.55
Ivan Cavaleiro,Fulham,29," AM(CLR),FW  ",27(9),2476,0,1.2,20.1,76.2,0.8,0.7,0,6.54
Alex Iwobi,Everton,26, M(CLR)  ,17(13),1543,2,0.5,19.8,83,0.3,0.8,0,6.54
Conor Coady,Wolves,30," D(CR),DMC  ",37,3304,0,0.1,50.2,88,0,6.7,0,6.53
