Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Roberto Soriano,Bologna,32, AM(CLR)  ,37,3255,6,1.4,39.4,82.9,0.2,1.1,0.1,6.93
Marco Faraoni,Verona,31," D(R),M(R)  ",33(1),2896,7,0.7,34.3,71.6,0.4,2.3,0,6.92
Álvaro Morata,Juventus,30," AM(L),FW  ",23(9),2019,9,1.3,18,76.5,0.2,0.5,0.1,6.91
Andrea Consigli,Sassuolo,36, GK  ,37,3330,0,0,31.9,78.8,0,4.4,0,6.91
Edin Dzeko,Roma,36, FW  ,20(7),1828,3,1.1,18,68.8,0.1,0.7,0,6.91
Berat Djimsiti,Atalanta,30, D(C)  ,28(5),2629,2,0.6,52.6,87.4,0.1,2.2,0,6.90
Omar Colley,Sampdoria,30, D(C)  ,28(1),2590,0,0.1,46.6,81.1,0,4.4,0,6.90
Federico Dimarco,Verona,25," D(CL),M(L)  ",29(6),2616,3,2.1,42.1,75.7,2.1,2.5,0,6.90
Dusan Vlahovic,Fiorentina,23, FW  ,34(3),2933,3,0.5,16.1,66.3,0,0.4,0,6.90
Adrien Rabiot,Juventus,27," DMC,M(L)  ",25(9),2314,2,0.3,41.6,90.8,0.1,1.2,0,6.90
Joaquín Correa,Lazio,28," AM(CL),FW  ",25(3),1945,3,1,24.4,83.2,0.1,0.9,0,6.90
Milan Skriniar,Inter,28, D(C)  ,31(1),2779,0,0.3,67.5,92.2,0.1,2.6,0,6.90
Gianluca Mancini,Roma,26," D(C),DMC  ",33,2855,2,0.2,59.8,88.2,0.1,3.3,0,6.89
Mattia Zaccagni,Verona,27," AM(CL),FW  ",33(3),2630,5,1.1,23.7,74.1,0.3,0.9,0,6.89
Stefan de Vrij,Inter,31, D(C)  ,30(2),2732,0,0.2,61.3,93.8,0,2.7,0,6.89
Dries Mertens,Napoli,35," AM(CLR),FW  ",18(11),1464,8,1.2,14.6,80.3,0.4,0.3,0,6.88
Morten Thorsby,Sampdoria,26, M(CLR)  ,29(4),2648,1,0.5,29.2,74.9,0,0.5,0,6.87
Rafael Leão,AC Milan,23," AM(CL),FW  ",22(8),1934,6,0.9,15.3,75.7,0.2,0.2,0,6.87
Simone Bastoni,Spezia,26," D(L),DMC,M(L)  ",19(3),1530,6,1.3,37.9,76.6,1.3,2.4,0,6.86
Kalidou Koulibaly,Napoli,31, D(C)  ,25(1),2211,0,0.2,67.8,88.7,0.1,4.8,0,6.86
Bremer,Torino,25, D(C)  ,33,2936,0,0.2,50.2,82.7,0,3.5,0,6.86
Ibañez,Roma,24, D(C)  ,28(2),2402,1,0.4,56.6,86.9,0,3.2,0,6.86
Alessandro Bastoni,Inter,23, D(C)  ,33,2926,3,0.4,68,90.5,0.1,4.6,0,6.85
Francesco Acerbi,Lazio,35, D(C)  ,32,2815,1,0.3,63.7,89.4,0.3,5.3,0,6.85
Matteo Politano,Napoli,29," AM(CLR),FW  ",22(15),1911,4,0.9,20.5,81.7,0.5,0.9,0.1,6.85
Jérémie Boga,Sassuolo,26," AM(CLR),FW  ",20(7),1790,2,0.4,27.5,89.4,0.1,0.6,0,6.85
Hans Hateboer,Atalanta,29," D(R),M(R)  ",20(2),1765,1,0.9,38.7,87.1,0.5,0.8,0,6.84
Kevin Strootman,Genoa,33, DMC  ,18,1330,4,1.3,44,84.1,0.4,1.7,0.1,6.83
Stephane Singo,Torino,22, M(R)  ,20(8),1854,2,0.9,25.5,79.9,0.6,0.9,0,6.83
Gian Marco Ferrari,Sassuolo,30, D(C)  ,33(1),3015,4,0.4,79.6,91.7,0,3.4,0,6.82
Musa Barrow,Bologna,24," AM(CL),FW  ",34(4),2934,8,1.6,26.4,77.1,0.9,1.4,0,6.82
Matthijs de Ligt,Juventus,23, D(C)  ,25(2),2221,1,0.3,63.9,92.5,0.1,2.6,0,6.82
Koray Günter,Verona,28, D(C)  ,21(6),1771,2,0.2,42.1,88.2,0,2.9,0,6.81
Franck Ribéry,Fiorentina,39," AM(CL),FW  ",28(1),2172,6,1.2,29.3,89.2,0.1,1.5,0.2,6.81
Emil Audero,Sampdoria,26, GK  ,37,3330,1,0,28.8,65.6,0,7.2,0,6.81
Elseid Hysaj,Napoli,29," D(LR),M(R)  ",20(4),1773,2,0.6,44.1,84.6,0,2,0.1,6.81
Alessio Cragno,Cagliari,28, GK  ,34,3060,0,0,24.2,64.8,0,6.3,0,6.80
Gianluigi Donnarumma,AC Milan,24, GK  ,37,3330,0,0,29.2,77,0,5.5,0,6.80
Alexis Sánchez,Inter,34," M(CLR),FW  ",12(18),1139,5,1.1,16,80,0.4,0.9,0.2,6.79
MBala Nzola,Spezia,26, FW  ,21(4),1898,3,0.9,18.4,84.3,0,0.7,0,6.79
Antonio Candreva,Sampdoria,36, M(CLR)  ,28(7),2512,8,1.8,36.5,77,1.5,3.4,0,6.79
Nikola Milenkovic,Fiorentina,25, D(CR)  ,34,3036,1,0.2,46.6,86,0,2.5,0,6.79
Mattia Perin,Genoa,30, GK  ,32,2880,0,0,31.8,60.4,0,7.5,0,6.78
Razvan Marin,Cagliari,26, M(C)  ,35(2),2977,6,1.9,41.1,87.5,1.4,2.4,0,6.78
Armando Izzo,Torino,31, D(C)  ,24(1),2011,0,0.2,46.5,81.6,0.3,4,0,6.78
Francesco Caputo,Sassuolo,35, FW  ,19(6),1702,5,0.6,16.3,77.7,0,0.2,0,6.77
Diego Demme,Napoli,31, DMC  ,20(4),1597,3,0.8,51.8,89.2,0,2.4,0,6.77
Takehiro Tomiyasu,Bologna,24, D(CLR)  ,31,2719,0,0.3,48.7,82.1,0.2,3,0,6.77
Bram Nuytinck,Udinese,32, D(C)  ,19(1),1643,0,0.2,41.2,84.2,0.1,2.4,0,6.77
Davide Zappacosta,Genoa,30," D(LR),M(LR)  ",23(2),2034,2,0.5,32,83.6,0.6,0.8,0,6.77
Tiémoué Bakayoko,Napoli,28, DMC  ,23(9),1973,1,0.4,38.2,88.3,0,1.4,0,6.76
Stefan Radu,Lazio,36, D(CL)  ,30(1),2466,3,0.6,49.4,85.3,0.6,3,0,6.75
Aaron Ramsey,Juventus,32, M(CLR)  ,13(9),1093,4,1.4,31.8,87.1,0.5,1.5,0,6.75
Alessio Romagnoli,AC Milan,28, D(CL)  ,21(1),1907,1,0.1,46.5,89.6,0,1.4,0,6.75
Cristian Ansaldi,Torino,36," D(CLR),M(CLR)  ",20(11),1941,6,1.2,20.5,75.4,1.6,2.1,0,6.74
Radja Nainggolan,Cagliari,34, M(C)  ,22,1848,0,1,34.3,80,0.8,3,0,6.74
Gianluca Caprari,Benevento,29," AM(CLR),FW  ",23(7),1880,6,1.2,19.7,80.6,0.8,0.8,0,6.74
Simy,Crotone,30, FW  ,31(7),2945,2,0.7,18.2,77.1,0,0.3,0,6.73
José Luis Palomino,Atalanta,33, D(C)  ,25(11),2423,2,0.3,42.1,82.8,0,2.5,0,6.73
Hernani,Parma Calcio 1913,28, M(CL)  ,27(6),2200,3,1.1,29.6,83.4,0.6,2.8,0,6.73
Bartosz Bereszynski,Sampdoria,30," D(CLR),M(R)  ",29(2),2607,0,0.3,39.1,82.2,0.2,1.3,0,6.72
Diogo Dalot,AC Milan,23," D(LR),M(R)  ",10(11),1082,1,0.4,23.2,79.1,0.5,1.8,0,6.72
Nahitan Nández,Cagliari,27, M(CLR)  ,31(1),2741,2,1,30.9,77.7,0.8,1,0,6.72
Riccardo Orsolini,Bologna,26," M(CR),FW  ",21(13),1759,3,0.9,18.1,69.9,0.8,0.7,0.1,6.72
Filip Djuricic,Sassuolo,31," AM(CLR),FW  ",27(5),2099,4,1.7,27.4,78.9,0.1,0.4,0,6.72
Wojciech Szczesny,Juventus,32, GK  ,30,2677,1,0,29.4,89.1,0,4.3,0,6.71
Fabio Quagliarella,Sampdoria,40, FW  ,25(8),2215,1,0.6,15.2,71.1,0.1,0.6,0,6.71
Ismaël Bennacer,AC Milan,25, DMC  ,17(4),1336,2,0.2,46,87.9,0,2.5,0,6.71
Giacomo Bonaventura,Fiorentina,33, M(CLR)  ,27(7),2267,2,0.7,26.8,82.3,0.3,1.4,0,6.71
Lukasz Skorupski,Bologna,31, GK  ,28,2520,0,0,28.1,74.7,0,4.3,0,6.71
Rodrigo Palacio,Bologna,41," AM(CLR),FW  ",28(8),2508,5,1.1,24.6,79.4,0.3,0.6,0,6.71
Giangiacomo Magnani,Verona,27, D(C)  ,15(10),1510,0,0,24.2,75.5,0,1.6,0,6.70
Yordan Osorio,Parma Calcio 1913,28, D(C)  ,21(2),1812,0,0.1,49.3,88.5,0,4,0,6.70
Gastón Brugman,Parma Calcio 1913,30, M(C)  ,21(5),1625,1,1,39.9,87.5,0.7,3.4,0.1,6.70
Gianluca Scamacca,Genoa,24, FW  ,13(13),1349,2,0.6,13,66.1,0.1,0.8,0,6.70
Arkadiusz Reca,Crotone,27," D(L),M(L)  ",28(2),2319,3,0.9,25.8,73.3,0.5,0.8,0,6.70
Christian Eriksen,Inter,31," M(CLR),FW  ",17(9),1393,0,1.2,36.6,87.3,1.2,2,0,6.69
Jerdy Schouten,Bologna,26, DMC  ,28(6),2520,1,0.7,40.6,87.1,0.1,2.2,0.1,6.69
Antonín Barak,Verona,28, AM(CR)  ,32(2),2772,3,0.7,37.7,78.8,0.1,1.5,0,6.69
Dejan Kulusevski,Juventus,22," AM(CR),FW  ",19(16),1919,3,1.5,20,81.3,0.5,0.2,0.1,6.69
Mattia Destro,Genoa,31, FW  ,22(7),1617,1,0.2,9.3,69.1,0,0.2,0,6.68
Jordan Veretout,Roma,30, M(C)  ,25(4),2063,2,0.9,42.9,88.1,0.5,2.8,0,6.68
Hamed Traorè,Sassuolo,23, AM(CLR)  ,20(15),1792,2,1,22.3,79.6,0.4,0.7,0,6.68
Erick Pulgar,Fiorentina,29, DMC  ,21(10),1999,3,0.7,34.5,85.1,0.7,2.1,0,6.68
Weston McKennie,Juventus,24," D(C),M(CLR)  ",18(16),1699,2,0.8,22.2,85.4,0,0.7,0,6.68
Giuseppe Pezzella,Parma Calcio 1913,25," D(L),M(L)  ",21(3),1835,4,0.8,32.3,81.8,0.7,1.8,0,6.68
Domenico Criscito,Genoa,36," D(CL),M(L)  ",20(3),1727,0,0.3,44.2,82.3,0.2,3.3,0,6.68
Albin Ekdal,Sampdoria,33, M(C)  ,26(6),2304,1,0.3,32.7,83.8,0,1.2,0,6.68
Ivan Perisic,Inter,34," M(CLR),FW  ",20(12),1803,4,0.9,19,76,0.6,0.9,0,6.67
Pedro,Roma,35," M(CLR),FW  ",20(7),1601,2,1.1,22.7,81.4,0.3,1,0,6.67
Roberto Pereyra,Udinese,32," M(CLR),FW  ",34,2936,7,1.3,35.4,87.4,0.2,1,0,6.67
Ivan Ilic,Verona,21, M(C)  ,19(10),1834,0,0.6,38.1,85.8,0.3,1.5,0,6.67
Rafael Tolói,Atalanta,32, D(C)  ,29(2),2541,0,0.5,52,83.3,0.2,3.1,0,6.67
Lucas Leiva,Lazio,36," D(C),M(C)  ",30(2),2157,0,0.2,45.7,86.8,0.1,1.7,0,6.67
Gaetano Letizia,Benevento,32," D(LR),M(LR)  ",18(6),1569,1,0.6,28.3,80.4,0.9,1.8,0,6.67
Darko Lazovic,Verona,32, M(CLR)  ,27(5),2504,6,1.1,32.5,76.7,0.9,1.3,0,6.67
Alexis Saelemaekers,AC Milan,23, M(R)  ,27(5),2037,4,0.9,25.1,82.6,0.3,0.5,0,6.66
Adam Marusic,Lazio,30," D(CLR),M(LR)  ",33(3),2971,3,0.8,37.3,85.4,0.4,1.6,0,6.66
Giorgos Kyriakopoulos,Sassuolo,27," D(L),M(L)  ",16(7),1461,0,0.6,36.7,85.7,0.4,1,0,6.66
Leonardo Bonucci,Juventus,35, D(C)  ,24(3),2034,0,0.1,55.8,90.4,0,4.5,0,6.66
Simone Verdi,Torino,30," AM(CLR),FW  ",17(16),1621,5,1.6,17.1,77.6,1.4,1.3,0,6.66
Lyanco,Torino,26, D(CR)  ,21(2),1959,0,0.3,54.4,85.9,0,4.8,0,6.66
Adama Soumaoro,Bologna,30, D(CR)  ,19(1),1755,0,0.2,46,88.9,0,1.6,0,6.65
Federico Ceccherini,Verona,30, D(C)  ,23(2),1749,0,0.2,35.7,80.9,0,1.9,0,6.65
Tomás Rincón,Torino,35, M(CR)  ,33(3),2861,1,0.4,37.1,84.6,0.2,2.8,0,6.65
Rick Karsdorp,Roma,28," D(R),M(R)  ",28(6),2550,6,0.8,32.2,83.8,0.3,1.2,0,6.64
Bryan Cristante,Roma,28," D(C),M(C)  ",22(12),2149,3,0.5,44.5,83.1,0.1,3.9,0.1,6.64
Tolgay Arslan,Udinese,32, M(C)  ,25(5),1837,0,0.3,28.9,85.6,0.1,1.3,0,6.64
Andreas Cornelius,Parma Calcio 1913,29, FW  ,21(8),1903,4,0.8,20,68.2,0,0.5,0.1,6.64
Adrien Tameze,Verona,29, M(C)  ,28(5),2313,0,0.4,30.5,80,0.2,1.8,0,6.64
Alex Meret,Napoli,25, GK  ,22,1980,0,0,23,87.8,0,3.2,0,6.64
Charalampos Lykogiannis,Cagliari,29," D(CL),M(L)  ",29(2),2430,2,0.5,28.1,73,0.7,1.3,0,6.63
Lucas Martínez,Fiorentina,26, D(C)  ,15(6),1483,0,0.3,37.9,80.8,0.1,2.7,0,6.63
Mario Pasalic,Atalanta,28, M(CLR)  ,10(15),1115,2,0.7,26.5,86.1,0,1.4,0,6.63
Mário Rui,Napoli,31," D(L),M(L)  ",17(10),1666,2,1.1,43.4,84.6,0.9,1.8,0,6.63
Julian Chabot,Spezia,25, D(C)  ,19(6),1655,1,0.2,42.6,85.2,0,3.8,0,6.63
Maya Yoshida,Sampdoria,34, D(CR)  ,25(7),2273,2,0.2,37.5,85.1,0,3.3,0,6.63
Arthur,Juventus,26, DMC  ,13(9),1158,0,0.8,49,94.1,0,2.5,0,6.63
Rodrigo Becão,Udinese,27, D(C)  ,32(3),2784,0,0.2,38.5,86.7,0,1.6,0,6.63
