Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Emre Can,Borussia Dortmund,29," D(CLR),DMC  ",23(5),2134,4,0.6,62.3,87,0.3,3.8,0,7.06
Daniel Caligiuri,Augsburg,35," D(R),M(CLR),FW  ",31(2),2673,4,1.5,29.6,71,1,1.9,0,7.05
Alphonso Davies,Bayern,22," D(L),M(LR)  ",22(1),1769,2,0.9,56.2,89.6,0.3,1,0,7.04
Borna Sosa,Stuttgart,25," D(L),M(L)  ",25(1),2047,9,2.2,34,77.5,1.9,1,0,7.04
Wataru Endo,Stuttgart,30, DMC  ,33,2957,3,0.8,55.1,83.6,0,2.2,0.1,7.04
Maxence Lacroix,Wolfsburg,22, D(C)  ,29(1),2591,1,0.1,58.9,83.4,0,4.3,0,7.03
Christopher Trimmel,Union Berlin,36," D(CR),M(R)  ",30(1),2580,9,1.9,33.9,73.9,2,2.4,0,7.03
Sasa Kalajdzic,Stuttgart,25, FW  ,23(10),2140,5,0.8,20,68.7,0,0.3,0,7.02
Lars Stindl,Borussia M.Gladbach,34," M(CLR),FW  ",23(7),1967,8,1.5,33.4,83,0.4,1.4,0.2,7.01
Marcel Sabitzer,RBL,28," M(CLR),FW  ",24(3),2031,3,1.1,47.4,79.7,0.3,2.6,0,7.00
Martin Hinteregger,Eintracht Frankfurt,30, D(C)  ,29,2528,1,0.3,63.9,81.7,0,3.4,0,7.00
Nico Elvedi,Borussia M.Gladbach,26, D(CLR)  ,29,2538,0,0.1,65.3,91.2,0,1.9,0,7.00
Kevin Mbabu,Wolfsburg,27," D(R),M(R)  ",19(3),1646,1,0.6,36,69.2,0.7,1.6,0,7.00
Max Kruse,Union Berlin,34," M(CLR),FW  ",19(3),1637,5,1.7,31,78,1,2,0.1,6.99
Marcus Thuram,Borussia M.Gladbach,25," AM(L),FW  ",20(9),1740,2,0.6,19,71.4,0.1,0.2,0,6.99
Lucas Hernández,Bayern,27, D(CL)  ,18(5),1600,2,0.6,50.6,85.1,0.7,2,0,6.98
Ridle Baku,Wolfsburg,24," D(R),M(CR)  ",31(1),2688,6,1.4,36.7,76,0.6,1.4,0,6.98
Xaver Schlager,Wolfsburg,25, M(C)  ,30(2),2640,4,0.8,38.9,76.8,0,1.9,0.1,6.97
Niklas Süle,Bayern,27, D(CR)  ,16(4),1503,0,0.4,62.9,90.7,0.3,2.6,0,6.97
Edmond Tapsoba,Leverkusen,24, D(C)  ,29(2),2651,0,0.1,90.4,89.7,0,6.7,0,6.96
Ihlas Bebou,Hoffenheim,28," M(CLR),FW  ",23(9),2204,7,1.2,18,76.9,0.5,0.3,0,6.96
Dani Olmo,RBL,24," AM(CLR),FW  ",26(6),2207,9,1.3,38,77.6,0.2,1.3,0.1,6.95
John Brooks,Wolfsburg,30, D(C)  ,31(1),2774,0,0.2,60.3,83.4,0,4.3,0,6.94
Florian Neuhaus,Borussia M.Gladbach,25, M(C)  ,30(3),2632,5,0.7,52.9,84.4,0,3.6,0.1,6.94
Marvin Friedrich,Union Berlin,27, D(C)  ,34,3060,2,0.5,53,79.7,0.1,4.4,0,6.94
Leroy Sané,Bayern,27," M(CLR),FW  ",18(14),1807,9,1,22.9,78.3,0.5,0.7,0,6.94
Moussa Diaby,Leverkusen,23," M(CLR),FW  ",28(4),2394,10,1.4,25.1,84,0.8,0.7,0,6.93
Felix Uduokhai,Augsburg,25, D(C)  ,29,2610,0,0.1,50.4,81.7,0.1,3.5,0,6.93
Daichi Kamada,Eintracht Frankfurt,26," AM(CLR),FW  ",28(4),2376,12,1.8,28,78,0.8,1,0,6.93
Amos Pieper,Arminia Bielefeld,25, D(C)  ,30,2684,1,0.2,50.7,82.7,0,4.8,0,6.92
Konstantinos Mavropanos,Stuttgart,25, D(CR)  ,19(2),1474,0,0.2,46.1,79.2,0.1,3.4,0,6.91
Christopher Lenz,Union Berlin,28," D(L),M(L)  ",27,2259,3,0.7,36.1,73.4,0.7,2.1,0,6.91
Matthias Ginter,Borussia M.Gladbach,29," D(CR),DMC  ",34,3060,1,0.3,68.9,84.8,0.1,4,0,6.91
Christoph Baumgartner,Hoffenheim,23," AM(CLR),FW  ",28(3),2380,3,1.1,29.4,74.9,0.2,1.1,0,6.91
Renato Steffen,Wolfsburg,31, M(CLR)  ,19(2),1578,4,1,27.5,75.4,0.4,1.3,0,6.91
Nicolas Höfler,Freiburg,33," D(C),DMC  ",30(1),2730,3,0.5,44.5,84.5,0.1,2.3,0,6.91
Paulo Otávio,Wolfsburg,28," D(L),M(L)  ",19(4),1738,2,0.6,32.4,74.5,0.8,1.3,0,6.91
Orel Mangala,Stuttgart,24, M(C)  ,24,2110,3,0.8,41.6,84.6,0,1.3,0,6.90
Marc Oliver Kempf,Stuttgart,28, D(C)  ,32,2734,1,0.3,56.6,82.4,0.1,3.8,0,6.89
Benjamin Pavard,Bayern,26," D(CLR),M(R)  ",22(2),1944,0,0.5,59.8,87.1,0.5,2.6,0,6.89
Florian Wirtz,Leverkusen,19," AM(C),FW  ",25(4),2230,5,1.6,34.6,77.7,0.2,1.2,0.1,6.89
Ellyes Skhiri,FC Koln,27, DMC  ,32,2790,2,0.5,47.3,86.7,0,2.9,0,6.88
Robert Andrich,Union Berlin,28, M(C)  ,29,2529,2,0.7,48.8,79.6,0,2.5,0,6.88
Ondrej Duda,FC Koln,28," AM(C),FW  ",32,2556,4,1.3,34.5,76.6,1.2,2.4,0.1,6.88
Dayot Upamecano,RBL,24, D(C)  ,27(2),2333,0,0.3,76,88.4,0,5.4,0,6.87
Ludwig Augustinsson,Werder Bremen,28," D(L),M(L)  ",21(2),1961,4,1.8,34.2,69.1,2.3,1.1,0,6.87
Ritsu Doan,Arminia Bielefeld,24," AM(CLR),FW  ",33(1),2786,2,1.4,20.2,70,0.9,0.8,0,6.86
Amine Harit,Schalke,25," AM(CLR),FW  ",25(3),2111,5,1.8,28.1,77.4,0.9,1,0.2,6.86
Manuel Akanji,Borussia Dortmund,27, D(CR)  ,26(2),2350,0,0.1,75.6,92,0,4.5,0,6.86
Diadié Samassékou,Hoffenheim,27, DMC  ,31,2576,2,0.3,44.1,82.7,0.1,2.4,0.1,6.86
Fabian Klos,Arminia Bielefeld,35, FW  ,32(2),2725,2,0.9,23.3,54.9,0.1,0.6,0,6.85
Marcel Halstenberg,RBL,31," D(CL),M(L)  ",19(5),1653,2,1.1,62.6,86.7,0.6,2.3,0,6.84
Evan Ndicka,Eintracht Frankfurt,23, D(CL)  ,23,2044,1,0.3,55.6,84.8,0.1,1.7,0,6.84
Josip Brekalo,Wolfsburg,24," AM(CLR),FW  ",22(7),1825,3,1.3,27.4,77,0.7,1.1,0,6.83
Alassane Plea,Borussia M.Gladbach,30," AM(CLR),FW  ",19(10),1807,1,1,22.3,75.3,0.2,0.6,0.1,6.83
Ramy Bensebaïni,Borussia M.Gladbach,27," D(CL),DMC,M(L)  ",20(5),1814,0,0.4,42.9,80.9,0.2,2,0,6.83
Djibril Sow,Eintracht Frankfurt,26, M(C)  ,25(3),2180,2,0.6,43,87.8,0,1.6,0,6.83
Rafal Gikiewicz,Augsburg,35, GK  ,34,3060,0,0,34.4,64.4,0,7.2,0,6.83
Jonas Hector,FC Koln,32," D(L),M(CL)  ",15(4),1294,1,0.9,28.5,78.6,0.4,1.6,0,6.82
Florian Grillitsch,Hoffenheim,27," D(C),M(CL)  ",22(4),1882,1,0.6,53.9,86.6,0.2,4.9,0,6.81
Giovanni Reyna,Borussia Dortmund,20, AM(CLR)  ,23(9),1984,5,1.1,27.3,83.1,0.4,0.4,0.1,6.81
Amadou Haidara,RBL,25, M(CLR)  ,21(10),1910,1,1.1,32.9,80,0.3,1.1,0,6.81
Patrik Schick,Leverkusen,27," AM(R),FW  ",20(9),1865,1,0.9,14.6,69.3,0,0,0,6.81
Joakim Nilsson,Arminia Bielefeld,29, D(C)  ,24(1),2163,0,0.1,43.1,82.6,0,2.6,0,6.80
Stefan Ortega,Arminia Bielefeld,30, GK  ,34,3060,1,0.1,53.7,70.6,0,14.8,0,6.79
Nordi Mukiele,RBL,25," D(CR),M(R)  ",21(7),1684,1,0.4,33.9,78.4,0.4,1.7,0,6.79
Sheraldo Becker,Union Berlin,28," AM(CLR),FW  ",15(3),1114,3,1,14.9,69.1,0.8,0.5,0,6.79
David Alaba,Bayern,30," D(CL),M(CL)  ",30(2),2676,3,0.9,68.8,85.6,0.2,3.3,0,6.79
André Hahn,Augsburg,32," AM(CLR),FW  ",24(5),2047,3,0.6,14.4,56.9,0.1,0.6,0,6.79
Jhon Córdoba,Hertha Berlin,29, FW  ,17(4),1544,1,1.1,13.7,76.7,0.2,0.4,0,6.78
Jeremiah St. Juste,Mainz,26," D(CR),DMC  ",32,2880,1,0.2,40.9,78.1,0.2,3.2,0,6.77
Yussuf Poulsen,RBL,28," AM(R),FW  ",14(13),1352,4,0.5,16,72.7,0,0.3,0,6.77
Mahmoud Dahoud,Borussia Dortmund,27, M(C)  ,15(6),1264,1,0.5,43.6,86.4,0,2.8,0.1,6.77
Amin Younes,Eintracht Frankfurt,29, AM(CL)  ,16(10),1401,3,0.9,23.5,76.6,0.4,1,0,6.77
Emil Forsberg,RBL,31," AM(CLR),FW  ",20(9),1552,4,1.2,19.6,79.4,0.5,0.4,0.1,6.76
Leandro Barreiro,Mainz,23, DMC  ,27(2),2314,2,0.6,23.8,64.6,0.1,0.8,0.1,6.76
Maximilian Mittelstädt,Hertha Berlin,25," D(L),M(CL)  ",22(5),1803,2,0.9,32.9,74.6,0.7,2.7,0,6.76
Stefan Lainer,Borussia M.Gladbach,30," D(R),M(R)  ",31(2),2773,2,1.1,40.2,75.4,0.5,1.5,0,6.76
Lucas Alario,Leverkusen,30, FW  ,12(13),1244,2,0.6,12.2,73.9,0,0.2,0,6.75
Jonathan Tah,Leverkusen,27, D(C)  ,24(3),2220,0,0,72.3,89.8,0,3.4,0,6.75
Kerem Demirbay,Leverkusen,29, M(C)  ,20(9),1748,4,1.2,38.2,80.8,0.9,2.5,0.1,6.75
Alexander Sørloth,RBL,27," AM(R),FW  ",13(16),1432,3,1,15.3,73.6,0.1,0.1,0,6.75
Yannick Gerhardt,Wolfsburg,28," D(L),M(CL)  ",21(8),1934,4,0.9,23.3,75.6,0.3,0.7,0,6.75
Jamal Musiala,Bayern,20, M(CL)  ,7(19),871,1,0.3,15.9,83.8,0,0.4,0,6.74
Jérôme Boateng,Bayern,34, D(CR)  ,29,2379,1,0.2,68.9,88.4,0.1,5.6,0,6.74
Iago,Augsburg,25," D(L),M(L)  ",18,1564,1,0.8,36,73.8,0.6,1.8,0,6.74
Gregor Kobel,Stuttgart,25, GK  ,33,2970,0,0,30.7,79.6,0,4.6,0,6.74
Baptiste Santamaría,Freiburg,28, DMC  ,28(2),2221,2,0.5,33.4,76.6,0.2,1.8,0,6.74
Alexander Hack,Mainz,29, D(C)  ,14(7),1367,0,0.3,32.8,77.1,0,2.7,0,6.74
Mattéo Guendouzi,Hertha Berlin,23, M(C)  ,19(5),1817,1,0.7,40.9,86.7,0.1,2.5,0,6.73
Josh Sargent,Werder Bremen,23," AM(CLR),FW  ",30(2),2519,2,1,17.8,70.8,0.1,0.2,0,6.73
Lucas Tousart,Hertha Berlin,25, DMC  ,25(1),2098,0,0.3,32.3,77.2,0.1,2.9,0.1,6.73
Ralf Fährmann,Schalke,34, GK  ,22,1878,0,0.1,31.9,59.1,0,5.5,0,6.73
Christian Günter,Freiburg,30," D(L),M(L)  ",34,3060,3,2,33,75.5,1.9,1.8,0,6.73
Rafael Czichos,FC Koln,32, D(C)  ,26(2),2262,0,0.1,47.5,81.9,0.1,3.7,0,6.72
Cédric Brunner,Arminia Bielefeld,29, D(CR)  ,30(1),2660,1,0.5,35.5,75.7,0.6,1.8,0,6.72
Koen Casteels,Wolfsburg,30, GK  ,32,2880,0,0,33.9,72.4,0,7.7,0,6.72
Lucas Höler,Freiburg,28," AM(CLR),FW  ",22(11),2095,4,0.6,19.7,66.7,0.1,0.4,0,6.71
Jude Bellingham,Borussia Dortmund,19, M(CLR)  ,19(10),1705,3,0.5,35.2,84.3,0.1,1.6,0,6.71
Sebastiaan Bornauw,FC Koln,23, D(C)  ,23(1),2082,1,0,38.1,81.7,0,3.8,0,6.71
Theodor Gebre Selassie,Werder Bremen,36," D(CLR),DMC,M(R)  ",34,3033,1,0.6,34.3,73.5,0.4,1.7,0,6.70
Roland Sallai,Freiburg,25," AM(CLR),FW  ",22(6),1674,3,0.5,15.3,75.5,0.4,0.6,0,6.70
Tyler Adams,RBL,24," D(R),M(CR)  ",21(6),1853,1,0.5,47.3,86.1,0.1,1.2,0,6.70
Thomas Delaney,Borussia Dortmund,31, DMC  ,14(6),1290,1,0.3,40.7,83.7,0.1,2.4,0,6.70
Andreas Luthe,Union Berlin,36, GK  ,31,2769,0,0,33.3,68.2,0,6.9,0,6.70
Phillipp Mwene,Mainz,29," D(LR),M(LR)  ",19(1),1675,2,0.8,21.1,64.7,1.2,1.6,0,6.69
Jean-Paul Boëtius,Mainz,28," AM(CL),FW  ",23(8),2075,4,1.1,24.7,71.1,0.3,1.2,0.2,6.69
Maximilian Eggestein,Werder Bremen,26, M(CR)  ,33,2943,5,0.9,40.5,76.4,0.1,1.7,0.1,6.69
Grischa Prömel,Union Berlin,28, M(C)  ,21(3),1827,1,0.4,29.3,78.4,0.1,1.2,0,6.69
Pavel Kaderábek,Hoffenheim,30," D(R),M(LR)  ",17(3),1588,3,1.1,35.5,74.2,0.8,1,0,6.69
Ryan Sessegnon,Hoffenheim,22," D(L),M(LR)  ",17(6),1573,3,0.7,31.2,79.4,0.8,0.8,0,6.68
Christoph Kramer,Borussia M.Gladbach,32, M(C)  ,23(5),2036,2,0.4,46.6,85.7,0.1,1.5,0,6.68
Robin Knoche,Union Berlin,30, D(C)  ,34,3043,0,0.1,61.3,84.3,0,4.7,0,6.68
Vladimír Darida,Hertha Berlin,32," M(CLR),FW  ",24(3),1915,6,1.3,34.1,75.9,0.6,2.9,0.1,6.68
Waldemar Anton,Stuttgart,26," D(CR),DMC  ",30(1),2712,1,0.3,65.9,88,0.1,3.1,0,6.68
Kevin Kampl,RBL,32, M(CLR)  ,24(3),1946,1,0.6,51.3,89.9,0,1.7,0,6.68
Erik Durm,Eintracht Frankfurt,30," D(LR),M(LR)  ",19(2),1493,2,0.7,25.3,71.8,0.4,1.1,0,6.67
Dedryck Boyata,Hertha Berlin,32, D(C)  ,17(2),1545,0,0.3,54.4,89,0,3.6,0,6.66
Gonzalo Castro,Stuttgart,35," D(L),M(CR)  ",23(3),1746,2,1.6,30.5,76.6,1.1,1.3,0.1,6.66
Jeffrey Gouweleeuw,Augsburg,31, D(C)  ,32,2836,0,0.4,49.7,78.9,0.1,4.1,0,6.66
Breel Embolo,Borussia M.Gladbach,26," AM(CR),FW  ",16(15),1435,2,0.5,14.2,73.6,0,0.3,0,6.66
Keven Schlotterbeck,Freiburg,25, D(C)  ,18(6),1650,0,0,34.3,80.8,0,2.7,0,6.66
Dodi Lukébakio,Hertha Berlin,25," AM(CLR),FW  ",21(8),1870,5,0.8,17.2,76.4,0.3,1,0,6.65
Jonathan Schmid,Freiburg,32," D(R),M(CLR)  ",27(4),2399,2,0.8,30.5,77.1,0.6,2.1,0,6.65
Thomas Meunier,Borussia Dortmund,31," D(R),M(R)  ",17(4),1474,1,0.7,50.8,82.1,0.4,2.3,0,6.65
Rubén Vargas,Augsburg,24," AM(CLR),FW  ",18(12),1615,3,0.8,17,76.3,0.1,0.9,0.1,6.65
Joel Pohjanpalo,Union Berlin,28, FW  ,10(9),851,0,0.4,9.7,68.6,0.1,0.3,0.1,6.65
Ömer Toprak,Werder Bremen,33, D(C)  ,24(2),1947,0,0,41.2,82.2,0,1.5,0,6.64
Nadiem Amiri,Leverkusen,26, M(CLR)  ,20(9),1888,6,1.3,36.4,85.5,0.7,2,0,6.64
Niclas Füllkrug,Werder Bremen,30, FW  ,10(9),879,0,0.3,13.3,57.7,0.1,0.5,0,6.64
Elvis Rexhbecaj,FC Koln,25, M(C)  ,20(10),1835,2,0.9,19.2,66.3,0.6,0.8,0,6.63
Florian Müller,Freiburg,25, GK  ,31,2790,0,0,38.1,64.7,0,6.5,0,6.63
Manuel Gulde,Freiburg,32, D(C)  ,22(5),1959,0,0,37.9,87.6,0,2,0,6.62
Wendell,Leverkusen,29," D(CL),M(L)  ",15(7),1454,0,0,48.1,86,0.2,2.1,0,6.62
Daley Sinkgraven,Leverkusen,27," D(L),M(CL)  ",19(3),1574,0,0.6,49.1,81.9,0.1,3,0,6.62
Robin Zentner,Mainz,28, GK  ,31,2790,0,0,28.2,60.2,0,5.3,0,6.62
Manuel Neuer,Bayern,36, GK  ,33,2970,0,0,34.2,84.2,0,6.2,0,6.61
Ermedin Demirovic,Freiburg,24," AM(L),FW  ",19(11),1510,6,0.5,8.2,53,0.1,0.1,0,6.61
Manuel Prietl,Arminia Bielefeld,31, M(C)  ,28,2518,1,0.4,34.7,79.8,0,1.5,0,6.61
Charles Aránguiz,Leverkusen,33, M(C)  ,20(1),1676,0,0.7,54.9,85.8,0,2.1,0,6.61
Makoto Hasebe,Eintracht Frankfurt,39," D(CR),M(CR)  ",26(3),2291,0,0.2,57.3,88.4,0.1,3.1,0,6.60
Josuha Guilavogui,Wolfsburg,32," D(C),M(C)  ",7(13),737,0,0.3,21.5,84.1,0,1.4,0,6.60
Anderson Lucoqui,Arminia Bielefeld,25," D(L),M(L)  ",18(3),1607,0,0.3,25.6,67,0.2,1.3,0,6.60
Leonardo Bittencourt,Werder Bremen,29," M(CLR),FW  ",19(8),1522,1,0.6,21.2,76,0.7,0.6,0,6.60
Alexander Schwolow,Hertha Berlin,30, GK  ,26,2340,0,0,30.3,77.3,0,6.8,0,6.60
Peter Pekarík,Hertha Berlin,36," D(LR),M(R)  ",22(1),1703,1,0.4,31.2,82.7,0.6,1.4,0,6.59
Aleksandar Dragovic,Leverkusen,32, D(CR)  ,11(7),1131,0,0.3,56.1,88.9,0.2,4.3,0.1,6.59
Sebastian Rode,Eintracht Frankfurt,32," D(R),M(C)  ",19(8),1630,0,0.7,37.7,85.5,0.1,1.6,0,6.59
Lukas Klostermann,RBL,26," D(CLR),M(R)  ",15(8),1445,0,0.2,48.3,87,0.1,1.8,0,6.58
Philipp Lienhart,Freiburg,26, D(C)  ,34,2994,0,0.1,57,85,0,4.2,0,6.58
Stefan Posch,Hoffenheim,25, D(CR)  ,25(1),2124,0,0.5,51.6,79,0.4,3.1,0,6.58
Jérôme Roussillon,Wolfsburg,30," D(L),M(L)  ",14(6),1231,2,0.8,25.5,77.3,0.4,1.4,0,6.58
Maximilian Philipp,Wolfsburg,29," AM(CLR),FW  ",13(11),1115,2,0.5,14.9,76,0.1,0.4,0,6.58
Oliver Baumann,Hoffenheim,32, GK  ,31,2790,0,0,37.8,74.7,0,5.7,0,6.58
Julian Brandt,Borussia Dortmund,26," M(CLR),FW  ",17(14),1494,2,1,28.8,85.2,0.3,1.5,0,6.58
Reece Oxford,Augsburg,24," D(C),DMC  ",13(11),1350,0,0,28.2,82,0,1.5,0,6.58
Moussa Niakhaté,Mainz,27, D(CL)  ,32,2867,1,0.5,41.8,75.3,0.3,3.1,0,6.58
Suat Serdar,Schalke,25, M(CLR)  ,24(1),1958,2,0.6,24,75.8,0,1.6,0,6.58
Karim Onisiwo,Mainz,30," AM(CLR),FW  ",19(12),1843,0,0.6,11.9,64.9,0.1,0.1,0,6.57
Milot Rashica,Werder Bremen,26," AM(CLR),FW  ",14(10),1464,1,0.8,15.4,73.2,0.5,0.8,0,6.57
Mark Uth,Schalke,31," AM(CR),FW  ",18(2),1499,1,1.2,24.3,80,1,1.6,0.1,6.56
Niklas Stark,Hertha Berlin,27," D(C),DMC  ",31(2),2794,0,0.2,47,82.8,0.1,3.1,0,6.56
Jirí Pavlenka,Werder Bremen,30, GK  ,34,3060,0,0,28.7,70.4,0,7.2,0,6.56
Marcel Hartel,Arminia Bielefeld,27, M(CL)  ,20(2),1692,0,0.7,32.6,77.3,0.8,1.2,0,6.56
Tuta,Eintracht Frankfurt,23, D(C)  ,16(3),1459,0,0.2,51.1,84.7,0.1,2.2,0,6.56
Kevin Trapp,Eintracht Frankfurt,32, GK  ,33,2970,0,0,36.1,66.5,0,7.6,0,6.55
Florian Niederlechner,Augsburg,32," AM(CR),FW  ",21(7),1746,4,0.5,11.1,68.2,0.1,0.3,0.1,6.55
Marco Friedl,Werder Bremen,24," D(CL),M(L)  ",31(1),2788,0,0.3,51.6,80.4,0.2,5.5,0,6.55
Marius Wolf,FC Koln,27," D(R),M(CLR)  ",29(2),2563,2,0.7,32.9,67.3,0.3,2,0,6.55
Luka Jovic,Eintracht Frankfurt,25, FW  ,8(10),888,0,0.3,15.8,78.6,0,0.8,0.1,6.55
Daniel Didavi,Stuttgart,33," AM(CR),FW  ",10(13),968,3,1.1,15.9,77,0.2,0.7,0,6.54
Péter Gulácsi,RBL,32, GK  ,33,2970,0,0,30.3,85.3,0,4.8,0,6.54
Milos Veljkovic,Werder Bremen,27," D(C),DMC  ",19(4),1723,0,0,37.3,74.2,0,3.8,0,6.54
Munas Dabbur,Hoffenheim,30," AM(C),FW  ",11(11),997,0,0.6,14.1,71.1,0.2,0.3,0,6.54
Raphael Framberger,Augsburg,27," D(R),M(R)  ",19(2),1547,1,0.5,24.6,59.8,0.5,0.9,0,6.53
Robin Quaison,Mainz,29," M(CLR),FW  ",18(10),1480,2,0.4,11.1,67.5,0,0.4,0,6.53
Aymen Barkok,Eintracht Frankfurt,24, AM(CR)  ,9(17),970,3,1,16.7,76.3,0.5,0.5,0,6.53
Noah Katterbach,FC Koln,21, D(L)  ,12(9),1110,0,0.5,25.1,78,0.3,1.3,0,6.53
Sven Bender,Leverkusen,33," D(C),M(C)  ",14(4),1172,0,0.3,56.6,89.8,0.1,2,0,6.53
Sebastian Rudy,Hoffenheim,33," D(R),M(CR)  ",21(4),1683,2,1.2,33.6,77.4,0.6,1.2,0,6.53
Andreas Voglsammer,Arminia Bielefeld,31," AM(LR),FW  ",11(7),1004,2,0.6,13.7,57.1,0.3,0.2,0,6.53
Taiwo Awoniyi,Union Berlin,25, FW  ,16(5),1366,2,1,13.8,66.8,0,0.3,0,6.53
Marcus Ingvartsen,Union Berlin,27," AM(CR),FW  ",24(6),1971,5,0.7,20.3,74.1,0.4,0.6,0,6.52
Denis Zakaria,Borussia M.Gladbach,26," D(C),DMC  ",15(10),1420,1,0.4,25.6,88,0,0.9,0,6.52
Valentino Lazaro,Borussia M.Gladbach,26," D(R),M(CLR)  ",13(9),1241,0,0.8,22,79.3,0.5,0.8,0,6.52
Roman Bürki,Borussia Dortmund,32, GK  ,18(1),1665,0,0,27.4,78.3,0,4.5,0,6.52
Dominique Heintz,Freiburg,29, D(CL)  ,14(7),1366,0,0.1,45.4,86.8,0.1,4.7,0,6.51
Kingsley Ehizibue,FC Koln,27," D(R),M(R)  ",15(6),1141,1,0.3,20,75.1,0.6,0.8,0,6.49
Tanguy Coulibaly,Stuttgart,22," M(CLR),FW  ",17(14),1510,1,0.5,13.5,74.2,0.2,0.2,0,6.49
Philipp Förster,Stuttgart,28," M(CLR),FW  ",17(8),1521,1,1.2,26.4,79.8,0.5,0.4,0.1,6.49
Eric Choupo-Moting,Bayern,33," M(CLR),FW  ",8(14),812,0,0.6,9.9,79.4,0,0.1,0,6.48
Benjamin Stambouli,Schalke,32," D(CR),M(C)  ",22(2),1957,2,0.3,42.5,74.4,0,2.9,0,6.47
Philipp Klement,Stuttgart,30, M(C)  ,2(16),412,2,1,17.7,82.1,0.9,0.9,0,6.46
Malick Thiaw,Schalke,21, D(C)  ,15(4),1450,0,0.1,38.5,80.2,0,1.8,0,6.46
Justin Kluivert,RBL,23, AM(LR)  ,8(11),812,0,0.6,11.6,73.2,0.3,0.2,0,6.46
Lukás Hrádecky,Leverkusen,33, GK  ,29,2566,0,0,41.7,74.8,0,7.7,0,6.46
Kevin Möhwald,Werder Bremen,29, M(CR)  ,17(10),1567,1,0.4,35.1,86,0.2,1.4,0,6.45
Robert Skov,Hoffenheim,26," D(L),M(LR)  ",12(11),1167,0,0.8,17.7,75.4,0.7,0.9,0,6.44
Krzysztof Piatek,Hertha Berlin,27, FW  ,18(14),1635,1,0.3,12,72.3,0.1,0.4,0,6.44
Atakan Karazor,Stuttgart,26," D(C),DMC  ",10(9),1031,0,0.1,36.9,86.2,0,0.8,0,6.44
Danny Latza,Mainz,33, M(C)  ,21(8),1805,2,0.8,24,72,0.4,1.1,0,6.44
