Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Aurélien Tchouaméni,Monaco,23, DMC  ,36,3073,2,3,7,1,1.5,82.8,2.4,8,7.16
Burak Yilmaz,Lille,37," AM(L),FW  ",23(5),2057,16,5,6,0,2.4,77.6,1.4,3,7.14
Angelo Fulgini,Angers,26," AM(CLR),FW  ",33,2739,7,4,4,0,2,83.2,0.7,4,7.13
Amine Gouiri,Nice,23," AM(L),FW  ",31(3),2753,12,7,5,0,2.4,79.6,0.6,5,7.13
Kiki Kouyaté,Metz,25, D(C)  ,21(4),1961,1,0,10,0,0.5,80.8,4,3,7.10
Jérémy Doku,Rennes,20, AM(LR)  ,26(4),2318,2,3,1,1,1.2,83.4,0.3,3,7.07
Jonathan Bamba,Lille,26," AM(CLR),FW  ",34(4),2993,6,9,2,0,1.6,82.6,0.4,3,7.07
Kevin Volland,Monaco,30," AM(CLR),FW  ",34(1),2789,16,7,4,0,1.6,67.8,1.6,2,7.06
Wissam Ben Yedder,Monaco,32," AM(C),FW  ",32(5),2626,20,7,3,0,2.2,74.2,1.1,4,7.06
Ludovic Blas,Nantes,25," M(CLR),FW  ",32(4),2805,10,4,5,0,2,80.7,0.4,6,7.06
José Fonte,Lille,39, D(C)  ,36,3190,3,0,7,0,0.8,90.4,2.2,0,7.05
Reinildo,Lille,29," D(CL),M(L)  ",24(5),2183,0,0,2,1,0.1,81.3,1.9,3,7.05
Marquinhos,PSG,28," D(CR),DMC  ",24(1),2129,3,1,2,0,0.6,93,2,0,7.05
Rafinha,PSG,31, M(CLR)  ,15(8),1368,0,4,2,0,1,90.9,0.3,2,7.02
Mahdi Camara,Saint-Etienne,24," D(CR),DMC  ",37,3295,3,2,4,0,0.6,86.4,1.3,2,7.01
Léo Dubois,Lyon,28," D(LR),M(R)  ",35(2),2917,2,4,3,0,0.5,83,1,2,7.00
Zeki Çelik,Lille,26," D(R),M(R)  ",28(1),2389,3,2,8,0,0.5,78.6,0.9,3,7.00
Sven Botman,Lille,23, D(C)  ,37,3311,0,0,3,0,0.4,86.5,3.2,1,6.99
Florian Thauvin,Marseille,30," M(CLR),FW  ",33(3),2749,8,8,5,0,2,79.1,0.3,4,6.98
Mathieu Debuchy,Saint-Etienne,37," D(CR),M(R)  ",25(1),2108,2,1,5,0,1,72.6,2.7,1,6.97
Marcelo,Lyon,35, D(C)  ,34,2912,3,0,5,2,0.7,88.2,3.3,0,6.97
Massadio Haïdara,Lens,30," D(CL),M(L)  ",24(1),2136,2,1,6,0,0.5,82.2,1.7,2,6.96
Moise Kean,PSG,23," AM(LR),FW  ",22(4),1709,13,0,4,0,2,78.8,0.5,0,6.95
Sofiane Diop,Monaco,22, AM(CLR)  ,24(8),2036,7,1,4,0,1.4,80.6,0.6,0,6.95
Loïc Badé,Lens,22, D(C)  ,29(2),2610,0,0,9,1,0.4,85.5,3.6,3,6.95
Tinotenda Kadewere,Lyon,27," AM(R),FW  ",24(9),2022,10,3,4,0,1.8,75.2,1,5,6.94
Boubacar Kamara,Marseille,23," D(CL),DMC  ",35,2905,0,2,6,0,0.5,86.7,1.9,2,6.94
Nayef Aguerd,Rennes,26, D(C)  ,35,3148,3,1,6,0,0.8,90.4,3.5,2,6.94
Valentin Rongier,Marseille,28," D(R),M(C)  ",21(5),1895,1,2,8,0,0.7,86.3,1,2,6.93
Laurent Koscielny,Bordeaux,37, D(C)  ,25(1),2218,0,2,3,0,0.2,90.1,2.1,1,6.92
Brendan Chardonnet,Brest,28, D(C)  ,30(3),2714,3,1,3,1,0.6,82.6,2.4,2,6.92
Dimitri Payet,Marseille,35," M(CLR),FW  ",28(5),2429,7,10,4,2,1.4,78.9,0.1,3,6.92
Serhou Guirassy,Rennes,26," AM(L),FW  ",19(8),1766,10,1,3,0,1.9,76.1,2.6,2,6.91
Randal Kolo Muani,Nantes,24," AM(R),FW  ",35(2),3042,9,4,3,0,1.6,67.3,2.1,6,6.91
Pol Lirola,Marseille,25," D(R),M(LR)  ",17(2),1554,2,2,3,0,0.5,78.3,0.9,1,6.90
Keylor Navas,PSG,36, GK  ,29,2522,0,0,0,0,0,85.6,0.1,2,6.90
Yunis Abdelhamid,Reims,35, D(C)  ,33,2890,3,0,4,1,0.5,85.7,2.8,2,6.89
Hatem Ben Arfa,Bordeaux,36," M(CR),FW  ",19(5),1708,2,4,2,0,1.4,85.6,0.2,3,6.89
Habib Maïga,Metz,27," DMC,M(R)  ",31,2698,1,3,9,0,0.8,82.7,1.3,1,6.89
Hamari Traoré,Rennes,31," D(R),M(R)  ",34(1),3004,1,1,4,0,0.7,86,1.1,1,6.89
Alexander Djiku,Strasbourg,28," D(CR),DMC  ",29(1),2553,0,0,8,0,0.5,84.5,1.8,1,6.88
Jonathan Clauss,Lens,30," D(R),M(LR)  ",30(3),2538,3,6,2,0,1,77.2,0.6,5,6.88
Gelson Martins,Monaco,27, M(LR)  ,20(3),1562,3,2,3,0,1.1,85.3,0.4,2,6.88
Martin Terrier,Rennes,26," AM(CL),FW  ",30(4),2454,9,7,3,1,1.4,80.1,1.5,2,6.88
Armand Laurienté,Lorient,24," AM(LR),FW  ",16(13),1618,3,5,4,0,2,83.8,0.4,3,6.88
Cheick Oumar Doucouré,Lens,23, DMC  ,30(3),2633,2,1,8,0,1.1,86.6,0.8,1,6.87
Yoane Wissa,Lorient,26," AM(L),FW  ",30(8),2685,10,4,2,0,1.5,76.4,1.3,3,6.86
Maxwel Cornet,Lyon,26," D(L),M(LR),FW  ",29(7),2457,2,5,5,0,0.6,80.8,1.1,2,6.86
Luiz Araújo,Lille,26," AM(CLR),FW  ",17(11),1502,4,2,5,0,1.8,78,0.4,2,6.86
Benjamin Bourigeaud,Rennes,29, M(CLR)  ,29(8),2559,6,5,8,0,1.7,82.1,0.5,2,6.86
Idrissa Gueye,PSG,33, M(C)  ,20(8),1587,2,1,3,0,0.7,92.6,0.9,0,6.85
Florian Sotoca,Lens,32," AM(CR),FW  ",28(5),2422,8,3,7,0,2.2,73.6,2.8,2,6.85
Franck Honorat,Brest,26," M(LR),FW  ",28(8),2471,8,5,3,0,1.1,72.1,0.6,2,6.85
Ruben Aguilar,Monaco,29," D(R),M(R)  ",27(6),2233,1,3,6,0,0.2,85.4,1.5,1,6.85
Romain Perraud,Brest,25," D(L),M(L)  ",35(1),3141,3,7,4,0,1.3,79.9,0.8,2,6.84
Gaël Kakuta,Lens,31," M(CLR),FW  ",30(5),2414,11,5,3,0,1.5,76.5,0.6,0,6.84
Hassane Kamara,Nice,29," D(L),M(LR)  ",34(2),2966,2,1,3,0,0.8,84.7,1,1,6.83
Mauro Icardi,PSG,30, FW  ,11(9),1074,7,3,1,0,2,79.2,0.8,1,6.83
Houssem Aouar,Lyon,24, M(CL)  ,23(7),1793,7,3,3,1,2.3,86,0.1,0,6.83
Alessandro Florenzi,PSG,31," D(R),M(CLR)  ",18(3),1543,2,1,1,0,1,83.7,0.6,0,6.83
Mitchel Bakker,PSG,22," D(L),M(L)  ",18(8),1691,0,2,1,0,0.1,90.4,0.9,0,6.83
Jonathan David,Lille,23," AM(C),FW  ",29(8),2368,13,2,0,0,1.5,77.4,0.4,1,6.83
Damien da Silva,Rennes,34, D(C)  ,30,2664,4,0,7,1,0.8,88,2.5,1,6.83
Layvin Kurzawa,PSG,30," D(L),M(L)  ",15(4),1282,1,1,4,1,0.6,87.6,1.6,1,6.83
Boulaye Dia,Reims,26," AM(R),FW  ",35(1),2947,14,1,2,0,1.8,80.5,0.9,5,6.83
Yvan Neyou,Saint-Etienne,26, DMC  ,29(2),2450,1,2,9,0,0.9,86.6,0.8,1,6.82
Sébastien Corchia,Nantes,32," D(R),M(R)  ",23(2),2067,0,1,3,0,0.8,72.1,1,1,6.82
Ander Herrera,PSG,33, M(C)  ,18(13),1846,1,3,6,0,0.7,91.1,0.3,0,6.82
Jean-Eudes Aholou,Strasbourg,28, DMC  ,26(1),2156,2,2,9,0,1.1,83.1,1.5,1,6.82
Pape Sarr,Metz,20, AM(C)  ,18(4),1594,3,0,5,0,1.4,85.3,1.1,1,6.82
Mike Maignan,Lille,27, GK  ,38,3420,0,0,1,0,0,67.3,0.3,1,6.82
Dénis Bouanga,Saint-Etienne,28," M(CLR),FW  ",30(6),2738,7,4,7,0,2.8,67.3,1.8,3,6.82
Trevoh Chalobah,Lorient,23," D(CR),DMC  ",24(5),2239,2,2,5,0,0.5,84.8,1.5,2,6.82
Youssouf Fofana,Monaco,24, DMC  ,35,2883,0,3,8,1,1,85.5,0.6,1,6.81
Bruno Guimarães,Lyon,25, DMC  ,21(12),1760,3,1,6,0,0.8,90.5,0.3,1,6.81
Jonathan Gradit,Lens,30, D(CR)  ,33,2828,0,1,7,1,0.1,86.9,1.8,1,6.81
Eduardo Camavinga,Rennes,20," D(L),DMC  ",28(7),2413,1,2,6,0,0.7,89,0.5,4,6.80
Harold-Desty Moukoudi,Saint-Etienne,25, D(C)  ,26,2277,3,1,6,0,0.5,88.5,2,0,6.80
Julien Laporte,Lorient,29, D(C)  ,30,2660,0,0,6,1,0.3,82.5,2.7,0,6.80
Pierre Lees-Melou,Nice,29, M(CLR)  ,23(6),2066,4,2,3,1,1.5,86.3,0.5,2,6.80
Birger Meling,Nimes,28," D(LR),DMC  ",26,2329,2,3,4,0,0.5,79.8,0.8,2,6.80
Guillermo Maripán,Monaco,28, D(C)  ,22(6),2088,5,1,7,0,0.5,90,1.5,2,6.80
Benoît Badiashile,Monaco,21, D(C)  ,32(3),2873,2,1,5,0,0.7,86.9,3.1,1,6.79
Yacine Adli,Bordeaux,22, M(C)  ,25(10),2417,2,5,6,0,0.7,83.7,0.8,2,6.79
Romain Thomas,Angers,34, D(C)  ,34,3026,4,0,4,1,0.4,84.6,2.9,2,6.78
Alexis Claude-Maurice,Nice,24, AM(CL)  ,21(9),1909,4,5,2,0,1.1,84.5,0.3,3,6.78
Caio Henrique,Monaco,25," D(L),M(CL)  ",26(5),2376,0,4,0,0,0.2,84.3,0.6,0,6.78
Kenny Lala,Strasbourg,31," D(LR),M(R)  ",21,1837,3,3,1,0,0.5,74.1,0.9,0,6.78
Renato Sanches,Lille,25, M(CR)  ,14(9),1273,1,3,4,0,0.9,85.8,0.3,0,6.78
Andrei Girotto,Nantes,31," D(C),DMC  ",29(5),2665,1,1,3,1,0.9,80.1,2.5,1,6.77
Laurent Abergel,Lorient,30, DMC  ,32(6),2968,3,1,5,0,0.8,83.7,0.2,0,6.77
Habib Diallo,Strasbourg,27," AM(R),FW  ",27(5),2332,9,3,2,0,1.7,67.4,3,4,6.77
Marshall Munetsi,Reims,26," D(C),M(C)  ",21(6),1929,1,0,7,1,0.4,83.4,2.1,2,6.76
Samuel Kalu,Bordeaux,25, M(CLR)  ,14(6),973,4,1,3,0,1.3,77,0.8,1,6.76
Djibril Sidibé,Monaco,30," D(CLR),M(R)  ",21(9),1979,0,2,3,0,0.2,85.1,0.8,1,6.76
Boubakary Soumaré,Lille,24, DMC  ,21(11),1916,0,1,3,0,0.3,86.9,0.9,0,6.76
Paul Baysse,Bordeaux,34, D(CR)  ,29(2),2614,2,2,3,1,0.4,87.7,2.2,0,6.75
Ghislain Konan,Reims,27," D(L),M(L)  ",29(2),2612,2,1,5,0,0.3,80.9,0.8,0,6.75
Xavier Chavalerin,Reims,32," DMC,M(L)  ",29(1),2550,0,3,8,0,0.7,84.3,0.5,0,6.75
Anthony Caci,Strasbourg,25," D(CLR),M(L)  ",32(1),2807,0,2,0,0,0.2,77,0.8,0,6.75
Renaud Ripart,Nimes,29," D(R),M(CLR),FW  ",35(3),3063,11,1,3,0,1.8,69.5,1.9,0,6.74
Hiroki Sakai,Marseille,32," D(CLR),M(R)  ",26(3),2387,0,1,6,1,0.1,82.6,1.4,0,6.74
Danilo Pereira,PSG,31," D(C),DMC  ",16(7),1429,2,1,3,0,0.7,92,1.3,0,6.74
Bruno Ecuele Manga,Dijon,34, D(CR)  ,38,3420,2,0,3,0,0.8,84.7,3.3,1,6.73
Junior Sambia,Montpellier,26," D(R),M(CR)  ",26(10),2445,1,6,2,0,0.5,79.7,1.1,1,6.73
Nathanaël Mbuku,Reims,20," AM(CLR),FW  ",28(4),2230,4,1,3,0,1.2,81.6,0.8,2,6.73
Julian Draxler,PSG,29," AM(CLR),FW  ",12(12),1061,4,3,3,0,0.5,88.4,0.2,1,6.73
Steven Nzonzi,Rennes,34, M(C)  ,33(1),2910,1,1,8,1,0.6,91.7,2.5,0,6.73
Sacha Boey,Dijon,22, D(R)  ,21(3),1865,0,1,1,0,0.4,79.2,1,0,6.73
Moses Simon,Nantes,27," M(CLR),FW  ",28(5),2341,6,5,2,0,1.2,75,0.6,1,6.73
Ngonda Muzinga,Dijon,28, D(L)  ,25(5),2310,2,0,5,0,0.4,73.1,1.1,0,6.73
Mohamed Simakan,Strasbourg,22, D(CR)  ,19,1619,1,1,2,0,0.7,82.1,1.4,1,6.72
Pablo Sarabia,PSG,30," D(L),M(CLR),FW  ",13(14),1313,6,4,2,0,1.4,79.4,0.1,2,6.72
Youssouf Sabaly,Bordeaux,30," D(LR),M(R)  ",33,2915,1,2,4,0,0.4,84.4,0.8,1,6.72
Seko Fofana,Lens,27, M(C)  ,25(5),2311,2,3,2,0,1.3,87.4,0.7,0,6.72
Morgan Schneiderlin,Nice,33, DMC  ,24(4),2197,0,0,7,1,0.4,88.8,1.4,0,6.72
Abdou Diallo,PSG,26, D(CL)  ,17(5),1488,0,1,1,2,0.2,93.1,1.1,0,6.72
Thomas Mangani,Angers,35, M(C)  ,32(3),2702,3,3,3,0,0.7,83.6,0.7,0,6.71
Ronaël Pierre-Gabriel,Brest,24," D(CLR),M(R)  ",28(1),2315,1,0,4,0,0.3,82.8,0.7,2,6.71
Thomas Delaine,Metz,30," D(L),M(LR)  ",19(5),1780,3,2,4,0,0.8,77.6,0.4,2,6.71
Duje Caleta-Car,Marseille,26, D(C)  ,32(1),2816,2,1,8,1,0.3,86.1,2.5,0,6.71
Wout Faes,Reims,24, D(C)  ,33,2901,1,0,11,2,0.3,86.1,1.7,1,6.70
Leandro Paredes,PSG,28, DMC  ,16(5),1308,1,2,5,1,1.1,90.9,0.5,1,6.70
John Boye,Metz,35, D(C)  ,35,3047,1,2,4,2,0.4,82.8,1.7,0,6.70
Nicolas Pallois,Nantes,35, D(C)  ,31(1),2776,2,0,7,1,0.4,79,1.9,0,6.70
Terem Moffi,Lorient,23," AM(R),FW  ",26(6),2091,14,2,2,0,1.8,68.9,1.2,2,6.70
Adil Aouchiche,Saint-Etienne,20, AM(CL)  ,21(13),1742,2,5,2,0,0.8,76.7,0.4,1,6.70
Remi Oudin,Bordeaux,26," M(CLR),FW  ",27(11),2435,4,4,2,0,1.4,72.6,1.3,2,6.70
Wahbi Khazri,Saint-Etienne,32," M(CLR),FW  ",16(6),1194,7,1,5,1,1.5,71.3,0.3,2,6.70
Anthony Lopes,Lyon,32, GK  ,38,3420,0,0,2,0,0,79.5,0.2,1,6.69
Jason Denayer,Lyon,27," D(CR),DMC  ",31,2619,1,0,1,0,0.2,94.6,1.5,0,6.69
Walter Benítez,Nice,30, GK  ,38,3420,0,0,3,0,0,78.6,0.3,1,6.69
Daniel Congré,Montpellier,37, D(CLR)  ,38,3294,2,0,4,0,0.3,86.5,1.9,2,6.69
Rony Lopes,Nice,27," AM(CLR),FW  ",23(5),1798,3,1,1,0,1.5,80,0.3,1,6.69
Alexandre Oukidja,Metz,34, GK  ,34,3060,0,0,3,1,0,59.4,0.5,2,6.68
Thomas Foket,Reims,28," D(R),M(R)  ",37,3325,0,3,4,0,0.2,80.1,0.8,0,6.68
Ibrahima Sissoko,Strasbourg,25," D(C),DMC  ",29(7),2586,0,0,6,0,0.7,81.5,1.5,0,6.67
Predrag Rajkovic,Reims,27, GK  ,37,3286,0,0,2,0,0,62.7,0.4,2,6.67
Presnel Kimpembe,PSG,27, D(C)  ,26(2),2307,0,0,6,1,0.2,95,1.3,0,6.67
Dennis Appiah,Nantes,30," D(CLR),M(R)  ",16(6),1554,0,2,3,0,0.3,74.8,1.4,1,6.67
Ignatius Ganago,Lens,24," AM(LR),FW  ",16(8),1308,7,0,0,0,1.7,72.6,0.9,3,6.67
Charles Traoré,Nantes,31," D(L),M(L)  ",19(3),1701,1,0,6,0,0.1,71.4,1.7,1,6.67
Thiago Mendes,Lyon,30," D(CR),M(CR)  ",23(9),2242,0,1,5,1,0.7,88.3,0.8,0,6.66
William Saliba,Nice,21, D(C)  ,20,1800,1,0,2,0,0.3,91.3,1.9,0,6.66
Flavien Tait,Rennes,30, M(CLR)  ,16(7),1371,1,3,6,0,1.1,85.1,0.4,1,6.66
Jonas Omlin,Montpellier,29, GK  ,31,2675,0,0,0,1,0,66,0.3,2,6.66
Andreaw Gravillon,Lorient,25, D(CR)  ,26,2274,2,2,3,1,0.5,74.9,2.2,2,6.66
Fábio,Nantes,32," D(LR),M(R)  ",19(3),1513,0,1,3,1,0.3,77.3,1.8,1,6.65
Jonathan Ikoné,Lille,24," AM(CLR),FW  ",26(11),2187,4,5,0,0,1.3,81,0.5,1,6.65
Cesc Fàbregas,Monaco,35," M(CL),FW  ",7(14),875,2,3,2,0,0.5,82.9,0.3,1,6.65
Miguel Trauco,Saint-Etienne,30," D(L),M(L)  ",22(4),2036,0,2,1,0,0.2,78.3,0.8,1,6.65
Mathieu Cafaro,Reims,25, AM(CLR)  ,27(4),2091,4,2,3,0,1.9,68,0.3,0,6.65
Valon Berisha,Reims,30, M(CL)  ,17(7),1644,0,3,2,0,0.9,85.2,0.4,0,6.64
Baptiste Reynet,Nimes,32, GK  ,38,3420,0,0,3,0,0.1,64.6,0.3,1,6.64
Álvaro González,Marseille,33, D(C)  ,32,2834,2,3,14,0,0.5,87.9,1.5,0,6.64
Issiaga Sylla,Lens,29," D(LR),M(L)  ",13(7),1118,1,0,0,1,0.5,78.7,1.4,0,6.63
Matthieu Udol,Metz,26," D(CL),M(L)  ",19(6),1723,0,3,1,1,0.5,83.6,0.7,1,6.63
Axel Disasi,Monaco,24, D(C)  ,24(5),2017,3,0,4,2,0.6,86.7,1.9,1,6.63
Toma Basic,Bordeaux,26, M(C)  ,32(2),2609,4,1,7,0,1.3,84.8,0.8,0,6.63
Romain Hamouma,Saint-Etienne,35," M(CLR),FW  ",19(10),1773,6,1,5,0,1.1,75.1,0.7,1,6.62
Souleyman Doumbia,Angers,26," D(L),M(L)  ",24(3),2221,0,1,8,0,0.3,82.4,0.9,0,6.62
Hwang Ui-Jo,Bordeaux,30," AM(CLR),FW  ",32(4),2524,12,3,1,0,2.1,79.9,0.9,1,6.62
Clément Grenier,Rennes,32, M(CL)  ,12(11),1077,4,3,3,0,1.2,82.5,0.3,1,6.62
Alban Lafont,Nantes,24, GK  ,38,3420,0,0,2,0,0,53.6,0.4,0,6.61
Dimitri Liénard,Strasbourg,35," D(L),M(CL)  ",19(15),1828,2,4,2,0,0.9,82.7,0.4,1,6.61
Adrien Truffert,Rennes,21," D(L),M(L)  ",23(6),1957,1,3,3,0,0.8,87,0.7,1,6.61
Yusuf Yazici,Lille,26," M(CLR),FW  ",10(22),1078,7,4,1,0,1.4,76.2,0.1,3,6.61
Hicham Boudaoui,Nice,23, M(CR)  ,22(3),1749,3,2,9,0,0.6,82.5,0.6,1,6.61
Niclas Eliasson,Nimes,27," AM(CLR),FW  ",19(11),1805,4,3,1,0,0.8,69,0.6,1,6.60
Jean-Charles Castelletto,Nantes,28, D(C)  ,22(2),1948,1,0,4,0,0.3,81.2,2.2,0,6.60
Jean-Ricner Bellegarde,Strasbourg,24, M(CLR)  ,25(11),2098,1,1,3,0,0.6,81.8,0.6,0,6.60
Thilo Kehrer,PSG,26," D(CLR),M(R)  ",16(8),1610,0,0,3,0,0.3,92.5,1.3,0,6.60
Pierrick Capelle,Angers,35," D(L),M(CLR)  ",24(11),2054,3,3,2,0,0.8,81.5,1.3,0,6.59
Jonathan Panzo,Dijon,22, D(C)  ,21(1),1805,0,0,5,0,0.2,87,1.8,1,6.59
Benoît Costil,Bordeaux,35, GK  ,38,3420,0,0,0,0,0,67.3,0.2,0,6.59
Nicolas Cozza,Montpellier,24, D(CL)  ,15(5),1373,0,0,2,0,0.1,80.6,0.8,0,6.58
Enzo Le Fée,Lorient,23, M(CLR)  ,21(15),1816,0,6,6,0,0.9,82.1,0.1,0,6.58
Domagoj Bradaric,Lille,23," D(L),M(L)  ",14(12),1259,1,2,4,0,0.2,84.6,0.7,1,6.58
Alfred Gomis,Rennes,29, GK  ,22,1980,0,0,1,0,0,75,0.4,0,6.58
Lassana Coulibaly,Angers,26, M(CL)  ,18(11),1687,1,1,4,1,0.5,82.7,1,1,6.58
Arnaud Nordin,Saint-Etienne,24," AM(CLR),FW  ",20(12),1783,4,4,1,0,1.4,82,0.2,1,6.58
Maxence Caqueret,Lyon,23, DMC  ,19(10),1761,0,1,2,1,0.3,86.9,0.3,0,6.57
Lamine Fomba,Nimes,25, DMC  ,24(8),2176,1,1,8,0,0.8,80.9,1,1,6.57
Kasper Dolberg,Nice,25, FW  ,21(4),1931,6,2,2,0,1.5,81.5,0.9,1,6.57
Pedro Mendes,Montpellier,32, D(CR)  ,19(3),1629,2,0,5,0,0.3,84.1,1.4,0,6.56
Imrân Louza,Nantes,23, M(CLR)  ,28(5),2390,7,2,4,1,1.1,82.6,0.4,0,6.56
Jordan Lotomba,Nice,24," D(LR),M(R)  ",24(6),2127,1,0,5,1,0.3,82.9,0.6,0,6.56
Paul Lasne,Brest,34, M(CLR)  ,19(3),1688,0,0,4,1,0.2,85.8,1,0,6.56
Arnaud Kalimuendo,Lens,21, FW  ,13(15),1218,7,3,0,0,1.1,80.5,0.1,0,6.56
Ismaël Traoré,Angers,36, D(CR)  ,34,2994,3,3,3,0,0.4,84.1,1.1,1,6.56
Gautier Larsonneur,Brest,26, GK  ,35,3150,0,0,2,0,0,77.1,0.2,0,6.55
Sinaly Diomandé,Lyon,21, D(C)  ,10(17),1119,0,0,3,0,0.6,86.8,1.8,0,6.55
Myziane Maolida,Nice,24," AM(LR),FW  ",11(8),1079,3,1,2,0,1,77.8,0.2,0,6.55
Pape Gueye,Marseille,24, DMC  ,22(10),2058,2,0,9,1,0.5,84.2,1.4,0,6.55
Arbër Zeneli,Reims,28," AM(LR),FW  ",14(14),1293,3,3,1,0,0.8,79.1,0.3,1,6.55
Timothée Kolodziejczak,Saint-Etienne,31," D(CL),M(L)  ",23(1),2038,0,0,4,1,0.4,83.1,1.9,0,6.55
Dylan Bronn,Metz,27, D(C)  ,38,3413,2,0,4,0,0.4,83.2,1.2,0,6.55
Xeka,Lille,28, M(C)  ,11(22),1189,1,2,6,0,0.5,88.9,0.6,0,6.55
Mihailo Ristic,Montpellier,27," D(L),M(L)  ",26(8),2239,0,2,4,0,0.6,79.6,0.7,0,6.55
Florent Mollet,Montpellier,31, AM(CLR)  ,30(4),2371,3,5,5,2,1.5,89.4,0.4,0,6.54
Stephy Mavididi,Montpellier,24," AM(LR),FW  ",23(12),2034,9,0,3,0,0.9,81.3,0.3,2,6.54
Lamine Gueye,Metz,24," AM(R),FW  ",19(7),1467,3,2,1,0,1.6,75.7,1,0,6.54
Arnaud Souquet,Montpellier,31," D(CR),M(R)  ",14(9),1227,1,1,5,0,0.3,76.1,0.3,0,6.53
Facundo Medina,Lens,23, D(CL)  ,23(1),2007,2,0,11,0,0.4,85.8,1,0,6.52
Leonardo Balerdi,Marseille,24, D(C)  ,19(2),1635,2,0,6,1,0.6,87,1.7,0,6.52
Adrien Thomasson,Strasbourg,29, M(CLR)  ,31(6),2639,5,1,6,1,1.3,78,0.6,1,6.52
Gaëtan Charbonnier,Brest,34," AM(C),FW  ",17(19),1565,6,1,4,0,1,78.6,0.9,1,6.52
Haris Belkebla,Brest,29, DMC  ,33(2),2736,0,0,7,1,0.2,87.7,0.7,0,6.52
Vincent Le Goff,Lorient,33," D(L),M(L)  ",26,2307,0,0,0,0,0.3,77.3,0.8,0,6.52
Benjamin Lecomte,Monaco,31, GK  ,28,2520,0,0,1,0,0,72.8,0.4,0,6.52
Faitout Maouassa,Rennes,24," D(L),M(LR)  ",13(10),1173,0,1,4,0,1.2,82.7,0.6,0,6.52
Andrés Cubas,Nimes,26, DMC  ,27,2252,1,0,4,1,0.4,83.9,0.2,0,6.52
Luis Henrique,Marseille,21, M(LR)  ,6(13),670,0,5,0,0,0.3,80.7,0.2,0,6.51
Yannick Cahuzac,Lens,38, DMC  ,26(4),2257,1,0,9,0,0.3,83.3,1,0,6.51
Loris Benito,Bordeaux,31," D(CL),M(L)  ",30(1),2654,0,0,7,1,0.3,86.4,1.4,0,6.51
Nicolas de Préville,Bordeaux,32," AM(CLR),FW  ",15(18),1610,1,2,3,0,1.2,72.9,0.8,1,6.51
Colin Dagba,PSG,24," D(R),M(R)  ",15(10),1356,1,1,3,0,0.3,90.8,0.1,0,6.51
Anthony Racioppi,Dijon,24, GK  ,21,1890,0,0,0,0,0,60.1,0.3,1,6.51
Jérôme Hergault,Lorient,36," D(LR),M(R)  ",19(3),1627,2,0,0,0,0.2,77.6,1,0,6.51
Mounir Chouiar,Dijon,24, AM(CL)  ,14(9),1292,0,2,5,0,1,79.8,0.6,0,6.51
Eiji Kawashima,Strasbourg,39, GK  ,24,2160,0,0,1,0,0,64.3,0.3,0,6.50
Éric Ebimbe,Dijon,22, M(CR)  ,25(5),2152,1,1,5,0,1.5,81.8,0.6,0,6.50
Abdoulaye Touré,Nantes,29, DMC  ,20(9),1686,2,2,2,0,0.9,85.1,1.1,0,6.50
