Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribble,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Anthony Modeste,FC Koln,34, FW  , FW  ,31(1),20,3,3.3,0.6,0.2,1,1.1,0.7,2.2,7.11
Vincenzo Grifo,Freiburg,29, AM(CL)  , AM(CL)  ,33(1),9,7,2,1.9,1.1,0.8,0,0.8,1.4,7.10
Nicolas Höfler,Freiburg,33," D(C),DMC  "," D(C),DMC  ",30,2,4,1.1,0.6,0.8,1.3,0,0.4,1,7.09
Leon Goretzka,Bayern,28, M(CR)  , M(CR)  ,19,3,3,2.4,1.5,0.5,0.5,0.1,0.7,1.4,7.08
Lucas Höler,Freiburg,28," AM(CLR),FW  "," AM(CLR),FW  ",30(4),7,2,1.8,1.2,0.6,1.8,0.4,1.3,2.8,7.08
Evan Ndicka,Eintracht Frankfurt,23, D(CL)  , D(CL)  ,32,4,4,0.8,0.3,0.4,0.4,0.1,0.2,0.7,7.06
Danilo Soares,Bochum,31," D(L),M(L)  "," D(L),M(L)  ",30,0,1,0.4,0.6,1.2,1.4,0,0.7,1.3,7.06
Timo Hübers,FC Koln,26, D(C)  , D(C)  ,20,1,0,0.5,0,0.3,1.2,0,0.2,1,7.06
Willi Orbán,RBL,30, D(C)  , D(C)  ,30,2,1,0.7,0.2,0.1,1,0.1,0.1,0.5,7.06
Konstantinos Mavropanos,Stuttgart,25, D(CR)  , D(CR)  ,31,4,0,1.1,0.3,0.6,0.6,0.1,0.3,0.8,7.05
Josko Gvardiol,RBL,21, D(CL)  , D(CL)  ,28(1),2,2,0.8,0.4,1.3,1.2,0,0.7,1,7.04
Borna Sosa,Stuttgart,25," D(L),M(L)  "," D(L),M(L)  ",28,1,8,0.9,2.2,1.3,0.9,0,0.5,1.4,7.02
Mark Uth,FC Koln,31," AM(CR),FW  "," AM(CR),FW  ",24(6),5,8,2.3,1.8,0.8,1.5,0.4,1,2.4,7.00
Manu Koné,Borussia M.Gladbach,21, DMC  , DMC  ,25(1),2,0,1.1,0.5,2.6,2.2,0,1.8,2.5,6.99
Maximilian Arnold,Wolfsburg,28, M(CR)  , M(CR)  ,34,4,2,1.1,1.7,0.4,1.7,0,0.5,0.9,6.99
Ellyes Skhiri,FC Koln,27, DMC  , DMC  ,20(2),4,1,1,0.7,0.5,1,0.1,0.8,0.6,6.98
Kerem Demirbay,Leverkusen,29, M(C)  , M(C)  ,23(6),1,4,1.3,1.6,1,1,0.1,0.8,1.2,6.98
Dayot Upamecano,Bayern,24, D(C)  , D(C)  ,25(3),1,6,0.4,0.4,0.4,0.4,0,0.3,0.6,6.98
Alexander Hack,Mainz,29, D(C)  , D(C)  ,24(4),3,1,0.8,0.4,0.3,1.2,0.1,0,0.5,6.97
Jonas Hector,FC Koln,32," D(L),M(CL)  "," D(L),M(CL)  ",30,0,6,0.6,1.2,0.5,1.8,0,0.4,0.9,6.97
Christopher Trimmel,Union Berlin,36," D(CR),M(R)  "," D(CR),M(R)  ",23(2),2,0,0.8,1.2,0.8,0.2,0,0.5,1.2,6.97
Anthony Losilla,Bochum,36," D(C),DMC  "," D(C),DMC  ",32,2,0,1.1,0.5,0.6,0.6,0.1,0.5,1,6.96
Angeliño,RBL,26," D(L),M(L)  "," D(L),M(L)  ",26(3),2,5,0.4,1.8,0.5,1.2,0.1,0.7,1,6.95
Omar Marmoush,Stuttgart,24," AM(L),FW  "," AM(L),FW  ",19(2),3,5,2.3,1.5,2.1,2.7,0.3,2,4.1,6.95
Jamal Musiala,Bayern,20, M(CL)  , M(CL)  ,12(18),5,5,1.4,0.9,1.9,0.7,0.1,1.3,2,6.94
Jonathan Tah,Leverkusen,27, D(C)  , D(C)  ,33,2,3,0.5,0.3,0.5,0.3,0,0.3,0.6,6.94
Lucas Hernández,Bayern,27, D(CL)  , D(CL)  ,25,0,1,0.2,0.4,0.7,1.4,0,0.2,0.6,6.94
Anton Stach,Mainz,24, M(C)  , M(C)  ,20(9),1,6,1.7,1.1,1,1.5,0,0.7,1.8,6.93
Wataru Endo,Stuttgart,30, DMC  , DMC  ,33,4,2,1.4,0.7,1,1.8,0,1.3,1.5,6.93
Patrick Wimmer,Arminia Bielefeld,21, AM(R)  , AM(R)  ,27(4),3,6,1.8,1.4,2.3,1.2,0.2,1.5,2.2,6.92
Alassane Plea,Borussia M.Gladbach,29," AM(CLR),FW  "," AM(CLR),FW  ",23(9),9,6,1.9,1.8,1,0.8,0.4,0.7,1.3,6.91
Breel Embolo,Borussia M.Gladbach,26," AM(CR),FW  "," AM(CR),FW  ",23(5),8,3,1.6,1.2,1.5,2.4,0.7,2.1,3.2,6.91
Donyell Malen,Borussia Dortmund,24," AM(L),FW  "," AM(L),FW  ",20(7),5,3,1.7,0.8,1.3,1.1,0.3,1,2,6.90
Andrej Kramaric,Hoffenheim,31," AM(CLR),FW  "," AM(CLR),FW  ",30(2),6,9,2.9,1.3,0.9,0.9,0.3,1.2,2,6.89
Thomas Meunier,Borussia Dortmund,31," D(R),M(R)  "," D(R),M(R)  ",17,2,4,1.1,0.9,0.6,0.4,0.1,0.6,1.5,6.88
Mohamed Simakan,RBL,22, D(CR)  , D(CR)  ,23(5),1,0,0.4,0.3,0.6,1.2,0,0.3,0.9,6.88
Jeremie Frimpong,Leverkusen,22," D(R),M(R)  "," D(R),M(R)  ",25,1,6,0.4,1.2,1.9,1.8,0,1,1.9,6.88
Maximilian Mittelstädt,Hertha Berlin,25," D(L),M(CL)  "," D(L),M(CL)  ",16(8),0,5,0.4,0.9,1.3,1.5,0,0.8,1,6.88
Mats Hummels,Borussia Dortmund,34, D(C)  , D(C)  ,20(3),1,2,0.5,0.1,0.3,0.5,0,0.1,0.5,6.88
Florian Kainz,FC Koln,30, AM(CLR)  , AM(CLR)  ,31(1),4,4,1.2,1.5,0.9,1.4,0,0.7,1.1,6.88
Florian Grillitsch,Hoffenheim,27," D(C),M(CL)  "," D(C),M(CL)  ",16(2),0,0,0.4,0.6,0.3,1.3,0,0.3,0.5,6.87
Benjamin Pavard,Bayern,26," D(CLR),M(R)  "," D(CLR),M(R)  ",24(1),0,1,0.7,0.7,0.1,0.4,0.1,0.2,0.4,6.87
Philipp Lienhart,Freiburg,26, D(C)  , D(C)  ,32,5,0,0.6,0.1,0.1,0.8,0,0.1,0.6,6.87
Emre Can,Borussia Dortmund,29," D(CLR),DMC  "," D(CLR),DMC  ",19(5),5,1,0.5,0.3,0.8,0.9,0,0.4,0.9,6.86
Reece Oxford,Augsburg,24," D(C),DMC  "," D(C),DMC  ",30,2,1,0.5,0.1,0.1,0.7,0,0,0.6,6.86
Ramy Bensebaïni,Borussia M.Gladbach,27," D(CL),DMC,M(L)  "," D(CL),DMC,M(L)  ",21(1),4,1,1.4,0.6,0.7,1.9,0.2,0.6,1.3,6.86
Mahmoud Dahoud,Borussia Dortmund,27, M(C)  , M(C)  ,20(2),2,3,1,1.3,1.2,0.6,0,0.6,1.4,6.85
Karim Onisiwo,Mainz,30," AM(CLR),FW  "," AM(CLR),FW  ",28(3),5,8,2.1,1.3,1.6,1,0.9,1.5,4.1,6.84
Edmond Tapsoba,Leverkusen,24, D(C)  , D(C)  ,19(3),1,0,0.3,0,0.5,0.3,0,0.1,0.7,6.84
Taiwo Awoniyi,Union Berlin,25, FW  , FW  ,29(2),15,1,2.2,0.9,1.1,0.7,0.7,1.3,4.5,6.84
Aarón Martín,Mainz,25," D(L),M(L)  "," D(L),M(L)  ",25(3),1,1,0.6,1.6,1,0.6,0,0.5,1.2,6.84
Maxence Lacroix,Wolfsburg,22, D(C)  , D(C)  ,29,0,0,0.6,0.2,1.1,0.9,0,0.4,0.9,6.83
Paul Jaeckel,Union Berlin,24," D(C),DMC  "," D(C),DMC  ",22(2),0,0,0.1,0.3,0.8,0.5,0,0.2,0.8,6.83
Chris Führich,Stuttgart,25," M(CLR),FW  "," M(CLR),FW  ",21(4),3,2,1.2,1.2,1.6,0.8,0.1,0.9,1.7,6.83
Jonathan Burkardt,Mainz,22," AM(CR),FW  "," AM(CR),FW  ",32(2),11,3,2.3,0.9,1.2,1.2,0.3,1.8,3.4,6.82
Dominik Szoboszlai,RBL,22, AM(CLR)  , AM(CLR)  ,15(16),6,8,1.3,1.3,0.6,0.7,0.2,0.9,1.4,6.82
Amadou Haidara,RBL,25, M(CLR)  , M(CLR)  ,15(5),3,1,0.7,0.4,1,0.7,0,0.8,0.8,6.82
Raphaël Guerreiro,Borussia Dortmund,29," D(L),M(CL)  "," D(L),M(CL)  ",21(2),4,2,1.4,1.2,1.1,0.3,0,0.6,1.3,6.82
Ridle Baku,Wolfsburg,24," D(R),M(CR)  "," D(R),M(CR)  ",28(6),3,5,1.1,1.1,1.1,1.1,0.3,0.7,1.8,6.81
Niklas Süle,Bayern,27, D(CR)  , D(CR)  ,19(9),1,2,0.6,0.4,0.3,0,0,0.1,0.3,6.81
Daniel Caligiuri,Augsburg,35," D(R),M(CLR),FW  "," D(R),M(CLR),FW  ",24(4),4,2,1.3,0.8,1.4,1.5,0,1.3,2.5,6.81
Manuel Riemann,Bochum,34, GK  , GK  ,30,0,1,0,0.2,0,0.2,0,0,0,6.81
Lukas Kübler,Freiburg,30," D(CR),M(R)  "," D(CR),M(R)  ",27(2),2,0,0.4,0.5,0.3,0.7,0.1,0.2,0.8,6.80
Sheraldo Becker,Union Berlin,28," AM(CLR),FW  "," AM(CLR),FW  ",22(6),4,6,1.3,1.5,0.9,0.9,0.4,0.7,1.6,6.80
Lukás Hrádecky,Leverkusen,33, GK  , GK  ,32,0,0,0,0,0,0.1,0,0,0,6.80
Silvan Widmer,Mainz,30," D(CR),M(R)  "," D(CR),M(R)  ",33,4,5,0.7,0.6,0.6,0.6,0,0.4,0.8,6.79
Amos Pieper,Arminia Bielefeld,25, D(C)  , D(C)  ,27,0,0,0.5,0.2,0.2,0.6,0,0,0.3,6.79
Rafael Borré,Eintracht Frankfurt,27, FW  , FW  ,28(3),8,4,1.7,0.9,0.9,0.8,0.5,1,3.1,6.79
Salih Özcan,FC Koln,25, M(C)  , M(C)  ,26(5),2,0,0.9,0.6,0.8,1.7,0,0.9,0.8,6.79
Michael Gregoritsch,Augsburg,28," AM(CR),FW  "," AM(CR),FW  ",15(10),9,0,1.7,0.3,0.2,0.5,0.2,0.6,1.6,6.78
Marvin Schwäbe,FC Koln,27, GK  , GK  ,21,0,0,0,0,0,0.1,0,0,0,6.78
Robert Andrich,Leverkusen,28, M(C)  , M(C)  ,21(5),4,2,1.2,0.5,0.5,0.6,0.1,0.3,0.5,6.78
Christian Günter,Freiburg,30," D(L),M(L)  "," D(L),M(L)  ",34,2,9,0.7,2,0.6,0.4,0.1,0.2,1.1,6.78
Florian Neuhaus,Borussia M.Gladbach,25, M(C)  , M(C)  ,23(5),4,4,1.6,0.7,1.3,1,0,0.9,1.4,6.78
Cédric Brunner,Arminia Bielefeld,29, D(CR)  , D(CR)  ,26(1),0,1,0.4,0.6,0.6,0.9,0,0.4,0.7,6.77
Matthias Ginter,Borussia M.Gladbach,29," D(CR),DMC  "," D(CR),DMC  ",26(1),1,0,1.1,0.6,0.2,1,0.1,0.1,0.4,6.77
Wout Weghorst,Wolfsburg,30, FW  , FW  ,17(1),6,1,2.1,0.9,0.4,1.7,0.8,1,2.7,6.76
Jesper Lindstrøm,Eintracht Frankfurt,23," AM(CR),FW  "," AM(CR),FW  ",26(3),5,4,1.9,1.6,1.1,0.6,0.1,1.1,2.9,6.76
Iago,Augsburg,25," D(L),M(L)  "," D(L),M(L)  ",26(2),2,5,0.4,1.1,0.4,0.6,0.1,0.7,1.3,6.75
Robin Knoche,Union Berlin,30, D(C)  , D(C)  ,33,0,0,0.3,0.1,0.4,0.4,0,0.2,0.5,6.75
Marvin Plattenhardt,Hertha Berlin,31," D(L),M(L)  "," D(L),M(L)  ",19(2),0,3,0.3,1.9,0.4,1,0,0.3,0.7,6.75
Nordi Mukiele,RBL,25," D(CR),M(R)  "," D(CR),M(R)  ",21(7),1,3,0.8,0.5,0.7,0.9,0.3,0.8,1.3,6.75
Tuta,Eintracht Frankfurt,23, D(C)  , D(C)  ,26,4,0,0.6,0.2,0.6,0.5,0,0.3,0.9,6.75
Grischa Prömel,Union Berlin,28, M(C)  , M(C)  ,28(1),8,1,1.3,0.5,0.6,2,0.1,1,1.8,6.75
Yann Sommer,Borussia M.Gladbach,34, GK  , GK  ,32,0,1,0,0,0,0.2,0,0,0,6.75
André Silva,RBL,27, FW  , FW  ,24(9),11,3,1.8,0.5,0.7,0.8,0.5,1.4,2.7,6.74
Niklas Dorsch,Augsburg,25, DMC  , DMC  ,27(3),1,0,0.4,0.5,1.1,1.6,0,0.8,0.7,6.74
Manuel Neuer,Bayern,36, GK  , GK  ,28,0,0,0,0,0,0,0,0,0,6.74
Stefan Bell,Mainz,31, D(CR)  , D(CR)  ,33,2,0,0.7,0.3,0.2,0.2,0.2,0.1,0.4,6.74
Thorgan Hazard,Borussia Dortmund,29," M(CLR),FW  "," M(CLR),FW  ",14(9),4,1,1,1,1,0.8,0.5,0.7,1,6.73
Atakan Karazor,Stuttgart,26," D(C),DMC  "," D(C),DMC  ",23(1),0,1,0.4,0.7,0.5,1.6,0,0.6,1,6.73
Joakim Nilsson,Arminia Bielefeld,29, D(C)  , D(C)  ,31,2,0,0.2,0.1,0.1,0.5,0.1,0,0.4,6.73
John Brooks,Wolfsburg,30, D(C)  , D(C)  ,29(2),1,0,0.4,0.2,0.3,0.5,0,0.2,0.7,6.73
Stefan Ortega,Arminia Bielefeld,30, GK  , GK  ,33,0,0,0,0.2,0,0.1,0,0,0,6.73
Cristian Gamboa,Bochum,33," D(R),M(R)  "," D(R),M(R)  ",20(3),1,0,0.2,0.6,0.6,0.5,0.1,0.3,0.7,6.72
Moussa Niakhaté,Mainz,27, D(CL)  , D(CL)  ,29(1),4,0,0.4,0.4,0.4,0.8,0.1,0.4,0.7,6.72
Dani Olmo,RBL,24," AM(CLR),FW  "," AM(CLR),FW  ",7(12),3,3,1.2,0.6,1.3,1.2,0.1,0.8,1.2,6.71
Mark Flekken,Freiburg,29, GK  , GK  ,32,0,0,0,0,0.1,0,0,0,0,6.71
Manuel Akanji,Borussia Dortmund,27, D(CR)  , D(CR)  ,25(1),1,0,0.5,0.1,0.3,0.9,0,0,0.3,6.71
Paulinho,Leverkusen,22, AM(CLR)  , AM(CLR)  ,14(10),4,2,1.1,0.9,1.1,0.7,0.1,0.8,1.6,6.71
Timo Baumgartl,Union Berlin,27, D(C)  , D(C)  ,25,1,2,0.5,0.3,0.2,0.5,0,0.3,0.6,6.71
Koen Casteels,Wolfsburg,30, GK  , GK  ,28,0,0,0,0,0.1,0.1,0,0,0,6.70
Suat Serdar,Hertha Berlin,25, M(CLR)  , M(CLR)  ,27(3),3,0,1.1,0.8,2,1.6,0.1,1.6,2.2,6.70
Jeffrey Gouweleeuw,Augsburg,31, D(C)  , D(C)  ,29,2,0,0.4,0.3,0.5,0.3,0,0.2,0.8,6.70
Ihlas Bebou,Hoffenheim,28," M(CLR),FW  "," M(CLR),FW  ",25(3),7,2,1.6,0.7,0.6,0.8,0.4,1.1,2.2,6.69
Lukas Klostermann,RBL,26," D(CLR),M(R)  "," D(CLR),M(R)  ",17(6),0,1,0.3,0.2,0.1,0.2,0,0.2,0.4,6.69
Piero Hincapié,Leverkusen,21, D(CL)  , D(CL)  ,20(7),1,2,0.3,0.4,0.6,0.6,0.1,0.5,1,6.69
Benjamin Henrichs,RBL,26," D(LR),DMC,M(LR)  "," D(LR),DMC,M(LR)  ",12(10),3,3,0.7,0.6,0.5,0.6,0,0.6,0.6,6.69
Niko Gießelmann,Union Berlin,31," D(CL),M(L)  "," D(CL),M(L)  ",25(3),3,6,1,1,0.1,1.2,0,0.3,0.9,6.69
Diadié Samassékou,Hoffenheim,27, DMC  , DMC  ,21(3),2,0,0.6,0.4,0.3,1,0,0.2,0.7,6.68
Waldemar Anton,Stuttgart,26," D(CR),DMC  "," D(CR),DMC  ",29,2,1,0.8,0.2,0.6,0.6,0,0.4,0.9,6.68
Rani Khedira,Union Berlin,29," D(C),DMC  "," D(C),DMC  ",32,0,1,0.4,0.3,0.3,1.1,0,0.4,0.9,6.68
Gregor Kobel,Borussia Dortmund,25, GK  , GK  ,29,0,0,0,0,0,0.2,0,0,0.1,6.68
Djibril Sow,Eintracht Frankfurt,26, M(C)  , M(C)  ,28(3),2,3,0.5,0.6,0.4,1.2,0,0.5,1.4,6.67
Kevin Trapp,Eintracht Frankfurt,32, GK  , GK  ,32,0,0,0,0,0,0.1,0,0,0,6.67
Konrad Laimer,RBL,25," D(R),M(CR)  "," D(R),M(CR)  ",15(11),4,4,0.6,0.7,0.8,0.3,0,0.8,1.2,6.67
Charles Aránguiz,Leverkusen,33, M(C)  , M(C)  ,16(10),1,3,0.4,0.7,0.3,0.5,0,0.3,0.8,6.67
Santiago Ascacíbar,Hertha Berlin,26, DMC  , DMC  ,27(1),0,1,0.5,0.4,0.4,1.1,0.1,0.5,0.9,6.66
Chris Richards,Hoffenheim,22, D(C)  , D(C)  ,13(6),1,1,0.5,0.2,0.2,0.1,0,0.1,0.4,6.66
Lukas Nmecha,Wolfsburg,24," AM(CR),FW  "," AM(CR),FW  ",18(7),8,0,2.1,0.6,0.9,1.2,0.2,1.1,3,6.66
Sebastian Polter,Bochum,31," AM(R),FW  "," AM(R),FW  ",26(6),10,1,1.7,0.9,0.1,1.1,0.2,1.1,2.3,6.66
Georginio Rutter,Hoffenheim,20, FW  , FW  ,13(20),8,2,1.6,0.5,1.1,1.1,0.6,0.7,2.3,6.66
Oliver Baumann,Hoffenheim,32, GK  , GK  ,33,0,0,0,0,0,0.1,0,0,0,6.66
Gerrit Holtmann,Bochum,27," D(L),M(LR)  "," D(L),M(LR)  ",22(6),5,4,1.5,1,1.4,0.5,0.2,1.4,2,6.65
Jae-Sung Lee,Mainz,30," AM(CLR),FW  "," AM(CLR),FW  ",19(8),4,3,1,0.7,0.4,0.5,0.1,1,1.9,6.65
Mitchel Bakker,Leverkusen,22," D(L),M(L)  "," D(L),M(L)  ",19(6),1,4,0.4,0.6,1.1,0.8,0,0.6,1.4,6.65
Lars Stindl,Borussia M.Gladbach,34," M(CLR),FW  "," M(CLR),FW  ",20(6),4,5,1.7,1.2,0.3,0.6,0.2,0.7,1.3,6.64
Hiroki Ito,Stuttgart,23, D(C)  , D(C)  ,26(3),1,1,0.4,0.5,0.2,0.3,0,0.1,0.6,6.64
Kevin Mbabu,Wolfsburg,27," D(R),M(R)  "," D(R),M(R)  ",14(10),0,0,0.2,0.9,1.4,0.9,0.1,0.5,1.3,6.64
Stevan Jovetic,Hertha Berlin,33," AM(CL),FW  "," AM(CL),FW  ",13(5),6,1,2.4,0.8,0.7,0.9,0.4,1.2,1.3,6.64
Robin Zentner,Mainz,28, GK  , GK  ,32,0,0,0,0,0,0.1,0,0,0.1,6.64
Max Christiansen,Greuther Fuerth,26, DMC  , DMC  ,22(5),0,0,0.4,0.4,0.2,0.7,0,0.3,0.6,6.63
Bastian Oczipka,Union Berlin,34," D(CL),M(L)  "," D(CL),M(L)  ",9(9),0,1,0.3,0.9,0.8,0.7,0.1,0.3,0.6,6.63
Daichi Kamada,Eintracht Frankfurt,26," AM(CLR),FW  "," AM(CLR),FW  ",23(9),4,3,1.1,1,0.9,0.8,0.2,0.7,1.9,6.63
Axel Witsel,Borussia Dortmund,34," D(C),M(C)  "," D(C),M(C)  ",22(7),2,0,0.3,0.2,0.2,1,0,0.5,0.6,6.62
Erhan Masovic,Bochum,24, D(C)  , D(C)  ,16(3),0,0,0.2,0,0.1,0.4,0,0,0.3,6.62
Christoph Baumgartner,Hoffenheim,23," AM(CLR),FW  "," AM(CLR),FW  ",23(6),7,2,1.4,0.7,0.7,1.1,0,0.9,2.1,6.61
André Hahn,Augsburg,32," AM(CLR),FW  "," AM(CLR),FW  ",25(7),5,2,1.4,0.6,0.4,0.6,0.5,0.7,2,6.61
Exequiel Palacios,Leverkusen,24, M(C)  , M(C)  ,12(11),2,2,0.4,0.3,0.3,0.7,0,0.6,0.6,6.61
Maximilian Eggestein,Freiburg,26, M(CR)  , M(CR)  ,26(5),1,2,0.7,0.7,0.2,0.8,0,0.7,1.4,6.60
Dennis Geiger,Hoffenheim,24, M(C)  , M(C)  ,17(3),2,2,0.7,1.2,0.3,1,0,0.5,0.8,6.60
Amine Adli,Leverkusen,22," AM(CLR),FW  "," AM(CLR),FW  ",13(12),3,2,1.5,0.6,0.8,1.1,0.3,0.7,1.9,6.60
Maxim Leitsch,Bochum,24, D(C)  , D(C)  ,17(2),1,0,0.3,0.2,0.2,0,0.1,0.1,0.8,6.60
Eduard Löwen,Bochum,26," D(C),M(C)  "," D(C),M(C)  ",14(11),2,2,1.4,1.5,0.7,0.4,0,0.8,1.3,6.60
Leandro Barreiro,Mainz,23, DMC  , DMC  ,20(11),1,2,1,0.5,0.2,0.9,0,0.4,1.3,6.60
Genki Haraguchi,Union Berlin,31, M(CLR)  , M(CLR)  ,23(7),2,6,1,0.8,0.4,1,0,0.5,0.8,6.60
Martin Hinteregger,Eintracht Frankfurt,30, D(C)  , D(C)  ,25(2),1,0,0.6,0.3,0.1,1.1,0,0.1,0.8,6.60
Konstantinos Stafylidis,Bochum,29," D(LR),DMC,M(L)  "," D(LR),DMC,M(L)  ",14(9),0,1,0.7,0.4,0.2,0.7,0,0.4,0.4,6.59
Sebastiaan Bornauw,Wolfsburg,23, D(C)  , D(C)  ,23(4),1,0,0.5,0.1,0.1,0.2,0.1,0.1,0.2,6.59
Dejan Ljubicic,FC Koln,25, M(CR)  , M(CR)  ,22(8),3,1,1,0.9,1.1,0.7,0.1,0.8,1.6,6.59
Niklas Stark,Hertha Berlin,27," D(C),DMC  "," D(C),DMC  ",22(4),1,0,0.4,0.2,0.3,0.8,0,0.1,0.5,6.59
Emil Forsberg,RBL,31," AM(CLR),FW  "," AM(CLR),FW  ",20(11),6,2,1.4,0.8,0.7,0.7,0.1,0.8,1.8,6.58
Yannick Gerhardt,Wolfsburg,28," D(L),M(CL)  "," D(L),M(CL)  ",17(10),1,3,0.5,0.4,0.5,0.9,0.1,0.6,1.3,6.58
Kevin Kampl,RBL,32, M(CLR)  , M(CLR)  ,25(2),0,1,0.3,0.6,0.4,0.4,0,0.5,1,6.58
Pavel Kaderábek,Hoffenheim,30," D(R),M(LR)  "," D(R),M(LR)  ",14(5),1,2,0.6,1.1,0.1,0.4,0.1,0,0.8,6.58
Kevin Schade,Freiburg,21, AM(R)  , AM(R)  ,7(14),4,1,0.9,0.3,0.7,1.2,0.2,1,1.7,6.58
Benno Schmitz,FC Koln,28, D(CLR)  , D(CLR)  ,29(2),0,5,0.4,1.1,0.1,0.8,0,0.1,0.9,6.58
Dominik Kohr,Mainz,29, DMC  , DMC  ,19(3),0,3,0.8,0.5,0.4,0.9,0,0.6,0.7,6.58
Péter Gulácsi,RBL,32, GK  , GK  ,33,0,0,0,0,0,0.1,0,0,0.1,6.58
Makoto Hasebe,Eintracht Frankfurt,39," D(CR),M(CR)  "," D(CR),M(CR)  ",12(6),0,0,0,0.2,0.3,0.7,0,0.2,0.2,6.57
Arne Maier,Augsburg,24, M(CR)  , M(CR)  ,21(8),1,6,0.6,1.1,0.6,0.5,0,0.6,1.3,6.57
Branimir Hrgota,Greuther Fuerth,30," AM(CLR),FW  "," AM(CLR),FW  ",33(1),9,5,1.9,1,1,1.9,0.4,1.6,2.8,6.57
Fabian Klos,Arminia Bielefeld,35, FW  , FW  ,14(11),3,1,1.6,0.6,0.4,0.7,0.1,0.6,1.5,6.57
Stefan Posch,Hoffenheim,25, D(CR)  , D(CR)  ,26(2),2,0,0.5,0.2,0.1,0.5,0,0.2,0.5,6.57
Armel Bella-Kotchap,Bochum,21, D(C)  , D(C)  ,19(2),0,0,0.4,0.1,0.1,1.2,0.1,0.2,0.3,6.56
Ishak Belfodil,Hertha Berlin,31," AM(LR),FW  "," AM(LR),FW  ",17(9),5,2,1.2,0.8,0.7,0.4,1,1.1,1.5,6.56
Nico Elvedi,Borussia M.Gladbach,26, D(CLR)  , D(CLR)  ,28,1,0,0.5,0.1,0.2,0.8,0,0.2,0.3,6.55
Vladimír Darida,Hertha Berlin,32," M(CLR),FW  "," M(CLR),FW  ",23(2),2,5,1,1.4,0.7,1.3,0.2,0.9,1.5,6.55
Luca Kilian,FC Koln,23, D(C)  , D(C)  ,25(5),1,0,0.2,0.1,0,0.4,0,0.1,0.4,6.55
