Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribble,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Marco Meyerhöfer,Greuther Fuerth,27," D(R),M(R)  "," D(R),M(R)  ",25(1),1,0,0.4,0.7,0.7,1,0,0.4,1,6.55
Odilon Kossounou,Leverkusen,22, D(CR)  , D(CR)  ,20(7),0,1,0.1,0.2,0.4,0.3,0,0.4,0.6,6.55
Yussuf Poulsen,RBL,28," AM(R),FW  "," AM(R),FW  ",12(13),6,0,1.1,0.3,0.5,1.2,0.3,1.3,2,6.55
Munas Dabbur,Hoffenheim,30," AM(C),FW  "," AM(C),FW  ",17(10),3,3,1.2,0.6,0.6,0.7,0.1,1.3,1.5,6.54
Rafal Gikiewicz,Augsburg,35, GK  , GK  ,34,0,0,0,0.1,0,0.2,0,0,0.1,6.54
Jean-Paul Boëtius,Mainz,28," AM(CL),FW  "," AM(CL),FW  ",19(14),2,2,0.7,0.8,0.7,1.2,0,0.8,1.2,6.54
Rafael Czichos,FC Koln,32, D(C)  , D(C)  ,16(1),0,1,0.1,0.1,0.2,0.6,0,0,0.5,6.54
Marcus Thuram,Borussia M.Gladbach,25," AM(L),FW  "," AM(L),FW  ",8(12),3,0,1.6,0.7,1.2,1.2,0.4,1.3,1.8,6.54
Alessandro Schöpf,Arminia Bielefeld,29, M(CLR)  , M(CLR)  ,27(4),1,0,1.1,1.4,1,1.3,0,1,2.3,6.54
Orel Mangala,Stuttgart,24, M(C)  , M(C)  ,22(6),1,3,0.6,1,1.5,1,0,1.3,1.8,6.53
Andrés Andrade,Arminia Bielefeld,24, D(CL)  , D(CL)  ,12(5),0,0,0.4,0.2,0.5,0.1,0.1,0.4,0.9,6.53
Roland Sallai,Freiburg,25," AM(CLR),FW  "," AM(CLR),FW  ",18(13),4,4,1.5,0.6,0.5,1.4,0.1,0.5,1.5,6.53
Timothy Tillman,Greuther Fuerth,24, AM(C)  , AM(C)  ,23(6),1,2,0.8,1,1.3,1.4,0,1,2.4,6.53
Masaya Okugawa,Arminia Bielefeld,26," AM(CLR),FW  "," AM(CLR),FW  ",30(3),8,1,1,0.8,0.6,0.7,0.4,0.8,2.1,6.52
Tanguy Nianzou,Bayern,20, D(C)  , D(C)  ,6(11),1,1,0.4,0.3,0.3,0.5,0,0.2,0.4,6.52
Dedryck Boyata,Hertha Berlin,32, D(C)  , D(C)  ,22(1),0,0,0.4,0.2,0.1,0.3,0.1,0,0.3,6.52
Julian Ryerson,Union Berlin,25," D(R),M(CLR)  "," D(R),M(CLR)  ",13(15),2,0,0.6,0.6,0.7,0.5,0,0.6,0.6,6.52
Milos Pantovic,Bochum,26, AM(CLR)  , AM(CLR)  ,18(10),4,3,0.8,1.2,0.2,1.1,0.3,0.4,1.1,6.51
Aster Vranckx,Wolfsburg,20, M(C)  , M(C)  ,12(12),2,0,1,0.5,0.7,0.7,0,0.7,1,6.51
Woo-Yeong Jeong,Freiburg,23," AM(CR),FW  "," AM(CR),FW  ",23(9),5,2,1.6,0.8,0.5,0.5,0.4,0.3,1.1,6.51
Jérôme Roussillon,Wolfsburg,30," D(L),M(L)  "," D(L),M(L)  ",18(8),1,0,0.5,0.6,1.2,0.9,0.2,0.7,1.1,6.50
Marco Richter,Hertha Berlin,25," M(CLR),FW  "," M(CLR),FW  ",19(11),5,1,1.5,0.6,0.5,1.5,0.2,1.2,2.3,6.50
Ondrej Duda,FC Koln,28," AM(C),FW  "," AM(C),FW  ",20(11),2,0,1.4,0.6,1.2,1.1,0,0.8,2.1,6.49
Eric Choupo-Moting,Bayern,33," M(CLR),FW  "," M(CLR),FW  ",1(19),4,2,0.8,0.3,0.7,0.4,0.1,0.3,0.8,6.49
Lucas Tousart,Hertha Berlin,25, DMC  , DMC  ,22(8),2,0,0.8,0.4,0.7,0.8,0,0.6,1.1,6.49
Angelo Stiller,Hoffenheim,21, DMC  , DMC  ,18(8),2,1,0.6,0.6,0.6,0.5,0,0.3,1,6.48
Dodi Lukébakio,Wolfsburg,25," AM(CLR),FW  "," AM(CLR),FW  ",7(12),1,2,0.9,0.6,1.4,0.7,0.6,1.1,1.7,6.48
Joe Scally,Borussia M.Gladbach,20," D(R),M(R)  "," D(R),M(R)  ",20(10),1,2,0.6,0.6,0.7,1.2,0.1,0.4,1.9,6.48
Rubén Vargas,Augsburg,24," AM(CLR),FW  "," AM(CLR),FW  ",26(3),1,3,1.4,0.8,1.5,0.9,0.4,1.3,2.6,6.48
Kevin Akpoguma,Hoffenheim,27," D(CR),M(R)  "," D(CR),M(R)  ",19(7),2,2,0.5,0.4,0.8,0.9,0.2,0.3,1.2,6.47
Andreas Luthe,Union Berlin,35, GK  , GK  ,27,0,0,0,0,0,0.1,0,0,0.1,6.45
Marius Wolf,Borussia Dortmund,27," D(R),M(CLR)  "," D(R),M(CLR)  ",15(12),3,1,0.7,0.4,0.5,0.6,0.1,0.8,0.6,6.45
Takuma Asano,Bochum,28," AM(CLR),FW  "," AM(CLR),FW  ",20(7),3,4,1.2,0.7,0.7,1,0.7,0.7,2.2,6.45
Jacob Barrett,Arminia Bielefeld,28," D(L),M(L)  "," D(L),M(L)  ",20(4),2,0,0.3,0.3,0.5,0.3,0,0.2,0.7,6.45
Manuel Prietl,Arminia Bielefeld,31, M(C)  , M(C)  ,23(3),0,1,0.7,0.2,0.6,0.4,0,0.7,1.2,6.45
Jan Thielmann,FC Koln,20," AM(CLR),FW  "," AM(CLR),FW  ",10(19),3,3,0.5,0.8,0.6,0.4,0.1,0.4,1.8,6.45
Peter Pekarík,Hertha Berlin,36," D(LR),M(R)  "," D(LR),M(R)  ",26(1),0,0,0.4,0.5,0.2,0.7,0,0.2,0.8,6.44
Gian-Luca Itter,Greuther Fuerth,24," D(CL),M(L)  "," D(CL),M(L)  ",16(8),0,1,0.2,0.4,0.6,0.2,0,0.3,0.5,6.44
Sebastian Vasiliadis,Arminia Bielefeld,25, M(C)  , M(C)  ,16(3),0,0,0.6,0.3,0.6,0.3,0.1,0.8,1.4,6.44
Jamie Leweling,Greuther Fuerth,22," AM(R),FW  "," AM(R),FW  ",22(11),5,1,1.3,0.5,1.4,1.5,0.5,1.7,2.6,6.43
Luca Netz,Borussia M.Gladbach,19," D(L),M(L)  "," D(L),M(L)  ",16(7),0,3,0.6,0.7,0.4,0.5,0,0.5,0.8,6.43
Kristijan Jakic,Eintracht Frankfurt,25," D(CR),DMC  "," D(CR),DMC  ",21(5),1,0,1.2,0.3,0.5,0.7,0,1,1.2,6.43
Elvis Rexhbecaj,Bochum,25, M(C)  , M(C)  ,29(2),0,0,1,0.6,0.5,1.8,0.1,1,2,6.43
Florian Niederlechner,Augsburg,32," AM(CR),FW  "," AM(CR),FW  ",13(13),5,3,1.1,0.6,0.3,1,0.3,0.6,1,6.43
Alexander Schwolow,Hertha Berlin,30, GK  , GK  ,25,0,0,0,0,0,0,0,0,0,6.43
Sebastian Rode,Eintracht Frankfurt,32," D(R),M(C)  "," D(R),M(C)  ",10(7),1,0,0.4,0.7,0.2,0.5,0,0.4,0.5,6.42
Nils Petersen,Freiburg,34, FW  , FW  ,3(19),5,1,0.6,0.3,0.2,0.1,0,0.1,1,6.42
Sebastian Griesbeck,Greuther Fuerth,32," D(C),DMC  "," D(C),DMC  ",28(1),1,0,0.2,0.1,0.1,0.6,0,0.3,0.8,6.42
Tyler Adams,RBL,24," D(R),M(CR)  "," D(R),M(CR)  ",12(12),0,1,0.1,0.3,0.5,0.6,0,0.4,0.8,6.41
Stefan Lainer,Borussia M.Gladbach,30," D(R),M(R)  "," D(R),M(R)  ",18(2),1,1,0.6,0.6,0.3,0.7,0.2,0.4,1.1,6.41
Manuel Gulde,Freiburg,32, D(C)  , D(C)  ,14(6),0,0,0,0.1,0.1,0.5,0,0.1,0.3,6.41
Philipp Förster,Stuttgart,28," M(CLR),FW  "," M(CLR),FW  ",11(9),2,1,1.5,0.5,0.5,0.5,0.1,0.5,1.2,6.41
Lucas Alario,Leverkusen,30, FW  , FW  ,5(22),6,0,0.9,0.3,0.4,0.3,0.3,0.5,1.1,6.40
Fabian Kunze,Arminia Bielefeld,24, DMC  , DMC  ,13(9),0,0,0.5,0.3,0.4,1,0,0.6,0.7,6.40
Maximilian Philipp,Wolfsburg,29," AM(CLR),FW  "," AM(CLR),FW  ",12(10),1,4,0.7,0.8,0.6,0.8,0.1,0.7,0.9,6.40
Paul Seguin,Greuther Fuerth,27," D(R),DMC  "," D(R),DMC  ",23(4),0,3,0.4,0.8,0.5,1,0,0.7,1.3,6.40
Florian Müller,Stuttgart,25, GK  , GK  ,30,0,0,0,0,0,0.1,0,0,0.1,6.40
Mads Pedersen,Augsburg,26," D(L),M(CL)  "," D(L),M(CL)  ",15(14),2,1,0.7,0.7,0.6,1,0.1,0.5,1.1,6.40
Renato Steffen,Wolfsburg,31, M(CLR)  , M(CLR)  ,13(7),0,1,0.7,0.7,0.5,0.8,0,0.3,1.2,6.39
Nick Viergever,Greuther Fuerth,33," D(CL),DMC  "," D(CL),DMC  ",24,0,0,0.1,0,0,0.3,0,0.3,0.5,6.39
Robert Gumny,Augsburg,24, D(CLR)  , D(CLR)  ,27(1),0,0,0.3,0.3,0.4,1,0,0.6,0.7,6.39
Herbert Bockhorn,Bochum,28," D(R),M(LR)  "," D(R),M(LR)  ",6(11),0,0,0.4,0.2,0.9,1.2,0,0.5,1,6.39
Marin Pongracic,Borussia Dortmund,25, D(C)  , D(C)  ,9(8),0,0,0,0.1,0.4,0,0,0,0.3,6.39
Sebastian Andersson,FC Koln,31, FW  , FW  ,13(13),3,1,1.3,0.5,0.2,0.7,0.2,0.7,2,6.38
Patrick Herrmann,Borussia M.Gladbach,32," M(LR),FW  "," M(LR),FW  ",5(18),0,4,0.6,0.8,0.4,0.3,0.2,0.3,0.7,6.38
Marcel Sabitzer,Bayern,28," M(CLR),FW  "," M(CLR),FW  ",8(17),1,1,0.8,0.4,0.2,0.6,0,0.4,0.5,6.38
Jeremy Dudziak,Greuther Fuerth,27," D(LR),M(CL)  "," D(LR),M(CL)  ",15(7),2,0,0.7,0.6,0.6,1.1,0.1,1,1.3,6.38
Roberto Massimo,Stuttgart,22, M(R)  , M(R)  ,11(8),2,0,1.1,0.6,0.8,0.2,0.2,0.5,1.6,6.37
Ajdin Hrustic,Eintracht Frankfurt,26, M(CLR)  , M(CLR)  ,9(14),2,0,1.3,0.4,0.5,0.3,0,0.8,0.9,6.37
Andreas Voglsammer,Union Berlin,31," AM(LR),FW  "," AM(LR),FW  ",5(27),2,1,1,0.3,0.3,0.5,0.4,0.3,0.6,6.37
Timothy Chandler,Eintracht Frankfurt,32," D(R),M(LR)  "," D(R),M(LR)  ",15(2),0,0,0.8,0.6,0.2,0.4,0.2,0.4,0.9,6.36
Marcus Ingvartsen,Mainz,27," AM(CR),FW  "," AM(CR),FW  ",6(20),6,0,1,0.2,0.3,0.5,0.2,0.4,1.4,6.36
Sebastian Rudy,Hoffenheim,33," D(R),M(CR)  "," D(R),M(CR)  ",7(14),3,1,0.7,0.3,0.1,0.3,0,0.4,0.5,6.36
Jetro Willems,Greuther Fuerth,28," D(L),DMC,M(L)  "," D(L),DMC,M(L)  ",20(4),1,0,0.5,0.5,0.6,0.5,0,0.5,1.1,6.36
Kevin Behrens,Union Berlin,32, FW  , FW  ,2(22),2,2,0.7,0.3,0.2,0.2,0,0.3,0.8,6.35
Davie Selke,Hertha Berlin,28, FW  , FW  ,10(15),4,0,1,0.3,0.1,0.8,0.2,0.5,0.9,6.34
Bryan Lasme,Arminia Bielefeld,24, FW  , FW  ,7(16),2,0,0.6,0.3,0.5,0.5,0.4,0.7,1.8,6.33
Havard Nielsen,Greuther Fuerth,29," AM(CLR),FW  "," AM(CLR),FW  ",14(12),2,0,1.1,0.2,0.6,0.9,0.4,0.7,1.9,6.33
Janni Serra,Arminia Bielefeld,24, FW  , FW  ,15(11),3,2,0.9,0.5,0.2,0.5,0.2,1,1.9,6.33
Jens Petter Hauge,Eintracht Frankfurt,23, AM(CLR)  , AM(CLR)  ,9(17),2,2,0.7,0.5,1,0.4,0,0.9,1.3,6.33
Kevin Vogt,Hoffenheim,31," D(CR),M(C)  "," D(CR),M(C)  ",29(1),0,2,0.1,0.2,0.1,0.6,0,0.1,0.4,6.33
Gonçalo Paciência,Eintracht Frankfurt,28, FW  , FW  ,4(14),3,0,1.6,0.3,0.7,0.7,0.2,0.8,1,6.31
Christoph Kramer,Borussia M.Gladbach,32, M(C)  , M(C)  ,7(11),0,0,0.2,0.2,0.5,0.3,0,0.6,0.7,6.31
Kevin Stöger,Mainz,29, M(CL)  , M(CL)  ,1(22),1,1,0.7,0.6,0.3,0.4,0,0.2,0.5,6.30
Janik Haberer,Freiburg,28," M(CLR),FW  "," M(CLR),FW  ",7(19),3,0,0.5,0,0.1,0.4,0,0.2,0.5,6.30
Ermedin Demirovic,Freiburg,24," AM(L),FW  "," AM(L),FW  ",9(22),2,3,0.8,0.3,0.3,0.2,0.4,0.5,1,6.30
Raphael Framberger,Augsburg,27," D(R),M(R)  "," D(R),M(R)  ",9(14),0,0,0,0.5,0.3,0.3,0,0.1,0.6,6.29
Louis Schaub,FC Koln,28, AM(CR)  , AM(CR)  ,6(22),1,2,0.5,0.4,0.7,0.3,0.1,0.5,0.7,6.29
Andi Zeqiri,Augsburg,23, FW  , FW  ,11(11),2,1,1.4,0.5,0.4,0.7,0.5,0.9,1.9,6.29
Maximilian Bauer,Greuther Fuerth,23, D(C)  , D(C)  ,18(8),0,0,0.2,0,0,0.4,0,0.1,0.2,6.28
Jacob Bruun Larsen,Hoffenheim,24," AM(CL),FW  "," AM(CL),FW  ",9(16),4,1,0.7,0.6,0.4,0.1,0.2,0.2,0.9,6.28
Tanguy Coulibaly,Stuttgart,22," M(CLR),FW  "," M(CLR),FW  ",11(10),0,1,0.6,0.4,1,0.7,0.3,0.7,2,6.27
Kevin-Prince Boateng,Hertha Berlin,36," M(CLR),FW  "," M(CLR),FW  ",9(10),0,0,0.5,0.4,0.3,1.1,0.1,0.7,0.9,6.26
Christopher Antwi-Adjei,Bochum,29, AM(CLR)  , AM(CLR)  ,11(13),1,1,1.1,0.3,0.5,1.1,0.4,0.8,2.1,6.26
Jurgen Ekkelenkamp,Hertha Berlin,22, AM(C)  , AM(C)  ,6(15),3,0,0.7,0.4,0.3,0.2,0,0.5,1.3,6.26
Kingsley Schindler,FC Koln,29," D(R),M(R),FW  "," D(R),M(R),FW  ",1(17),1,2,0.2,0.3,0,0.3,0.1,0.2,0.3,6.25
Carlos Gruezo,Augsburg,27, DMC  , DMC  ,9(8),0,0,0.6,0.2,0.2,0.2,0,0.5,0.6,6.22
Robin Hack,Arminia Bielefeld,24," AM(CLR),FW  "," AM(CLR),FW  ",13(17),0,2,1,0.6,0.9,0.7,0.1,1.2,1.9,6.21
Levin Öztunali,Union Berlin,26, M(CLR)  , M(CLR)  ,5(13),0,0,0.4,0.3,0.2,0.4,0.2,0.5,1.3,6.20
Florian Krüger,Arminia Bielefeld,24," AM(CLR),FW  "," AM(CLR),FW  ",12(15),1,2,0.7,0.4,0.3,0.3,0.1,0.3,0.9,6.18
Jan Morávek,Augsburg,33, M(C)  , M(C)  ,5(12),0,0,0.1,0.4,0.3,0.1,0,0.4,0.5,6.18
Dickson Abiama,Greuther Fuerth,24, FW  , FW  ,5(19),0,1,0.8,0.3,0.3,0.5,0.6,0.4,1.2,6.14
Julian Green,Greuther Fuerth,27," M(CL),FW  "," M(CL),FW  ",12(12),0,0,0.8,0.4,0.3,1.6,0,0.2,0.8,6.13
Nathan De Medina,Arminia Bielefeld,25, D(CR)  , D(CR)  ,7(12),0,0,0.3,0,0,0.5,0,0.3,0.6,6.09
