Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Raheem Sterling,Man City,28," M(CLR),FW  ",23(7),2127,0.8,0.4,0.6,0,0.1,0.4,0,0,7.20
Gabriel Jesus,Man City,25," AM(LR),FW  ",21(7),1880,0.6,0.5,0.9,0,0.2,0.7,0,0,7.19
Mason Mount,Chelsea,24, M(CLR)  ,27(5),2365,1.3,0.4,0.9,0,0.3,0.8,0,0,7.19
Virgil van Dijk,Liverpool,31, D(C)  ,34,3060,0.5,0.9,0.3,1.3,3.1,0.1,0.4,0,7.18
John McGinn,Aston Villa,28, M(CR)  ,35,3092,3,1,1.6,0,0.8,1.4,0.2,0,7.17
Jack Grealish,Man City,27," AM(CL),FW  ",22(4),1917,0.7,0.3,0.7,0,0.2,0.3,0,0,7.16
Pierre-Emile Højbjerg,Tottenham,27, M(C)  ,36,3199,2.2,1.3,0.8,0,1.4,1.3,0.4,0,7.16
Jarrod Bowen,West Ham,26," AM(CLR),FW  ",34(2),2993,1,0.6,0.7,0,0.2,0.8,0.1,0,7.14
Cristiano Ronaldo,Man Utd,38," M(L),FW  ",27(3),2459,0.3,0.1,0.5,0,1,0.1,0,0,7.11
Declan Rice,West Ham,24," D(C),DMC  ",35(1),3178,2.2,1.8,0.8,0,1.4,0.9,0.6,0,7.10
Thiago,Liverpool,31, M(C)  ,17(8),1538,1.9,1,0.8,0,0.5,1.3,0.1,0,7.10
Marcos Alonso,Chelsea,32," D(CL),M(L)  ",25(3),2173,1.5,1.5,0.9,0.1,1.8,0.7,0.2,0,7.10
Allan Saint-Maximin,Newcastle,25," AM(CLR),FW  ",31(4),2812,0.4,0.3,0.6,0,0.1,0.4,0.1,0,7.09
Conor Gallagher,Crystal Palace,23, AM(C)  ,33(1),2851,2,0.9,1.9,0,0.7,1.4,0.3,0,7.09
Diogo Jota,Liverpool,26," AM(CLR),FW  ",27(8),2373,1.1,0.2,1.2,0,0.2,1.2,0.1,0,7.09
Thiago Silva,Chelsea,38, D(C)  ,28(4),2651,1,1.4,0.4,0.6,3,0.3,1,0,7.08
Bukayo Saka,Arsenal,21," D(L),M(CLR)  ",36(2),2996,1.1,0.6,1,0,0.6,0.7,0.1,0,7.06
James Maddison,Leicester,26, AM(CLR)  ,28(7),2468,1.1,0.3,0.6,0,0.2,0.9,0.1,0,7.06
Mateo Kovacic,Chelsea,28, M(CL)  ,16(9),1557,2,0.3,1,0,0.4,0.7,0.2,0,7.05
