Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Marcelo,Lyon,35, D(C)  ,34,2912,1.3,1.4,1.1,0.3,3.5,0.3,0.7,0,6.97
Massadio Haïdara,Lens,30," D(CL),M(L)  ",24(1),2136,1.9,1.4,1.3,0.1,2,0.6,0.2,0,6.96
Moise Kean,PSG,23," AM(LR),FW  ",22(4),1709,0.4,0.3,1.3,0,0.4,0.3,0,0,6.95
Sofiane Diop,Monaco,22, AM(CLR)  ,24(8),2036,1.5,1,1,0,0.3,1.1,0,0,6.95
Loïc Badé,Lens,22, D(C)  ,29(2),2610,1.8,2.4,1.4,0.3,4.3,0.8,0.5,0,6.95
Tinotenda Kadewere,Lyon,27," AM(R),FW  ",24(9),2022,1.1,0.6,1.1,0,0.8,1,0.1,0,6.94
Boubacar Kamara,Marseille,23," D(CL),DMC  ",35,2905,2.5,1,1.4,0,1.3,1,0.4,0,6.94
Nayef Aguerd,Rennes,26, D(C)  ,35,3148,1.1,1.3,0.6,0.4,2.9,0.3,0.6,0,6.94
Valentin Rongier,Marseille,28," D(R),M(C)  ",21(5),1895,3.6,1.1,1.7,0,0.8,1.6,0.1,0,6.93
Laurent Koscielny,Bordeaux,37, D(C)  ,25(1),2218,1.1,2.1,0.5,0.6,4.4,0.3,1.3,0,6.92
Brendan Chardonnet,Brest,28, D(C)  ,30(3),2714,1.5,1.9,0.9,0.5,4.5,0.4,1.2,0,6.92
Dimitri Payet,Marseille,35," M(CLR),FW  ",28(5),2429,0.8,0.2,0.5,0,0.3,0.7,0.1,0,6.92
Serhou Guirassy,Rennes,26," AM(L),FW  ",19(8),1766,0.1,0.2,1.4,0,0.6,0.1,0,0,6.91
Randal Kolo Muani,Nantes,24," AM(R),FW  ",35(2),3042,0.6,0.2,1.7,0,0.7,0.5,0.1,0,6.91
Pol Lirola,Marseille,25," D(R),M(LR)  ",17(2),1554,1.5,1.3,0.7,0.4,1.2,0.6,0.3,0,6.90
Keylor Navas,PSG,36, GK  ,29,2522,0,0,0,0,0.6,0,0,0,6.90
Yunis Abdelhamid,Reims,35, D(C)  ,33,2890,1.8,1.8,1.1,0.3,3.7,0.5,0.5,0,6.89
Hatem Ben Arfa,Bordeaux,36," M(CR),FW  ",19(5),1708,0.5,0.1,0.8,0,0,0.3,0,0,6.89
Habib Maïga,Metz,27," DMC,M(R)  ",31,2698,2.6,1.6,2.1,0,1,1.4,0.2,0,6.89
Hamari Traoré,Rennes,31," D(R),M(R)  ",34(1),3004,1.6,2.2,1.1,0.3,1.1,1.1,0.1,0,6.89
Alexander Djiku,Strasbourg,28," D(CR),DMC  ",29(1),2553,2,3,1.7,0.3,3.3,0.7,0.3,0,6.88
Jonathan Clauss,Lens,30," D(R),M(LR)  ",30(3),2538,1.3,1.4,0.7,0.1,1.1,0.6,0,0,6.88
Gelson Martins,Monaco,27, M(LR)  ,20(3),1562,1.8,0.6,1,0,0.1,1,0,0,6.88
Martin Terrier,Rennes,26," AM(CL),FW  ",30(4),2454,1,0.5,1,0,0.2,0.8,0,0,6.88
Armand Laurienté,Lorient,24," AM(LR),FW  ",16(13),1618,1,0.5,0.8,0,0.1,0.7,0,0,6.88
Cheick Oumar Doucouré,Lens,23, DMC  ,30(3),2633,2.6,1.6,1.4,0,0.8,1,0.1,0,6.87
Yoane Wissa,Lorient,26," AM(L),FW  ",30(8),2685,0.9,0.5,0.8,0,0.3,0.6,0.1,0,6.86
Maxwel Cornet,Lyon,26," D(L),M(LR),FW  ",29(7),2457,1.9,1.2,0.8,0.1,1.2,0.7,0.1,0,6.86
Luiz Araújo,Lille,26," AM(CLR),FW  ",17(11),1502,1.4,0.4,0.9,0,0.1,0.7,0,0,6.86
Benjamin Bourigeaud,Rennes,29, M(CLR)  ,29(8),2559,1.1,0.5,0.7,0,0.6,1.4,0,0,6.86
Idrissa Gueye,PSG,33, M(C)  ,20(8),1587,2.3,0.7,1.3,0,0.3,0.9,0.3,0,6.85
Florian Sotoca,Lens,32," AM(CR),FW  ",28(5),2422,0.9,0.3,1.5,0,0.7,0.5,0,0,6.85
Franck Honorat,Brest,26," M(LR),FW  ",28(8),2471,0.8,0.3,1,0,0.5,0.6,0.1,0,6.85
Ruben Aguilar,Monaco,29," D(R),M(R)  ",27(6),2233,1.9,1.4,1.2,0.1,1.2,0.6,0.1,0,6.85
Romain Perraud,Brest,25," D(L),M(L)  ",35(1),3141,1.7,1.3,1.3,0,1.8,0.6,0.1,0,6.84
Gaël Kakuta,Lens,31," M(CLR),FW  ",30(5),2414,1.1,0.5,0.9,0,0.1,1,0.1,0,6.84
Hassane Kamara,Nice,29," D(L),M(LR)  ",34(2),2966,1.8,1.5,0.6,0.3,1.3,0.6,0.3,0,6.83
Mauro Icardi,PSG,30, FW  ,11(9),1074,0.3,0.2,0.5,0,0.4,0.5,0.1,0,6.83
Houssem Aouar,Lyon,24, M(CL)  ,23(7),1793,0.6,0.6,0.7,0,0.1,0.6,0,0,6.83
Alessandro Florenzi,PSG,31," D(R),M(CLR)  ",18(3),1543,1.1,0.8,0.5,0,1,0.8,0,0,6.83
Mitchel Bakker,PSG,22," D(L),M(L)  ",18(8),1691,1.5,0.8,0.6,0.1,0.5,0.3,0.1,0,6.83
Jonathan David,Lille,23," AM(C),FW  ",29(8),2368,0.5,0.1,0.9,0,0.2,0.4,0,0,6.83
Damien da Silva,Rennes,34, D(C)  ,30,2664,0.7,1.5,1,0.5,3.3,0.2,0.4,1,6.83
Layvin Kurzawa,PSG,30," D(L),M(L)  ",15(4),1282,1.4,1.5,1.7,0.1,1.1,1,0.3,0,6.83
Boulaye Dia,Reims,26," AM(R),FW  ",35(1),2947,0.6,0.3,0.9,0,1,0.5,0.1,0,6.83
Yvan Neyou,Saint-Etienne,26, DMC  ,29(2),2450,1.9,1,1.5,0,0.4,1.1,0.2,0,6.82
Sébastien Corchia,Nantes,32," D(R),M(R)  ",23(2),2067,2.2,1.5,0.8,0.2,1.4,1.1,0.4,0,6.82
Ander Herrera,PSG,33, M(C)  ,18(13),1846,1.7,1,1,0,0.6,1.5,0.2,0,6.82
Jean-Eudes Aholou,Strasbourg,28, DMC  ,26(1),2156,1.7,2,1.9,0,1.1,1.1,0.2,0,6.82
Pape Sarr,Metz,20, AM(C)  ,18(4),1594,2,1.2,1.1,0,0.7,0.8,0.2,0,6.82
Mike Maignan,Lille,27, GK  ,38,3420,0,0,0,0,0.5,0,0,0,6.82
Dénis Bouanga,Saint-Etienne,28," M(CLR),FW  ",30(6),2738,1.4,0.6,1.7,0,0.9,1.2,0.1,1,6.82
Trevoh Chalobah,Lorient,23," D(CR),DMC  ",24(5),2239,1.6,2.4,0.7,0,1.9,0.9,0.2,0,6.82
Youssouf Fofana,Monaco,24, DMC  ,35,2883,2.6,1,1.3,0,0.4,1.1,0.2,0,6.81
Bruno Guimarães,Lyon,25, DMC  ,21(12),1760,2.3,0.4,1,0,0.4,1,0.1,0,6.81
Jonathan Gradit,Lens,30, D(CR)  ,33,2828,1.8,1.7,1.5,0.4,2.4,0.5,0.6,0,6.81
Eduardo Camavinga,Rennes,20," D(L),DMC  ",28(7),2413,2.8,0.7,1.6,0,0.4,1.1,0.1,0,6.80
Harold-Desty Moukoudi,Saint-Etienne,25, D(C)  ,26,2277,1.8,1.6,0.9,0.3,2.9,0.4,0.4,0,6.80
Julien Laporte,Lorient,29, D(C)  ,30,2660,2.2,2.2,1,0.3,4.2,1.1,0.8,0,6.80
Pierre Lees-Melou,Nice,29, M(CLR)  ,23(6),2066,2.3,1,1.2,0,0.9,2,0.5,0,6.80
Birger Meling,Nimes,28," D(LR),DMC  ",26,2329,1.9,1.4,0.6,0.1,2.1,0.7,0.3,0,6.80
Guillermo Maripán,Monaco,28, D(C)  ,22(6),2088,0.9,1,0.7,0.4,2.4,0.4,0.4,0,6.80
Benoît Badiashile,Monaco,21, D(C)  ,32(3),2873,0.7,1.7,0.9,0.3,2.8,0.4,0.3,0,6.79
Yacine Adli,Bordeaux,22, M(C)  ,25(10),2417,2.1,1.1,1.1,0,0.5,1.6,0.1,0,6.79
Romain Thomas,Angers,34, D(C)  ,34,3026,1.4,1.5,1,0.5,3.8,0.4,0.6,0,6.78
Alexis Claude-Maurice,Nice,24, AM(CL)  ,21(9),1909,1.3,0.5,0.8,0,0.1,1.1,0.1,0,6.78
Caio Henrique,Monaco,25," D(L),M(CL)  ",26(5),2376,1.6,0.5,0.3,0.2,0.9,0.6,0.1,0,6.78
Kenny Lala,Strasbourg,31," D(LR),M(R)  ",21,1837,1,1.1,0.9,0.2,1.3,0.5,0.3,0,6.78
Renato Sanches,Lille,25, M(CR)  ,14(9),1273,0.6,0.6,1.2,0,0.3,0.9,0.1,0,6.78
Andrei Girotto,Nantes,31," D(C),DMC  ",29(5),2665,1.9,1.7,0.9,0.4,3,0.9,0.4,0,6.77
Laurent Abergel,Lorient,30, DMC  ,32(6),2968,3.8,1.2,1.2,0,0.3,2.8,0.2,0,6.77
Habib Diallo,Strasbourg,27," AM(R),FW  ",27(5),2332,0.3,0.4,0.8,0,0.3,0.3,0.1,0,6.77
Marshall Munetsi,Reims,26," D(C),M(C)  ",21(6),1929,1.3,2.1,1.1,0.4,3.1,0.7,0.9,0,6.76
Samuel Kalu,Bordeaux,25, M(CLR)  ,14(6),973,1.1,0.5,0.8,0.1,0.1,0.5,0,0,6.76
Djibril Sidibé,Monaco,30," D(CLR),M(R)  ",21(9),1979,1.9,1.7,1.1,0.2,1.2,0.5,0.2,0,6.76
Boubakary Soumaré,Lille,24, DMC  ,21(11),1916,1.4,1.2,0.7,0,0.7,0.5,0.2,0,6.76
Paul Baysse,Bordeaux,34, D(CR)  ,29(2),2614,1.1,1.7,0.7,0.5,3.9,0.2,0.8,0,6.75
Ghislain Konan,Reims,27," D(L),M(L)  ",29(2),2612,1.8,1,0.8,0.2,1.8,0.8,0.4,0,6.75
Xavier Chavalerin,Reims,32," DMC,M(L)  ",29(1),2550,3.1,1.4,1.3,0,0.9,1.6,0.3,0,6.75
Anthony Caci,Strasbourg,25," D(CLR),M(L)  ",32(1),2807,2.4,1.7,1,0.2,1.4,1,0.1,0,6.75
Renaud Ripart,Nimes,29," D(R),M(CLR),FW  ",35(3),3063,1.4,0.9,0.8,0,1.2,1.5,0.3,0,6.74
Hiroki Sakai,Marseille,32," D(CLR),M(R)  ",26(3),2387,2.8,1.9,1.4,0.2,1.9,0.4,0.2,0,6.74
Danilo Pereira,PSG,31," D(C),DMC  ",16(7),1429,0.9,1.3,0.6,0.1,1.4,0.3,0.3,0,6.74
Bruno Ecuele Manga,Dijon,34, D(CR)  ,38,3420,1.4,1.5,0.4,0.7,4.3,0.3,0.9,0,6.73
Junior Sambia,Montpellier,26," D(R),M(CR)  ",26(10),2445,1.1,1.1,0.6,0.1,1.1,0.3,0.4,0,6.73
Nathanaël Mbuku,Reims,20," AM(CLR),FW  ",28(4),2230,1,0.4,0.8,0,0.2,0.6,0,0,6.73
Julian Draxler,PSG,29," AM(CLR),FW  ",12(12),1061,0.5,0.6,0.3,0,0,0.6,0,0,6.73
Steven Nzonzi,Rennes,34, M(C)  ,33(1),2910,1,0.5,1.1,0,0.7,0.6,0.3,0,6.73
Sacha Boey,Dijon,22, D(R)  ,21(3),1865,2.3,1.7,1.5,0.2,2.2,1.2,0.2,0,6.73
Moses Simon,Nantes,27," M(CLR),FW  ",28(5),2341,0.8,0.5,0.5,0,0.4,0.6,0,0,6.73
Ngonda Muzinga,Dijon,28, D(L)  ,25(5),2310,2,2.4,1.2,0.3,1.7,0.7,0.1,0,6.73
Mohamed Simakan,Strasbourg,22, D(CR)  ,19,1619,1.7,1.6,1.2,0.4,1.8,0.5,0.6,0,6.72
Pablo Sarabia,PSG,30," D(L),M(CLR),FW  ",13(14),1313,0.6,0.2,0.2,0,0.3,1,0,0,6.72
Youssouf Sabaly,Bordeaux,30," D(LR),M(R)  ",33,2915,1.4,1.5,1,0.2,1.2,0.5,0.2,0,6.72
Seko Fofana,Lens,27, M(C)  ,25(5),2311,0.5,1.1,0.7,0,0.5,0.7,0.2,0,6.72
Morgan Schneiderlin,Nice,33, DMC  ,24(4),2197,1.8,1.9,1.5,0,1.6,1.2,0.4,0,6.72
Abdou Diallo,PSG,26, D(CL)  ,17(5),1488,0.7,1.1,0.8,0.3,1.5,0.2,0.4,0,6.72
Thomas Mangani,Angers,35, M(C)  ,32(3),2702,1.5,1.1,0.5,0,1.1,1.7,0.2,0,6.71
Ronaël Pierre-Gabriel,Brest,24," D(CLR),M(R)  ",28(1),2315,2,1,0.9,0.2,1.8,0.6,0.2,0,6.71
Thomas Delaine,Metz,30," D(L),M(LR)  ",19(5),1780,1.3,1,0.9,0,1,0.6,0.2,0,6.71
Duje Caleta-Car,Marseille,26, D(C)  ,32(1),2816,0.9,1.3,0.9,0.7,3.9,0.4,0.7,0,6.71
Wout Faes,Reims,24, D(C)  ,33,2901,1.1,2.1,0.7,0.2,4.3,0.6,0.9,0,6.70
Leandro Paredes,PSG,28, DMC  ,16(5),1308,1.4,0.8,1.1,0,0.6,1,0.2,0,6.70
John Boye,Metz,35, D(C)  ,35,3047,1.7,2.3,0.9,0.3,3.9,0.7,0.6,1,6.70
Nicolas Pallois,Nantes,35, D(C)  ,31(1),2776,1.8,1.2,0.7,0.4,4.8,1.1,0.6,1,6.70
Terem Moffi,Lorient,23," AM(R),FW  ",26(6),2091,0.4,0.1,0.9,0,0.3,0.5,0.1,0,6.70
Adil Aouchiche,Saint-Etienne,20, AM(CL)  ,21(13),1742,1.1,0.3,0.6,0,0.2,1.1,0,0,6.70
Remi Oudin,Bordeaux,26," M(CLR),FW  ",27(11),2435,0.9,1.3,0.6,0,0.9,0.6,0.1,0,6.70
Wahbi Khazri,Saint-Etienne,32," M(CLR),FW  ",16(6),1194,1.1,0.2,1.1,0,0.5,0.5,0,0,6.70
Anthony Lopes,Lyon,32, GK  ,38,3420,0,0,0.1,0,0.7,0,0,2,6.69
Jason Denayer,Lyon,27," D(CR),DMC  ",31,2619,0.8,0.9,0.7,0.4,2.7,0.2,0.8,0,6.69
Walter Benítez,Nice,30, GK  ,38,3420,0,0,0,0,0.3,0.1,0,0,6.69
Daniel Congré,Montpellier,37, D(CLR)  ,38,3294,1.6,1.8,0.8,0.2,3.7,0.9,0.9,0,6.69
Rony Lopes,Nice,27," AM(CLR),FW  ",23(5),1798,0.7,0.3,0.5,0,0.2,0.8,0.1,0,6.69
Alexandre Oukidja,Metz,34, GK  ,34,3060,0,0,0,0,0.9,0,0,0,6.68
Thomas Foket,Reims,28," D(R),M(R)  ",37,3325,2.1,1.9,0.9,0.1,2,0.8,0.2,1,6.68
Ibrahima Sissoko,Strasbourg,25," D(C),DMC  ",29(7),2586,1.9,1.3,1.8,0,1.1,1.1,0.1,0,6.67
Predrag Rajkovic,Reims,27, GK  ,37,3286,0.1,0.1,0,0,0.9,0.1,0,0,6.67
Presnel Kimpembe,PSG,27, D(C)  ,26(2),2307,1.6,1.1,1.1,0.6,2.1,0.4,0.4,0,6.67
Dennis Appiah,Nantes,30," D(CLR),M(R)  ",16(6),1554,2.5,1.1,0.7,0.2,1.7,1.2,0.3,0,6.67
Ignatius Ganago,Lens,24," AM(LR),FW  ",16(8),1308,0.2,0.3,0.6,0,0.1,0.4,0,0,6.67
Charles Traoré,Nantes,31," D(L),M(L)  ",19(3),1701,2.4,1.6,1.4,0.3,2.4,1.2,0.2,0,6.67
Thiago Mendes,Lyon,30," D(CR),M(CR)  ",23(9),2242,1.2,1.3,0.8,0,0.6,0.6,0.2,0,6.66
William Saliba,Nice,21, D(C)  ,20,1800,0.8,1.3,0.8,0.7,4,0.1,0.8,0,6.66
Flavien Tait,Rennes,30, M(CLR)  ,16(7),1371,1.1,0.6,0.8,0,0,1,0.1,0,6.66
Jonas Omlin,Montpellier,29, GK  ,31,2675,0,0,0.1,0,0.5,0.1,0,1,6.66
Andreaw Gravillon,Lorient,25, D(CR)  ,26,2274,1,2.3,0.7,0.3,4.2,0.6,1.2,1,6.66
Fábio,Nantes,32," D(LR),M(R)  ",19(3),1513,2.8,1.7,1.6,0.1,2,1.2,0.4,0,6.65
Jonathan Ikoné,Lille,24," AM(CLR),FW  ",26(11),2187,0.5,0.2,0.4,0,0.2,0.4,0,0,6.65
Cesc Fàbregas,Monaco,35," M(CL),FW  ",7(14),875,1,0.6,0.7,0,0.1,0.6,0,0,6.65
Miguel Trauco,Saint-Etienne,30," D(L),M(L)  ",22(4),2036,1.8,1.2,1.1,0,1.3,0.8,0.2,0,6.65
Mathieu Cafaro,Reims,25, AM(CLR)  ,27(4),2091,1.3,0.5,0.9,0,0.4,1,0,0,6.65
Valon Berisha,Reims,30, M(CL)  ,17(7),1644,1.7,1,0.6,0,0.8,1.5,0.1,0,6.64
Baptiste Reynet,Nimes,32, GK  ,38,3420,0.1,0,0,0,0.5,0.1,0,0,6.64
Álvaro González,Marseille,33, D(C)  ,32,2834,0.8,1,1,1,3.6,0.4,0.6,0,6.64
Issiaga Sylla,Lens,29," D(LR),M(L)  ",13(7),1118,1.4,0.8,0.9,0.1,1,0.5,0.2,0,6.63
Matthieu Udol,Metz,26," D(CL),M(L)  ",19(6),1723,1.4,1.6,0.6,0.2,0.9,0.9,0.2,0,6.63
Axel Disasi,Monaco,24, D(C)  ,24(5),2017,1,0.9,1,0.4,2.2,0.5,0.4,1,6.63
Toma Basic,Bordeaux,26, M(C)  ,32(2),2609,1,0.9,1.2,0,1.1,1.2,0.1,0,6.63
Romain Hamouma,Saint-Etienne,35," M(CLR),FW  ",19(10),1773,0.4,0.2,1.1,0,0.3,0.7,0,0,6.62
Souleyman Doumbia,Angers,26," D(L),M(L)  ",24(3),2221,1.8,1.6,1.2,0.3,1.3,0.5,0.1,1,6.62
Hwang Ui-Jo,Bordeaux,30," AM(CLR),FW  ",32(4),2524,0.4,0.2,0.9,0,0.3,0.5,0.1,0,6.62
Clément Grenier,Rennes,32, M(CL)  ,12(11),1077,0.9,0.2,1.2,0,0.1,1,0,0,6.62
Alban Lafont,Nantes,24, GK  ,38,3420,0,0,0,0,0.8,0,0,0,6.61
Dimitri Liénard,Strasbourg,35," D(L),M(CL)  ",19(15),1828,1.1,0.5,0.6,0,0.2,0.9,0,0,6.61
Adrien Truffert,Rennes,21," D(L),M(L)  ",23(6),1957,1.3,0.6,0.8,0.2,1.1,0.4,0.2,0,6.61
Yusuf Yazici,Lille,26," M(CLR),FW  ",10(22),1078,0.4,0.1,0.4,0,0.1,0.7,0,0,6.61
Hicham Boudaoui,Nice,23, M(CR)  ,22(3),1749,2.1,0.9,1.2,0,1,1.7,0.2,0,6.61
Niclas Eliasson,Nimes,27," AM(CLR),FW  ",19(11),1805,0.9,0.8,0.8,0,0.4,0.4,0,0,6.60
Jean-Charles Castelletto,Nantes,28, D(C)  ,22(2),1948,1.3,1.8,1.4,0.5,3.1,0.5,0.8,0,6.60
Jean-Ricner Bellegarde,Strasbourg,24, M(CLR)  ,25(11),2098,1.6,0.5,0.9,0,0.4,0.3,0.1,0,6.60
Thilo Kehrer,PSG,26," D(CLR),M(R)  ",16(8),1610,1.3,0.6,1.1,0.3,1.5,0.7,0.2,0,6.60
Pierrick Capelle,Angers,35," D(L),M(CLR)  ",24(11),2054,1.5,1.3,0.9,0.1,0.9,1.4,0,0,6.59
Jonathan Panzo,Dijon,22, D(C)  ,21(1),1805,0.8,2.7,1.3,0.4,4,0.1,0.6,0,6.59
Benoît Costil,Bordeaux,35, GK  ,38,3420,0,0,0,0,0.8,0.1,0,0,6.59
Nicolas Cozza,Montpellier,24, D(CL)  ,15(5),1373,2,1.3,0.8,0.2,2.8,1,0.6,0,6.58
Enzo Le Fée,Lorient,23, M(CLR)  ,21(15),1816,1.4,0.7,0.7,0,0.2,1.3,0.2,0,6.58
Domagoj Bradaric,Lille,23," D(L),M(L)  ",14(12),1259,1.1,1,0.7,0.1,0.5,0.6,0.2,0,6.58
Alfred Gomis,Rennes,29, GK  ,22,1980,0,0.1,0,0,0.8,0,0,0,6.58
Lassana Coulibaly,Angers,26, M(CL)  ,18(11),1687,2.7,1.1,0.9,0,0.6,1.2,0.1,0,6.58
Arnaud Nordin,Saint-Etienne,24," AM(CLR),FW  ",20(12),1783,0.4,0.3,0.4,0,0.3,0.5,0.1,0,6.58
Maxence Caqueret,Lyon,23, DMC  ,19(10),1761,2.5,0.8,1.1,0,0.1,2.4,0.1,0,6.57
Lamine Fomba,Nimes,25, DMC  ,24(8),2176,2.1,1.8,1.4,0,1.1,1.1,0.6,0,6.57
Kasper Dolberg,Nice,25, FW  ,21(4),1931,0.2,0.2,0.8,0,0.8,0.4,0.1,0,6.57
Pedro Mendes,Montpellier,32, D(CR)  ,19(3),1629,1,1.5,1,0.3,2.4,0.3,0.6,0,6.56
Imrân Louza,Nantes,23, M(CLR)  ,28(5),2390,1.7,1,1.1,0,0.4,1.5,0.1,0,6.56
Jordan Lotomba,Nice,24," D(LR),M(R)  ",24(6),2127,1.2,1.1,0.9,0,1.4,0.5,0.2,0,6.56
Paul Lasne,Brest,34, M(CLR)  ,19(3),1688,2.1,2.2,1.2,0,0.7,1,0.2,0,6.56
Arnaud Kalimuendo,Lens,21, FW  ,13(15),1218,0.3,0.1,0.6,0,0.1,0.2,0,0,6.56
Ismaël Traoré,Angers,36, D(CR)  ,34,2994,0.9,1.2,0.6,0.6,3,0.5,0.4,0,6.56
Gautier Larsonneur,Brest,26, GK  ,35,3150,0,0,0,0,0.8,0,0,0,6.55
Sinaly Diomandé,Lyon,21, D(C)  ,10(17),1119,0.4,1.3,0.6,0.2,1.9,0.3,0.6,0,6.55
Myziane Maolida,Nice,24," AM(LR),FW  ",11(8),1079,0.7,0.3,0.9,0,0.2,0.4,0.1,0,6.55
Pape Gueye,Marseille,24, DMC  ,22(10),2058,1.5,1.5,1.5,0.1,0.9,0.9,0.2,0,6.55
Arbër Zeneli,Reims,28," AM(LR),FW  ",14(14),1293,0.7,0.1,0.5,0,0.1,0.5,0,0,6.55
Timothée Kolodziejczak,Saint-Etienne,31," D(CL),M(L)  ",23(1),2038,1.2,1.5,1.2,0.3,3.3,0.3,0.6,0,6.55
Dylan Bronn,Metz,27, D(C)  ,38,3413,1.5,1.2,1,0.3,2.8,0.5,0.4,0,6.55
Xeka,Lille,28, M(C)  ,11(22),1189,1,0.6,0.8,0,0.5,0.8,0.1,0,6.55
Mihailo Ristic,Montpellier,27," D(L),M(L)  ",26(8),2239,1.3,0.8,0.8,0.1,1.5,0.5,0.3,0,6.55
Florent Mollet,Montpellier,31, AM(CLR)  ,30(4),2371,0.6,0.9,1,0,0.2,1,0.1,0,6.54
Stephy Mavididi,Montpellier,24," AM(LR),FW  ",23(12),2034,0.5,0.4,0.9,0,0.1,0.4,0,0,6.54
