Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Luca Caldirola,Benevento,32, D(CL)  ,17(8),1570,2,0,3,1,0.3,84.7,1.1,1,6.33
Patric,Lazio,29," D(CR),M(R)  ",18(7),1600,0,1,8,0,0.3,87.5,0.6,0,6.32
Nahuel Estévez,Spezia,27, M(CR)  ,19(8),1772,0,3,7,0,0.9,80,0.5,0,6.32
Federico Barba,Benevento,29, D(CL)  ,31(1),2664,0,2,8,0,0.4,80,0.7,1,6.32
Ilija Nestorovski,Udinese,32, FW  ,4(18),690,2,1,1,0,1.1,71.3,0.6,1,6.32
Alberto Grassi,Parma Calcio 1913,28, DMC  ,13(10),1179,0,0,3,0,0.4,80.2,0.6,0,6.32
Jean-Daniel Akpa Akpro,Lazio,30," D(R),M(CLR)  ",6(26),1039,0,1,9,0,0.4,81.7,0.3,0,6.31
Marko Pjaca,Genoa,27," AM(CL),FW  ",15(20),1416,3,2,0,0,0.8,84.6,0.5,0,6.31
Riccardo Marchizza,Spezia,24, D(L)  ,17(7),1564,0,2,4,0,0.3,81.7,0.9,0,6.31
Milos Vulic,Crotone,26, M(C)  ,13(12),1307,1,1,2,0,0.7,79.8,0.6,0,6.31
Luca Vignali,Spezia,27, D(R)  ,19(2),1596,0,0,4,1,0.2,78.7,1.4,0,6.30
Daam Foulon,Benevento,23, D(L)  ,11(12),1021,0,1,4,0,0,75.9,0.5,0,6.30
Nikola Kalinic,Verona,35, FW  ,15(4),1074,2,0,2,0,1.3,69.5,0.9,0,6.29
Mehdi Léris,Sampdoria,24," DMC,M(LR)  ",3(17),375,0,0,1,0,0.1,79.8,0.4,0,6.29
Lorenzo Venuti,Fiorentina,27," D(CLR),M(LR)  ",21(7),1760,0,1,3,0,0.1,75.4,0.3,0,6.29
Alex Cordaz,Crotone,40, GK  ,36,3240,0,0,1,0,0,69.2,0.1,0,6.28
Mitchell Dijks,Bologna,30," D(L),M(L)  ",18(2),1492,0,0,5,1,0.1,79.4,0.7,0,6.28
José Callejón,Fiorentina,36," M(LR),FW  ",6(14),658,0,1,0,0,0.5,81.8,0.5,0,6.27
Federico Bonazzoli,Torino,25," AM(C),FW  ",4(16),552,2,2,2,0,1.1,83.8,0.2,0,6.27
Fernando Forestieri,Udinese,33," AM(CL),FW  ",3(16),539,1,1,1,0,0.6,80.6,0.2,0,6.27
Eljif Elmas,Napoli,23, M(CLR)  ,3(30),717,2,1,2,0,0.4,90.8,0.1,0,6.26
Vedat Muriqi,Lazio,28, FW  ,7(20),818,1,0,1,0,1.1,69,2.1,0,6.26
Salvatore Sirigu,Torino,36, GK  ,32,2880,0,0,0,0,0,67.3,0.2,2,6.26
Marco Sau,Benevento,35," AM(C),FW  ",9(15),782,4,2,1,1,0.5,74.4,0,0,6.26
Amadou Diawara,Roma,25, DMC  ,7(11),655,1,0,2,1,0.4,89.7,0.2,1,6.26
Ebrima Colley,Verona,23, AM(R)  ,4(19),721,1,0,1,0,0.7,75.1,0.1,0,6.24
Andrés Tello,Benevento,26, M(C)  ,3(15),402,1,0,3,0,0.4,73.5,0.6,1,6.24
Niccolò Zanellato,Crotone,24, M(C)  ,18(9),1638,1,1,3,0,0.2,80.2,0.7,0,6.23
Andrea Poli,Bologna,33, M(CL)  ,4(14),374,1,0,1,0,0.2,90.9,0,0,6.23
Alberto Cerri,Cagliari,26, FW  ,3(21),359,1,0,1,0,0.7,61.5,1.4,0,6.22
Daniel Bessa,Verona,30, AM(C)  ,4(14),604,0,2,1,0,0.4,87.9,0.1,0,6.22
Emmanuel Rivière,Crotone,33, FW  ,7(14),632,1,1,2,0,0.6,73.5,0.7,0,6.21
Christian Kouamé,Fiorentina,25," AM(LR),FW  ",9(24),982,1,1,4,0,0.5,72.6,1.2,0,6.21
Luca Marrone,Crotone,32," D(C),DMC  ",18(3),1589,0,0,8,0,0.2,87.5,1,0,6.21
Maxime Busi,Parma Calcio 1913,23," D(R),M(R)  ",11(13),1190,0,1,3,0,0.3,84.7,0.4,0,6.21
Vladimir Golemic,Crotone,31, D(C)  ,26(4),2338,2,0,4,1,0.2,85.5,1.5,0,6.19
Sebastiano Luperto,Crotone,26, D(C)  ,22(1),1886,0,0,3,1,0.2,81.9,1.2,0,6.19
Borja Valero,Fiorentina,38, M(CL)  ,4(16),481,0,0,3,0,0.3,91.4,0.1,0,6.18
Danilo Cataldi,Lazio,28, M(C)  ,4(15),561,0,0,4,0,0.3,86.3,0.1,0,6.17
Jacopo Petriccione,Crotone,28, M(C)  ,11(9),958,0,0,5,1,0.2,86.5,0.1,0,6.16
Valon Behrami,Genoa,37, M(C)  ,8(18),885,0,0,1,1,0.2,75.5,0.5,0,6.15
Andreas Pereira,Lazio,27, M(CLR)  ,3(23),527,1,2,5,1,0.5,76.6,0.1,0,6.13
Simon Sohm,Parma Calcio 1913,21, M(C)  ,8(10),894,1,0,1,0,0.3,84.5,0.5,0,6.12
Eduardo Henrique,Crotone,27, M(C)  ,8(10),921,1,0,4,0,0.5,82.2,0.5,0,6.05
Andrea Rispoli,Crotone,34," D(R),M(R)  ",5(14),649,0,0,4,0,0.2,72,0.2,0,6.02
