Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Julien Laporte,Lorient,29, D(C)  ,33,2893,2,0,7,0,0.5,84.7,2.4,4,6.83
Mohamed Bayo,Clermont Foot,24, FW  ,27(5),2426,14,5,1,0,2.1,73.1,1.4,4,6.83
Ghislain Konan,Reims,27," D(L),M(L)  ",28,2422,1,3,1,0,0.7,78.4,0.5,1,6.83
Sven Botman,Lille,23, D(C)  ,25,2250,3,1,4,0,0.6,88.1,2.3,0,6.83
Baptiste Santamaría,Rennes,28, DMC  ,28(6),2520,2,1,7,0,1,87,2.2,0,6.83
Cengiz Ünder,Marseille,25, M(CLR)  ,25(7),2209,10,2,0,1,1.8,79.7,0.3,3,6.82
Jean Onana,Bordeaux,23, DMC  ,23,1846,3,2,3,1,0.9,81.8,2,3,6.81
Aleksandr Golovin,Monaco,26, M(CLR)  ,17(10),1505,3,4,4,1,0.9,80.2,0.3,2,6.81
Angelo Fulgini,Angers,26," AM(CLR),FW  ",35(1),2947,5,4,6,0,1.6,83.3,0.9,0,6.81
Nicolas de Préville,Metz,32," AM(CLR),FW  ",24(3),1982,5,2,5,0,1.5,71.7,1.7,0,6.80
Rominigue Kouamé,Troyes,26, DMC  ,34,2977,1,2,5,0,1.1,88.2,0.5,1,6.80
Luan Peres,Marseille,28, D(CL)  ,29(5),2677,0,2,7,0,0.1,88.1,1.2,1,6.80
Ronaël Pierre-Gabriel,Brest,24," D(CLR),M(R)  ",29(1),2555,0,1,6,0,0.2,84,0.5,0,6.80
Justin Kluivert,Nice,23, AM(LR)  ,25(3),1883,4,5,7,1,1.1,76.3,0.5,2,6.79
Mario Lemina,Nice,29, DMC  ,24(8),1972,2,0,6,1,0.5,87.8,0.7,1,6.79
Ryad Boudebouz,Saint-Etienne,33," M(CLR),FW  ",27(3),2267,3,4,2,0,0.9,81.9,0.4,1,6.79
Kevin Volland,Monaco,30," AM(CLR),FW  ",29(5),2450,9,9,10,0,1.5,67.9,0.9,1,6.79
Ibrahima Sissoko,Strasbourg,25," D(C),DMC  ",26(9),2306,2,5,6,0,0.7,80.9,1.7,2,6.79
Walter Benítez,Nice,30, GK  ,37,3330,0,0,2,0,0,71,0.4,3,6.79
Romain Thomas,Angers,34, D(C)  ,29(1),2566,2,0,10,0,0.5,86.3,2.3,1,6.78
Keylor Navas,PSG,36, GK  ,21,1858,0,0,0,1,0,89.9,0.1,0,6.78
Laurent Abergel,Lorient,30, DMC  ,34,2963,0,3,9,0,0.9,82.4,0.3,0,6.78
Sanjin Prcic,Strasbourg,29, M(C)  ,27(5),2197,1,0,4,0,1.4,86.3,0.5,0,6.77
Mahdi Camara,Saint-Etienne,24," D(CR),DMC  ",34(1),3074,3,0,8,0,0.8,83.4,0.9,2,6.77
Alban Lafont,Nantes,24, GK  ,38,3420,0,0,3,0,0,56.2,0.6,1,6.77
Kevin Danso,Lens,24, D(C)  ,32(1),2793,2,2,7,2,0.4,86.3,2.2,2,6.77
Castello Lukeba,Lyon,20, D(C)  ,24,2097,2,0,1,0,0.3,90,1.7,1,6.77
Benoît Badiashile,Monaco,21, D(C)  ,21(3),1837,1,0,4,0,0.6,87.9,2.4,1,6.77
Giulian Biancone,Troyes,22," D(CLR),M(LR)  ",26(7),2292,1,2,10,0,0.8,76.5,1.5,1,6.77
Gelson Martins,Monaco,27, M(LR)  ,24(8),1921,4,3,4,0,0.9,80.4,0.7,2,6.77
Presnel Kimpembe,PSG,27, D(C)  ,29(1),2580,1,0,6,0,0.2,95.5,1.6,0,6.76
Quentin Merlin,Nantes,20," D(L),M(L)  ",21(7),1923,2,3,0,0,0.4,80.7,0.4,0,6.76
Wout Faes,Reims,24, D(C)  ,37,3330,4,0,2,0,0.6,85.6,1,3,6.76
Yunis Abdelhamid,Reims,35, D(C)  ,34,2984,2,0,5,1,0.5,82,1.8,0,6.76
Dimitri Liénard,Strasbourg,35," D(L),M(CL)  ",23(10),2047,2,3,8,0,0.7,75.7,0.6,1,6.76
Przemyslaw Frankowski,Lens,27, M(CLR)  ,28(9),2452,6,5,5,0,0.9,82.2,0.3,3,6.75
Alexander Djiku,Strasbourg,28," D(CR),DMC  ",30(1),2697,1,0,8,1,0.5,83,2.3,1,6.74
Wahbi Khazri,Saint-Etienne,32," M(CLR),FW  ",26(4),2239,10,0,6,0,2.4,74.8,0.4,1,6.74
Enzo Le Fée,Lorient,23, M(CLR)  ,25(11),2202,2,3,2,0,0.9,82.4,0.5,2,6.74
Anthony Lopes,Lyon,32, GK  ,34,2984,0,0,1,1,0,81,0.2,2,6.74
Caio Henrique,Monaco,25," D(L),M(CL)  ",31(3),2670,2,8,5,0,0.6,78.8,0.4,4,6.74
Guillermo Maripán,Monaco,28, D(C)  ,21(5),1828,0,0,5,0,0.3,88.8,1.8,0,6.73
Armand Laurienté,Lorient,24," AM(LR),FW  ",28(7),2493,6,2,5,0,2.4,80.9,0.3,2,6.73
Anthony Caci,Strasbourg,25," D(CLR),M(L)  ",26(11),2395,1,3,4,0,0.4,80.6,1.1,1,6.73
Jonathan David,Lille,23," AM(C),FW  ",32(6),2811,15,0,3,0,1.8,78.4,0.7,1,6.73
Zeki Çelik,Lille,26," D(R),M(R)  ",30(2),2698,2,3,10,0,0.7,79.8,1.3,3,6.73
Maxence Caqueret,Lyon,23, DMC  ,26(5),2335,0,0,5,0,0.5,85.9,0.4,0,6.73
Tiago Djaló,Lille,22, D(CLR)  ,26(2),2330,1,1,4,0,0.4,86.9,0.8,1,6.73
Alexis Flips,Reims,23, M(CLR)  ,13(12),1062,2,4,2,0,0.8,66.9,0.3,2,6.73
Amine Harit,Marseille,25," AM(CLR),FW  ",12(11),1168,4,4,1,0,0.7,89.4,0.3,1,6.73
Christophe Hérelle,Brest,30, D(CR)  ,23,1938,0,0,6,0,0.3,85.8,1.1,0,6.73
Youssouf Fofana,Monaco,24, DMC  ,23(10),2187,0,4,4,0,0.9,76.3,0.4,0,6.72
Jean-Charles Castelletto,Nantes,28, D(C)  ,28,2512,1,0,8,0,0.6,86.3,2,1,6.72
Wylan Cyprien,Nantes,28, M(C)  ,17(7),1494,2,3,3,0,0.8,84.1,0.2,0,6.72
Thomas Mangani,Angers,35, M(C)  ,25(8),2195,7,2,6,0,0.5,81.7,0.9,1,6.72
Dante,Nice,39, D(C)  ,33(1),2874,0,0,5,3,0.4,90.5,1.5,1,6.71
Stephy Mavididi,Montpellier,24," AM(LR),FW  ",27(3),2313,8,3,4,0,2,80.1,0.3,1,6.71
Nicolas Pallois,Nantes,35, D(C)  ,29(1),2450,1,0,6,1,0.3,80.1,1.5,1,6.71
Thomas Monconduit,Lorient,32, DMC  ,26(8),2254,3,2,5,0,1.1,79.8,1,4,6.71
Gerzino Nyamsi,Strasbourg,26, D(C)  ,33(1),2983,0,2,4,0,0.8,83.5,2.6,0,6.70
Jean-Ricner Bellegarde,Strasbourg,24, M(CLR)  ,26(10),2337,2,3,5,0,0.9,85.6,0.5,1,6.70
José Fonte,Lille,39, D(C)  ,38,3420,0,2,4,0,0.6,87.1,2.3,0,6.70
Axel Disasi,Monaco,24, D(C)  ,30(2),2725,1,0,5,0,0.6,87.2,2.2,0,6.70
Habib Diallo,Strasbourg,27," AM(R),FW  ",16(15),1537,11,1,2,0,1.6,70.2,1.8,3,6.70
Arnaud Kalimuendo,Lens,21, FW  ,27(5),2165,12,0,1,1,1.9,86.3,0.1,1,6.69
Jonathan Bamba,Lille,26," AM(CLR),FW  ",28(3),2442,1,3,3,0,1.6,79.4,0.5,1,6.69
Kalifa Coulibaly,Nantes,31, FW  ,9(12),848,5,0,1,0,1.2,60,3.7,1,6.69
Pedro Chirivella,Nantes,25, DMC  ,31,2647,3,1,6,0,0.7,85.2,0.3,2,6.69
Lucas Perrin,Strasbourg,24, D(C)  ,29(2),2508,1,1,5,0,0.3,84,1.7,0,6.68
Pablo Rosario,Nice,26," D(C),DMC  ",31(5),2736,0,2,7,0,0.5,88.5,1.2,0,6.68
Malo Gusto,Lyon,19," D(R),M(R)  ",21(9),1884,0,4,3,0,0.4,88.2,0.5,1,6.68
Mamadou Sakho,Montpellier,33, D(C)  ,29,2578,0,0,3,0,0,89.2,1.6,0,6.68
Lucien Agoumé,Brest,21, DMC  ,21(6),1869,0,0,6,0,0.6,84.6,1,1,6.67
Vital N'Simba,Clermont Foot,29, D(L)  ,31(3),2791,1,3,4,0,0.6,78.8,0.4,2,6.67
Akim Zedadka,Clermont Foot,27, D(R)  ,37(1),3338,0,3,5,0,0.8,83.1,0.8,1,6.67
Nuno Mendes,PSG,20," D(L),M(L)  ",18(9),1654,0,1,3,0,0.3,88.1,0.4,0,6.67
Vincent Pajot,Metz,32, M(C)  ,27(3),2320,1,0,6,1,0.5,86,0.8,1,6.67
Facundo Medina,Lens,23, D(CL)  ,30(1),2597,1,0,11,0,0.3,89.4,1.2,0,6.67
Xeka,Lille,28, M(C)  ,19(4),1622,3,0,10,0,1,81.2,1,1,6.66
Yacine Adli,Bordeaux,22, M(C)  ,25(11),2265,1,7,4,0,0.9,78.2,0.3,2,6.66
Jean-Kévin Duverne,Brest,25, D(CLR)  ,33(4),3007,1,3,1,0,0.3,74.4,1.1,0,6.66
Khéphren Thuram,Nice,21, DMC  ,20(16),1897,4,2,4,0,0.6,86.4,0.6,1,6.65
Elbasan Rashani,Clermont Foot,29, AM(CLR)  ,22(7),1769,8,3,3,0,1,77.1,0.7,1,6.65
Kevin Gameiro,Strasbourg,35, FW  ,28(7),2397,11,3,0,0,1.9,80.1,0.3,0,6.65
Haris Belkebla,Brest,29, DMC  ,26(5),2312,0,0,2,0,0.1,84.3,0.7,0,6.64
