Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Serge Gnabry,Bayern,27," AM(CLR),FW  ",14(9),1206,0.9,0.3,0.7,0,0.1,0.4,0,0,7.11
Moussa Diaby,Leverkusen,23," M(CLR),FW  ",22,1798,0.5,0.2,0.6,0,0.1,0.3,0,0,7.11
Marcus Thuram,Borussia M.Gladbach,25," AM(L),FW  ",20(2),1835,0.6,0.2,1.1,0,0.6,0.1,0.1,0,7.11
Jeremie Frimpong,Leverkusen,22," D(R),M(R)  ",21(2),1788,1.7,0.5,0.7,0.1,1,0.5,0,0,7.11
Ellyes Skhiri,FC Koln,27, DMC  ,22,1957,3,1.8,1.3,0,1.5,1.2,0.4,0,7.11
Danilho Doekhi,Union Berlin,24, D(C)  ,14,1255,1.5,1.4,0.6,0.2,3.6,0.2,0.4,0,7.10
Konstantinos Mavropanos,Stuttgart,25, D(CR)  ,19(1),1690,2.1,2.3,0.8,0.4,3.4,0.3,0.8,0,7.09
Florian Kainz,FC Koln,30, AM(CLR)  ,20(1),1551,0.8,1,0.9,0,0.9,0.4,0.2,0,7.07
Leon Goretzka,Bayern,28, M(CR)  ,16(2),1256,1.7,1.1,1.1,0,1.3,0.7,0.2,0,7.06
Frederik Rønnow,Union Berlin,30, GK  ,19,1710,0,0,0,0,1.1,0.2,0,0,7.06
Patrick Wimmer,Wolfsburg,21, AM(R)  ,15(1),1085,1.8,0.8,1.7,0,0.6,0.9,0.1,0,7.06
Sadio Mané,Bayern,30," AM(CLR),FW  ",12(4),965,0.4,0,0.8,0,0.1,0.3,0.1,0,7.04
Borna Sosa,Stuttgart,25," D(L),M(L)  ",13(3),1170,1.1,0.7,0.4,0.1,1.2,0.5,0.2,0,7.03
Dani Olmo,RBL,24," AM(CLR),FW  ",10(3),752,0.8,0.4,0.6,0,0.2,0.2,0,0,7.02
Paulo Otávio,Wolfsburg,28," D(L),M(L)  ",20,1655,3,1.5,1,0.4,2.8,0.7,0.2,1,7.01
Raphaël Guerreiro,Borussia Dortmund,29," D(L),M(CL)  ",17,1485,1.3,1.5,0.3,0.3,0.6,0.6,0.1,0,7.01
Philipp Hofmann,Bochum,29, FW  ,20(3),1727,0.4,0.3,1.3,0,1,0.1,0.3,0,6.95
Mitchell Weiser,Werder Bremen,28," D(R),M(R)  ",19(1),1662,2.6,1.2,1.3,0.1,1,1,0.2,0,6.94
Karim Onisiwo,Mainz,30," AM(CLR),FW  ",21,1839,0.6,0.1,1.8,0,0.2,0.4,0,0,6.94
Jonas Hector,FC Koln,32," D(L),M(CL)  ",21,1836,3.2,1.2,0.8,0.2,2.1,1.2,0.2,0,6.94
Matthias Ginter,Freiburg,29," D(CR),DMC  ",23,2070,1.2,1.2,0.7,0.2,4.1,0.6,0.7,0,6.94
Wataru Endo,Stuttgart,30, DMC  ,22,1935,2.3,0.8,1,0,2,1.4,0.3,0,6.94
Matthijs de Ligt,Bayern,23, D(C)  ,16(4),1426,0.8,0.8,0.9,0.6,2.8,0.2,0.8,0,6.94
Marvin Ducksch,Werder Bremen,29, FW  ,23,1921,0.3,0.3,0,0,1.2,0.4,0,0,6.93
Christoph Baumgartner,Hoffenheim,23," AM(CLR),FW  ",23,1850,1.2,0.6,2.1,0,0.6,1.3,0.2,0,6.93
Ramy Bensebaïni,Borussia M.Gladbach,27," D(CL),DMC,M(L)  ",21,1878,1.5,1.2,0.9,0.3,3.3,0.4,0.5,1,6.93
Daichi Kamada,Eintracht Frankfurt,26," AM(CLR),FW  ",18(3),1554,1.7,0.7,1.5,0,0.4,0.9,0.1,0,6.93
Gregor Kobel,Borussia Dortmund,25, GK  ,18,1620,0,0,0,0,0.6,0,0,0,6.91
Dodi Lukébakio,Hertha Berlin,25," AM(CLR),FW  ",19(3),1667,0.7,0.4,1.2,0,0.5,0.5,0.2,0,6.90
Rafal Gikiewicz,Augsburg,35, GK  ,19,1710,0.1,0,0,0,1.1,0.1,0,0,6.89
Rodrigo Zalazar,Schalke,23, M(C)  ,8(5),730,0.8,0.4,0.8,0,0.5,0.6,0.1,0,6.89
Jae-Sung Lee,Mainz,30," AM(CLR),FW  ",17(6),1343,1.1,0.4,0.6,0,0.3,0.7,0.2,0,6.87
Sheraldo Becker,Union Berlin,28," AM(CLR),FW  ",22(1),1659,0.4,0.1,0.8,0,0.1,0.2,0,0,6.86
Dayot Upamecano,Bayern,24, D(C)  ,21,1800,2.5,1,1,0.5,2.9,0.6,0.2,0,6.86
Lucas Tousart,Hertha Berlin,25, DMC  ,22,1958,2.4,1.6,1.2,0.1,2,0.9,0,0,6.85
Anton Stach,Mainz,24, M(C)  ,14(6),1345,1,1.2,1,0,0.9,0.7,0.1,0,6.85
Julian Ryerson,Union Berlin,25," D(R),M(CLR)  ",12(1),1042,2.2,0.9,1.2,0,1.2,0.6,0.2,0,6.85
Manu Koné,Borussia M.Gladbach,21, DMC  ,22,1929,2.7,1,1.9,0,0.6,0.5,0.3,0,6.85
Lars Stindl,Borussia M.Gladbach,34," M(CLR),FW  ",14(4),1186,0.9,0.4,1.1,0,0.8,0.7,0.2,0,6.84
Yannick Gerhardt,Wolfsburg,28," D(L),M(CL)  ",15(3),1245,1.2,0.3,0.7,0,1,0.6,0.1,0,6.84
Ritsu Doan,Freiburg,24," AM(CLR),FW  ",20(3),1612,2,0.4,0.9,0,0.2,0.7,0,0,6.83
Ermedin Demirovic,Augsburg,24," AM(L),FW  ",22,1768,1.3,0.6,1.6,0,1.3,0.3,0.1,0,6.82
Timo Hübers,FC Koln,26, D(C)  ,17(1),1568,1.8,1.8,1.2,0.6,5.2,0.9,0.4,1,6.82
Koen Casteels,Wolfsburg,30, GK  ,23,2070,0,0,0,0,0.6,0,0,0,6.82
Georginio Rutter,Hoffenheim,20, FW  ,11(4),1010,0.5,0.3,1.1,0,0.4,0.1,0.1,0,6.82
Marco Reus,Borussia Dortmund,33," M(CLR),FW  ",12(3),1030,1.5,0.3,1,0,0.3,0.9,0.2,0,6.82
Jesper Lindstrøm,Eintracht Frankfurt,23," AM(CR),FW  ",20(2),1547,1,0.3,0.7,0,0.3,0.6,0.1,0,6.82
Marc Oliver Kempf,Hertha Berlin,28, D(C)  ,23,2007,1.6,1.7,0.8,0.8,4.1,0.2,1.2,0,6.81
Robin Knoche,Union Berlin,30, D(C)  ,22,1980,1.5,1,0.5,0.5,4.5,0.6,0.5,0,6.81
Marius Wolf,Borussia Dortmund,27," D(R),M(CLR)  ",10(6),962,0.8,0.9,0.4,0.1,1,0.3,0.6,0,6.81
Mats Hummels,Borussia Dortmund,34, D(C)  ,15(4),1257,1.7,1.2,0.7,0.4,2.9,0.7,0.6,0,6.81
Timo Werner,RBL,27," AM(CLR),FW  ",13(4),1163,0.3,0.2,0.3,0,0.2,0.4,0,0,6.80
Ozan Kabak,Hoffenheim,22, D(C)  ,21,1770,1.7,1.9,1.8,0.4,2.9,0.4,0.7,1,6.80
Nicolas Höfler,Freiburg,33," D(C),DMC  ",22,1926,2.1,1.5,2.1,0.1,1.3,1,0.4,0,6.80
Alassane Plea,Borussia M.Gladbach,30," AM(CLR),FW  ",15(4),1313,0.7,0.5,0.9,0,0.6,0.5,0.1,0,6.79
Jonas Wind,Wolfsburg,24," AM(C),FW  ",7(6),622,0.4,0.1,0.5,0,0.5,0.2,0.2,0,6.79
Ridle Baku,Wolfsburg,24," D(R),M(CR)  ",22(1),1975,1.5,0.8,1,0.2,1.7,0.9,0.3,0,6.79
Florian Niederlechner,Augsburg,32," AM(CR),FW  ",10(4),912,0.7,0.1,0.9,0,0.6,0.2,0.1,0,6.78
Stefan Bell,Mainz,31, D(CR)  ,15(4),1409,1.1,1.8,1.7,0.3,3.6,0.7,0.6,0,6.78
Ko Itakura,Borussia M.Gladbach,26," D(C),DMC  ",13(1),1135,0.9,1.2,0.4,1.1,3.1,0.6,1.2,0,6.78
Aarón Martín,Mainz,25," D(L),M(L)  ",17(2),1447,1.7,0.7,0.9,0.1,1.1,0.4,0.1,0,6.78
Philipp Lienhart,Freiburg,26, D(C)  ,22(1),2011,1,1.2,0.5,0.3,3.3,0.3,0.5,0,6.78
Suat Serdar,Hertha Berlin,25, M(CLR)  ,20(2),1537,1.9,1,0.9,0,0.8,0.6,0.5,0,6.77
Mark Flekken,Freiburg,29, GK  ,23,2070,0,0,0,0,0.5,0,0,0,6.77
Anthony Caci,Mainz,25," D(CLR),M(L)  ",14(6),1306,1.9,1.9,0.5,0.2,1.4,0.4,0.2,0,6.76
Xaver Schlager,RBL,25, M(C)  ,16(3),1466,2.2,0.8,1.3,0,1.1,1.2,0.1,0,6.76
Leandro Barreiro,Mainz,23, DMC  ,15(6),1353,1.6,1.2,1.3,0,0.8,0.7,0.5,0,6.75
Exequiel Palacios,Leverkusen,24, M(C)  ,12(5),1018,2.2,1.4,0.8,0,0.9,0.6,0.1,0,6.75
Djibril Sow,Eintracht Frankfurt,26, M(C)  ,20(2),1781,1.6,1.2,1,0,0.7,0.5,0.2,0,6.75
Christopher Trimmel,Union Berlin,36," D(CR),M(R)  ",16(3),1467,1.4,1.2,0.7,0.1,2,0.5,0.1,0,6.74
Robert Andrich,Leverkusen,28, M(C)  ,20(1),1689,2.1,1.2,1.4,0,1.6,0.5,0.4,1,6.74
Benjamin Henrichs,RBL,26," D(LR),DMC,M(LR)  ",16(4),1504,2.8,1.2,1.3,0.1,1.3,0.9,0.1,0,6.74
Jeffrey Gouweleeuw,Augsburg,31, D(C)  ,22,1917,1.6,1.7,1.1,0.7,4.4,0.7,0.9,0,6.74
Emre Can,Borussia Dortmund,29," D(CLR),DMC  ",10(7),996,2.2,0.9,0.9,0.1,1.4,0.6,0.1,0,6.74
Mërgim Berisha,Augsburg,24," AM(C),FW  ",16(1),1352,0.5,0,1.4,0.1,0.9,0.2,0.1,0,6.73
Evan Ndicka,Eintracht Frankfurt,23, D(CL)  ,22,1973,0.8,1.2,1.3,0.5,5.1,0.5,0.7,1,6.73
Youssoufa Moukoko,Borussia Dortmund,18, FW  ,11(7),949,0.7,0.1,0.3,0,0.1,0.2,0,0,6.71
Mario Götze,Eintracht Frankfurt,30," M(CLR),FW  ",22,1876,1.3,0.5,0.8,0,0.3,1,0,0,6.71
Dominik Kohr,Mainz,29, DMC  ,19(1),1576,2.1,1.3,1.4,0,1,1.2,0.3,0,6.71
Micky van de Ven,Wolfsburg,21, D(CL)  ,23,2070,1.5,0.8,0.7,0.7,3.3,0.3,0.8,0,6.71
Tom Krauß,Schalke,21, DMC  ,23,1893,4,1.2,1.3,0.1,0.9,1.7,0.2,0,6.70
Niklas Schmidt,Werder Bremen,25, AM(C)  ,7(8),757,1.4,0.1,1,0,0.3,0.8,0,0,6.69
André Silva,RBL,27, FW  ,16(7),1364,0.3,0.1,1,0,0.1,0.1,0,0,6.69
Oliver Baumann,Hoffenheim,32, GK  ,23,2070,0,0,0,0,1,0,0,0,6.69
Felix Nmecha,Wolfsburg,22, M(C)  ,9(10),952,1.1,0.5,1,0,1,0.4,0.3,0,6.69
Marco Richter,Hertha Berlin,25," M(CLR),FW  ",13(7),1196,1.8,0.7,1.1,0,0.6,0.9,0,0,6.69
Steffen Tigges,FC Koln,24, FW  ,16(4),1285,0.4,0.3,0.5,0,0.7,0.4,0.1,0,6.69
Chris Führich,Stuttgart,25," M(CLR),FW  ",16(6),1422,1.5,0.3,0.3,0,0.4,0.7,0.1,0,6.69
Angeliño,Hoffenheim,26," D(L),M(L)  ",21(1),1869,1.2,0.7,0.5,0.1,1.4,0.3,0.2,0,6.68
Kevin Stöger,Bochum,29, M(CL)  ,20(2),1785,2.2,1,1.3,0.1,0.4,1.6,0.1,0,6.68
Marco Friedl,Werder Bremen,24," D(CL),M(L)  ",21,1787,1.8,2.2,0.7,0.9,3.8,0.8,0.6,2,6.68
Maya Yoshida,Schalke,34, D(CR)  ,23,2059,1.3,1.7,0.6,0.6,4.7,0.3,0.9,0,6.68
Kevin Behrens,Union Berlin,32, FW  ,9(14),915,0.2,0.2,0.8,0,0.7,0.2,0.1,0,6.67
Niklas Süle,Borussia Dortmund,27, D(CR)  ,15(5),1331,0.7,0.5,0.3,0.7,1.7,0.3,0.6,0,6.67
Hiroki Ito,Stuttgart,23, D(C)  ,20(1),1753,1.1,1.3,0.7,0.5,3,0.6,0.7,0,6.67
Nico Elvedi,Borussia M.Gladbach,26, D(CLR)  ,21,1846,1.7,1.1,0.5,1,4,0.2,0.4,0,6.67
David Raum,RBL,24," D(L),M(LR)  ",15(6),1301,1.6,0.7,0.8,0,0.8,0.4,0.2,0,6.67
Jordan Siebatcheu,Union Berlin,26, FW  ,14(7),1099,0.7,0.2,1.3,0,0.6,0.5,0.2,0,6.67
Christopher Lenz,Eintracht Frankfurt,28," D(L),M(L)  ",5(10),673,1.2,0.6,0.5,0.1,1.2,0.7,0,0,6.66
Patrik Schick,Leverkusen,27," AM(R),FW  ",10(4),941,0,0.1,0.4,0,0.5,0.1,0.1,0,6.66
Janik Haberer,Union Berlin,28," M(CLR),FW  ",20(1),1431,1,0.4,1,0,0.7,0.9,0,0,6.66
Grischa Prömel,Hoffenheim,28, M(C)  ,13,1074,1.8,0.4,1.6,0.2,1.2,0.8,0.2,0,6.66
Christian Günter,Freiburg,30," D(L),M(L)  ",22,1946,1,0.5,1.1,0.1,0.8,0.9,0.2,0,6.65
Marcel Sabitzer,Bayern,28," M(CLR),FW  ",7(8),627,1.8,0.7,0.5,0,0.6,0.5,0,0,6.65
Giovanni Reyna,Borussia Dortmund,20, AM(CLR)  ,4(10),496,0.7,0.2,0.3,0,0.3,0.3,0.1,0,6.65
Robin Zentner,Mainz,28, GK  ,17,1530,0,0,0,0,0.7,0.1,0,0,6.65
Tuta,Eintracht Frankfurt,23, D(C)  ,22,1971,1.5,1.4,1.1,0.4,4.2,0.7,0.5,0,6.64
Maxence Lacroix,Wolfsburg,22, D(C)  ,13(5),1212,0.8,1.2,0.7,0.6,3.8,0.4,0.3,0,6.64
Cédric Brunner,Schalke,29, D(CR)  ,19,1611,1.5,1.7,1.1,0.1,2.7,0.4,0.3,0,6.63
Silas Mvumpa,Stuttgart,24," M(LR),FW  ",18(2),1454,1.1,0.2,1.4,0.1,0.1,0.5,0.1,0,6.63
Edimilson Fernandes,Mainz,26," D(C),M(CR)  ",17(4),1525,1,1.7,0.8,0.3,2,0.5,0.5,0,6.63
Karim Adeyemi,Borussia Dortmund,21," AM(R),FW  ",12(4),806,0.7,0.4,0.7,0,0.1,0.8,0,0,6.63
Serhou Guirassy,Stuttgart,26," AM(L),FW  ",12(1),980,0.2,0,0.8,0,0.8,0,0.1,0,6.63
Jirí Pavlenka,Werder Bremen,30, GK  ,23,2009,0,0.1,0,0,1.2,0.2,0,0,6.62
Kevin Akpoguma,Hoffenheim,27," D(CR),M(R)  ",12(7),1200,2.4,0.8,0.9,0.4,1.7,0.4,0.6,0,6.62
Anthony Jung,Werder Bremen,31," D(CL),M(L)  ",22(1),1795,1.5,0.7,0.8,0.1,1.7,0.5,0.1,0,6.62
Niklas Stark,Werder Bremen,27," D(C),DMC  ",12(4),1137,2.1,1.6,1.2,0.4,3.8,0.3,0.3,0,6.62
Robert Skov,Hoffenheim,26," D(L),M(LR)  ",14(3),1081,0.8,0.5,0.8,0,0.9,0.5,0.4,0,6.62
Kerem Demirbay,Leverkusen,29, M(C)  ,12(7),1081,1.3,0.6,1.1,0.1,0.2,0.5,0.2,0,6.61
Lucas Höler,Freiburg,28," AM(CLR),FW  ",6(9),635,0.5,0.3,0.7,0,0.7,0.3,0.1,0,6.60
Waldemar Anton,Stuttgart,26," D(CR),DMC  ",23,2024,1.7,1.3,0.9,0.3,3.4,0.8,0.5,0,6.60
Rani Khedira,Union Berlin,29," D(C),DMC  ",22,1924,2.1,1.3,1.8,0,0.9,0.6,0.3,0,6.60
Piero Hincapié,Leverkusen,21, D(CL)  ,17(3),1587,1.7,1,1.2,0.4,2.4,0.3,0.8,0,6.60
Niko Gießelmann,Union Berlin,31," D(CL),M(L)  ",11(7),1047,0.9,0.3,0.8,0.1,0.8,0.7,0.3,0,6.60
Mohamed Simakan,RBL,22, D(CR)  ,11(3),850,0.8,0.7,0.9,0.2,2.4,0.4,0.1,0,6.59
Josko Gvardiol,RBL,21, D(CL)  ,16(5),1485,0.6,1.1,0.7,0.6,2.5,0.4,0.5,1,6.59
Emil Forsberg,RBL,31," AM(CLR),FW  ",10(10),990,0.7,0.1,0.6,0,0.2,0.5,0,0,6.59
Jakub Kaminski,Wolfsburg,20, AM(LR)  ,15(5),1265,1.1,0.2,0.4,0.1,0.1,0.6,0,0,6.59
Omar Marmoush,Wolfsburg,24," AM(L),FW  ",10(12),1009,0.5,0.3,0.9,0,0,0.4,0,0,6.59
Janis Blaswich,RBL,31, GK  ,16,1440,0,0,0.1,0,1.3,0,0,0,6.59
Munas Dabbur,Hoffenheim,30," AM(C),FW  ",4(10),571,0.5,0.2,0.3,0,0,0.1,0,0,6.58
Atakan Karazor,Stuttgart,26," D(C),DMC  ",13(7),1192,2,1,0.8,0,1.5,0.5,0.3,0,6.58
Adam Hlozek,Leverkusen,20," AM(CL),FW  ",12(8),934,0.4,0.3,0.8,0,0.4,0.2,0.1,0,6.58
Jonjoe Kenny,Hertha Berlin,25," D(LR),M(R)  ",18(2),1598,1.8,1.7,1.3,0.4,2.2,0.7,0.3,0,6.57
Mattias Svanberg,Wolfsburg,24, M(CL)  ,13(9),1201,0.6,0.6,0.9,0,0.7,0.6,0.2,0,6.57
Edmond Tapsoba,Leverkusen,24, D(C)  ,23,2034,1.5,1.2,0.9,0.7,3,0.5,0.6,1,6.57
Dennis Geiger,Hoffenheim,24, M(C)  ,18,1265,1.4,0.8,1.5,0,0.4,0.5,0.1,0,6.57
Dejan Ljubicic,FC Koln,25, M(CR)  ,11(5),999,0.9,0.4,0.7,0,0.1,0.9,0,0,6.57
Diogo Leite,Union Berlin,24, D(C)  ,19,1639,1.3,1,1.6,0.2,3.5,0.5,0.6,0,6.57
Milos Veljkovic,Werder Bremen,27," D(C),DMC  ",16(3),1430,1.2,1.3,0.5,1.2,3.6,0.4,0.6,0,6.57
Felix Uduokhai,Augsburg,25, D(C)  ,10(3),973,1.8,1.4,1.2,0.4,3.5,0.5,0.6,0,6.57
Donyell Malen,Borussia Dortmund,24," AM(L),FW  ",12(3),922,0.5,0.3,0.6,0,0.3,0.1,0,0,6.57
Chidera Ejuke,Hertha Berlin,25," AM(CLR),FW  ",9(6),791,0.3,0.1,0.1,0,0,0.1,0,0,6.56
Eric Martel,FC Koln,20, DMC  ,14(5),1248,1.9,0.9,1.2,0,1.6,1.1,0.2,0,6.56
Sebastiaan Bornauw,Wolfsburg,23, D(C)  ,15(2),1245,0.8,1.1,0.9,0.8,3.4,0.3,0.5,0,6.56
Amos Pieper,Werder Bremen,25, D(C)  ,19(3),1668,1.8,1.1,0.9,0.4,3.3,0.5,0.4,0,6.56
Christopher Antwi-Adjei,Bochum,29, AM(CLR)  ,11(7),1063,0.9,0.2,0.6,0,0.1,0.7,0,0,6.56
Robert Gumny,Augsburg,24, D(CLR)  ,17(2),1552,1.3,1,1.1,0.2,2.3,0.6,0.3,0,6.56
Anthony Losilla,Bochum,37," D(C),DMC  ",21,1836,2.5,1.3,1.4,0,1.7,0.8,0.3,0,6.55
Salih Özcan,Borussia Dortmund,25, M(C)  ,16(3),1344,1.3,1.1,1,0,0.8,1,0.1,0,6.55
Kristijan Jakic,Eintracht Frankfurt,25," D(CR),DMC  ",14(6),1244,1.6,0.5,0.7,0.2,2,0.7,0.5,0,6.55
Danny da Costa,Mainz,29," D(R),M(R)  ",9(5),846,0.9,0.6,0.3,0.1,0.9,0.4,0.2,0,6.55
Marcel Halstenberg,RBL,31," D(CL),M(L)  ",12(8),1132,1.6,0.8,0.8,0.2,0.8,0.7,0.1,0,6.55
Maximilian Eggestein,Freiburg,26, M(CR)  ,18(4),1656,1.5,1,1,0,0.5,0.5,0.3,0,6.54
Christian Groß,Werder Bremen,34," D(C),DMC  ",17(2),1387,2.3,0.9,1.9,0,1.6,1.3,0.3,0,6.54
Marvin Plattenhardt,Hertha Berlin,31," D(L),M(L)  ",19(1),1585,1.5,0.5,0.8,0,1.8,0.7,0.3,0,6.53
Anthony Modeste,Borussia Dortmund,34, FW  ,7(8),767,0.3,0.1,0.9,0,1.3,0.2,0,0,6.53
Ansgar Knauff,Eintracht Frankfurt,21, M(LR)  ,12(6),1033,1.4,0.6,0.7,0,1.2,0.9,0.1,0,6.53
Manuel Riemann,Bochum,34, GK  ,23,2070,0.1,0.1,0,0,1,0,0,1,6.53
Benno Schmitz,FC Koln,28, D(CLR)  ,20(1),1642,2.2,0.9,1,0.1,2,1,0.2,2,6.53
Andrej Kramaric,Hoffenheim,31," AM(CLR),FW  ",16(6),1546,0.2,0.1,0.2,0,0.4,0.2,0,0,6.52
Danilo Soares,Bochum,31," D(L),M(L)  ",16,1272,3.3,1.1,1.2,0.2,1.9,0.9,0.3,0,6.52
Philipp Förster,Bochum,28," M(CLR),FW  ",12(7),1006,1.3,0.2,1.3,0,0.2,1,0,0,6.52
Marius Bülter,Schalke,29," D(R),M(CLR),FW  ",20(3),1746,0.7,0.4,0.7,0,0.3,0.4,0,0,6.52
Sebastian Rode,Eintracht Frankfurt,32," D(R),M(C)  ",11(8),876,1.4,0.5,0.7,0,0.5,0.9,0.1,0,6.52
Lukás Hrádecky,Leverkusen,33, GK  ,22,1980,0,0,0,0,0.5,0,0,0,6.52
Joe Scally,Borussia M.Gladbach,20," D(R),M(R)  ",19(2),1709,1,0.3,0.4,0.3,2.1,0.3,0.3,0,6.52
Leonardo Bittencourt,Werder Bremen,29," M(CLR),FW  ",14(2),1026,1.6,0.6,1.8,0,0.4,0.8,0,0,6.52
Julian Weigl,Borussia M.Gladbach,27," D(C),DMC  ",14(2),1267,1.8,0.8,1.1,0.1,1.3,0.8,0.1,0,6.51
Nadiem Amiri,Leverkusen,26, M(CLR)  ,6(12),698,0.6,0.2,0.6,0,0.3,0.3,0,0,6.51
Jonathan Tah,Leverkusen,27, D(C)  ,19(3),1673,0.9,1,0.5,0.6,3.5,0.2,0.4,0,6.51
Sardar Azmoun,Leverkusen,28," AM(C),FW  ",5(8),550,0.4,0.1,0.8,0.1,0.5,0.4,0,0,6.51
Wilfried Kanga,Hertha Berlin,25, FW  ,13(4),1179,0.3,0,0.9,0,0.6,0.1,0.2,0,6.50
Marvin Friedrich,Borussia M.Gladbach,27, D(C)  ,10(5),962,0.9,0.7,0.1,0.5,2.5,0.1,0.3,0,6.50
Tiago Tomás,Stuttgart,20," AM(CR),FW  ",11(6),865,0.4,0,0.5,0.1,0.1,0.1,0.1,0,6.49
Marcus Ingvartsen,Mainz,27," AM(CR),FW  ",10(7),825,0.2,0.1,1.2,0,0.5,0.4,0.1,0,6.49
Christoph Kramer,Borussia M.Gladbach,32, M(C)  ,22,1783,1.4,0.6,1.2,0.2,1.5,1.1,0,0,6.49
Amine Adli,Leverkusen,22," AM(CLR),FW  ",7(8),754,0.7,0.3,1.7,0,0.1,0.4,0.1,0,6.49
Kiliann Sildillia,Freiburg,20," D(R),M(R)  ",19(1),1627,1.4,1.1,1.5,0.3,1.5,0.3,0.3,0,6.49
Lukas Nmecha,Wolfsburg,24," AM(CR),FW  ",10(5),874,0.3,0.2,0.4,0,0.1,0,0,0,6.49
Ivan Ordets,Bochum,30, D(C)  ,17(2),1487,1.4,1.4,1.1,0.6,3.7,0.3,0.4,0,6.48
Kevin Trapp,Eintracht Frankfurt,32, GK  ,22,1980,0,0,0,0,0.7,0,0,0,6.47
Linton Maina,FC Koln,23," M(CLR),FW  ",17(5),1432,0.6,0.1,0.5,0,0.3,0.5,0,0,6.47
Silvan Widmer,Mainz,30," D(CR),M(R)  ",14(5),1225,1,1.4,0.5,0.2,0.7,0.5,0.3,0,6.46
Jan Thielmann,FC Koln,20," AM(CLR),FW  ",5(9),553,0.6,0.2,0.4,0,0.3,0.4,0.1,0,6.46
Naouirou Ahamada,Stuttgart,20, M(C)  ,17,1409,1,0.5,0.9,0,0.4,0.7,0.3,0,6.45
Mathys Tel,Bayern,17, Forward  ,1(13),274,0.1,0,0.6,0,0.1,0,0.1,0,6.45
Kevin Vogt,Hoffenheim,31," D(CR),M(C)  ",18,1472,0.8,1.2,1.1,0.8,3.3,0.5,0.6,0,6.44
Callum Hudson-Odoi,Leverkusen,22, M(CLR)  ,7(6),601,0.4,0.2,0.2,0,0.3,0,0,0,6.44
Simon Terodde,Schalke,35, FW  ,16(7),1334,0.6,0.3,1.2,0,0.3,0.3,0.1,0,6.44
Jens Stage,Werder Bremen,26, M(C)  ,12(10),1056,1,0.6,0.6,0,0.8,0.9,0.4,0,6.44
Maximilian Bauer,Augsburg,23, D(C)  ,12(5),1096,1.1,1.2,0.8,0.4,3.1,0.5,0.2,0,6.44
