Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Ibañez,Roma,24, D(C)  ,24,2160,0,0.2,54,87.9,0,3.2,0.1,7.08
Danilo,Juventus,31," D(CLR),DMC  ",24(1),2172,3,0.6,55.1,84.5,0.1,4.1,0.1,7.08
Armando Izzo,Monza,31, D(C)  ,17(1),1469,0,0.6,49.6,85.8,0.1,3.3,0,7.07
Gerard Deulofeu,Udinese,28," AM(CLR),FW  ",15(1),1219,6,3,32,80.5,1.2,0.6,0,7.05
Felipe Anderson,Lazio,29," M(CLR),FW  ",23(2),1934,2,1.2,33.6,78.4,0.2,0.7,0,7.04
Giovanni Di Lorenzo,Napoli,29," D(CLR),M(R)  ",25,2239,4,1.3,61.6,86.8,0.3,2.7,0,7.04
Teun Koopmeiners,Atalanta,25," D(C),M(C)  ",23(1),2051,3,1.5,48.5,78.9,1.3,3,0.1,7.03
Ismaël Bennacer,AC Milan,25, DMC  ,17(3),1481,1,1.9,49.4,88.9,0.9,3.7,0.1,7.03
Ademola Lookman,Atalanta,25," AM(CLR),FW  ",19(5),1531,4,1.3,21.4,78,0.5,0.2,0.1,7.01
Piotr Zielinski,Napoli,28, M(CLR)  ,19(6),1601,6,2,37.4,86.3,1.1,1,0,7.01
Stefan Posch,Bologna,25, D(CR)  ,18,1542,1,1,48.9,74.8,0.4,3.6,0.2,7.00
Nicolò Barella,Inter,26, AM(C)  ,22(2),1888,6,1.5,44,84.8,0.5,1.8,0.1,7.00
Amir Rrahmani,Napoli,29, D(CL)  ,17(1),1567,1,0.4,76.8,91.1,0,5.6,0,7.00
Ángel Di María,Juventus,35," M(CLR),FW  ",11(5),880,4,1.8,21.8,79.3,1.6,1.2,0.3,6.98
Ivan Provedel,Lazio,28, GK  ,24(1),2242,0,0,31.9,76.8,0,8.7,0,6.98
Stanislav Lobotka,Napoli,28, DMC  ,23(2),2099,1,0.5,61.1,94.4,0,2.7,0,6.94
Jaka Bijol,Udinese,24," D(C),M(C),FW  ",20,1656,1,0.3,38.4,84.8,0.1,3.2,0.1,6.93
Chris Smalling,Roma,33, D(CR)  ,23(1),2132,0,0.1,39.7,86,0,1.8,0,6.93
Carlos Augusto,Monza,24," D(L),M(L)  ",22,1917,3,0.5,40,84.7,0.1,1,0.1,6.93
Dusan Vlahovic,Juventus,23, FW  ,15(1),1289,2,1,15.6,72.3,0.1,0.6,0,6.93
Rafael Tolói,Atalanta,32, D(C)  ,20,1723,1,0.7,49.2,80.3,0.1,3,0,6.92
Manuel Locatelli,Juventus,25, M(C)  ,20(1),1667,0,0.5,44.3,81.3,0,3.7,0,6.92
Ciro Immobile,Lazio,33, FW  ,18(2),1456,3,0.8,21,74.5,0,0.5,0.1,6.92
Destiny Udogie,Udinese,20, M(L)  ,21,1830,2,1.2,31.3,81.7,0.2,0.6,0,6.92
Juan Cuadrado,Juventus,34," D(R),M(CLR),FW  ",16(3),1269,3,1.5,35.1,85.8,1.3,2.6,0,6.92
Federico Dimarco,Inter,25," D(CL),M(L)  ",20(3),1608,2,1.9,31.9,79.7,2.1,2.5,0,6.90
Morten Hjulmand,Lecce,23, DMC  ,23,1985,4,0.8,36.8,78.6,0.1,2.6,0,6.89
Bryan Cristante,Roma,28," D(C),M(C)  ",25,2088,1,0.5,48.6,82,0.1,3.6,0.1,6.89
Alessio Romagnoli,Lazio,28, D(CL)  ,21(1),1864,0,0.1,49.6,88.8,0,3,0,6.89
Stefan de Vrij,Inter,31, D(C)  ,14(1),1221,0,0.1,48.6,88.2,0,1.5,0,6.89
Jérémie Boga,Atalanta,26," AM(CLR),FW  ",5(10),545,5,1.9,19.4,83.8,1.1,1.1,0.1,6.87
Davide Frattesi,Sassuolo,23, DMC  ,25,2042,0,0.8,27.9,78.4,0.1,1.8,0.1,6.87
Fikayo Tomori,AC Milan,25, D(CR)  ,21(1),1848,0,0.2,53.1,87.4,0,5.3,0,6.87
Nicolò Casale,Lazio,25, D(C)  ,17,1497,1,0.2,56.8,92.2,0,2.9,0.1,6.87
Hirving Lozano,Napoli,27," AM(LR),FW  ",14(10),1220,3,1,15.4,80.8,0.7,0.2,0,6.86
Bremer,Juventus,25, D(C)  ,21,1847,1,0.3,55.2,89.3,0,2.8,0,6.86
Ardian Ismajli,Empoli,26, D(C)  ,17(1),1563,0,0.2,41,84.7,0,2.1,0,6.86
Gabriel Strefezza,Lecce,25, M(LR)  ,20(3),1619,1,1.1,21.1,67.9,1,1.6,0,6.86
Roberto Pereyra,Udinese,32," M(CLR),FW  ",21(1),1779,6,1.2,33.4,83.3,0.5,1.1,0,6.86
Tammy Abraham,Roma,25, FW  ,19(6),1655,3,1,14.4,70,0,0.4,0.1,6.85
Matteo Pessina,Monza,25, AM(CR)  ,22(1),1887,2,0.7,51.6,85.9,0.3,2,0,6.85
Guglielmo Vicario,Empoli,26, GK  ,24,2160,0,0,36.9,71.1,0,6.4,0,6.85
Fabiano Parisi,Empoli,22, D(L)  ,22,1869,0,0.7,38.2,78.6,0.5,1.7,0,6.85
Luigi Sepe,Salernitana,31, GK  ,17,1530,0,0,32.9,63.9,0,6.5,0,6.84
Edin Dzeko,Inter,36, FW  ,17(8),1534,3,0.8,17.1,73.1,0.1,0.7,0.2,6.84
Theo Hernández,AC Milan,25," D(L),M(L)  ",22,1921,3,1.4,38,78.1,1,2.1,0,6.84
Filip Kostic,Juventus,30," M(LR),FW  ",23(2),1833,7,1.8,24.9,79.4,1.5,1,0,6.84
Rodrigo Becão,Udinese,27, D(C)  ,19,1683,1,0.5,43.6,79.7,0.2,3.1,0,6.83
Nicolò Rovella,Monza,21, DMC  ,12(2),1041,0,1,58.8,89.4,0.4,4.5,0,6.82
Cristiano Biraghi,Fiorentina,30," D(L),M(L)  ",21(2),1805,2,2.6,42.7,77.7,3,2.1,0,6.82
Olivier Giroud,AC Milan,36, FW  ,18(5),1522,4,0.9,17.1,62.8,0,0.1,0,6.81
Simone Bastoni,Spezia,26," D(L),DMC,M(L)  ",12(1),955,2,1.2,27,67.8,1.3,0.9,0.1,6.81
Luis Alberto,Lazio,30," AM(CL),FW  ",14(8),1319,3,1.5,43,86.6,0.9,1.4,0.2,6.81
Arkadiusz Milik,Juventus,29," AM(C),FW  ",10(7),978,1,0.5,15.9,80.4,0,0.3,0.1,6.80
Junior Messias,AC Milan,31," M(CR),FW  ",14(4),1113,2,0.6,20.3,77.3,0.1,0.7,0.1,6.79
Nicolás Domínguez,Bologna,24, M(C)  ,18(3),1590,2,1.1,41.1,81.3,0,2,0.2,6.79
Domenico Berardi,Sassuolo,28," AM(R),FW  ",12(3),1016,4,1.5,29.9,71.4,0.8,2.5,0.1,6.79
Sandro Tonali,AC Milan,22, DMC  ,20(2),1839,4,1.5,36,77.8,0.6,2.6,0.1,6.79
Ola Aina,Torino,26," D(CLR),M(LR)  ",9(5),762,1,0.7,25.5,76.8,0.7,0.9,0,6.79
Gianluca Mancini,Roma,26," D(C),DMC  ",25,2099,2,0.5,47.2,82.3,0.1,3.4,0,6.79
Francesco Acerbi,Inter,35, D(C)  ,15(3),1423,1,0.5,52.9,88.4,0.1,3.3,0.1,6.79
Emil Audero,Sampdoria,26, GK  ,25,2250,0,0,32.4,63.6,0,8.4,0,6.78
Davide Calabria,AC Milan,26," D(LR),M(R)  ",13(1),1006,2,0.6,42.4,81.3,0.8,2,0,6.78
Lukasz Skorupski,Bologna,31, GK  ,25,2250,0,0,28.3,72.7,0,5.8,0,6.78
Federico Baschirotto,Lecce,26, D(C)  ,24,2160,0,0.2,36.7,73.9,0,3.6,0,6.77
Lorenzo Montipò,Verona,27, GK  ,24,2160,0,0,28.9,58.9,0,9.3,0,6.77
Alessandro Bastoni,Inter,23, D(C)  ,18(2),1542,2,0.5,54.6,86.2,0.4,4.8,0.1,6.76
Michele Di Gregorio,Monza,25, GK  ,24,2160,0,0,32.8,70.8,0,6.7,0,6.75
Lazar Samardzic,Udinese,21, M(C)  ,8(16),965,2,1.2,17.9,86,0.8,2,0,6.75
Nicolás González,Fiorentina,24," M(CLR),FW  ",8(7),798,1,1.1,20.2,68,0.3,1,0,6.75
Adam Marusic,Lazio,30," D(CLR),M(LR)  ",24(1),2190,2,0.3,51.6,87.8,0.1,2,0,6.75
Marko Arnautovic,Bologna,33," AM(CLR),FW  ",14(1),1221,0,1.3,23.3,73.1,0.1,0.5,0,6.74
Stefano Sensi,Monza,27, AM(C)  ,15(3),1161,0,1,49.2,88,0.6,3.7,0.1,6.74
Riccardo Orsolini,Bologna,26," M(CR),FW  ",16(6),1504,3,1.4,24.5,67.8,1.1,2,0,6.74
Henrikh Mkhitaryan,Inter,34," M(CLR),FW  ",17(5),1459,1,0.7,33,87.7,0.4,1.5,0,6.73
Marco Carnesecchi,Cremonese,22, GK  ,16,1440,1,0.1,27.4,53.3,0,5.8,0,6.73
Boulaye Dia,Salernitana,26," AM(R),FW  ",17(5),1592,4,1,17.1,76.9,0.1,0.5,0.1,6.73
MBala Nzola,Spezia,26, FW  ,20(1),1808,1,0.9,18.5,79.7,0.1,0.1,0,6.73
Christian Kouamé,Fiorentina,25," AM(LR),FW  ",17(3),1444,2,1.4,23.8,73.9,0.5,0.6,0,6.73
Wladimiro Falcone,Lecce,27, GK  ,25,2250,0,0,28.5,44.3,0,6.2,0,6.73
Pasquale Mazzocchi,Salernitana,27," D(R),M(LR)  ",15(2),1279,2,1.6,25.4,80,1.1,1.5,0.1,6.73
Darko Lazovic,Verona,32, M(CLR)  ,20(1),1647,4,1.5,22.7,68.8,1.1,0.7,0.1,6.73
Wojciech Szczesny,Juventus,32, GK  ,18,1573,0,0,23.2,72.7,0,5.6,0,6.72
Brahim Díaz,AC Milan,23, AM(CLR)  ,17(4),1186,3,1.3,20,81.1,0,0.6,0.1,6.72
Milan Djuric,Verona,32, FW  ,7(9),700,0,0.8,18,53.5,0,0.1,0,6.71
Alex Meret,Napoli,25, GK  ,25,2250,0,0,24.1,85.4,0,3.7,0,6.71
Merih Demiral,Atalanta,25, D(C)  ,14(6),1390,0,0.2,28.8,85.6,0,1.8,0,6.71
Alex Sandro,Juventus,32," D(CL),M(L)  ",17(4),1456,1,0.5,43.8,88.1,0.1,2.7,0,6.71
André Onana,Inter,26, GK  ,16,1440,0,0.1,36.4,76.8,0,5.9,0,6.71
Giacomo Bonaventura,Fiorentina,33, M(CLR)  ,18(4),1556,0,1,32.7,86.1,0.4,1.3,0.1,6.71
Ethan Ampadu,Spezia,22," D(C),DMC  ",19,1636,1,0.5,45.5,78,0.3,3.1,0.1,6.71
Matteo Darmian,Inter,33," D(CLR),M(LR)  ",16(4),1291,2,0.8,33.3,85.3,0.4,1.5,0,6.70
Rolando Mandragora,Fiorentina,25, DMC  ,13(5),1185,2,1.2,30.8,85,0.8,2.2,0.1,6.70
Samuel Umtiti,Lecce,29, D(CL)  ,12(1),1035,0,0.1,32.5,82.5,0.1,2.2,0,6.70
Aleksey Miranchuk,Torino,27," M(CR),FW  ",17(2),1440,3,1.8,29.2,82.7,0.4,1.2,0.1,6.70
Patric,Lazio,29," D(CR),M(R)  ",12(2),1076,0,0.1,55.2,88.4,0,6.6,0,6.69
Marten de Roon,Atalanta,31," D(C),DMC  ",21(1),1796,1,0.5,49.2,83.7,0,3,0,6.69
Stephane Singo,Torino,22, M(R)  ,13(6),1258,1,0.7,29.2,75.8,0.4,1.5,0.1,6.69
Patrick Ciurria,Monza,28, M(R)  ,18(5),1608,4,1.1,26.2,81.9,0.7,1,0,6.69
Razvan Marin,Empoli,26, M(C)  ,19(5),1771,2,1.5,41.9,85.2,0.8,2.9,0,6.69
Rade Krunic,AC Milan,29, M(CL)  ,10(3),894,1,0.8,27.5,81.8,0.1,1,0.1,6.69
Nikola Milenkovic,Fiorentina,25, D(CR)  ,16(2),1416,1,0.3,49.6,86.2,0,2.8,0,6.68
Denzel Dumfries,Inter,26," D(R),M(R)  ",17(5),1459,3,1,20.4,79.3,0.5,0.6,0,6.68
Rasmus Højlund,Atalanta,20, FW  ,13(8),1224,1,0.9,14.4,75.2,0,0.3,0,6.67
Antonio Sanabria,Torino,27, FW  ,15(5),1361,2,0.7,19.7,76.1,0,0.4,0,6.67
Nikola Vlasic,Torino,25," AM(CLR),FW  ",20(2),1846,2,1.9,28.7,82.1,0.5,0.5,0,6.67
Hans Hateboer,Atalanta,29," D(R),M(R)  ",17,1402,1,0.8,32.4,81.7,0.4,1,0.1,6.67
Eljif Elmas,Napoli,23, M(CLR)  ,7(17),958,1,0.7,21.8,85.3,0.3,0.5,0.1,6.67
Giorgio Scalvini,Atalanta,19, D(C)  ,16(3),1319,0,0.2,43.4,80,0.1,2.4,0,6.66
Perr Schuurs,Torino,23, D(C)  ,18(1),1452,2,0.3,38.9,88.2,0,1.7,0,6.66
Jhon Lucumí,Bologna,24, D(C)  ,21,1822,1,0.2,52,87.2,0,4.2,0,6.66
Lewis Ferguson,Bologna,23, M(C)  ,16(3),1366,0,0.5,32.3,83.1,0.1,0.5,0.1,6.66
Koray Günter,Verona,28, D(C)  ,11(2),1003,1,0.6,32.1,77,0.1,3,0,6.66
Walace,Udinese,27, DMC  ,25,2176,0,0.5,47.6,84.3,0.1,3.1,0,6.66
Zeki Çelik,Roma,26," D(R),M(R)  ",10(6),1011,0,0.8,29.4,76,0.3,1.3,0,6.66
Nehuén Pérez,Udinese,22, D(C)  ,22,1850,0,0.4,51.1,86.8,0.2,4.7,0,6.65
Leonardo Spinazzola,Roma,29," D(LR),M(L)  ",12(4),1079,2,0.8,30.2,75.6,0.6,1.8,0.1,6.65
Memeh Okoli,Atalanta,21, D(C)  ,9(4),842,0,0,29.3,76.9,0,1.4,0,6.65
Martin Erlic,Sassuolo,25, D(C)  ,18,1584,0,0.1,48.7,86.8,0,4.9,0,6.65
Beto,Udinese,25, FW  ,17(8),1533,1,0.7,8.8,66.2,0,0.2,0,6.64
Matteo Politano,Napoli,29," AM(CLR),FW  ",11(10),907,3,1.3,19.6,79.9,0.5,1,0.1,6.64
Alexis Blin,Lecce,26, DMC  ,15(8),1449,0,0.3,26.1,82.2,0.2,0.7,0,6.63
Emil Holm,Spezia,22, M(R)  ,17(3),1398,1,0.7,20.7,61.4,0.4,0.4,0,6.63
Alessandro Buongiorno,Torino,23, D(C)  ,18(3),1618,1,0.2,39.8,83.7,0.1,1,0,6.63
Jakub Kiwior,Spezia,23," D(C),DMC  ",17,1447,0,0.2,43.9,85.3,0.4,3.3,0,6.62
Éderson,Atalanta,23, M(C)  ,14(8),1273,0,0.6,27.5,80.9,0.2,1.6,0,6.62
Valentin Gendrey,Lecce,22, D(R)  ,23(2),2082,1,0.6,28.2,73.4,0.3,0.9,0,6.62
Ricardo Rodríguez,Torino,30," D(CL),M(L)  ",17(5),1606,0,0.7,44.4,84.6,0.6,2.1,0,6.62
Samuele Ricci,Torino,21, M(C)  ,13(3),1215,1,0.5,43.6,90.2,0.1,1.8,0.1,6.62
Sandi Lovric,Udinese,24, AM(C)  ,16(8),1367,2,1,23.3,83.3,0.5,1.5,0,6.61
Norbert Gyömbér,Salernitana,30," D(CR),DMC  ",13(4),982,0,0.1,26.1,84.7,0,1.7,0,6.61
Nemanja Matic,Roma,34, DMC  ,12(12),1331,1,0.5,37.8,86.1,0.1,2.4,0,6.61
Lassana Coulibaly,Salernitana,26, M(CL)  ,22(1),1882,2,0.6,31.9,84.1,0,0.7,0,6.61
Lorenzo Pirola,Salernitana,21, D(C)  ,10(3),924,0,0.2,34.2,79.3,0,1.5,0,6.61
Juan Musso,Atalanta,28, GK  ,19,1628,0,0.1,23.4,68.8,0,5.5,0,6.61
Berat Djimsiti,Atalanta,30, D(C)  ,9(4),891,0,0.1,45.7,86.2,0,1.2,0,6.61
Pedro,Lazio,35," M(CLR),FW  ",11(12),1284,2,0.6,27.2,82.9,0.2,0.7,0,6.61
Antonino Gallo,Lecce,23, D(L)  ,17(3),1512,1,1.1,29.2,70.4,0.8,2.2,0,6.60
Josh Doig,Verona,20," D(CL),M(L)  ",13(4),1154,3,0.6,18.2,68.7,0.6,0.8,0,6.60
Stephan El Shaarawy,Roma,30," M(CLR),FW  ",6(12),820,0,0.7,22.5,81.2,0.2,1,0,6.60
Bartlomiej Dragowski,Spezia,25, GK  ,23,1958,0,0,27.5,64.1,0,5.5,0,6.60
Filippo Bandinelli,Empoli,27, M(C)  ,20(4),1673,0,1.1,27.3,78.5,0.9,1,0,6.60
David Okereke,Cremonese,25," AM(CLR),FW  ",20(3),1689,0,0.7,15.2,71.6,0.3,0.6,0,6.60
Danilo Cataldi,Lazio,28, M(C)  ,21(2),1562,1,0.6,44.3,87.7,0.7,1.9,0,6.59
Ciprian Tatarusanu,AC Milan,37, GK  ,16,1440,1,0.1,30.1,75.5,0,7.9,0,6.59
Valentino Lazaro,Torino,26," D(R),M(CLR)  ",13(2),1071,2,1.5,34.2,77.8,1.5,1.1,0,6.59
Weston McKennie,Juventus,24," D(C),M(CLR)  ",13(2),1060,1,0.5,25.1,81.7,0.3,1.1,0.1,6.59
Jerdy Schouten,Bologna,26, DMC  ,17(4),1494,2,0.4,36.2,84.6,0,1.3,0,6.59
Pierre Kalulu,AC Milan,22, D(CR)  ,20(5),1938,0,0.2,48.7,87.7,0.1,2.7,0,6.58
Flavius Daniliuc,Salernitana,21, D(CR)  ,14(2),1300,1,0.1,42.9,87,0,3.3,0,6.58
Sasa Lukic,Torino,26, M(C)  ,13(3),1195,0,1,43.8,88.1,0.4,2.5,0,6.58
Krzysztof Piatek,Salernitana,27, FW  ,16(5),1444,2,0.7,17.7,71.2,0,0.5,0,6.58
Leonardo Sernicola,Cremonese,25, M(R)  ,19(2),1687,1,0.8,22.3,72.7,1.3,1.4,0,6.58
Matías Vecino,Lazio,31, M(C)  ,11(12),1166,0,0.2,29.6,83.4,0,0.8,0,6.57
Nicolò Fagioli,Juventus,22, M(C)  ,8(8),774,2,0.7,19.4,84.8,0.3,1.2,0,6.57
Pablo Marí,Monza,29, D(C)  ,16(2),1493,0,0.1,48.4,87.6,0,4.1,0,6.57
Marcelo Brozovic,Inter,30, M(CR)  ,9(6),832,0,0.3,43.1,87.9,0.1,2.5,0.1,6.57
Matheus Henrique,Sassuolo,25, M(C)  ,10(7),1031,0,0.9,28.2,85.4,0,1.5,0.1,6.56
Andrea Cambiaso,Bologna,23," D(LR),M(L)  ",17(6),1511,2,0.8,33.6,81.9,0.4,1.1,0,6.56
Ruslan Malinovskyi,Atalanta,29," M(CR),FW  ",5(10),548,2,0.9,20.1,79.5,0.5,1.7,0.1,6.56
Manuel Lazzari,Lazio,29," D(R),M(R)  ",16(3),1310,0,0.4,34.5,89.8,0.3,0.8,0,6.56
Andrea Petagna,Monza,27, FW  ,13(7),1101,4,1,14.8,73.6,0,0.7,0.1,6.56
Emanuel Aiwu,Cremonese,22, D(C)  ,13(4),1210,0,0.2,31.9,80.8,0.1,1.3,0.1,6.56
Giangiacomo Magnani,Verona,27, D(C)  ,8(5),714,0,0.2,16.4,70.9,0.1,1.7,0,6.56
Santiago Ascacíbar,Cremonese,26, DMC  ,7(6),728,0,0.6,32.5,82.5,0.3,1.8,0,6.56
Charalampos Lykogiannis,Bologna,29," D(CL),M(L)  ",11(6),985,0,0.9,28.3,75.3,0.9,1.2,0,6.55
Aleksa Terzic,Fiorentina,23, D(L)  ,4(10),498,0,1.1,22.6,84.9,1.6,1.1,0,6.55
Sebastiano Luperto,Empoli,26, D(C)  ,23,1986,0,0.1,46.5,86.4,0,2.7,0,6.55
Tommaso Baldanzi,Empoli,19, AM(C)  ,14(2),1011,0,0.9,24.5,84.9,0.1,0.6,0.1,6.55
Arkadiusz Reca,Spezia,27," D(L),M(L)  ",19(2),1614,1,0.7,29.9,71.3,0.9,1.4,0,6.55
Roberto Soriano,Bologna,32, AM(CLR)  ,14(9),1230,3,0.9,23.1,81.2,0.1,0.8,0.2,6.55
Mehdi Bourabia,Spezia,31, M(C)  ,24(1),1933,2,1,36.2,79.9,0.4,1.5,0.1,6.55
Fabio Depaoli,Verona,25," D(R),DMC,M(LR)  ",16(3),1441,2,0.7,17.4,63.6,0.8,0.9,0,6.54
Isak Hien,Verona,24, D(C)  ,18(4),1736,0,0.1,32.5,73.7,0,2,0,6.54
Matteo Bianchetti,Cremonese,29, D(C)  ,16(2),1512,0,0.2,35.8,77.6,0.1,2.1,0,6.54
Koffi Djidji,Torino,30, D(CL)  ,20(2),1787,0,0.1,45.8,86.3,0.2,1.6,0,6.54
Rogerio,Sassuolo,25," D(L),M(L)  ",22(1),1920,2,0.5,45.4,80.7,0.9,3.3,0,6.54
Nikola Moro,Bologna,24, DMC  ,5(8),536,2,0.5,25,78.2,0.1,1.6,0.2,6.54
Elseid Hysaj,Lazio,29," D(LR),M(R)  ",10(11),979,1,0.3,27.8,83,0.1,1.1,0.1,6.53
Vanja Milinkovic-Savic,Torino,26, GK  ,25,2250,0,0,40.3,54.1,0,8.1,0,6.53
Marco Silvestri,Udinese,32, GK  ,25,2250,0,0,25.7,74,0,4.8,0,6.53
Nicolò Cambiaghi,Empoli,22, Forward  ,4(13),569,1,0.4,11.1,82,0.1,0.4,0,6.53
Bruno Amione,Sampdoria,21, D(C)  ,14,1154,1,0.1,39.9,78.2,0.1,1.3,0,6.53
Pietro Terracciano,Fiorentina,33, GK  ,22,1980,0,0,32.3,73.9,0,8.1,0,6.53
Maxime Lopez,Sassuolo,25, M(CR)  ,14(4),1360,0,1.1,50.8,88.1,0.1,3.1,0.1,6.52
Mehdi Léris,Sampdoria,24," DMC,M(LR)  ",19(3),1628,1,0.6,25.3,70.7,0.2,1,0,6.51
Dany Mota,Monza,24, FW  ,12(6),1152,0,0.8,18.2,72.5,0.3,0.6,0,6.51
Omar Colley,Sampdoria,30, D(C)  ,15(1),1385,0,0,44.4,86.2,0,2.4,0,6.51
Karol Linetty,Torino,28, M(CLR)  ,17(7),1495,0,0.7,31,86.8,0.3,1,0,6.51
Antonio Candreva,Salernitana,36, M(CLR)  ,22(2),1932,2,1.4,37.6,78.9,1.2,2.6,0.1,6.50
Alberto Grassi,Empoli,28, DMC  ,6(7),510,0,0.2,18,82.1,0,0.6,0,6.50
Musa Barrow,Bologna,24," AM(CL),FW  ",13(6),1047,2,1.2,17.3,74.2,1.1,1,0,6.50
Ante Rebic,AC Milan,29," AM(CLR),FW  ",6(10),593,2,0.6,10.7,58.5,0.2,0.3,0.1,6.50
Pawel Dawidowicz,Verona,27, D(C)  ,12(2),955,0,0.3,33.3,76.8,0,1.9,0.1,6.50
Assan Ceesay,Lecce,28, FW  ,13(8),1129,0,0.1,11.4,61.1,0.1,0.2,0,6.50
Nicola Zalewski,Roma,21, M(LR)  ,15(6),1285,1,0.2,26.6,78.4,0.4,1.9,0,6.50
Arthur Cabral,Fiorentina,24, FW  ,8(12),839,1,0.5,8.8,71.6,0,0.3,0,6.50
Sam Lammers,Empoli,25, FW  ,10(4),886,1,0.7,16.1,63.6,0,0.1,0,6.49
Joan Gonzàlez,Lecce,21, M(C)  ,20(4),1712,3,0.6,23,78.4,0.1,0.9,0,6.49
Jonathan Ikoné,Fiorentina,24," AM(CLR),FW  ",16(7),1441,3,0.9,19.7,84.6,0.1,1.4,0,6.49
Mario Pasalic,Atalanta,28, M(CLR)  ,12(8),1056,2,0.6,20.2,81.6,0.1,0.6,0,6.49
Gary Medel,Bologna,35," D(C),DMC  ",16(4),1302,1,0.2,46.8,88.8,0,3.1,0.1,6.49
Abdelhamid Sabiri,Sampdoria,26," AM(CL),FW  ",12(4),1009,0,0.9,23.9,74.1,0.6,1.5,0.1,6.48
Mathías Olivera,Napoli,25," D(L),M(L)  ",7(12),744,1,0.7,30.2,86.9,0.2,0.8,0,6.48
Gianluca Caprari,Monza,29," AM(CLR),FW  ",22(3),1680,2,0.8,26.8,83.6,0.6,0.9,0,6.48
Kelvin Amian,Spezia,25," D(CLR),M(R)  ",14(4),1320,1,0.5,27.6,75.9,0.2,1.1,0,6.47
Emanuele Valeri,Cremonese,24, M(L)  ,21(3),1811,2,1.1,20,60.5,1,1.2,0,6.47
Kevin Agudelo,Spezia,24," AM(CR),FW  ",19(5),1657,1,0.8,21.5,74.9,0.3,0.6,0.1,6.47
Petar Stojanovic,Empoli,27," D(R),M(R)  ",14(6),1289,1,0.8,33.5,80.1,0.4,2.3,0.1,6.47
Tyronne Ebuehi,Empoli,27, D(LR)  ,11(4),981,1,0.3,22.8,79.8,0.2,1.2,0,6.46
Federico Ceccherini,Verona,30, D(C)  ,14(1),1043,0,0.3,29.5,76.5,0,1.7,0,6.45
Joakim Maehle,Atalanta,25," D(LR),M(LR)  ",15(7),1322,1,1.1,34.5,81.3,0.3,0.9,0,6.45
Filip Djuricic,Sampdoria,31," AM(CLR),FW  ",19(3),1498,0,1.2,21.4,78.5,0.5,0.9,0,6.44
Milan Skriniar,Inter,28, D(C)  ,20(1),1770,0,0.3,65.1,91.7,0,3,0,6.44
Tonny Vilhena,Salernitana,28," D(L),M(CL)  ",19(3),1551,1,0.6,24.1,79.2,0.5,0.8,0,6.44
Dodô,Fiorentina,24, D(R)  ,18(3),1501,2,0.7,39.2,85.8,0.2,1.7,0,6.43
Bartosz Bereszynski,Sampdoria,30," D(CLR),M(R)  ",15,1203,0,0.2,31.8,75.5,0.2,1.3,0,6.43
Isaac Success,Udinese,27," AM(LR),FW  ",16(9),1458,5,1,18.4,66.9,0,0.6,0,6.43
Tomás Rincón,Sampdoria,35, M(CR)  ,18(4),1570,2,0.7,33.8,82.1,0.2,1.8,0,6.43
Luka Lochoshvili,Cremonese,24, D(C)  ,14(2),1204,1,0.3,32.8,79,0.1,1.1,0,6.43
