Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Luca Caldirola,Monza,32, D(CL)  ,17(3),1481,0,0.2,44.3,88.4,0.1,2,0,6.43
Mërgim Vojvoda,Torino,28," D(CR),M(LR)  ",11(8),1112,4,0.7,31.9,78.2,0.1,1.4,0.1,6.43
Riccardo Saponara,Fiorentina,31, AM(CL)  ,8(12),797,2,0.8,15.3,76.8,0.3,0.4,0.1,6.43
Duván Zapata,Atalanta,31, FW  ,8(7),670,1,0.5,13.4,70.6,0.1,0.2,0,6.43
Rui Patrício,Roma,35, GK  ,25,2250,0,0,21.7,74,0,4.6,0,6.43
Dylan Bronn,Salernitana,27, D(C)  ,16(4),1426,0,0.3,41.9,85.4,0.1,2.6,0,6.43
Charles De Ketelaere,AC Milan,22," M(CLR),FW  ",7(14),822,1,0.8,12.4,78.5,0,0.3,0.1,6.43
Johan Vásquez,Cremonese,24, D(CL)  ,9(4),873,0,0.2,28.4,75.1,0,1.4,0,6.43
Romelu Lukaku,Inter,29," AM(R),FW  ",7(6),608,1,0.7,10.5,68.6,0.1,0.4,0,6.42
Jean-Daniel Akpa Akpro,Empoli,30," D(R),M(CLR)  ",9(5),769,0,0.2,18.4,79.4,0.1,0.5,0.1,6.42
Martín Satriano,Empoli,22, FW  ,18(5),1448,1,0.6,13.2,70.6,0,0.3,0,6.42
Filippo Ranocchia,Monza,21, Midfielder  ,5(8),503,0,0.5,17,81,0.3,1.4,0,6.42
Michele Castagnetti,Cremonese,33, DMC  ,7(8),715,0,1.2,25.3,76.8,0.5,1.2,0.1,6.42
Andrea Consigli,Sassuolo,36, GK  ,23,2070,0,0,38.1,76.3,0,8.7,0,6.42
Tommaso Augello,Sampdoria,28," D(L),M(L)  ",22(2),1917,2,1,34.9,75.4,1,1.8,0,6.42
Adama Soumaoro,Bologna,30, D(CR)  ,14(1),1236,0,0.1,41.7,92.5,0,1.5,0,6.41
Luka Jovic,Fiorentina,25, FW  ,13(10),1139,0,0.7,9.3,75.3,0,0.4,0,6.41
Andrea Pinamonti,Sassuolo,23, FW  ,17(4),1478,0,0.6,15.5,63.8,0.1,0.1,0,6.41
Jeremy Toljan,Sassuolo,28," D(LR),M(LR)  ",18(1),1679,1,1,42.8,82.6,0.3,2.1,0.1,6.41
Federico Di Francesco,Lecce,28," M(LR),FW  ",15(9),1285,2,0.8,13.1,72.9,0.1,0.3,0,6.41
Giacomo Raspadori,Napoli,23," AM(CL),FW  ",7(8),577,0,0.5,18.9,78.8,0.2,0.7,0,6.40
Igor Julio,Fiorentina,25," D(C),M(L)  ",15(4),1364,0,0.2,48.1,88.5,0,3.9,0,6.40
Marlon Santos,Monza,27, D(C)  ,15(4),1219,0,0.1,39.7,92,0.2,1.3,0,6.40
Jean-Victor Makengo,Udinese,24, M(CL)  ,11(5),812,1,0.3,19.4,84.8,0.1,0.4,0,6.40
Manolo Gabbiadini,Sampdoria,31," AM(CLR),FW  ",14(8),1282,1,0.5,15.2,68.4,0.1,0.3,0,6.40
Adrien Tameze,Verona,29, M(C)  ,22(2),1924,0,0.7,27.6,76.3,0,1.7,0,6.39
Alexis Saelemaekers,AC Milan,23, M(R)  ,8(9),729,2,0.5,15.9,77.5,0.4,0.5,0,6.39
Andrea Colpani,Monza,23, Midfielder  ,4(13),500,0,0.5,12.1,84,0.2,0.6,0.1,6.39
Daniele Verde,Spezia,26," AM(CLR),FW  ",8(7),680,0,0.8,14.8,73.9,0.8,0.7,0,6.39
José Machín,Monza,26, M(C)  ,8(6),751,1,0.5,30.6,82.2,0.2,1,0.1,6.39
Thomas Henry,Verona,28, FW  ,13(3),1038,0,0.8,13.5,53.2,0,0.3,0.1,6.39
Luis Muriel,Atalanta,31," AM(CL),FW  ",6(10),652,2,1.2,15.9,69,0.6,0.9,0.1,6.39
Sofyan Amrabat,Fiorentina,26, DMC  ,18(4),1484,0,0.5,48,89.2,0.4,4.1,0,6.38
Luca Zanimacchia,Cremonese,24, AM(C)  ,9(6),748,0,0.9,17.5,74.9,0.9,0.4,0,6.38
Divock Origi,AC Milan,27," AM(LR),FW  ",6(11),647,1,0.5,6.7,70.2,0,0.2,0,6.38
Charles Pickel,Cremonese,25, M(C)  ,21(2),1717,0,0.6,29.6,77.8,0,0.8,0,6.38
Pedro Obiang,Sassuolo,30, DMC  ,9(5),684,1,0.1,22.5,83.2,0,1.8,0,6.38
Cyriel Dessers,Cremonese,28, FW  ,15(4),1257,1,0.9,11,65.1,0.1,0.2,0,6.38
Kingsley Ehizibue,Udinese,27," D(R),M(R)  ",8(11),884,0,0.3,15.3,73.9,0.4,0.5,0,6.37
Simone Verdi,Verona,30," AM(CLR),FW  ",5(8),528,0,0.8,13,74,0.8,1,0.2,6.37
Fabio Miretti,Juventus,19, AM(C)  ,9(9),825,1,0.7,19.2,72.8,0.3,0.6,0,6.36
Miguel Veloso,Verona,36, M(C)  ,10(5),849,0,0.8,25.7,76.6,0.9,2.1,0.1,6.36
Tommaso Pobega,AC Milan,23, M(C)  ,6(7),571,0,0.3,17.1,75.7,0.1,0.8,0,6.36
Antonín Barak,Fiorentina,28, AM(CR)  ,13(7),1147,0,0.8,22.4,82.8,0.1,1,0,6.36
Leandro Paredes,Juventus,28, DMC  ,5(11),584,0,0.5,24.9,92,0.4,2.1,0.1,6.36
Nemanja Radonjic,Torino,27," M(CLR),FW  ",10(12),968,1,0.6,11.9,70.1,0.5,0.3,0,6.35
Giovanni Simeone,Napoli,27," AM(R),FW  ",0(15),190,0,0.3,4.1,70.5,0,0.1,0,6.35
Samuele Birindelli,Monza,23, M(R)  ,12(9),1043,1,0.7,20.5,74,0.8,0.6,0,6.35
Jeison Murillo,Sampdoria,30, D(C)  ,10(3),823,0,0.1,32,82,0,2,0,6.35
Soualiho Meïté,Cremonese,28, M(C)  ,16(2),1290,1,0.4,29.1,83.7,0.2,1,0,6.34
Dimitrios Nikolaou,Spezia,24, D(C)  ,22(1),1959,0,0.2,48.5,82.8,0,3.1,0,6.34
Mattia De Sciglio,Juventus,30," D(CLR),M(LR)  ",7(6),762,0,0.4,27.6,81.9,0.3,1.5,0,6.34
Mattia Caldara,Spezia,28, D(C)  ,10(6),980,0,0.1,28.8,77.7,0,1.5,0,6.34
Nedim Bajrami,Empoli,24, AM(C)  ,8(11),931,1,0.8,16.1,80,0.4,0.5,0,6.34
Gian Marco Ferrari,Sassuolo,30, D(C)  ,17(4),1534,0,0,39.1,85.3,0,3.6,0,6.34
Filippo Terracciano,Verona,20, Midfielder  ,4(9),532,0,0.4,13.3,72.8,0.2,0.7,0,6.34
Tolgay Arslan,Udinese,32, M(C)  ,11(13),907,0,0.5,17.2,83.1,0.1,1.4,0,6.34
Lorenzo Colombo,Lecce,21, FW  ,12(10),1061,2,0.6,10.7,66.1,0,0.2,0,6.33
Nicolas Haas,Empoli,27, M(C)  ,10(7),939,0,0.4,17.5,76.5,0,0.8,0,6.33
Moise Kean,Juventus,23," AM(LR),FW  ",9(14),807,0,0.3,6.3,73.8,0,0,0,6.33
Robin Gosens,Inter,28," D(L),M(CL)  ",4(18),580,0,0.3,13.3,77.1,0.2,0.4,0,6.33
Kristian Thorstvedt,Sassuolo,23, M(C)  ,11(11),945,1,0.3,17.5,77.5,0,0.4,0,6.33
Yayah Kallon,Verona,21, AM(C)  ,6(12),715,1,0.7,9.5,69.6,0.4,0.2,0,6.32
Enzo Ebosse,Udinese,23, D(C)  ,9(11),919,0,0.1,24.1,84.4,0.1,1.9,0,6.31
Joaquín Correa,Inter,28," AM(CL),FW  ",4(13),426,1,0.3,6.9,75.4,0,0.4,0.1,6.30
Grigoris Kastanos,Salernitana,25, AM(CR)  ,4(11),466,0,0.4,11.6,77.6,0.1,0.5,0.1,6.30
Cristian Buonaiuto,Cremonese,30, Midfielder  ,3(15),551,0,0.6,12.4,71.7,0.6,0.3,0,6.30
Lameck Banda,Lecce,22, AM(L)  ,13(12),1167,1,0.4,10.3,72.1,0.1,0.1,0,6.29
Valerio Verre,Sampdoria,29," AM(CL),FW  ",6(12),674,0,0.7,19.8,75.9,0.4,1.4,0.1,6.29
Federico Bonazzoli,Salernitana,25," AM(C),FW  ",12(9),1055,1,0.4,15.4,76.2,0,1,0,6.29
Gregoire Defrel,Sassuolo,31," AM(CR),FW  ",8(6),655,0,0.5,9.4,83.2,0,0.1,0,6.28
Alfred Duncan,Fiorentina,30, DMC  ,7(7),603,0,0.2,20.6,78.5,0.4,1.1,0.1,6.28
Junior Sambia,Salernitana,26," D(R),M(CR)  ",5(9),473,0,0.2,14.7,85.4,0.2,0.4,0,6.27
Remi Oudin,Lecce,26," M(CLR),FW  ",2(16),404,0,0.4,10.1,65.7,0.3,0.7,0,6.26
Liam Henderson,Empoli,26, AM(C)  ,9(8),763,1,0.8,21.5,84.4,0.5,0.5,0,6.26
Emmanuel Gyasi,Spezia,29," M(LR),FW  ",22,1823,0,0.6,21.8,82.1,0,0.1,0,6.26
Demba Seck,Torino,22, Forward  ,5(8),383,0,0.4,8.5,79.3,0,0,0.1,6.25
Albin Ekdal,Spezia,33, M(C)  ,8(10),839,2,0.3,21.3,77.3,0,0.7,0,6.25
Daniel Ciofani,Cremonese,37, FW  ,5(17),547,0,0.3,4.6,57.4,0,0.1,0,6.24
Kristoffer Askildsen,Lecce,22, M(C)  ,6(12),619,0,0.3,11.4,66.3,0.3,1,0,6.22
Nicolò Zaniolo,Roma,23," AM(CR),FW  ",12(1),898,0,0.6,13.4,69.5,0.2,0.7,0.1,6.21
Domagoj Bradaric,Salernitana,23," D(L),M(L)  ",14(6),1357,1,0.6,25.6,80.2,0.6,1.1,0,6.21
Tanguy Ndombélé,Napoli,26, M(C)  ,6(17),565,0,0.3,19.1,89.3,0,0.2,0,6.20
Agustín Álvarez Martínez,Sassuolo,21, Forward  ,1(17),299,1,0.1,3.9,82.9,0,0.3,0,6.20
Toma Basic,Lazio,26, M(C)  ,4(12),387,0,0.3,12.8,77.6,0.1,0.1,0.1,6.20
Erik Botheim,Salernitana,23, Forward  ,3(14),344,1,0.4,4.8,64.6,0.1,0.1,0,6.19
Ronaldo Vieira,Sampdoria,24, DMC  ,8(8),815,0,0,27.1,87.8,0,1.2,0,6.18
Kevin Lasagna,Verona,30," AM(CL),FW  ",13(8),1236,2,0.6,9.4,64.5,0,0.1,0,6.18
Giacomo Quagliata,Cremonese,23, D(L)  ,4(9),489,0,0.5,12,72.4,0.6,0.3,0,6.18
Michel Aebischer,Bologna,26, M(CR)  ,9(12),862,0,0.4,17.4,84.7,0.1,0.9,0,6.17
Emil Ceïde,Sassuolo,21, Forward  ,3(11),322,0,0.4,7.3,69.6,0.1,0.1,0.1,6.17
Abdou Harroui,Sassuolo,25," DMC,M(R)  ",2(13),312,0,0.1,9.3,82.9,0.1,0.1,0,6.17
Matteo Cancellieri,Lazio,21, Forward  ,1(15),207,0,0.2,4.4,78.9,0.1,0,0,6.16
Francesco Caputo,Sampdoria,35, FW  ,13(2),1100,0,0.6,15.4,71.9,0,0.3,0,6.16
Andrea Belotti,Roma,29, FW  ,3(18),534,0,0.4,6.5,69.1,0,0.2,0,6.15
Christian Gytkjær,Monza,32, FW  ,3(14),471,0,0.2,5.4,69.2,0,0.1,0,6.14
Gonzalo Villar,Sampdoria,24, DMC  ,8(7),695,0,0,24.9,84.2,0.1,0.9,0,6.08
Fabio Quagliarella,Sampdoria,40, FW  ,2(15),387,0,0.2,6.2,69.5,0.1,0.4,0,6.04
Felix Afena-Gyan,Cremonese,20, Forward  ,5(11),603,0,0.2,8.6,78.1,0,0.2,0,6.04
