Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Kyle Bartley,West Brom,31, D(C)  ,28(2),2584,3,1,4,0,0.5,77.1,3.6,1,6.77
Emile Smith Rowe,Arsenal,22, AM(CL)  ,18(2),1448,2,4,0,0,0.7,88.7,0.2,0,6.77
Allan,Everton,32, DMC  ,23(1),2052,0,0,6,0,0.3,85.6,0.2,0,6.77
Kyle Walker,Man City,32," D(CR),M(R)  ",22(2),1947,1,1,1,0,0.4,90.2,1.1,1,6.77
Josh Brownhill,Burnley,27, M(CR)  ,32(1),2816,0,1,2,0,1,78.3,2,0,6.76
Ferran Torres,Man City,23," AM(LR),FW  ",15(9),1306,7,2,1,0,1.5,85.2,0.6,2,6.76
Nicolas Pépé,Arsenal,27," AM(LR),FW  ",16(13),1614,10,1,1,1,1.7,81.1,1.2,4,6.76
Ross Barkley,Aston Villa,29, M(CLR)  ,18(6),1537,3,1,0,0,1.6,84.8,0.9,0,6.75
Hugo Lloris,Tottenham,36, GK  ,38,3420,0,0,0,0,0,69.3,0.2,2,6.75
Willy Boly,Wolves,32, D(C)  ,21,1880,1,1,2,0,0.7,82.5,2.7,1,6.75
Dan Burn,Brighton,30," D(CL),M(L)  ",23(4),2060,1,0,5,0,0.6,75.6,3.6,3,6.75
Ezri Konsa,Aston Villa,25, D(CR)  ,35(1),3193,2,0,3,0,0.6,84.7,2.7,1,6.75
Jarrod Bowen,West Ham,26," AM(CLR),FW  ",30(8),2579,8,5,0,0,1.4,74.4,0.6,1,6.75
Thomas Partey,Arsenal,29," D(R),M(CR)  ",18(6),1537,0,2,5,0,1.1,87.2,1,1,6.75
Joelinton,Newcastle,26," AM(CLR),FW  ",23(8),1990,4,2,3,0,1.4,73,2.7,1,6.75
Christian Pulisic,Chelsea,24," M(CLR),FW  ",18(9),1738,4,2,2,0,1.6,82.9,0.7,2,6.74
Marc Albrighton,Leicester,33," D(R),M(LR)  ",17(14),1744,1,5,2,0,0.7,73.3,0.3,2,6.74
Çaglar Söyüncü,Leicester,26, D(C)  ,19(4),1816,1,0,2,0,0.4,88,2.7,0,6.74
Alphonse Aréola,Fulham,30, GK  ,36,3240,0,0,2,0,0,68.7,0.4,1,6.74
Sam Johnstone,West Brom,29, GK  ,37,3330,0,1,1,0,0,43.2,0.2,2,6.74
Alisson,Liverpool,30, GK  ,33,2970,1,0,1,0,0,84.6,0.4,0,6.73
Granit Xhaka,Arsenal,30," D(L),M(C)  ",29(2),2522,1,2,7,1,0.7,90.2,1.3,0,6.73
Tosin Adarabioyo,Fulham,25, D(CR)  ,33,2954,0,0,1,0,0.5,86.2,2.5,0,6.73
Angelo Ogbonna,West Ham,34, D(C)  ,28,2493,3,0,5,0,0.5,81.3,2.3,1,6.73
Gabriel Magalhães,Arsenal,25, D(C)  ,22(1),1997,2,0,2,1,0.7,85.7,2.5,0,6.73
Callum Hudson-Odoi,Chelsea,22, M(CLR)  ,10(13),1060,2,3,0,0,1,86.1,0,0,6.73
David McGoldrick,Sheff Utd,35," AM(CLR),FW  ",28(7),2402,8,1,7,0,2,74.7,2.5,2,6.72
Mason Greenwood,Man Utd,21," AM(R),FW  ",21(10),1826,7,2,2,0,2.2,85,0.2,1,6.72
Sergio Reguilón,Tottenham,26," D(L),M(L)  ",26(1),2249,0,3,5,0,0.7,77.3,1.1,1,6.72
Conor Townsend,West Brom,30," D(CL),M(L)  ",25,2235,0,2,0,0,0.4,76.7,1.7,1,6.72
Matthew Lowton,Burnley,33," D(LR),M(R)  ",34,3060,1,1,5,0,0.6,68.8,1,1,6.71
Hakim Ziyech,Chelsea,29, M(CLR)  ,15(8),1180,2,3,3,0,1.5,79.1,0.2,2,6.71
Jan Bednarek,Southampton,26, D(C)  ,36,3104,1,1,5,1,0.3,82.4,2.7,1,6.70
Tyrick Mitchell,Crystal Palace,23, D(L)  ,19,1710,1,1,1,0,0.1,69.8,0.6,0,6.70
Ethan Ampadu,Sheff Utd,22," D(C),DMC  ",23(2),2091,0,0,3,0,0.3,82.3,2.1,1,6.70
Tammy Abraham,Chelsea,25, FW  ,12(10),1036,6,1,0,0,1.5,72.7,1.8,2,6.70
Victor Lindelöf,Man Utd,28, D(CR)  ,29,2586,1,1,0,0,0.1,89.8,2.2,0,6.69
Kenny Tete,Fulham,27," D(CR),M(R)  ",18(4),1483,0,1,3,0,0.3,75.5,1.3,0,6.69
Chris Basham,Sheff Utd,34," D(CR),M(CR)  ",31,2586,0,1,5,0,0.3,82.8,1.8,1,6.69
Héctor Bellerín,Arsenal,27," D(R),M(R)  ",24(1),2093,1,2,8,0,0.6,83.8,1.2,1,6.69
Daniel Podence,Wolves,27," AM(CLR),FW  ",22(2),1679,3,2,3,0,1.3,77.7,0.3,1,6.68
Kieran Tierney,Arsenal,25," D(CL),M(L)  ",26(1),2302,1,3,4,0,0.6,79.6,0.7,0,6.68
Oliver McBurnie,Sheff Utd,26," AM(CL),FW  ",12(11),1319,1,0,2,0,1.3,57.5,6,2,6.67
João Moutinho,Wolves,36, M(C)  ,28(5),2534,1,1,3,1,0.4,88.4,0.5,0,6.67
Douglas Luiz,Aston Villa,24, M(C)  ,32(1),2790,0,2,8,1,0.8,85.7,1.3,0,6.67
Edinson Cavani,Man Utd,36," AM(LR),FW  ",13(13),1372,10,3,4,0,1.3,77.4,0.4,1,6.67
Rodrigo,Leeds,32," M(CLR),FW  ",14(12),1291,7,2,3,0,1.8,76.9,0.9,0,6.67
Craig Dawson,West Ham,32, D(CR)  ,22,1926,3,0,3,1,0.7,79.7,2.6,0,6.67
Charlie Taylor,Burnley,29," D(CL),M(L)  ",28(1),2429,0,1,1,0,0.1,70.3,1.3,0,6.67
Isaac Hayden,Newcastle,27," D(C),DMC  ",22(2),1946,0,0,8,0,0.7,80.7,2.4,0,6.67
Gylfi Sigurdsson,Everton,33," M(CLR),FW  ",24(12),2256,6,5,2,0,1.4,85,0.1,1,6.67
Danny Welbeck,Brighton,32," AM(CLR),FW  ",17(7),1547,6,1,0,0,1.5,81,0.9,1,6.66
Jacob Murphy,Newcastle,28," D(R),M(LR)  ",17(9),1621,2,3,3,0,1.2,70.5,0.2,1,6.66
Eric Dier,Tottenham,29," D(CR),DMC  ",28,2520,0,0,3,0,0.5,83.2,3.1,0,6.66
Harrison Reed,Fulham,28," D(R),M(CR)  ",26(5),2251,0,2,5,0,0.4,86.2,0.6,0,6.66
Miguel Almirón,Newcastle,29," AM(CLR),FW  ",28(6),2438,4,1,3,0,1,82,0.2,1,6.66
Willian,Arsenal,34, AM(CLR)  ,16(9),1407,1,5,0,0,0.8,87.5,0.4,3,6.65
Séamus Coleman,Everton,34," D(CR),M(R)  ",18(7),1612,0,3,0,0,0.5,82.9,0.4,1,6.65
Leander Dendoncker,Wolves,27," D(C),M(C)  ",28(5),2501,1,0,4,0,0.9,85.5,2.6,0,6.65
Jeffrey Schlupp,Crystal Palace,30," D(L),M(CLR)  ",15(12),1426,2,3,3,0,0.7,73.9,1.1,2,6.65
Jordan Pickford,Everton,29, GK  ,31,2743,0,0,1,0,0,61.8,0.3,1,6.65
Ciaran Clark,Newcastle,33, D(CL)  ,21(1),1893,1,0,3,0,0.4,81.5,3.1,0,6.64
Federico Fernández,Newcastle,34, D(C)  ,24,2083,0,0,4,0,0.2,80.7,2,1,6.64
Mason Holgate,Everton,26," D(CR),DMC,M(R)  ",26(2),2290,1,0,9,0,0.2,79.1,1.4,2,6.63
Conor Gallagher,West Brom,23, AM(C)  ,28(2),2532,2,2,11,0,1,81.5,0.8,0,6.63
