Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Timothy Weah,Lille,23," D(L),M(LR),FW  ",17(12),1620,0.7,0.3,0.4,0,0.2,0.3,0,0,6.50
Pape Gueye,Marseille,24, DMC  ,17(11),1528,1.4,0.9,1,0,0.5,0.5,0.1,0,6.50
Jordan Lotomba,Nice,24," D(LR),M(R)  ",19(11),1782,1.1,0.4,0.4,0.1,0.8,0.5,0.1,0,6.49
Timothée Kolodziejczak,Saint-Etienne,31," D(CL),M(L)  ",30,2568,1.4,2,1,0.4,2.3,0.5,0.2,2,6.49
Arnaud Nordin,Saint-Etienne,24," AM(CLR),FW  ",20(16),1876,0.6,0.2,0.6,0,0.2,0.4,0,0,6.48
Lorenz Assignon,Rennes,22, D(R)  ,5(15),603,0.8,0.6,0.5,0.1,0.8,0.2,0.1,0,6.48
Pol Lirola,Marseille,25," D(R),M(LR)  ",19(15),1769,0.8,0.4,0.3,0,0.6,0.4,0,0,6.48
Elye Wahi,Montpellier,20," AM(L),FW  ",21(12),1770,0.5,0.1,0.5,0,0.1,0.3,0,0,6.48
Fabien Lemoine,Lorient,35, M(C)  ,13(8),1120,1.7,0.7,1.3,0,1.1,1.1,0.2,0,6.47
Dylan Bronn,Metz,27, D(C)  ,28(2),2545,1.6,1.3,1,0.4,2.3,0.4,0.6,0,6.47
Alexandre Oukidja,Metz,34, GK  ,21,1877,0,0,0,0,1.5,0,0,1,6.47
Serhou Guirassy,Rennes,26," AM(L),FW  ",7(30),1005,0.1,0,0.6,0,0.2,0.2,0,0,6.46
Dennis Appiah,Nantes,30," D(CLR),M(R)  ",22(10),2094,1.7,0.8,1.2,0.2,2.2,0.6,0.4,1,6.46
Osman Bukari,Nantes,24," M(R),FW  ",10(14),1008,0.8,0.3,0.6,0,0,0.6,0,0,6.46
Andreaw Gravillon,Reims,25, D(CR)  ,24(2),2141,1.2,1.3,1.3,0.2,3,0.4,0.6,0,6.45
Hugo Magnetti,Brest,24, DMC  ,16(12),1462,1.8,0.9,0.9,0,0.4,1,0.1,0,6.45
Oualid El Hajjam,Troyes,32, D(CR)  ,12(7),1075,1.2,1.2,0.8,0.4,1.3,0.4,0.3,0,6.44
Wesley Saïd,Lens,27," AM(CLR),FW  ",7(14),650,0.5,0.1,0.8,0,0,0.4,0,0,6.44
Batista Mendy,Angers,23," D(C),DMC  ",27(7),2417,1.4,1,1.6,0.2,1.1,0.6,0.2,2,6.43
Alidu Seidu,Clermont Foot,22, D(CR)  ,16(5),1410,1.6,1.6,0.9,0.3,2.1,0.5,0.5,0,6.43
Maxime Estève,Montpellier,20, D(C)  ,20(4),1856,1.1,0.9,0.4,0.3,2.8,0.5,1,0,6.43
Salis Abdul Samed,Clermont Foot,22, DMC  ,29(2),2472,1.4,1.4,1.4,0,0.4,1.2,0,0,6.43
Gabriel Gudmundsson,Lille,23," D(L),M(LR)  ",15(15),1341,1.4,0.7,0.9,0.1,0.3,0.6,0.1,0,6.43
Azzedine Ounahi,Angers,22, AM(CR)  ,16(16),1627,1.2,0.8,0.6,0,0.4,0.9,0,0,6.43
Georginio Wijnaldum,PSG,32, M(CLR)  ,18(13),1654,0.5,0.3,0.2,0,0.2,0.3,0.1,0,6.42
Burak Yilmaz,Lille,37," AM(L),FW  ",25(6),2219,0.2,0.1,0.8,0,0.4,0.5,0,0,6.42
Boubacar Traoré,Metz,21, M(C)  ,17(10),1721,1.6,0.9,2,0,0.4,1.1,0.2,0,6.42
Dion Lopy,Reims,21, DMC  ,19(7),1647,2,0.8,1.5,0,0.6,1.2,0.2,0,6.42
Mama Baldé,Troyes,27," D(R),M(CLR),FW  ",20(10),1725,1.3,0.2,1.4,0,0.2,0.6,0,0,6.42
Sékou Mara,Bordeaux,20, FW  ,8(18),898,0.3,0.1,0.8,0,0.2,0.3,0,0,6.42
Nathanaël Mbuku,Reims,20," AM(CLR),FW  ",18(13),1423,0.5,0.4,0.3,0,0.1,0.2,0,0,6.42
Zaydou Youssouf,Saint-Etienne,23, M(CR)  ,18(12),1558,1.6,0.6,0.7,0,0.4,0.7,0.1,1,6.41
Junior Sambia,Montpellier,26," D(R),M(CR)  ",16(14),1528,0.7,0.7,0.6,0.1,0.8,0.3,0.1,0,6.41
Gideon Mensah,Bordeaux,24," D(L),M(L)  ",13(10),1206,1.6,0.7,0.7,0.1,0.8,0.9,0.1,0,6.41
Houboulang Mendes,Lorient,24, D(CR)  ,36,3223,1.6,1.1,1.1,0.2,3.4,0.5,0.6,1,6.41
Paul Bernardoni,Saint-Etienne,25, GK  ,19,1710,0,0,0,0,0.9,0,0,0,6.41
Jodel Dossou,Clermont Foot,30, AM(R)  ,23(12),2017,1,0.1,0.7,0,0.1,0.8,0,0,6.40
Ouparine Djoco,Clermont Foot,24, GK  ,23(1),2113,0,0,0,0,0.8,0,0,0,6.40
Massadio Haïdara,Lens,30," D(CL),M(L)  ",12(8),1078,1.4,1.1,1,0.2,1.6,0.5,0.2,0,6.40
Bradley Locko,Reims,20," D(L),M(L)  ",11(13),1011,1.2,0.6,0.6,0,0.3,0.4,0.3,0,6.40
Morgan Schneiderlin,Nice,33, DMC  ,5(15),639,1.1,1,0.8,0.1,0.9,0.4,0.1,0,6.40
Youssouf Koné,Troyes,27," D(CL),M(L)  ",11(10),981,1.4,0.5,0.3,0,1.1,0.5,0.1,0,6.39
Jérémy Le Douaron,Brest,24," AM(L),FW  ",16(16),1446,0.3,0.1,0.5,0,0.4,0.5,0,0,6.39
Jean-Eudes Aholou,Strasbourg,28, DMC  ,11(14),1002,0.6,0.8,0.8,0,0.3,0.6,0,0,6.39
Sébastien Corchia,Nantes,32," D(R),M(R)  ",13(15),1319,1.2,0.5,0.8,0.1,1.2,0.6,0.1,0,6.39
Pierrick Capelle,Angers,35," D(L),M(CLR)  ",12(18),1187,1.2,0.5,0.7,0.1,0.6,1.1,0,0,6.39
Jim Allevinah,Clermont Foot,28, M(LR)  ,13(17),1481,0.6,0.2,0.5,0,0.1,0.4,0,0,6.38
Calvin Stengs,Nice,24, M(CR)  ,11(13),1071,0.7,0.3,0.6,0,0.2,0.5,0,0,6.38
Ibrahima Niane,Metz,23," AM(L),FW  ",20(6),1592,0,0.1,0.5,0.1,0.6,0.2,0,0,6.38
Vincent Manceau,Angers,33, D(CLR)  ,25(3),2359,1.1,1.1,0.5,0.4,2.5,0.8,0.2,0,6.38
Harold-Desty Moukoudi,Saint-Etienne,25, D(C)  ,17(7),1658,1,1.5,0.6,0.6,1.9,0.5,0.6,0,6.37
Marcus Coco,Nantes,26," M(LR),FW  ",9(15),925,1.4,0.4,0.9,0.1,0.4,0.4,0,0,6.37
Jimmy Giraudon,Troyes,31, D(C)  ,18(1),1620,0.7,1.9,0.7,0.5,3.6,0.8,0.7,1,6.36
Opa Nguette,Metz,28," AM(LR),FW  ",10(16),1043,0.8,0.1,0.5,0,0.3,0.3,0.1,0,6.36
Samuel Moutoussamy,Nantes,26, M(CL)  ,16(14),1503,1.6,0.6,1.1,0,0.5,1.3,0.1,0,6.36
Ricardo Mangas,Bordeaux,24," D(CL),M(L)  ",27(2),2357,1.2,0.9,0.9,0.3,1.3,0.5,0.1,1,6.35
Mauro Icardi,PSG,30, FW  ,10(14),1019,0.2,0.2,0.6,0,0.5,0.2,0,0,6.35
Yoann Touzghar,Troyes,36, FW  ,16(12),1462,0.2,0.1,0.3,0,0.3,0.1,0,0,6.35
Yvann Maçon,Saint-Etienne,24," D(LR),M(R)  ",19(3),1538,1.9,0.8,1,0.3,1,1.2,0.2,1,6.34
Ignatius Ganago,Lens,24," AM(LR),FW  ",11(17),1020,0.1,0.1,0.3,0,0.1,0.1,0,0,6.34
Timothée Pembélé,Bordeaux,20," D(R),M(R)  ",17(9),1421,0.8,0.6,0.7,0.1,0.9,0.7,0.1,0,6.34
Stéphane Bahoken,Angers,30, FW  ,12(17),1096,0.4,0.1,0.8,0,0.1,0.3,0,0,6.33
Momo Cho,Angers,19, FW  ,21(11),1847,0.3,0.3,1,0,0,0.4,0,0,6.33
Evann Guessand,Nice,21," AM(R),FW  ",2(18),424,0.5,0,0.7,0,0.1,0.2,0,0,6.32
Saîf-Eddine Khaoui,Clermont Foot,27, AM(CR)  ,9(14),926,0.8,0.6,0.5,0,0.2,0.4,0,0,6.32
Irvin Cardona,Brest,25," AM(L),FW  ",13(19),1333,0.4,0.2,0.5,0,0.4,0.4,0,0,6.32
Dylan Chambost,Troyes,25, M(C)  ,9(10),753,0.8,0.5,0.4,0,0.2,1.1,0.1,0,6.32
Dango Ouattara,Lorient,21, AM(LR)  ,7(18),802,0.8,0.6,0.8,0,0.6,0.5,0,0,6.31
M'Baye Niang,Bordeaux,28," AM(LR),FW  ",7(15),769,0.2,0,1,0,0.2,0.2,0,0,6.30
Mitchell van Bergen,Reims,23," AM(LR),FW  ",11(9),987,0.4,0.2,0.4,0,0.3,0.5,0,0,6.30
Angel Gomes,Lille,22," M(CL),FW  ",12(12),955,1,0.1,0.5,0,0.1,0.2,0,0,6.30
Deiver Machado,Lens,29, M(L)  ,5(17),513,0.7,0.1,0.2,0.1,0.5,0.1,0,0,6.29
Enzo Ebosse,Angers,23, D(C)  ,21(6),1888,0.9,0.6,0.5,0.6,1.5,0.3,0.3,0,6.29
Quentin Boisgard,Lorient,25, AM(CLR)  ,9(16),953,0.8,0.2,0.4,0,0.2,0.4,0,0,6.28
Paul Nardi,Lorient,28, GK  ,22,1980,0,0,0,0,0.8,0,0,0,6.28
Lucas Gourna-Douath,Saint-Etienne,19, DMC  ,20(11),1808,1.5,0.4,1.2,0,0.3,0.5,0.1,0,6.28
Igor Silva,Lorient,26," D(R),M(R)  ",17(11),1572,1,0.9,0.9,0,0.9,1,0.1,0,6.28
Kévin N'Doram,Metz,27, DMC  ,16(3),1239,0.5,1,1.2,0.1,1.1,0.9,0.3,0,6.27
Romain Hamouma,Saint-Etienne,35," M(CLR),FW  ",7(15),883,0.5,0.2,1,0,0,0.5,0,0,6.25
Adil Aouchiche,Saint-Etienne,20, AM(CL)  ,11(24),1068,0.4,0.5,0.3,0,0.1,0.8,0,0,6.24
Sambou Soumano,Lorient,22, FW  ,4(17),435,0.2,0,0.6,0,0.3,0,0,0,6.23
Myron Boadu,Monaco,22, FW  ,7(24),945,0.3,0.1,0.5,0,0,0.1,0,0,6.22
Léo Leroy,Montpellier,23, DMC  ,7(17),620,1.3,0.3,1,0,0.3,0.9,0.2,0,6.21
Benoît Costil,Bordeaux,35, GK  ,25,2250,0,0,0,0,0.7,0,0,0,6.16
Nicholas Gioacchini,Montpellier,22, Forward  ,3(25),476,0.3,0.1,0.1,0,0.1,0.2,0,0,6.16
Willem Geubbels,Nantes,21, Forward  ,4(18),532,0.4,0.3,0.5,0,0.2,0.3,0,0,6.15
Luis Henrique,Marseille,21, M(LR)  ,7(13),695,0.2,0.3,0.3,0.1,0,0.2,0,0,6.15
Fransérgio,Bordeaux,32," M(C),FW  ",14(12),1255,0.9,0.9,1,0,0.9,1.2,0.2,0,6.14
Béni Makouana,Montpellier,20, Forward  ,1(22),305,0.1,0.1,0.4,0,0,0,0,0,5.98
