Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Emanuele Valeri,Cremonese,24, M(L)  ,21(3),1811,1.5,0.5,0.7,0.1,1.2,1.1,0.1,0,6.47
Kevin Agudelo,Spezia,24," AM(CR),FW  ",19(5),1657,2.3,0.3,1.2,0,0.2,1.1,0.2,0,6.47
Petar Stojanovic,Empoli,27," D(R),M(R)  ",14(6),1289,1.9,0.5,0.5,0.4,2.3,0.7,0.2,0,6.47
Tyronne Ebuehi,Empoli,27, D(LR)  ,11(4),981,0.8,0.4,0.4,0.2,1.9,0.1,0.5,0,6.46
Federico Ceccherini,Verona,30, D(C)  ,14(1),1043,1.2,0.7,1.7,0.1,2.3,0.3,0.3,0,6.45
Joakim Maehle,Atalanta,25," D(LR),M(LR)  ",15(7),1322,1,0.5,0.7,0,0.5,0.5,0.2,0,6.45
Filip Djuricic,Sampdoria,31," AM(CLR),FW  ",19(3),1498,1.5,0.2,1.1,0,0.2,0.5,0.1,0,6.44
Milan Skriniar,Inter,28, D(C)  ,20(1),1770,1.4,0.6,1.7,0.3,2.2,0.7,0.6,1,6.44
Tonny Vilhena,Salernitana,28," D(L),M(CL)  ",19(3),1551,1.5,0.4,0.9,0,0.5,0.6,0.2,0,6.44
Dodô,Fiorentina,24, D(R)  ,18(3),1501,1,0.7,1.1,0.3,0.7,0.6,0,0,6.43
Bartosz Bereszynski,Sampdoria,30," D(CLR),M(R)  ",15,1203,1.9,1.4,0.9,0.4,1.4,0.6,0.3,0,6.43
Isaac Success,Udinese,27," AM(LR),FW  ",16(9),1458,0.3,0.1,1.2,0,0.6,0.1,0.1,0,6.43
Tomás Rincón,Sampdoria,35, M(CR)  ,18(4),1570,1.8,1,1.6,0,0.4,0.7,0,0,6.43
Luka Lochoshvili,Cremonese,24, D(C)  ,14(2),1204,2.1,0.9,1.4,0.1,3,0.3,0.3,0,6.43
Luca Caldirola,Monza,32, D(CL)  ,17(3),1481,0.8,0.9,1.1,0.4,2,0.5,0.4,0,6.43
Mërgim Vojvoda,Torino,28," D(CR),M(LR)  ",11(8),1112,0.9,0.4,0.8,0,0.7,0.4,0.1,0,6.43
Riccardo Saponara,Fiorentina,31, AM(CL)  ,8(12),797,0.3,0.2,0.4,0,0.3,0.2,0.1,0,6.43
Duván Zapata,Atalanta,31, FW  ,8(7),670,0.1,0,0.5,0,0.6,0.1,0,0,6.43
Rui Patrício,Roma,35, GK  ,25,2250,0,0.1,0,0,0.2,0,0,0,6.43
Dylan Bronn,Salernitana,27, D(C)  ,16(4),1426,1.6,0.9,1.2,0.5,2.3,0.5,1,0,6.43
Charles De Ketelaere,AC Milan,22," M(CLR),FW  ",7(14),822,0.8,0.1,0.7,0,0.3,0.6,0.1,0,6.43
Johan Vásquez,Cremonese,24, D(CL)  ,9(4),873,1.2,1.4,1.2,0.5,3.6,0.7,0.8,0,6.43
Romelu Lukaku,Inter,29," AM(R),FW  ",7(6),608,0.1,0,0.4,0,0.2,0.1,0,0,6.42
Jean-Daniel Akpa Akpro,Empoli,30," D(R),M(CLR)  ",9(5),769,1.9,0.7,1.4,0,0.9,0.4,0.3,0,6.42
Martín Satriano,Empoli,22, FW  ,18(5),1448,0.5,0.1,0.6,0,0.5,0.1,0,0,6.42
Filippo Ranocchia,Monza,21, Midfielder  ,5(8),503,0.8,0.3,0.5,0,0.5,0.5,0.1,0,6.42
Michele Castagnetti,Cremonese,33, DMC  ,7(8),715,1.5,0.4,0.7,0,0.8,0.7,0.1,0,6.42
Andrea Consigli,Sassuolo,36, GK  ,23,2070,0,0,0,0,0.8,0,0,0,6.42
Tommaso Augello,Sampdoria,28," D(L),M(L)  ",22(2),1917,0.5,0.3,0.3,0.3,1.2,0.2,0.3,0,6.42
Adama Soumaoro,Bologna,30, D(CR)  ,14(1),1236,1,0.9,1.1,0.4,3.2,0.1,0.5,0,6.41
Luka Jovic,Fiorentina,25, FW  ,13(10),1139,0.2,0.1,0.7,0,0.3,0.3,0.1,0,6.41
Andrea Pinamonti,Sassuolo,23, FW  ,17(4),1478,0.3,0.1,0.6,0,0.4,0.1,0,0,6.41
Jeremy Toljan,Sassuolo,28," D(LR),M(LR)  ",18(1),1679,1.3,0.7,0.3,0.4,1,0.2,0.4,0,6.41
Federico Di Francesco,Lecce,28," M(LR),FW  ",15(9),1285,0.8,0.3,1.1,0,0.4,0.3,0,0,6.41
Giacomo Raspadori,Napoli,23," AM(CL),FW  ",7(8),577,0.5,0.1,0.3,0,0.1,0.3,0,0,6.40
Igor Julio,Fiorentina,25," D(C),M(L)  ",15(4),1364,1.4,0.9,1.1,0.8,1.7,0.3,0.6,0,6.40
Marlon Santos,Monza,27, D(C)  ,15(4),1219,1.5,0.9,0.8,0.2,1.8,0.6,0.1,1,6.40
Jean-Victor Makengo,Udinese,24, M(CL)  ,11(5),812,1,0.6,0.6,0.1,0.2,0.3,0.1,0,6.40
Manolo Gabbiadini,Sampdoria,31," AM(CLR),FW  ",14(8),1282,0.4,0.1,1.2,0,0.8,0.4,0,0,6.40
Adrien Tameze,Verona,29, M(C)  ,22(2),1924,1.2,1,0.8,0,1.7,1,0.5,0,6.39
Alexis Saelemaekers,AC Milan,23, M(R)  ,8(9),729,1.4,0.5,1,0,0.2,0.6,0.1,0,6.39
Andrea Colpani,Monza,23, Midfielder  ,4(13),500,0.4,0.2,0.7,0,0.2,0.2,0.1,0,6.39
Daniele Verde,Spezia,26," AM(CLR),FW  ",8(7),680,0.1,0.5,0.1,0,0.1,0,0,0,6.39
José Machín,Monza,26, M(C)  ,8(6),751,1.1,0.8,1.2,0.1,0.7,0.6,0.1,0,6.39
Thomas Henry,Verona,28, FW  ,13(3),1038,0.3,0,1.7,0,0.9,0.2,0.1,0,6.39
Luis Muriel,Atalanta,31," AM(CL),FW  ",6(10),652,0.3,0.1,0.6,0,0.1,0.3,0,0,6.39
Sofyan Amrabat,Fiorentina,26, DMC  ,18(4),1484,1.1,0.8,1.5,0,0.4,0.5,0.2,0,6.38
Luca Zanimacchia,Cremonese,24, AM(C)  ,9(6),748,1.4,0.6,0.6,0.1,0.3,0.9,0,0,6.38
Divock Origi,AC Milan,27," AM(LR),FW  ",6(11),647,0.3,0,0.5,0,0.6,0.2,0.1,0,6.38
Charles Pickel,Cremonese,25, M(C)  ,21(2),1717,1.8,0.7,1,0,0.9,0.8,0.2,0,6.38
Pedro Obiang,Sassuolo,30, DMC  ,9(5),684,1.6,0.5,0.9,0,0.8,0.4,0.1,0,6.38
Cyriel Dessers,Cremonese,28, FW  ,15(4),1257,0.4,0.2,1.4,0,0.2,0.1,0.1,0,6.38
Kingsley Ehizibue,Udinese,27," D(R),M(R)  ",8(11),884,1.6,0.2,1.1,0.1,1.1,0.3,0.1,0,6.37
Simone Verdi,Verona,30," AM(CLR),FW  ",5(8),528,0.8,0,0.5,0,0.2,0.2,0,0,6.37
Fabio Miretti,Juventus,19, AM(C)  ,9(9),825,0.9,0.1,0.9,0,0.3,0.5,0.1,0,6.36
Miguel Veloso,Verona,36, M(C)  ,10(5),849,1.3,0.3,0.8,0,0.5,0.5,0.3,1,6.36
Tommaso Pobega,AC Milan,23, M(C)  ,6(7),571,1.1,0.5,1.8,0,0.6,0.3,0.2,0,6.36
Antonín Barak,Fiorentina,28, AM(CR)  ,13(7),1147,0.8,0.2,0.4,0.1,0.4,0.3,0.1,0,6.36
Leandro Paredes,Juventus,28, DMC  ,5(11),584,1.1,0.6,0.6,0,0.7,0.4,0,0,6.36
Nemanja Radonjic,Torino,27," M(CLR),FW  ",10(12),968,0,0.1,0.7,0,0.1,0,0,0,6.35
Giovanni Simeone,Napoli,27," AM(R),FW  ",0(15),190,0.8,0.1,0.3,0,0.2,0.2,0.1,0,6.35
Samuele Birindelli,Monza,23, M(R)  ,12(9),1043,1.1,0.6,0.6,0.1,1,0.3,0.3,0,6.35
Jeison Murillo,Sampdoria,30, D(C)  ,10(3),823,1.5,0.5,0.8,0.7,2.2,0.3,0.8,1,6.35
Soualiho Meïté,Cremonese,28, M(C)  ,16(2),1290,1.5,0.9,0.9,0.1,0.8,0.9,0.1,0,6.34
Dimitrios Nikolaou,Spezia,24, D(C)  ,22(1),1959,1.2,0.9,0.5,0.4,2.3,0.1,0.9,0,6.34
Mattia De Sciglio,Juventus,30," D(CLR),M(LR)  ",7(6),762,0.7,0.2,0.2,0.2,0.8,0.2,0.2,0,6.34
Mattia Caldara,Spezia,28, D(C)  ,10(6),980,1.2,0.9,0.9,0.7,3.9,0.6,0.6,0,6.34
Nedim Bajrami,Empoli,24, AM(C)  ,8(11),931,0.4,0.4,0.3,0,0.2,0.1,0,0,6.34
Gian Marco Ferrari,Sassuolo,30, D(C)  ,17(4),1534,0.9,0.7,0.8,0.9,3,0.1,0.7,0,6.34
Filippo Terracciano,Verona,20, Midfielder  ,4(9),532,0.8,0.5,0.4,0,0.8,0.3,0.2,0,6.34
Tolgay Arslan,Udinese,32, M(C)  ,11(13),907,0.8,0.3,0.5,0,0.3,0.6,0,0,6.34
Lorenzo Colombo,Lecce,21, FW  ,12(10),1061,0.5,0.1,1.3,0,0.2,0.1,0,0,6.33
Nicolas Haas,Empoli,27, M(C)  ,10(7),939,1.3,0.4,1.1,0,1.1,0.5,0.2,0,6.33
Moise Kean,Juventus,23," AM(LR),FW  ",9(14),807,0.3,0.2,0.5,0,0.1,0.1,0,0,6.33
Robin Gosens,Inter,28," D(L),M(CL)  ",4(18),580,1,0.5,0.5,0,0.3,0.2,0,0,6.33
Kristian Thorstvedt,Sassuolo,23, M(C)  ,11(11),945,0.6,0.5,0.7,0,0.5,0.2,0,0,6.33
Yayah Kallon,Verona,21, AM(C)  ,6(12),715,0.8,0.4,0.7,0,0.1,0.2,0,0,6.32
Enzo Ebosse,Udinese,23, D(C)  ,9(11),919,0.8,0.6,0.5,0,1.2,0.2,0.3,0,6.31
Joaquín Correa,Inter,28," AM(CL),FW  ",4(13),426,0.4,0,0.4,0,0,0.1,0,0,6.30
Grigoris Kastanos,Salernitana,25, AM(CR)  ,4(11),466,1,0.2,0.7,0,0.1,0.5,0.1,0,6.30
Cristian Buonaiuto,Cremonese,30, Midfielder  ,3(15),551,0.7,0.5,0.6,0.1,0.2,0.3,0,0,6.30
Lameck Banda,Lecce,22, AM(L)  ,13(12),1167,0.9,0.1,0.8,0,0.1,0.7,0.1,0,6.29
Valerio Verre,Sampdoria,29," AM(CL),FW  ",6(12),674,0.8,0.5,0.8,0.1,0.2,0.3,0.1,0,6.29
Federico Bonazzoli,Salernitana,25," AM(C),FW  ",12(9),1055,0.1,0.1,0.7,0,0,0.4,0,0,6.29
Gregoire Defrel,Sassuolo,31," AM(CR),FW  ",8(6),655,0.5,0.1,0.6,0,0.3,0.1,0,0,6.28
Alfred Duncan,Fiorentina,30, DMC  ,7(7),603,0.9,0.3,0.9,0,0.3,0.4,0,0,6.28
Junior Sambia,Salernitana,26," D(R),M(CR)  ",5(9),473,0.6,0.3,0.5,0,0.6,0.1,0.2,0,6.27
Remi Oudin,Lecce,26," M(CLR),FW  ",2(16),404,0.8,0.6,0.4,0,0.3,0.3,0,0,6.26
Liam Henderson,Empoli,26, AM(C)  ,9(8),763,0.5,0.5,1.6,0,0.5,0.7,0.1,0,6.26
Emmanuel Gyasi,Spezia,29," M(LR),FW  ",22,1823,0.6,0.3,1.2,0.1,0.8,0.8,0.2,0,6.26
Demba Seck,Torino,22, Forward  ,5(8),383,0.4,0.1,0.3,0,0.1,0,0.1,0,6.25
Albin Ekdal,Spezia,33, M(C)  ,8(10),839,1.2,0.8,0.9,0,1.1,0.9,0.1,0,6.25
Daniel Ciofani,Cremonese,37, FW  ,5(17),547,0.2,0,0.2,0,0.1,0.1,0,0,6.24
Kristoffer Askildsen,Lecce,22, M(C)  ,6(12),619,0.4,0.6,0.9,0,0.3,0.2,0.2,0,6.22
Nicolò Zaniolo,Roma,23," AM(CR),FW  ",12(1),898,0.6,0.2,1.7,0,0,0.3,0,0,6.21
Domagoj Bradaric,Salernitana,23," D(L),M(L)  ",14(6),1357,0.6,0.5,0.7,0.2,1.4,0.3,0.1,0,6.21
Tanguy Ndombélé,Napoli,26, M(C)  ,6(17),565,0.3,0.2,0.4,0,0.2,0.1,0,0,6.20
Agustín Álvarez Martínez,Sassuolo,21, Forward  ,1(17),299,0.3,0.2,0.4,0,0.2,0.1,0.1,0,6.20
Toma Basic,Lazio,26, M(C)  ,4(12),387,0.3,0.4,0.5,0,0.3,0.2,0,0,6.20
Erik Botheim,Salernitana,23, Forward  ,3(14),344,0.2,0,0.4,0,0.1,0,0,0,6.19
Ronaldo Vieira,Sampdoria,24, DMC  ,8(8),815,1.1,0.8,1.3,0.1,0.6,0.2,0.3,0,6.18
Kevin Lasagna,Verona,30," AM(CL),FW  ",13(8),1236,0.5,0.2,1,0,0.4,0.3,0,0,6.18
Giacomo Quagliata,Cremonese,23, D(L)  ,4(9),489,0.6,0.6,0.8,0.1,0.3,0.2,0.2,0,6.18
Michel Aebischer,Bologna,26, M(CR)  ,9(12),862,0.3,0.1,0.6,0,0.2,0.3,0.1,0,6.17
Emil Ceïde,Sassuolo,21, Forward  ,3(11),322,0.3,0.1,0.2,0,0,0.1,0,0,6.17
Abdou Harroui,Sassuolo,25," DMC,M(R)  ",2(13),312,0.5,0,0.5,0,0.3,0.3,0.1,0,6.17
Matteo Cancellieri,Lazio,21, Forward  ,1(15),207,0.6,0.1,0.7,0,0.1,0.2,0,0,6.16
Francesco Caputo,Sampdoria,35, FW  ,13(2),1100,0.2,0.1,0.3,0,0.2,0.2,0,0,6.16
Andrea Belotti,Roma,29, FW  ,3(18),534,0.4,0.1,0.7,0,0.1,0.2,0,0,6.15
Christian Gytkjær,Monza,32, FW  ,3(14),471,0.4,0,0.5,0,0.1,0.1,0.1,0,6.14
Gonzalo Villar,Sampdoria,24, DMC  ,8(7),695,0.9,0.3,1.1,0,0.5,0.5,0.2,0,6.08
Fabio Quagliarella,Sampdoria,40, FW  ,2(15),387,0.1,0,0.2,0,0.2,0.2,0,0,6.04
Felix Afena-Gyan,Cremonese,20, Forward  ,5(11),603,0.4,0.1,0.9,0,0.1,0.3,0.1,0,6.04
