Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribble,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Marcus Thuram,Borussia M.Gladbach,25," AM(L),FW  "," AM(L),FW  ",20(2),11,3,3.1,0.8,1.3,1.3,0.6,1.5,3.5,7.11
Jeremie Frimpong,Leverkusen,22," D(R),M(R)  "," D(R),M(R)  ",21(2),6,5,1.1,1.3,2.3,2.1,0.1,1.6,2.2,7.11
Ellyes Skhiri,FC Koln,27, DMC  , DMC  ,22,5,1,1,0.8,0.7,0.5,0.2,0.5,0.9,7.11
Danilho Doekhi,Union Berlin,24, D(C)  , D(C)  ,14,4,1,0.5,0.1,0.2,0.7,0,0.2,0.3,7.10
Konstantinos Mavropanos,Stuttgart,25, D(CR)  , D(CR)  ,19(1),2,1,1.8,0.6,0.6,0.8,0.1,0.3,1.3,7.09
Florian Kainz,FC Koln,30, AM(CLR)  , AM(CLR)  ,20(1),5,6,1.8,2,1.1,1.3,0,1,1.4,7.07
Leon Goretzka,Bayern,28, M(CR)  , M(CR)  ,16(2),3,1,1.9,0.9,0.5,0.7,0.1,0.4,0.8,7.06
Frederik Rønnow,Union Berlin,30, GK  , GK  ,19,0,0,0,0.1,0,0.2,0,0,0,7.06
Patrick Wimmer,Wolfsburg,21, AM(R)  , AM(R)  ,15(1),2,6,0.9,1.6,0.9,1.1,0.3,1.2,2,7.06
Sadio Mané,Bayern,30," AM(CLR),FW  "," AM(CLR),FW  ",12(4),6,3,2.7,0.9,1.3,1.1,1.1,0.8,2.4,7.04
Borna Sosa,Stuttgart,25," D(L),M(L)  "," D(L),M(L)  ",13(3),2,6,0.8,2.6,0.7,0.5,0,0.7,0.8,7.03
Dani Olmo,RBL,24," AM(CLR),FW  "," AM(CLR),FW  ",10(3),2,4,2,1.6,1.3,2.1,0.1,1.5,2,7.02
Paulo Otávio,Wolfsburg,28," D(L),M(L)  "," D(L),M(L)  ",20,0,5,0.8,0.8,0.7,1.6,0,0.3,1,7.01
Raphaël Guerreiro,Borussia Dortmund,29," D(L),M(CL)  "," D(L),M(CL)  ",17,1,6,1.1,1.7,0.9,0.4,0.1,0.7,1.3,7.01
Philipp Hofmann,Bochum,29, FW  , FW  ,20(3),7,1,1.5,0.7,0.3,1.3,0.5,1.2,1.7,6.95
Mitchell Weiser,Werder Bremen,28," D(R),M(R)  "," D(R),M(R)  ",19(1),1,7,1,1.3,1.1,2.1,0.1,1.4,3.3,6.94
Karim Onisiwo,Mainz,30," AM(CLR),FW  "," AM(CLR),FW  ",21,8,1,2.5,1.3,1.2,1.1,0.9,1.7,4,6.94
Jonas Hector,FC Koln,32," D(L),M(CL)  "," D(L),M(CL)  ",21,0,1,0.9,1.1,0.9,2.7,0,0.5,1.1,6.94
Matthias Ginter,Freiburg,29," D(CR),DMC  "," D(CR),DMC  ",23,3,1,0.5,0.3,0.1,0.8,0,0.1,0.3,6.94
Wataru Endo,Stuttgart,30, DMC  , DMC  ,22,3,2,1.5,1.2,0.8,1.7,0.1,1.5,1.6,6.94
Matthijs de Ligt,Bayern,23, D(C)  , D(C)  ,16(4),2,0,0.6,0.2,0,0.7,0.1,0.1,0.5,6.94
Marvin Ducksch,Werder Bremen,29, FW  , FW  ,23,5,5,2.4,1.8,0.3,0.6,0.4,0.5,1.6,6.93
Christoph Baumgartner,Hoffenheim,23," AM(CLR),FW  "," AM(CLR),FW  ",23,5,3,2.1,0.9,1.8,1.6,0.2,1,2.1,6.93
Ramy Bensebaïni,Borussia M.Gladbach,27," D(CL),DMC,M(L)  "," D(CL),DMC,M(L)  ",21,5,0,1.4,0.5,0.5,1.7,0.1,0.7,1.1,6.93
Daichi Kamada,Eintracht Frankfurt,26," AM(CLR),FW  "," AM(CLR),FW  ",18(3),7,4,1.1,1,0.6,0.9,0.3,0.9,1,6.93
Gregor Kobel,Borussia Dortmund,25, GK  , GK  ,18,0,0,0,0,0,0.1,0,0,0.1,6.91
Dodi Lukébakio,Hertha Berlin,25," AM(CLR),FW  "," AM(CLR),FW  ",19(3),10,1,2.2,0.7,1.7,1.8,0.5,1.5,2.4,6.90
Rafal Gikiewicz,Augsburg,35, GK  , GK  ,19,0,0,0,0,0,0.2,0,0,0.1,6.89
Rodrigo Zalazar,Schalke,23, M(C)  , M(C)  ,8(5),1,2,1.9,1.4,1.6,1.8,0.2,1.4,2.6,6.89
Jae-Sung Lee,Mainz,30," AM(CLR),FW  "," AM(CLR),FW  ",17(6),7,3,1,0.8,0.7,0.8,0.1,0.7,1.4,6.87
Sheraldo Becker,Union Berlin,28," AM(CLR),FW  "," AM(CLR),FW  ",22(1),7,4,1.7,1.3,0.5,0.6,0.8,1.1,1.6,6.86
Dayot Upamecano,Bayern,24, D(C)  , D(C)  ,21,0,1,0.3,0.3,0.3,0.6,0,0.4,0.8,6.86
Lucas Tousart,Hertha Berlin,25, DMC  , DMC  ,22,3,1,1.1,0.5,0.5,1.2,0,0.7,1.4,6.85
Anton Stach,Mainz,24, M(C)  , M(C)  ,14(6),1,3,1.2,1.1,0.9,1.4,0.1,0.5,1.5,6.85
Julian Ryerson,Union Berlin,25," D(R),M(CLR)  "," D(R),M(CLR)  ",12(1),0,0,1.2,0.6,1.2,0.9,0.1,1.1,0.8,6.85
Manu Koné,Borussia M.Gladbach,21, DMC  , DMC  ,22,1,1,0.9,0.7,1.8,2.2,0,1.7,2.5,6.85
Lars Stindl,Borussia M.Gladbach,34," M(CLR),FW  "," M(CLR),FW  ",14(4),5,6,1.7,1.3,0.3,1.3,0.3,1.2,1.1,6.84
Yannick Gerhardt,Wolfsburg,28," D(L),M(CL)  "," D(L),M(CL)  ",15(3),6,2,1.2,0.8,0.1,0.8,0.1,0.4,0.8,6.84
Ritsu Doan,Freiburg,24," AM(CLR),FW  "," AM(CLR),FW  ",20(3),2,3,1.7,0.8,1.4,1.3,0.3,1.3,2.3,6.83
Ermedin Demirovic,Augsburg,24," AM(L),FW  "," AM(L),FW  ",22,7,3,2.2,1,0.5,1.1,0.4,1.2,2,6.82
Timo Hübers,FC Koln,26, D(C)  , D(C)  ,17(1),1,0,0.3,0.1,0.1,0.9,0.1,0.1,0.3,6.82
Koen Casteels,Wolfsburg,30, GK  , GK  ,23,0,0,0,0,0,0,0,0,0,6.82
Georginio Rutter,Hoffenheim,20, FW  , FW  ,11(4),2,2,1.8,0.7,2.1,1.3,1.1,1.7,3.1,6.82
Marco Reus,Borussia Dortmund,33," M(CLR),FW  "," M(CLR),FW  ",12(3),4,4,1.7,1,0.4,1,0.2,0.7,1.5,6.82
Jesper Lindstrøm,Eintracht Frankfurt,23," AM(CR),FW  "," AM(CR),FW  ",20(2),7,2,2,0.9,1.3,0.7,0.1,1.4,2.6,6.82
Marc Oliver Kempf,Hertha Berlin,28, D(C)  , D(C)  ,23,0,0,0.4,0.2,0.2,0.7,0,0.3,0.5,6.81
Robin Knoche,Union Berlin,30, D(C)  , D(C)  ,22,2,0,0.3,0.1,0.3,0.9,0,0.2,0.5,6.81
Marius Wolf,Borussia Dortmund,27," D(R),M(CLR)  "," D(R),M(CLR)  ",10(6),1,1,1,0.8,1.1,0.9,0.2,0.5,1.1,6.81
Mats Hummels,Borussia Dortmund,34, D(C)  , D(C)  ,15(4),0,0,0.6,0.2,0.2,0.4,0.1,0.3,0.1,6.81
Timo Werner,RBL,27," AM(CLR),FW  "," AM(CLR),FW  ",13(4),6,2,2.1,0.5,1.1,0.5,0.5,0.8,1.7,6.80
Ozan Kabak,Hoffenheim,22, D(C)  , D(C)  ,21,2,2,1,0.2,0.5,0.6,0,0.3,0.9,6.80
Nicolas Höfler,Freiburg,33," D(C),DMC  "," D(C),DMC  ",22,0,1,0.6,0.2,0.5,1.7,0,0.4,0.6,6.80
Alassane Plea,Borussia M.Gladbach,29," AM(CLR),FW  "," AM(CLR),FW  ",15(4),2,8,1.3,1.5,0.6,1.3,0.2,1,1.7,6.79
Jonas Wind,Wolfsburg,24," AM(C),FW  "," AM(C),FW  ",7(6),4,0,1.2,0.5,0.4,0.9,0,0.7,1.6,6.79
Ridle Baku,Wolfsburg,24," D(R),M(CR)  "," D(R),M(CR)  ",22(1),5,1,1,1,0.7,1.1,0.1,0.7,1.9,6.79
Florian Niederlechner,Augsburg,32," AM(CR),FW  "," AM(CR),FW  ",10(4),4,1,2,0.4,0.3,0.9,0.6,0.8,1.1,6.78
Stefan Bell,Mainz,31, D(CR)  , D(CR)  ,15(4),0,0,0.3,0.4,0.2,0.3,0.2,0.2,0.4,6.78
Ko Itakura,Borussia M.Gladbach,26," D(C),DMC  "," D(C),DMC  ",13(1),0,2,0.6,0.2,0.2,0.6,0,0.1,0.5,6.78
Aarón Martín,Mainz,25," D(L),M(L)  "," D(L),M(L)  ",17(2),3,3,0.7,1.2,0.5,0.4,0.1,0.7,0.4,6.78
Philipp Lienhart,Freiburg,26, D(C)  , D(C)  ,22(1),1,0,0.5,0.1,0.1,0.9,0,0,0.7,6.78
Suat Serdar,Hertha Berlin,25, M(CLR)  , M(CLR)  ,20(2),4,1,0.9,0.6,1.1,1,0,1.1,1.2,6.77
Mark Flekken,Freiburg,29, GK  , GK  ,23,0,0,0,0.1,0.1,0,0,0,0,6.77
Anthony Caci,Mainz,25," D(CLR),M(L)  "," D(CLR),M(L)  ",14(6),2,1,0.4,0.7,0.2,0.3,0,0.3,0.4,6.76
Xaver Schlager,RBL,25, M(C)  , M(C)  ,16(3),1,1,0.3,0.4,0.6,1.3,0.1,0.6,1.1,6.76
Leandro Barreiro,Mainz,23, DMC  , DMC  ,15(6),2,2,1.1,0.5,0.1,1,0.1,0.4,1.2,6.75
Exequiel Palacios,Leverkusen,24, M(C)  , M(C)  ,12(5),1,1,0.6,0.6,0.1,1.2,0.1,0.9,0.7,6.75
Djibril Sow,Eintracht Frankfurt,26, M(C)  , M(C)  ,20(2),3,0,0.8,0.5,0.3,1.4,0,0.5,0.8,6.75
Christopher Trimmel,Union Berlin,36," D(CR),M(R)  "," D(CR),M(R)  ",16(3),0,5,0.6,1.2,0.3,0.3,0.1,0.4,0.5,6.74
Robert Andrich,Leverkusen,28, M(C)  , M(C)  ,20(1),2,2,1,0.6,0,0.5,0,0.1,0.8,6.74
Benjamin Henrichs,RBL,26," D(LR),DMC,M(LR)  "," D(LR),DMC,M(LR)  ",16(4),2,1,1,0.7,0.6,1,0,0.6,1.1,6.74
Jeffrey Gouweleeuw,Augsburg,31, D(C)  , D(C)  ,22,0,1,0.6,0.4,0.4,0.2,0.1,0.3,0.7,6.74
Emre Can,Borussia Dortmund,29," D(CLR),DMC  "," D(CLR),DMC  ",10(7),1,0,0.4,0.4,0.4,0.7,0,0.2,0.5,6.74
Mërgim Berisha,Augsburg,24," AM(C),FW  "," AM(C),FW  ",16(1),6,4,2.7,1.1,0.2,1.5,0.8,1.3,2.2,6.73
Evan Ndicka,Eintracht Frankfurt,23, D(CL)  , D(CL)  ,22,1,0,0.5,0.1,0.1,0.5,0,0.2,0.5,6.73
Youssoufa Moukoko,Borussia Dortmund,18, FW  , FW  ,11(7),6,3,1.6,0.4,0.6,0.4,0.1,0.9,1.4,6.71
Mario Götze,Eintracht Frankfurt,30," M(CLR),FW  "," M(CLR),FW  ",22,2,1,0.8,1.3,0.8,1.5,0.1,1.5,1.7,6.71
Dominik Kohr,Mainz,29, DMC  , DMC  ,19(1),2,0,1.2,0.6,0.1,1.3,0.1,0.2,0.5,6.71
Micky van de Ven,Wolfsburg,21, D(CL)  , D(CL)  ,23,1,1,0.5,0.2,0.3,0.7,0,0.3,0.3,6.71
Tom Krauß,Schalke,21, DMC  , DMC  ,23,1,0,0.8,0.3,0.7,1,0,1.1,0.8,6.70
Niklas Schmidt,Werder Bremen,25, AM(C)  , AM(C)  ,7(8),2,0,0.9,0.6,1.3,0.7,0,0.7,0.9,6.69
André Silva,RBL,27, FW  , FW  ,16(7),4,3,2,1,0.7,1.5,0.4,1.5,1.9,6.69
Oliver Baumann,Hoffenheim,32, GK  , GK  ,23,0,0,0,0,0,0,0,0,0,6.69
Felix Nmecha,Wolfsburg,22, M(C)  , M(C)  ,9(10),2,3,1.1,0.5,0.4,1.1,0.1,0.3,1.3,6.69
Marco Richter,Hertha Berlin,25," M(CLR),FW  "," M(CLR),FW  ",13(7),4,3,1.9,0.7,1.1,1.4,0.2,1.1,2.1,6.69
Steffen Tigges,FC Koln,24, FW  , FW  ,16(4),5,1,1.1,0.6,0.4,0.5,0.5,1,1.3,6.69
Chris Führich,Stuttgart,25," M(CLR),FW  "," M(CLR),FW  ",16(6),4,0,1.5,0.9,1.6,0.4,0.1,0.9,1.1,6.69
Angeliño,Hoffenheim,26," D(L),M(L)  "," D(L),M(L)  ",21(1),0,6,0.7,1.9,0.3,0.9,0.3,0.6,1,6.68
Kevin Stöger,Bochum,29, M(CL)  , M(CL)  ,20(2),1,1,1.5,2.1,0.7,2,0,1.3,1.3,6.68
Marco Friedl,Werder Bremen,24," D(CL),M(L)  "," D(CL),M(L)  ",21,0,0,0.1,0.3,0.4,1,0.1,0.3,0.6,6.68
Maya Yoshida,Schalke,34, D(CR)  , D(CR)  ,23,0,0,0.3,0.1,0.2,0.7,0,0.1,0.5,6.68
Kevin Behrens,Union Berlin,32, FW  , FW  ,9(14),4,1,0.6,0.6,0.1,0.6,0.1,0.5,1.4,6.67
Niklas Süle,Borussia Dortmund,27, D(CR)  , D(CR)  ,15(5),1,2,0.9,0.5,0.3,0.2,0,0.3,0.3,6.67
Hiroki Ito,Stuttgart,23, D(C)  , D(C)  ,20(1),0,1,0.6,0.8,0,0.7,0.1,0.1,0.7,6.67
Nico Elvedi,Borussia M.Gladbach,26, D(CLR)  , D(CLR)  ,21,3,0,0.6,0.2,0,0.4,0,0.1,0.3,6.67
David Raum,RBL,24," D(L),M(LR)  "," D(L),M(LR)  ",15(6),0,2,0.5,1.3,0.2,0.7,0,0.4,0.6,6.67
Jordan Siebatcheu,Union Berlin,26, FW  , FW  ,14(7),4,3,1.3,0.7,0.1,0.5,0.4,1,1.5,6.67
Christopher Lenz,Eintracht Frankfurt,28," D(L),M(L)  "," D(L),M(L)  ",5(10),0,2,0.5,0.9,0.2,0.5,0,0.3,0.5,6.66
Patrik Schick,Leverkusen,27," AM(R),FW  "," AM(R),FW  ",10(4),3,1,2.4,0.7,0.5,1.1,0,0.9,2,6.66
Janik Haberer,Union Berlin,28," M(CLR),FW  "," M(CLR),FW  ",20(1),5,1,1.1,0.7,0.1,1.2,0,0.5,1.1,6.66
Grischa Prömel,Hoffenheim,28, M(C)  , M(C)  ,13,1,1,1.7,0.6,0.2,1.7,0.1,0.8,1.4,6.66
Christian Günter,Freiburg,30," D(L),M(L)  "," D(L),M(L)  ",22,0,3,1,2,0.3,0.3,0.2,0.4,0.5,6.65
Marcel Sabitzer,Bayern,28," M(CLR),FW  "," M(CLR),FW  ",7(8),1,1,1,0.4,0.1,0.1,0.1,0.2,0.4,6.65
Giovanni Reyna,Borussia Dortmund,20, AM(CLR)  , AM(CLR)  ,4(10),5,0,1.1,0.6,0.4,0.9,0.1,1.1,0.7,6.65
Robin Zentner,Mainz,28, GK  , GK  ,17,0,0,0,0.1,0,0.2,0,0,0.1,6.65
Tuta,Eintracht Frankfurt,23, D(C)  , D(C)  ,22,1,0,0.3,0.1,0.3,0.6,0,0.5,1,6.64
Maxence Lacroix,Wolfsburg,22, D(C)  , D(C)  ,13(5),1,0,0.2,0.1,0.2,0.4,0,0.3,0.4,6.64
Cédric Brunner,Schalke,29, D(CR)  , D(CR)  ,19,0,0,0.3,0.6,0.3,1.4,0,0.5,0.3,6.63
Silas Mvumpa,Stuttgart,24," M(LR),FW  "," M(LR),FW  ",18(2),3,2,1.6,0.7,1.6,0.7,0.6,1.7,2.7,6.63
Edimilson Fernandes,Mainz,26," D(C),M(CR)  "," D(C),M(CR)  ",17(4),0,2,0.4,0.5,0.5,0.6,0,0.6,0.4,6.63
Karim Adeyemi,Borussia Dortmund,21," AM(R),FW  "," AM(R),FW  ",12(4),3,2,1.3,0.8,0.9,1.1,0,1,2.1,6.63
Serhou Guirassy,Stuttgart,26," AM(L),FW  "," AM(L),FW  ",12(1),6,0,2.2,0.8,0.3,1.8,0.5,0.8,2.8,6.63
Jirí Pavlenka,Werder Bremen,30, GK  , GK  ,23,0,0,0,0,0,0.2,0,0,0,6.62
Kevin Akpoguma,Hoffenheim,27," D(CR),M(R)  "," D(CR),M(R)  ",12(7),0,0,0.3,0.2,0.2,0.5,0,0.2,0.6,6.62
Anthony Jung,Werder Bremen,31," D(CL),M(L)  "," D(CL),M(L)  ",22(1),2,4,0.6,0.7,0.3,0.7,0,0.5,0.8,6.62
Niklas Stark,Werder Bremen,27," D(C),DMC  "," D(C),DMC  ",12(4),0,0,0.1,0.2,0.1,0.6,0.1,0.3,0.3,6.62
Robert Skov,Hoffenheim,26," D(L),M(LR)  "," D(L),M(LR)  ",14(3),3,2,2.2,1,0.3,1.1,0,0.6,1,6.62
Kerem Demirbay,Leverkusen,29, M(C)  , M(C)  ,12(7),3,3,1.4,1.1,0.3,0.8,0,0.9,1,6.61
Lucas Höler,Freiburg,28," AM(CLR),FW  "," AM(CLR),FW  ",6(9),3,0,0.9,0.3,0.3,1.1,0.2,0.7,1,6.60
Waldemar Anton,Stuttgart,26," D(CR),DMC  "," D(CR),DMC  ",23,1,0,0.8,0.3,0.6,1,0,0.5,0.9,6.60
Rani Khedira,Union Berlin,29," D(C),DMC  "," D(C),DMC  ",22,0,0,0.7,0.3,0.1,0.5,0,0.6,0.9,6.60
Piero Hincapié,Leverkusen,21, D(CL)  , D(CL)  ,17(3),1,0,0.8,0.4,0.4,1.2,0,0.3,0.6,6.60
Niko Gießelmann,Union Berlin,31," D(CL),M(L)  "," D(CL),M(L)  ",11(7),0,2,0.9,1.1,0.2,0.8,0,0.3,0.8,6.60
Mohamed Simakan,RBL,22, D(CR)  , D(CR)  ,11(3),1,1,0.5,0.1,0.2,1,0.1,0.1,0.6,6.59
Josko Gvardiol,RBL,21, D(CL)  , D(CL)  ,16(5),0,0,0.4,0.4,0.5,0.6,0,0.1,0.3,6.59
Emil Forsberg,RBL,31," AM(CLR),FW  "," AM(CLR),FW  ",10(10),5,3,0.7,0.6,0.6,0.7,0.2,0.4,0.8,6.59
Jakub Kaminski,Wolfsburg,20, AM(LR)  , AM(LR)  ,15(5),1,2,1,0.9,0.8,0.3,0.1,1,1.7,6.59
Omar Marmoush,Wolfsburg,24," AM(L),FW  "," AM(L),FW  ",10(12),4,1,1.4,0.3,1.2,1.2,0.2,1.5,2.2,6.59
Janis Blaswich,RBL,31, GK  , GK  ,16,0,0,0,0,0.1,0.2,0,0,0,6.59
Munas Dabbur,Hoffenheim,30," AM(C),FW  "," AM(C),FW  ",4(10),5,0,1.1,0.7,0.4,0.4,0.4,0.9,1,6.58
Atakan Karazor,Stuttgart,26," D(C),DMC  "," D(C),DMC  ",13(7),0,1,0.2,0.7,0.4,0.8,0,0.6,0.7,6.58
Adam Hlozek,Leverkusen,20," AM(CL),FW  "," AM(CL),FW  ",12(8),3,3,1.2,0.9,0.3,0.8,0.1,0.7,1.3,6.58
Jonjoe Kenny,Hertha Berlin,25," D(LR),M(R)  "," D(LR),M(R)  ",18(2),0,1,0.3,0.6,0.4,0.3,0,0.3,1,6.57
Mattias Svanberg,Wolfsburg,24, M(CL)  , M(CL)  ,13(9),2,4,0.7,0.7,0.5,1,0.2,0.5,1.2,6.57
Edmond Tapsoba,Leverkusen,24, D(C)  , D(C)  ,23,1,0,0.6,0.2,0.3,0.5,0,0.3,0.3,6.57
Dennis Geiger,Hoffenheim,24, M(C)  , M(C)  ,18,1,2,0.3,1.6,0.3,0.5,0.1,0.3,0.7,6.57
Dejan Ljubicic,FC Koln,25, M(CR)  , M(CR)  ,11(5),3,0,1.3,1,0.6,0.5,0.1,0.5,1.2,6.57
Diogo Leite,Union Berlin,24, D(C)  , D(C)  ,19,0,1,0.4,0.2,0,1.1,0.1,0.5,0.8,6.57
Milos Veljkovic,Werder Bremen,27," D(C),DMC  "," D(C),DMC  ",16(3),1,0,0.1,0.2,0.1,0.4,0,0,0.1,6.57
Felix Uduokhai,Augsburg,25, D(C)  , D(C)  ,10(3),0,1,0.2,0.2,0.2,0.8,0,0.3,0.5,6.57
Donyell Malen,Borussia Dortmund,24," AM(L),FW  "," AM(L),FW  ",12(3),1,1,1.8,1.1,0.8,1.5,0.2,2,1.6,6.57
Chidera Ejuke,Hertha Berlin,25," AM(CLR),FW  "," AM(CLR),FW  ",9(6),0,3,1.4,0.5,2.1,0.5,0.1,1.1,2.1,6.56
Eric Martel,FC Koln,20, DMC  , DMC  ,14(5),0,0,0.8,0.2,0.2,1,0,0.8,1.2,6.56
Sebastiaan Bornauw,Wolfsburg,23, D(C)  , D(C)  ,15(2),0,0,0.1,0.1,0,0.2,0,0.1,0.1,6.56
Amos Pieper,Werder Bremen,25, D(C)  , D(C)  ,19(3),1,1,0.5,0.2,0,0.4,0.1,0.2,0.4,6.56
Christopher Antwi-Adjei,Bochum,29, AM(CLR)  , AM(CLR)  ,11(7),2,6,1.1,1.1,0.9,1.1,0.6,1.3,3.1,6.56
Robert Gumny,Augsburg,24, D(CLR)  , D(CLR)  ,17(2),1,2,0.3,0.4,0.3,0.8,0,0.5,0.9,6.56
Anthony Losilla,Bochum,36," D(C),DMC  "," D(C),DMC  ",21,0,2,0.7,0.4,0.2,0.5,0.1,0.4,0.8,6.55
Salih Özcan,Borussia Dortmund,25, M(C)  , M(C)  ,16(3),0,1,0.1,0.4,0.3,1.2,0,1,0.7,6.55
Kristijan Jakic,Eintracht Frankfurt,25," D(CR),DMC  "," D(CR),DMC  ",14(6),1,0,0.4,0.3,0.4,0.3,0.1,0.2,0.5,6.55
Danny da Costa,Mainz,29," D(R),M(R)  "," D(R),M(R)  ",9(5),0,2,0.4,0.7,0.4,0.1,0.1,0.6,1.1,6.55
Marcel Halstenberg,RBL,31," D(CL),M(L)  "," D(CL),M(L)  ",12(8),1,1,0.4,0.5,0.4,0.4,0,0.4,0.8,6.55
Maximilian Eggestein,Freiburg,26, M(CR)  , M(CR)  ,18(4),0,2,0.3,0.7,0.2,0.5,0,0.7,0.7,6.54
Christian Groß,Werder Bremen,34," D(C),DMC  "," D(C),DMC  ",17(2),1,0,0.2,0.2,0.5,0.7,0,0.4,0.7,6.54
Marvin Plattenhardt,Hertha Berlin,31," D(L),M(L)  "," D(L),M(L)  ",19(1),0,2,0.3,1.3,0.1,1.3,0.1,0.3,0.5,6.53
Anthony Modeste,Borussia Dortmund,34, FW  , FW  ,7(8),2,1,1.4,0.5,0,0.5,0.4,0.5,1.2,6.53
Ansgar Knauff,Eintracht Frankfurt,21, M(LR)  , M(LR)  ,12(6),1,1,0.7,0.2,0.9,0.8,0.1,0.4,1.6,6.53
Manuel Riemann,Bochum,34, GK  , GK  ,23,0,0,0,0.1,0,0.1,0,0,0,6.53
Benno Schmitz,FC Koln,28, D(CLR)  , D(CLR)  ,20(1),1,0,0.3,0.6,0,0.6,0,0.2,0.7,6.53
Andrej Kramaric,Hoffenheim,31," AM(CLR),FW  "," AM(CLR),FW  ",16(6),5,2,1.8,1.1,0.7,0.8,0.3,1.1,1.8,6.52
Danilo Soares,Bochum,31," D(L),M(L)  "," D(L),M(L)  ",16,0,0,0.1,0.4,0.4,1.1,0,0.6,0.8,6.52
Philipp Förster,Bochum,28," M(CLR),FW  "," M(CLR),FW  ",12(7),2,5,0.6,0.8,0.2,0.5,0,0.6,0.8,6.52
Marius Bülter,Schalke,29," D(R),M(CLR),FW  "," D(R),M(CLR),FW  ",20(3),5,0,1.8,1.1,0.6,1.6,0.2,1,2.3,6.52
Sebastian Rode,Eintracht Frankfurt,32," D(R),M(C)  "," D(R),M(C)  ",11(8),3,1,0.2,0.4,0.2,0.8,0,0.3,0.2,6.52
Lukás Hrádecky,Leverkusen,33, GK  , GK  ,22,0,0,0,0,0,0,0,0,0,6.52
Joe Scally,Borussia M.Gladbach,20," D(R),M(R)  "," D(R),M(R)  ",19(2),0,0,0.3,0.5,0.5,2.1,0.1,0.6,0.8,6.52
