Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribble,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Destiny Udogie,Udinese,20, M(L)  , M(L)  ,21,3,2,0.9,1.2,1.2,1.8,0.1,1.1,2.1,6.92
Juan Cuadrado,Juventus,34," D(R),M(CLR),FW  "," D(R),M(CLR),FW  ",16(3),1,3,1.1,1.5,0.5,1.1,0,0.4,1.2,6.92
Federico Dimarco,Inter,25," D(CL),M(L)  "," D(CL),M(L)  ",20(3),3,2,1.5,1.9,0.1,1,0.2,0.4,0.7,6.90
Morten Hjulmand,Lecce,23, DMC  , DMC  ,23,0,4,0.4,0.8,0.3,1.1,0,0.7,0.9,6.89
Bryan Cristante,Roma,28," D(C),M(C)  "," D(C),M(C)  ",25,1,1,0.7,0.5,0.2,0.6,0.1,0.3,0.8,6.89
Alessio Romagnoli,Lazio,28, D(CL)  , D(CL)  ,21(1),1,0,0.3,0.1,0,0.6,0,0.1,0.2,6.89
Stefan de Vrij,Inter,31, D(C)  , D(C)  ,14(1),1,0,0.7,0.1,0.3,0.5,0,0.2,0.1,6.89
Jérémie Boga,Atalanta,26," AM(CLR),FW  "," AM(CLR),FW  ",5(10),1,5,0.6,1.9,2,0.9,0,0.4,1.7,6.87
Davide Frattesi,Sassuolo,23, DMC  , DMC  ,25,6,0,1.7,0.8,1,1.6,0,1.2,1.6,6.87
Fikayo Tomori,AC Milan,25, D(CR)  , D(CR)  ,21(1),1,0,0.3,0.2,0.1,0.9,0,0.1,0.4,6.87
Nicolò Casale,Lazio,25, D(C)  , D(C)  ,17,1,1,0.5,0.2,0,0.3,0,0.1,0.2,6.87
Hirving Lozano,Napoli,27," AM(LR),FW  "," AM(LR),FW  ",14(10),3,3,1.4,1,1.4,1,0.1,0.4,1.3,6.86
Bremer,Juventus,25, D(C)  , D(C)  ,21,2,1,0.9,0.3,0.1,0.4,0,0.2,0.6,6.86
Ardian Ismajli,Empoli,26, D(C)  , D(C)  ,17(1),0,0,0.4,0.2,0.1,0.7,0,0.1,0.1,6.86
Gabriel Strefezza,Lecce,25, M(LR)  , M(LR)  ,20(3),7,1,1.8,1.1,1,2,0,1.8,2.4,6.86
Roberto Pereyra,Udinese,32," M(CLR),FW  "," M(CLR),FW  ",21(1),3,6,1.4,1.2,1,1.3,0.1,1,1.1,6.86
Tammy Abraham,Roma,25, FW  , FW  ,19(6),6,3,1.9,1,0.6,1.5,0.4,0.9,1.7,6.85
Matteo Pessina,Monza,25, AM(CR)  , AM(CR)  ,22(1),3,2,0.8,0.7,1,1.6,0,1.2,2,6.85
Guglielmo Vicario,Empoli,26, GK  , GK  ,24,0,0,0,0,0,0.3,0,0,0,6.85
Fabiano Parisi,Empoli,22, D(L)  , D(L)  ,22,2,0,0.7,0.7,1.7,2.2,0,1.2,1.7,6.85
Luigi Sepe,Salernitana,31, GK  , GK  ,17,0,0,0,0,0,0.1,0,0,0.1,6.84
Edin Dzeko,Inter,36, FW  , FW  ,17(8),7,3,2.4,0.8,0.3,0.9,0.3,0.6,1.7,6.84
Theo Hernández,AC Milan,25," D(L),M(L)  "," D(L),M(L)  ",22,3,3,1.8,1.4,0.6,2.1,0,0.5,1.5,6.84
Filip Kostic,Juventus,30," M(LR),FW  "," M(LR),FW  ",23(2),2,7,1,1.8,0.6,0.3,0,0.6,1.6,6.84
Rodrigo Becão,Udinese,27, D(C)  , D(C)  ,19,1,1,0.6,0.5,0.2,1.1,0.2,0.1,0.6,6.83
Nicolò Rovella,Monza,21, DMC  , DMC  ,12(2),0,0,0.9,1,0.3,0.9,0,0.4,0.9,6.82
Cristiano Biraghi,Fiorentina,30," D(L),M(L)  "," D(L),M(L)  ",21(2),1,2,0.7,2.6,0.2,1.1,0,0.3,0.6,6.82
Olivier Giroud,AC Milan,36, FW  , FW  ,18(5),7,4,2.6,0.9,0.2,0.7,0.6,0.5,2.2,6.81
Simone Bastoni,Spezia,26," D(L),DMC,M(L)  "," D(L),DMC,M(L)  ",12(1),2,2,1.5,1.2,0.4,0.8,0.2,0.8,1,6.81
Luis Alberto,Lazio,30," AM(CL),FW  "," AM(CL),FW  ",14(8),5,3,1.1,1.5,0.2,0.3,0.1,0.7,0.8,6.81
Arkadiusz Milik,Juventus,29," AM(C),FW  "," AM(C),FW  ",10(7),6,1,1.7,0.5,0.3,1,0.2,0.5,1.8,6.80
Junior Messias,AC Milan,31," M(CR),FW  "," M(CR),FW  ",14(4),4,2,1.3,0.6,0.9,1.1,0.1,0.5,1.2,6.79
Nicolás Domínguez,Bologna,24, M(C)  , M(C)  ,18(3),1,2,1.1,1.1,0.9,1,0,0.8,1.9,6.79
Domenico Berardi,Sassuolo,28," AM(R),FW  "," AM(R),FW  ",12(3),4,4,3.2,1.5,0.6,1.5,0.3,1.1,2.2,6.79
Sandro Tonali,AC Milan,22, DMC  , DMC  ,20(2),2,4,1.1,1.5,0.2,1,0.1,0.3,1.4,6.79
Ola Aina,Torino,26," D(CLR),M(LR)  "," D(CLR),M(LR)  ",9(5),1,1,0.5,0.7,1.4,0.9,0.1,0.4,0.9,6.79
Gianluca Mancini,Roma,26," D(C),DMC  "," D(C),DMC  ",25,1,2,0.6,0.5,0.3,0.8,0.1,0.2,0.4,6.79
Francesco Acerbi,Inter,35, D(C)  , D(C)  ,15(3),0,1,0.5,0.5,0.1,0.5,0.1,0.2,0.4,6.79
Emil Audero,Sampdoria,26, GK  , GK  ,25,0,0,0,0,0,0.1,0,0,0,6.78
Davide Calabria,AC Milan,26," D(LR),M(R)  "," D(LR),M(R)  ",13(1),1,2,0.5,0.6,0.1,0.6,0.1,0.2,0.4,6.78
Lukasz Skorupski,Bologna,31, GK  , GK  ,25,0,0,0,0,0,0.2,0,0,0,6.78
Federico Baschirotto,Lecce,26, D(C)  , D(C)  ,24,3,0,0.5,0.2,0,0.3,0,0,0.3,6.77
Lorenzo Montipò,Verona,27, GK  , GK  ,24,0,0,0,0,0,0.2,0,0,0.2,6.77
Alessandro Bastoni,Inter,23, D(C)  , D(C)  ,18(2),0,2,0.6,0.5,0.2,0.7,0.1,0.3,0.5,6.76
Michele Di Gregorio,Monza,25, GK  , GK  ,24,0,0,0,0,0.1,0,0,0,0,6.75
Lazar Samardzic,Udinese,21, M(C)  , M(C)  ,8(16),4,2,1.4,1.2,0.7,0.3,0,0.6,0.8,6.75
Nicolás González,Fiorentina,24," M(CLR),FW  "," M(CLR),FW  ",8(7),4,1,2.2,1.1,0.7,1.9,0.2,0.7,2.1,6.75
Adam Marusic,Lazio,30," D(CLR),M(LR)  "," D(CLR),M(LR)  ",24(1),0,2,0.6,0.3,0.2,0.4,0,0.4,0.4,6.75
Marko Arnautovic,Bologna,33," AM(CLR),FW  "," AM(CLR),FW  ",14(1),8,0,1.6,1.3,0.7,0.9,0.7,1.1,2.1,6.74
Stefano Sensi,Monza,27, AM(C)  , AM(C)  ,15(3),2,0,0.8,1,0.3,2.1,0.1,0.7,1.1,6.74
Riccardo Orsolini,Bologna,26," M(CR),FW  "," M(CR),FW  ",16(6),7,3,2.8,1.4,0.9,1.5,0.5,1.3,2.1,6.74
Henrikh Mkhitaryan,Inter,34," M(CLR),FW  "," M(CLR),FW  ",17(5),3,1,0.9,0.7,0.4,0.8,0,0.6,1.5,6.73
Marco Carnesecchi,Cremonese,22, GK  , GK  ,16,0,1,0,0.1,0,0.1,0,0,0,6.73
Boulaye Dia,Salernitana,26," AM(R),FW  "," AM(R),FW  ",17(5),8,4,1.2,1,1,1.2,0.4,1.7,2.2,6.73
MBala Nzola,Spezia,26, FW  , FW  ,20(1),11,1,2.2,0.9,0.7,1.1,0.4,2.6,4.1,6.73
Christian Kouamé,Fiorentina,25," AM(LR),FW  "," AM(LR),FW  ",17(3),2,2,1.7,1.4,0.8,2.4,0.2,1.6,3.3,6.73
Wladimiro Falcone,Lecce,27, GK  , GK  ,25,0,0,0,0,0,0.1,0,0,0,6.73
Pasquale Mazzocchi,Salernitana,27," D(R),M(LR)  "," D(R),M(LR)  ",15(2),2,2,0.7,1.6,1.5,0.5,0.3,1.2,1.8,6.73
Darko Lazovic,Verona,32, M(CLR)  , M(CLR)  ,20(1),3,4,1.5,1.5,0.6,0.1,0.4,0.4,1.4,6.73
Wojciech Szczesny,Juventus,32, GK  , GK  ,18,0,0,0,0,0,0,0,0,0.1,6.72
Brahim Díaz,AC Milan,23, AM(CLR)  , AM(CLR)  ,17(4),4,3,1.1,1.3,1,1.3,0.1,1.7,2.2,6.72
Milan Djuric,Verona,32, FW  , FW  ,7(9),1,0,0.5,0.8,0.1,0.9,0.2,0.3,1.2,6.71
Alex Meret,Napoli,25, GK  , GK  ,25,0,0,0,0,0,0,0,0,0,6.71
Merih Demiral,Atalanta,25, D(C)  , D(C)  ,14(6),1,0,0.3,0.2,0,0.6,0.1,0.1,0.3,6.71
Alex Sandro,Juventus,32," D(CL),M(L)  "," D(CL),M(L)  ",17(4),0,1,0.2,0.5,0.6,1,0,0.5,1.1,6.71
André Onana,Inter,26, GK  , GK  ,16,0,0,0,0.1,0,0,0,0,0,6.71
Giacomo Bonaventura,Fiorentina,33, M(CLR)  , M(CLR)  ,18(4),3,0,1.9,1,0.7,1.5,0.1,1,1,6.71
Ethan Ampadu,Spezia,22," D(C),DMC  "," D(C),DMC  ",19,0,1,0.6,0.5,0.2,0.7,0.1,0.2,0.5,6.71
Matteo Darmian,Inter,33," D(CLR),M(LR)  "," D(CLR),M(LR)  ",16(4),1,2,0.3,0.8,0.4,0.8,0.2,0.3,0.5,6.70
Rolando Mandragora,Fiorentina,25, DMC  , DMC  ,13(5),1,2,1.5,1.2,0.1,0.8,0.1,0.3,0.7,6.70
Samuel Umtiti,Lecce,29, D(CL)  , D(CL)  ,12(1),0,0,0.2,0.1,0.2,1.5,0,0.2,0.4,6.70
Aleksey Miranchuk,Torino,27," M(CR),FW  "," M(CR),FW  ",17(2),4,3,1.5,1.8,0.6,1,0,1.1,1.8,6.70
Patric,Lazio,29," D(CR),M(R)  "," D(CR),M(R)  ",12(2),0,0,0.1,0.1,0.1,0.2,0,0,0.2,6.69
Marten de Roon,Atalanta,31," D(C),DMC  "," D(C),DMC  ",21(1),0,1,0.5,0.5,0.1,0.7,0,0.4,0.5,6.69
Stephane Singo,Torino,22, M(R)  , M(R)  ,13(6),1,1,0.9,0.7,1,1.2,0,0.7,1,6.69
Patrick Ciurria,Monza,28, M(R)  , M(R)  ,18(5),4,4,1.3,1.1,0.1,1.1,0.2,0.5,1.4,6.69
Razvan Marin,Empoli,26, M(C)  , M(C)  ,19(5),2,2,1,1.5,0.6,0.5,0,0.7,0.6,6.69
Rade Krunic,AC Milan,29, M(CL)  , M(CL)  ,10(3),0,1,0.5,0.8,0.5,0.8,0,0.4,0.6,6.69
Nikola Milenkovic,Fiorentina,25, D(CR)  , D(CR)  ,16(2),2,1,0.7,0.3,0,0.7,0,0,0.3,6.68
Denzel Dumfries,Inter,26," D(R),M(R)  "," D(R),M(R)  ",17(5),1,3,1.1,1,0.5,1.2,0.1,0.6,1.2,6.68
Rasmus Højlund,Atalanta,20, FW  , FW  ,13(8),6,1,1.6,0.9,0.7,0.9,0.1,1.9,2.9,6.67
Antonio Sanabria,Torino,27, FW  , FW  ,15(5),6,2,1.9,0.7,0.5,0.8,0.4,0.6,2.3,6.67
Nikola Vlasic,Torino,25," AM(CLR),FW  "," AM(CLR),FW  ",20(2),4,2,1.9,1.9,0.9,1,0.5,1.7,3.3,6.67
Hans Hateboer,Atalanta,29," D(R),M(R)  "," D(R),M(R)  ",17,1,1,0.7,0.8,0.2,0.2,0.1,0.4,0.5,6.67
Eljif Elmas,Napoli,23, M(CLR)  , M(CLR)  ,7(17),6,1,0.9,0.7,0.7,0.3,0.1,0.6,0.9,6.67
Giorgio Scalvini,Atalanta,19, D(C)  , D(C)  ,16(3),2,0,0.5,0.2,0.4,0.2,0.2,0.3,0.4,6.66
Perr Schuurs,Torino,23, D(C)  , D(C)  ,18(1),0,2,0.4,0.3,0.3,0.2,0,0.3,0.6,6.66
Jhon Lucumí,Bologna,24, D(C)  , D(C)  ,21,0,1,0.4,0.2,0.1,0.6,0,0.2,0.4,6.66
Lewis Ferguson,Bologna,23, M(C)  , M(C)  ,16(3),3,0,1.3,0.5,0.3,1.5,0.2,0.6,1.3,6.66
Koray Günter,Verona,28, D(C)  , D(C)  ,11(2),1,1,0.7,0.6,0.2,0.8,0,0.1,0.2,6.66
Walace,Udinese,27, DMC  , DMC  ,25,0,0,1,0.5,0.2,1.1,0,1,1.1,6.66
Zeki Çelik,Roma,26," D(R),M(R)  "," D(R),M(R)  ",10(6),0,0,0.3,0.8,0.2,0.3,0.1,0.7,0.8,6.66
Nehuén Pérez,Udinese,22, D(C)  , D(C)  ,22,1,0,0.6,0.4,0.1,0.2,0,0.4,0.5,6.65
Leonardo Spinazzola,Roma,29," D(LR),M(L)  "," D(LR),M(L)  ",12(4),1,2,0.4,0.8,1.4,0.5,0,0.4,1.1,6.65
Memeh Okoli,Atalanta,21, D(C)  , D(C)  ,9(4),0,0,0.4,0,0,0.5,0,0.2,0.8,6.65
Martin Erlic,Sassuolo,25, D(C)  , D(C)  ,18,0,0,0.1,0.1,0.1,0.5,0,0.1,0.6,6.65
Beto,Udinese,25, FW  , FW  ,17(8),8,1,1.6,0.7,0.7,0.7,0.3,1.2,3.5,6.64
Matteo Politano,Napoli,29," AM(CLR),FW  "," AM(CLR),FW  ",11(10),3,3,1.1,1.3,0.9,0.9,0,0.5,1.1,6.64
Alexis Blin,Lecce,26, DMC  , DMC  ,15(8),1,0,0.3,0.3,0.1,0.8,0,0.4,0.7,6.63
Emil Holm,Spezia,22, M(R)  , M(R)  ,17(3),1,1,0.8,0.7,0.9,0.8,0.1,1.1,2.4,6.63
Alessandro Buongiorno,Torino,23, D(C)  , D(C)  ,18(3),0,1,0.7,0.2,0.2,0.9,0,0.3,1.2,6.63
Jakub Kiwior,Spezia,23," D(C),DMC  "," D(C),DMC  ",17,0,0,0.6,0.2,0.3,0.3,0,0.3,0.5,6.62
Éderson,Atalanta,23, M(C)  , M(C)  ,14(8),1,0,1,0.6,0.6,1,0,0.7,1.5,6.62
Valentin Gendrey,Lecce,22, D(R)  , D(R)  ,23(2),0,1,0.2,0.6,0.4,0.8,0,0.4,1.5,6.62
Ricardo Rodríguez,Torino,30," D(CL),M(L)  "," D(CL),M(L)  ",17(5),0,0,0.3,0.7,0.1,0.3,0,0.2,0.4,6.62
Samuele Ricci,Torino,21, M(C)  , M(C)  ,13(3),1,1,0.7,0.5,0.3,2.2,0,0.7,0.8,6.62
Sandi Lovric,Udinese,24, AM(C)  , AM(C)  ,16(8),3,2,1.8,1,0.5,0.8,0,0.4,1.5,6.61
Norbert Gyömbér,Salernitana,30," D(CR),DMC  "," D(CR),DMC  ",13(4),0,0,0.1,0.1,0,0.2,0,0.1,0.1,6.61
Nemanja Matic,Roma,34, DMC  , DMC  ,12(12),1,1,0.3,0.5,0.5,0.5,0,0.5,0.8,6.61
Lassana Coulibaly,Salernitana,26, M(CL)  , M(CL)  ,22(1),2,2,0.4,0.6,1.2,1.1,0,0.9,1.8,6.61
Lorenzo Pirola,Salernitana,21, D(C)  , D(C)  ,10(3),0,0,0.3,0.2,0.2,0.3,0,0,0.2,6.61
Juan Musso,Atalanta,28, GK  , GK  ,19,0,0,0,0.1,0,0.3,0,0,0.1,6.61
Berat Djimsiti,Atalanta,30, D(C)  , D(C)  ,9(4),0,0,0.2,0.1,0.2,0.3,0,0.4,0.5,6.61
Pedro,Lazio,35," M(CLR),FW  "," M(CLR),FW  ",11(12),3,2,1.2,0.6,0.8,1.1,0.1,1,1.3,6.61
Antonino Gallo,Lecce,23, D(L)  , D(L)  ,17(3),0,1,0.2,1.1,0.6,0.6,0.1,0.4,0.9,6.60
Josh Doig,Verona,20," D(CL),M(L)  "," D(CL),M(L)  ",13(4),2,3,1,0.6,1.2,0.4,0.1,0.9,1.6,6.60
Stephan El Shaarawy,Roma,30," M(CLR),FW  "," M(CLR),FW  ",6(12),3,0,1.1,0.7,0.8,0.4,0.2,0.3,1.2,6.60
Bartlomiej Dragowski,Spezia,25, GK  , GK  ,23,0,0,0,0,0,0.2,0,0,0,6.60
Filippo Bandinelli,Empoli,27, M(C)  , M(C)  ,20(4),2,0,0.8,1.1,0.3,1.4,0,1,1.3,6.60
David Okereke,Cremonese,25," AM(CLR),FW  "," AM(CLR),FW  ",20(3),5,0,1.9,0.7,1,1.2,0.3,1.3,1.9,6.60
Danilo Cataldi,Lazio,28, M(C)  , M(C)  ,21(2),0,1,0.3,0.6,0.2,0.8,0,0.3,0.2,6.59
Ciprian Tatarusanu,AC Milan,37, GK  , GK  ,16,0,1,0,0.1,0,0.2,0,0,0,6.59
Valentino Lazaro,Torino,26," D(R),M(CLR)  "," D(R),M(CLR)  ",13(2),0,2,0.5,1.5,1,0.2,0.1,0.3,1,6.59
Weston McKennie,Juventus,24," D(C),M(CLR)  "," D(C),M(CLR)  ",13(2),1,1,0.5,0.5,0.5,0.5,0.2,0.8,1.3,6.59
Jerdy Schouten,Bologna,26, DMC  , DMC  ,17(4),0,2,0.2,0.4,0.6,0.8,0,0.8,1.5,6.59
Pierre Kalulu,AC Milan,22, D(CR)  , D(CR)  ,20(5),1,0,0.4,0.2,0.2,0.6,0,0.1,0.6,6.58
Flavius Daniliuc,Salernitana,21, D(CR)  , D(CR)  ,14(2),0,1,0.4,0.1,0.1,0.1,0,0.1,0.4,6.58
Sasa Lukic,Torino,26, M(C)  , M(C)  ,13(3),2,0,1,1,0.1,0.6,0,0.5,1.1,6.58
Krzysztof Piatek,Salernitana,27, FW  , FW  ,16(5),3,2,2,0.7,0.3,1.3,0.7,1.2,2.5,6.58
Leonardo Sernicola,Cremonese,25, M(R)  , M(R)  ,19(2),1,1,1,0.8,0.6,1.6,0.1,0.8,1,6.58
Matías Vecino,Lazio,31, M(C)  , M(C)  ,11(12),2,0,0.8,0.2,0.1,0.4,0.1,0.1,0.7,6.57
Nicolò Fagioli,Juventus,22, M(C)  , M(C)  ,8(8),2,2,0.4,0.7,0.2,0.8,0.1,0.9,1.3,6.57
Pablo Marí,Monza,29, D(C)  , D(C)  ,16(2),1,0,0.4,0.1,0.1,0.4,0,0.2,0.3,6.57
Marcelo Brozovic,Inter,30, M(CR)  , M(CR)  ,9(6),2,0,0.8,0.3,0.4,0.3,0,0.1,0.5,6.57
Matheus Henrique,Sassuolo,25, M(C)  , M(C)  ,10(7),2,0,0.7,0.9,0.9,1.2,0,0.5,0.7,6.56
Andrea Cambiaso,Bologna,23," D(LR),M(L)  "," D(LR),M(L)  ",17(6),0,2,0.4,0.8,0.9,1.1,0.2,0.6,1.3,6.56
Ruslan Malinovskyi,Atalanta,29," M(CR),FW  "," M(CR),FW  ",5(10),1,2,1.3,0.9,0.5,0.7,0,0.6,1.4,6.56
Manuel Lazzari,Lazio,29," D(R),M(R)  "," D(R),M(R)  ",16(3),0,0,0.2,0.4,0.4,1.5,0,0.2,0.8,6.56
Andrea Petagna,Monza,27, FW  , FW  ,13(7),2,4,1.1,1,0.9,1,0.3,1.6,2.3,6.56
Emanuel Aiwu,Cremonese,22, D(C)  , D(C)  ,13(4),0,0,0.2,0.2,0.1,0.5,0,0.2,0.4,6.56
Giangiacomo Magnani,Verona,27, D(C)  , D(C)  ,8(5),0,0,0.3,0.2,0.1,0.3,0,0,0.3,6.56
Santiago Ascacíbar,Cremonese,26, DMC  , DMC  ,7(6),0,0,1.1,0.6,0.3,0.7,0,0.3,0.6,6.56
Charalampos Lykogiannis,Bologna,29," D(CL),M(L)  "," D(CL),M(L)  ",11(6),1,0,1,0.9,0.3,0.5,0.1,0.1,0.4,6.55
Aleksa Terzic,Fiorentina,23, D(L)  , D(L)  ,4(10),0,0,0.4,1.1,0.6,0.6,0.1,0.4,0.7,6.55
Sebastiano Luperto,Empoli,26, D(C)  , D(C)  ,23,1,0,0.4,0.1,0.1,0.7,0,0.1,0.2,6.55
Tommaso Baldanzi,Empoli,19, AM(C)  , AM(C)  ,14(2),4,0,0.8,0.9,0.4,0.9,0,0.6,1.3,6.55
Arkadiusz Reca,Spezia,27," D(L),M(L)  "," D(L),M(L)  ",19(2),1,1,0.7,0.7,0.7,0.4,0.1,0.4,1.3,6.55
Roberto Soriano,Bologna,32, AM(CLR)  , AM(CLR)  ,14(9),1,3,0.5,0.9,0.3,1.3,0.1,0.6,0.9,6.55
Mehdi Bourabia,Spezia,31, M(C)  , M(C)  ,24(1),0,2,0.8,1,0.8,0.6,0,0.7,1.6,6.55
Fabio Depaoli,Verona,25," D(R),DMC,M(LR)  "," D(R),DMC,M(LR)  ",16(3),2,2,0.7,0.7,0.3,1.1,0.1,0.7,1.4,6.54
Isak Hien,Verona,24, D(C)  , D(C)  ,18(4),0,0,0,0.1,0.4,0.5,0,0.5,0.9,6.54
Matteo Bianchetti,Cremonese,29, D(C)  , D(C)  ,16(2),1,0,0.3,0.2,0.1,0.2,0,0.1,0.2,6.54
Koffi Djidji,Torino,30, D(CL)  , D(CL)  ,20(2),1,0,0.4,0.1,0.1,0.1,0,0.2,0.2,6.54
Rogerio,Sassuolo,25," D(L),M(L)  "," D(L),M(L)  ",22(1),0,2,0.3,0.5,0.5,1,0,0.2,0.7,6.54
Nikola Moro,Bologna,24, DMC  , DMC  ,5(8),0,2,0.6,0.5,0.7,0.4,0,0.1,0.5,6.54
Elseid Hysaj,Lazio,29," D(LR),M(R)  "," D(LR),M(R)  ",10(11),0,1,0.1,0.3,0.1,0.3,0.1,0.3,0.6,6.53
Vanja Milinkovic-Savic,Torino,26, GK  , GK  ,25,0,0,0,0,0,0.2,0,0,0,6.53
Marco Silvestri,Udinese,32, GK  , GK  ,25,0,0,0,0,0,0.1,0,0,0,6.53
Nicolò Cambiaghi,Empoli,22, Forward  , Forward  ,4(13),3,1,1.1,0.4,0.6,1.5,0.1,0.6,1.1,6.53
Bruno Amione,Sampdoria,21, D(C)  , D(C)  ,14,0,1,0.4,0.1,0,0.5,0,0,0.9,6.53
