Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribble,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Pietro Terracciano,Fiorentina,33, GK  , GK  ,22,0,0,0,0,0,0,0,0,0,6.53
Maxime Lopez,Sassuolo,25, M(CR)  , M(CR)  ,14(4),0,0,0.4,1.1,0.3,0.6,0,0.5,0.6,6.52
Mehdi Léris,Sampdoria,24," DMC,M(LR)  "," DMC,M(LR)  ",19(3),0,1,0.8,0.6,0.8,1.4,0.2,1.5,2.3,6.51
Dany Mota,Monza,24, FW  , FW  ,12(6),3,0,0.9,0.8,0.9,1.1,0.6,1.4,2.8,6.51
Omar Colley,Sampdoria,30, D(C)  , D(C)  ,15(1),1,0,0.4,0,0.1,1.1,0.1,0.1,0.3,6.51
Karol Linetty,Torino,28, M(CLR)  , M(CLR)  ,17(7),1,0,0.6,0.7,0.3,0.6,0.2,0.4,0.9,6.51
Antonio Candreva,Salernitana,36, M(CLR)  , M(CLR)  ,22(2),3,2,1.3,1.4,0.2,0.9,0.3,0.3,0.8,6.50
Alberto Grassi,Empoli,28, DMC  , DMC  ,6(7),0,0,0.4,0.2,0,0.5,0,0.4,0.5,6.50
Musa Barrow,Bologna,24," AM(CL),FW  "," AM(CL),FW  ",13(6),2,2,1.8,1.2,0.5,0.6,0.1,0.8,1.3,6.50
Ante Rebic,AC Milan,29," AM(CLR),FW  "," AM(CLR),FW  ",6(10),3,2,1.3,0.6,0.4,0.6,0.3,0.6,1.1,6.50
Pawel Dawidowicz,Verona,27, D(C)  , D(C)  ,12(2),1,0,0.6,0.3,0.1,0.5,0,0.1,0.4,6.50
Assan Ceesay,Lecce,28, FW  , FW  ,13(8),4,0,1.3,0.1,0.7,0.9,0.6,0.8,2.1,6.50
Nicola Zalewski,Roma,21, M(LR)  , M(LR)  ,15(6),0,1,0.6,0.2,0.8,1.2,0,0.4,0.9,6.50
Arthur Cabral,Fiorentina,24, FW  , FW  ,8(12),5,1,1.6,0.5,0.4,0.6,0.1,0.7,2,6.50
Sam Lammers,Empoli,25, FW  , FW  ,10(4),1,1,2,0.7,0.7,0.6,0.1,1,2.6,6.49
Joan Gonzàlez,Lecce,21, M(C)  , M(C)  ,20(4),1,3,0.7,0.6,0.5,1.6,0,0.9,1.4,6.49
Jonathan Ikoné,Fiorentina,24," AM(CLR),FW  "," AM(CLR),FW  ",16(7),2,3,1.6,0.9,1.1,0.7,0.1,1.4,2,6.49
Mario Pasalic,Atalanta,28, M(CLR)  , M(CLR)  ,12(8),2,2,0.8,0.6,0.2,0.6,0.1,0.9,1,6.49
Gary Medel,Bologna,35," D(C),DMC  "," D(C),DMC  ",16(4),0,1,0.1,0.2,0.2,0.8,0,0.2,0.3,6.49
Abdelhamid Sabiri,Sampdoria,26," AM(CL),FW  "," AM(CL),FW  ",12(4),2,0,1.9,0.9,0.8,2.2,0,1.6,1.9,6.48
Mathías Olivera,Napoli,25," D(L),M(L)  "," D(L),M(L)  ",7(12),1,1,0.1,0.7,0.3,0.6,0,0.9,0.6,6.48
Gianluca Caprari,Monza,29," AM(CLR),FW  "," AM(CLR),FW  ",22(3),4,2,1.6,0.8,0.8,1.4,0.4,0.9,2.3,6.48
Kelvin Amian,Spezia,25," D(CLR),M(R)  "," D(CLR),M(R)  ",14(4),0,1,0.8,0.5,0.5,0.1,0.1,0.3,0.7,6.47
Emanuele Valeri,Cremonese,24, M(L)  , M(L)  ,21(3),2,2,1.1,1.1,0.3,1,0.1,0.7,1.6,6.47
Kevin Agudelo,Spezia,24," AM(CR),FW  "," AM(CR),FW  ",19(5),0,1,0.8,0.8,1.1,1.3,0.1,1.9,2,6.47
Petar Stojanovic,Empoli,27," D(R),M(R)  "," D(R),M(R)  ",14(6),0,1,0.4,0.8,0.4,0.7,0,0.6,0.5,6.47
Tyronne Ebuehi,Empoli,27, D(LR)  , D(LR)  ,11(4),1,1,0.7,0.3,0.3,0.7,0.1,0.4,0.4,6.46
Federico Ceccherini,Verona,30, D(C)  , D(C)  ,14(1),1,0,0.3,0.3,0.1,0.9,0,0.3,0.7,6.45
Joakim Maehle,Atalanta,25," D(LR),M(LR)  "," D(LR),M(LR)  ",15(7),2,1,0.9,1.1,0.5,0.5,0.1,0.7,1.2,6.45
Filip Djuricic,Sampdoria,31," AM(CLR),FW  "," AM(CLR),FW  ",19(3),2,0,0.8,1.2,0.9,1.6,0,1.6,2,6.44
Milan Skriniar,Inter,28, D(C)  , D(C)  ,20(1),0,0,0.4,0.3,0.1,0.7,0,0.1,0.7,6.44
Tonny Vilhena,Salernitana,28," D(L),M(CL)  "," D(L),M(CL)  ",19(3),3,1,1.2,0.6,0.5,1.1,0,1,1.4,6.44
Dodô,Fiorentina,24, D(R)  , D(R)  ,18(3),0,2,0.3,0.7,0.7,1,0,0.4,1.1,6.43
Bartosz Bereszynski,Sampdoria,30," D(CLR),M(R)  "," D(CLR),M(R)  ",15,0,0,0.2,0.2,0.3,0.7,0,0.3,0.8,6.43
Isaac Success,Udinese,27," AM(LR),FW  "," AM(LR),FW  ",16(9),0,5,1.1,1,0.8,2.5,0.4,1.6,3,6.43
Tomás Rincón,Sampdoria,35, M(CR)  , M(CR)  ,18(4),0,2,0.4,0.7,0.6,0.8,0,0.8,0.9,6.43
Luka Lochoshvili,Cremonese,24, D(C)  , D(C)  ,14(2),0,1,0.3,0.3,0.3,0.4,0.1,0.3,0.5,6.43
Luca Caldirola,Monza,32, D(CL)  , D(CL)  ,17(3),0,0,0.3,0.2,0,0.8,0,0.1,0.2,6.43
Mërgim Vojvoda,Torino,28," D(CR),M(LR)  "," D(CR),M(LR)  ",11(8),0,4,0.6,0.7,0.4,0.3,0.1,0.7,0.6,6.43
Riccardo Saponara,Fiorentina,31, AM(CL)  , AM(CL)  ,8(12),2,2,1.3,0.8,0.6,0.8,0.2,0.7,0.9,6.43
Duván Zapata,Atalanta,31, FW  , FW  ,8(7),1,1,1.4,0.5,0.6,1.2,0.3,1.4,1.2,6.43
Rui Patrício,Roma,35, GK  , GK  ,25,0,0,0,0,0,0,0,0,0,6.43
Dylan Bronn,Salernitana,27, D(C)  , D(C)  ,16(4),0,0,0.4,0.3,0.3,0.4,0,0.1,0.3,6.43
Charles De Ketelaere,AC Milan,21," M(CLR),FW  "," M(CLR),FW  ",7(14),0,1,0.7,0.8,1.1,0.4,0,1,1,6.43
Johan Vásquez,Cremonese,24, D(CL)  , D(CL)  ,9(4),0,0,0.5,0.2,0.2,0.8,0,0.4,0.6,6.43
Romelu Lukaku,Inter,29," AM(R),FW  "," AM(R),FW  ",7(6),2,1,1.1,0.7,0.2,0.1,0.6,0.7,1.4,6.42
Jean-Daniel Akpa Akpro,Empoli,30," D(R),M(CLR)  "," D(R),M(CLR)  ",9(5),0,0,0.6,0.2,1.1,0.7,0,0.6,1,6.42
Martín Satriano,Empoli,22, FW  , FW  ,18(5),2,1,1.4,0.6,0.6,0.9,0.2,1.7,1.8,6.42
Filippo Ranocchia,Monza,21, Midfielder  , Midfielder  ,5(8),1,0,1.2,0.5,0.6,0.8,0,0.6,0.7,6.42
Michele Castagnetti,Cremonese,33, DMC  , DMC  ,7(8),0,0,0.4,1.2,0.1,0.5,0,0,0.6,6.42
Andrea Consigli,Sassuolo,36, GK  , GK  ,23,0,0,0,0,0,0.1,0,0,0,6.42
Tommaso Augello,Sampdoria,28," D(L),M(L)  "," D(L),M(L)  ",22(2),1,2,0.3,1,0.7,0.5,0,0.5,0.5,6.42
Adama Soumaoro,Bologna,30, D(CR)  , D(CR)  ,14(1),0,0,0.1,0.1,0.1,0.5,0,0,0.3,6.41
Luka Jovic,Fiorentina,25, FW  , FW  ,13(10),4,0,1.7,0.7,0.3,0.3,0.3,0.6,0.9,6.41
Andrea Pinamonti,Sassuolo,23, FW  , FW  ,17(4),3,0,2.2,0.6,0.4,0.9,0.2,2,1.8,6.41
Jeremy Toljan,Sassuolo,28," D(LR),M(LR)  "," D(LR),M(LR)  ",18(1),0,1,0.2,1,0.2,0.4,0,0.3,0.9,6.41
Federico Di Francesco,Lecce,28," M(LR),FW  "," M(LR),FW  ",15(9),1,2,1,0.8,0.4,0.7,0.3,0.8,1.4,6.41
Giacomo Raspadori,Napoli,23," AM(CL),FW  "," AM(CL),FW  ",7(8),1,0,1.7,0.5,0.3,0.3,0.1,0.6,1.4,6.40
Igor Julio,Fiorentina,25," D(C),M(L)  "," D(C),M(L)  ",15(4),0,0,0.3,0.2,0.4,0.4,0,0.4,0.3,6.40
Marlon Santos,Monza,27, D(C)  , D(C)  ,15(4),0,0,0.2,0.1,0.1,0.2,0,0.1,0.2,6.40
Jean-Victor Makengo,Udinese,24, M(CL)  , M(CL)  ,11(5),0,1,0.4,0.3,0.7,0.8,0,0.7,0.9,6.40
Manolo Gabbiadini,Sampdoria,31," AM(CLR),FW  "," AM(CLR),FW  ",14(8),4,1,2.3,0.5,0.1,2,0.5,0.8,1.5,6.40
Adrien Tameze,Verona,29, M(C)  , M(C)  ,22(2),0,0,0.3,0.7,0.7,0.9,0,0.9,1.2,6.39
Alexis Saelemaekers,AC Milan,23, M(R)  , M(R)  ,8(9),0,2,0.6,0.5,0.5,0.8,0,0.9,1.3,6.39
Andrea Colpani,Monza,23, Midfielder  , Midfielder  ,4(13),2,0,0.9,0.5,0.5,0.8,0,0.5,0.8,6.39
Daniele Verde,Spezia,26," AM(CLR),FW  "," AM(CLR),FW  ",8(7),2,0,1.5,0.8,0.3,0.8,0.1,0.7,0.8,6.39
José Machín,Monza,26, M(C)  , M(C)  ,8(6),0,1,0.5,0.5,0.4,0.5,0,0.6,0.6,6.39
Thomas Henry,Verona,28, FW  , FW  ,13(3),2,0,1.1,0.8,0.2,1,0.6,1.6,3.3,6.39
Luis Muriel,Atalanta,31," AM(CL),FW  "," AM(CL),FW  ",6(10),1,2,0.9,1.2,1,0.6,0.1,1,1.8,6.39
Sofyan Amrabat,Fiorentina,26, DMC  , DMC  ,18(4),0,0,0.4,0.5,0.4,1.1,0,0.7,0.9,6.38
Luca Zanimacchia,Cremonese,24, AM(C)  , AM(C)  ,9(6),0,0,1.3,0.9,0.3,0.7,0.1,0.8,1.3,6.38
Divock Origi,AC Milan,27," AM(LR),FW  "," AM(LR),FW  ",6(11),2,1,1.1,0.5,0.6,0.8,0.2,1.1,1.9,6.38
Charles Pickel,Cremonese,25, M(C)  , M(C)  ,21(2),1,0,0.7,0.6,0,0.5,0.1,0.6,1,6.38
Pedro Obiang,Sassuolo,30, DMC  , DMC  ,9(5),0,1,0.4,0.1,0.1,0.4,0,0.1,0.4,6.38
Cyriel Dessers,Cremonese,28, FW  , FW  ,15(4),5,1,2.1,0.9,0.4,0.6,1,1,2.4,6.38
Kingsley Ehizibue,Udinese,27," D(R),M(R)  "," D(R),M(R)  ",8(11),1,0,0.3,0.3,0.3,0.5,0.1,0.4,0.5,6.37
Simone Verdi,Verona,30," AM(CLR),FW  "," AM(CLR),FW  ",5(8),1,0,0.9,0.8,0.7,0.7,0.1,1.5,1.4,6.37
Fabio Miretti,Juventus,19, AM(C)  , AM(C)  ,9(9),0,1,0.9,0.7,0.5,0.8,0.1,1.1,1.6,6.36
Miguel Veloso,Verona,36, M(C)  , M(C)  ,10(5),0,0,0.9,0.8,0.2,0.5,0,0.2,0.3,6.36
Tommaso Pobega,AC Milan,23, M(C)  , M(C)  ,6(7),1,0,0.8,0.3,0.2,0.3,0,0.2,0.6,6.36
Antonín Barak,Fiorentina,28, AM(CR)  , AM(CR)  ,13(7),2,0,1.1,0.8,0.5,0.5,0.1,0.9,1.3,6.36
Leandro Paredes,Juventus,28, DMC  , DMC  ,5(11),0,0,0.6,0.5,0.1,0.4,0,0.1,0.3,6.36
Nemanja Radonjic,Torino,27," M(CLR),FW  "," M(CLR),FW  ",10(12),2,1,1.7,0.6,1,0.4,0.5,1,1.9,6.35
Giovanni Simeone,Napoli,27," AM(R),FW  "," AM(R),FW  ",0(15),3,0,0.5,0.3,0.2,0.3,0.1,0.5,1,6.35
Samuele Birindelli,Monza,23, M(R)  , M(R)  ,12(9),0,1,0.6,0.7,0.4,0.5,0.1,0.5,0.9,6.35
Jeison Murillo,Sampdoria,30, D(C)  , D(C)  ,10(3),0,0,0.1,0.1,0.2,1.2,0,0.1,0.5,6.35
Soualiho Meïté,Cremonese,28, M(C)  , M(C)  ,16(2),0,1,0.6,0.4,0.6,1.2,0,1,1,6.34
Dimitrios Nikolaou,Spezia,24, D(C)  , D(C)  ,22(1),0,0,0.3,0.2,0.3,0.6,0,0.3,0.5,6.34
Mattia De Sciglio,Juventus,30," D(CLR),M(LR)  "," D(CLR),M(LR)  ",7(6),0,0,0.3,0.4,0.2,0.6,0,0.5,0.5,6.34
Mattia Caldara,Spezia,28, D(C)  , D(C)  ,10(6),0,0,0.6,0.1,0.1,0.6,0,0.3,0.3,6.34
Nedim Bajrami,Empoli,24, AM(C)  , AM(C)  ,8(11),1,1,1.1,0.8,0.6,0.3,0.2,0.9,1.3,6.34
Gian Marco Ferrari,Sassuolo,30, D(C)  , D(C)  ,17(4),1,0,0.3,0,0,1.1,0,0,0.2,6.34
Filippo Terracciano,Verona,20, Midfielder  , Midfielder  ,4(9),0,0,0.2,0.4,0.2,0.9,0,0.2,0.8,6.34
Tolgay Arslan,Udinese,32, M(C)  , M(C)  ,11(13),1,0,0.8,0.5,0.5,1,0,0.5,0.9,6.34
Lorenzo Colombo,Lecce,21, FW  , FW  ,12(10),4,2,1.5,0.6,0.5,0.4,0.3,1.5,2.7,6.33
Nicolas Haas,Empoli,27, M(C)  , M(C)  ,10(7),1,0,0.4,0.4,0.1,0.5,0.1,0.4,0.9,6.33
Moise Kean,Juventus,23," AM(LR),FW  "," AM(LR),FW  ",9(14),5,0,1.4,0.3,0.4,0.6,0.3,0.8,1,6.33
Robin Gosens,Inter,28," D(L),M(CL)  "," D(L),M(CL)  ",4(18),1,0,0.4,0.3,0.3,0,0,0.1,0.6,6.33
Kristian Thorstvedt,Sassuolo,23, M(C)  , M(C)  ,11(11),2,1,0.7,0.3,0.1,1,0,0.5,0.7,6.33
Yayah Kallon,Verona,21, AM(C)  , AM(C)  ,6(12),1,1,0.9,0.7,0.3,1.1,0.2,0.8,1.3,6.32
Enzo Ebosse,Udinese,23, D(C)  , D(C)  ,9(11),0,0,0.2,0.1,0.2,0.2,0.1,0.2,0.4,6.31
Joaquín Correa,Inter,28," AM(CL),FW  "," AM(CL),FW  ",4(13),3,1,0.5,0.3,0.1,0.6,0.1,0.7,1.3,6.30
Grigoris Kastanos,Salernitana,25, AM(CR)  , AM(CR)  ,4(11),1,0,0.7,0.4,0.1,1.1,0,0.3,0.6,6.30
Cristian Buonaiuto,Cremonese,30, Midfielder  , Midfielder  ,3(15),0,0,1.3,0.6,0.7,0.6,0,0.7,1.1,6.30
Lameck Banda,Lecce,22, AM(L)  , AM(L)  ,13(12),1,1,1,0.4,1.2,1.1,0.4,1.1,1.9,6.29
Valerio Verre,Sampdoria,29," AM(CL),FW  "," AM(CL),FW  ",6(12),0,0,0.8,0.7,0.6,0.7,0.1,1.1,1.2,6.29
Federico Bonazzoli,Salernitana,25," AM(C),FW  "," AM(C),FW  ",12(9),2,1,1.5,0.4,0.6,1.2,0.3,0.6,2,6.29
Gregoire Defrel,Sassuolo,31," AM(CR),FW  "," AM(CR),FW  ",8(6),1,0,0.6,0.5,0.3,0.4,0.2,0.6,1.4,6.28
Alfred Duncan,Fiorentina,29, DMC  , DMC  ,7(7),0,0,0.2,0.2,0.4,0.2,0,0.7,0.7,6.28
Junior Sambia,Salernitana,26," D(R),M(CR)  "," D(R),M(CR)  ",5(9),0,0,0.6,0.2,0.2,0.7,0,0.4,0.4,6.27
Remi Oudin,Lecce,26," M(CLR),FW  "," M(CLR),FW  ",2(16),0,0,0.7,0.4,0.1,0.3,0.1,0.2,0.4,6.26
Liam Henderson,Empoli,26, AM(C)  , AM(C)  ,9(8),0,1,0.5,0.8,0,0.4,0.1,0.2,0.6,6.26
Emmanuel Gyasi,Spezia,29," M(LR),FW  "," M(LR),FW  ",22,1,0,1.2,0.6,0.3,1,0.8,1.4,2.2,6.26
Demba Seck,Torino,22, Forward  , Forward  ,5(8),0,0,0.6,0.4,0.9,1.1,0.5,0.8,1.7,6.25
Albin Ekdal,Spezia,33, M(C)  , M(C)  ,8(10),0,2,0.5,0.3,0.3,0.8,0,0.4,0.9,6.25
Daniel Ciofani,Cremonese,37, FW  , FW  ,5(17),4,0,0.9,0.3,0,0.4,0.1,0.3,0.7,6.24
Kristoffer Askildsen,Lecce,22, M(C)  , M(C)  ,6(12),0,0,0.5,0.3,0.2,0.3,0.1,0.2,0.7,6.22
Nicolò Zaniolo,Roma,23," AM(CR),FW  "," AM(CR),FW  ",12(1),1,0,2.2,0.6,0.7,2.5,0.3,2.7,3,6.21
Domagoj Bradaric,Salernitana,23," D(L),M(L)  "," D(L),M(L)  ",14(6),0,1,0.3,0.6,0.4,0.5,0.2,0.4,0.9,6.21
Tanguy Ndombélé,Napoli,26, M(C)  , M(C)  ,6(17),0,0,0.6,0.3,0.7,0.8,0,0.6,0.9,6.20
Agustín Álvarez Martínez,Sassuolo,21, Forward  , Forward  ,1(17),1,1,0.6,0.1,0.3,0.2,0.1,0.6,0.9,6.20
Toma Basic,Lazio,26, M(C)  , M(C)  ,4(12),0,0,0.4,0.3,0,0.7,0,0.3,0.6,6.20
Erik Botheim,Salernitana,23, Forward  , Forward  ,3(14),1,1,0.2,0.4,0.1,0.4,0,0.3,0.5,6.19
Ronaldo Vieira,Sampdoria,24, DMC  , DMC  ,8(8),0,0,0.3,0,0.1,0.6,0,0.4,0.4,6.18
Kevin Lasagna,Verona,30," AM(CL),FW  "," AM(CL),FW  ",13(8),1,2,2,0.6,0.4,0.9,0.7,1.5,2.1,6.18
Giacomo Quagliata,Cremonese,23, D(L)  , D(L)  ,4(9),0,0,0.7,0.5,0.3,0.6,0,0.3,0.7,6.18
Michel Aebischer,Bologna,26, M(CR)  , M(CR)  ,9(12),1,0,0.5,0.4,0,0.7,0.2,0.5,0.8,6.17
Emil Ceïde,Sassuolo,21, Forward  , Forward  ,3(11),0,0,0.3,0.4,0.3,0.4,0,0.4,0.5,6.17
Abdou Harroui,Sassuolo,25," DMC,M(R)  "," DMC,M(R)  ",2(13),1,0,0.6,0.1,0.1,0,0,0.5,0.4,6.17
Matteo Cancellieri,Lazio,21, Forward  , Forward  ,1(15),0,0,0.3,0.2,0.1,0.5,0.3,0.1,0.6,6.16
Francesco Caputo,Sampdoria,35, FW  , FW  ,13(2),1,0,1.3,0.6,0.2,1.6,0.7,0.9,1.4,6.16
Andrea Belotti,Roma,29, FW  , FW  ,3(18),0,0,0.5,0.4,0.2,0.8,0.2,0.4,1,6.15
Christian Gytkjær,Monza,32, FW  , FW  ,3(14),1,0,0.6,0.2,0.1,0.2,0.6,0.3,0.7,6.14
Gonzalo Villar,Sampdoria,24, DMC  , DMC  ,8(7),0,0,0.1,0,0.2,1.2,0,0.3,0.7,6.08
Fabio Quagliarella,Sampdoria,40, FW  , FW  ,2(15),0,0,1.2,0.2,0.1,0.6,0.3,0.2,1.1,6.04
Felix Afena-Gyan,Cremonese,20, Forward  , Forward  ,5(11),0,0,0.9,0.2,0.4,0.4,0.3,0.9,1.4,6.04
