Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Pedro,Roma,35," M(CLR),FW  ",20(7),1601,0.9,0.3,0.9,0,0,1,0,0,6.67
Roberto Pereyra,Udinese,32," M(CLR),FW  ",34,2936,0.5,0.8,1.1,0,0.6,0.5,0.1,0,6.67
Ivan Ilic,Verona,21, M(C)  ,19(10),1834,0.9,0.9,0.8,0,0.8,0.5,0.2,0,6.67
Rafael Tolói,Atalanta,32, D(C)  ,29(2),2541,1.6,1.1,1.2,0.1,2,0.7,0.2,0,6.67
Lucas Leiva,Lazio,36," D(C),M(C)  ",30(2),2157,2.1,1.8,1.5,0,0.7,1.8,0,0,6.67
Gaetano Letizia,Benevento,32," D(LR),M(LR)  ",18(6),1569,1.5,0.8,0.6,0.5,1.5,0.8,0.1,0,6.67
Darko Lazovic,Verona,32, M(CLR)  ,27(5),2504,0.9,0.6,0.3,0,0.8,0.7,0.2,0,6.67
Alexis Saelemaekers,AC Milan,23, M(R)  ,27(5),2037,1.3,0.8,0.9,0,0.1,1.3,0,0,6.66
Adam Marusic,Lazio,30," D(CLR),M(LR)  ",33(3),2971,1.1,1.1,0.5,0.3,1.3,0.6,0.2,1,6.66
Giorgos Kyriakopoulos,Sassuolo,27," D(L),M(L)  ",16(7),1461,1.5,0.7,0.7,0.2,1.4,0.9,0.2,0,6.66
Leonardo Bonucci,Juventus,35, D(C)  ,24(3),2034,0.7,1.2,0.8,0.3,2.4,0.3,0.5,0,6.66
Simone Verdi,Torino,30," AM(CLR),FW  ",17(16),1621,0.6,0.2,0.7,0,0.1,0.4,0,0,6.66
Lyanco,Torino,26, D(CR)  ,21(2),1959,0.9,2,1,0.8,3.1,0.3,1.1,0,6.66
Adama Soumaoro,Bologna,30, D(CR)  ,19(1),1755,1.2,1,1.7,0.7,3.3,0.3,1.2,0,6.65
Federico Ceccherini,Verona,30, D(C)  ,23(2),1749,0.6,1.6,1.9,0.1,2.4,0.2,0.3,0,6.65
Tomás Rincón,Torino,35, M(CR)  ,33(3),2861,1.9,0.9,2,0.1,1.1,1,0.2,0,6.65
Rick Karsdorp,Roma,28," D(R),M(R)  ",28(6),2550,1.1,0.9,1.1,0.3,0.9,0.8,0,0,6.64
Bryan Cristante,Roma,28," D(C),M(C)  ",22(12),2149,0.8,1.2,0.9,0.6,1.8,0.6,0.2,1,6.64
Tolgay Arslan,Udinese,32, M(C)  ,25(5),1837,1.7,0.7,1.3,0.1,0.4,1,0.1,0,6.64
Andreas Cornelius,Parma Calcio 1913,29, FW  ,21(8),1903,0.4,0,1.2,0,0.9,0.3,0.1,0,6.64
Adrien Tameze,Verona,29, M(C)  ,28(5),2313,1.2,1,1.1,0.1,1.2,0.6,0.2,0,6.64
Alex Meret,Napoli,25, GK  ,22,1980,0,0,0,0,0.6,0,0,0,6.64
Charalampos Lykogiannis,Cagliari,29," D(CL),M(L)  ",29(2),2430,1.1,1,0.9,0.3,2.5,0.5,0.4,0,6.63
Lucas Martínez,Fiorentina,26, D(C)  ,15(6),1483,1.5,1.9,1.1,0.5,2.1,1.1,0.4,0,6.63
Mario Pasalic,Atalanta,28, M(CLR)  ,10(15),1115,1,0.3,0.8,0,0.2,0.3,0,0,6.63
Mário Rui,Napoli,31," D(L),M(L)  ",17(10),1666,0.9,1,0.6,0.1,0.8,0.6,0.1,0,6.63
Julian Chabot,Spezia,25, D(C)  ,19(6),1655,1.9,1.5,1.3,1.3,1.7,0.6,0.5,0,6.63
Maya Yoshida,Sampdoria,34, D(CR)  ,25(7),2273,0.5,1.8,0.5,0.8,2.8,0.2,1.1,0,6.63
Arthur,Juventus,26, DMC  ,13(9),1158,0.8,0.8,0.5,0,0.4,0.9,0,0,6.63
Rodrigo Becão,Udinese,27, D(C)  ,32(3),2784,1.7,1.9,1.4,0.2,2.6,0.6,0.8,0,6.63
Lorenzo Tonelli,Sampdoria,33, D(C)  ,21(2),1786,1.4,1.1,1.3,0.6,4,0.5,0.6,0,6.62
Manuel Lazzari,Lazio,29," D(R),M(R)  ",30(2),2620,0.8,0.6,0.8,0.1,0.8,0.8,0.1,1,6.62
Samir Handanovic,Inter,38, GK  ,37,3242,0,0,0,0,0.2,0,0,1,6.62
Tommaso Augello,Sampdoria,28," D(L),M(L)  ",37,3222,1.1,0.9,0.4,0.4,1.7,0.4,0.1,0,6.62
Kamil Glik,Benevento,35, D(C)  ,36,3207,1.2,1.7,0.9,0.8,4.2,0.8,0.9,1,6.61
Konstantinos Manolas,Napoli,31, D(C)  ,27(3),2301,1,0.8,0.7,0.6,2.5,0.2,0.4,0,6.61
Emmanuel Gyasi,Spezia,29," M(LR),FW  ",32(5),2858,0.8,0.4,1.8,0,0.2,0.6,0.1,0,6.61
Gervinho,Parma Calcio 1913,35," M(LR),FW  ",25(2),2032,0.2,0.4,0.3,0,0.1,0.5,0,0,6.61
Tommaso Pobega,Spezia,23, M(C)  ,17(3),1243,1.2,0.5,1.4,0.2,1,1,0.1,0,6.61
Riccardo Sottil,Cagliari,23, AM(LR)  ,12(9),1191,0.3,0.2,0.8,0,0.1,0.3,0,0,6.60
Giacomo Raspadori,Sassuolo,23," AM(CL),FW  ",13(14),1230,0.2,0.1,0.3,0,0.3,0.1,0.2,0,6.60
Brahim Díaz,AC Milan,23, AM(CLR)  ,15(12),1236,0.7,0.1,0.5,0,0.1,0.5,0,0,6.60
Mikkel Damsgaard,Sampdoria,22, AM(CL)  ,18(17),1772,1.2,0.7,0.7,0,0.3,1.4,0.1,0,6.60
Arturo Vidal,Inter,35, M(CR)  ,14(9),1144,1.2,1.3,1.2,0,0.4,1.3,0.1,0,6.60
Nicola Sansone,Bologna,31," AM(LR),FW  ",11(15),1167,0.8,0.3,0.9,0,0.3,0.8,0,0,6.60
Yann Karamoh,Parma Calcio 1913,24," AM(CLR),FW  ",16(8),1302,1.1,0.2,0.6,0,0.4,0.8,0,0,6.60
Cristiano Biraghi,Fiorentina,30," D(L),M(L)  ",31(4),2809,1.2,0.8,0.8,0.2,1.4,0.5,0.3,0,6.60
Miguel Veloso,Verona,36, M(C)  ,15(6),1320,1.2,0.6,0.9,0,1,1.2,0,0,6.59
Pau López,Roma,28, GK  ,20(1),1816,0.1,0,0,0,0.6,0,0,0,6.59
Borja Mayoral,Roma,25, FW  ,18(13),1554,0.1,0,0.3,0,0.2,0.3,0,0,6.59
Pepe Reina,Lazio,40, GK  ,29,2610,0,0,0,0,0.5,0,0,0,6.59
Samir,Udinese,28, D(CL)  ,24(6),2209,1.3,1.9,1.3,0.2,1.9,0.5,0.6,0,6.58
Luca Ceppitelli,Cagliari,33, D(C)  ,16(3),1469,1.3,1.3,0.8,0.5,3,0.6,0.6,0,6.58
Koffi Djidji,Crotone,30, D(CL)  ,16(4),1522,2,1.4,1.1,0.7,3.5,0.5,1,0,6.58
Roberto Gagliardini,Inter,28, DMC  ,14(14),1228,1.1,0.7,0.8,0,0.5,0.8,0.1,0,6.58
Matteo Darmian,Inter,33," D(CLR),M(LR)  ",14(12),1161,1.2,0.7,0.8,0,1.2,0.5,0.1,0,6.58
Gonzalo Villar,Roma,24, DMC  ,21(12),1862,1.3,0.7,1.5,0,0.4,1.3,0.1,0,6.58
Matteo Pessina,Atalanta,25, AM(CR)  ,21(7),1657,0.5,0.6,0.9,0,0.2,0.6,0.1,0,6.57
Gianluca Lapadula,Benevento,33, FW  ,29(8),2576,0.6,0.1,1.3,0,0.4,0.5,0.1,0,6.57
Kevin Agudelo,Spezia,24," AM(CR),FW  ",14(15),1354,1.3,0.3,0.7,0,0,0.8,0,0,6.57
Bruno Alves,Parma Calcio 1913,41, D(C)  ,18(1),1631,0.7,1.4,1.1,0.4,4.2,0.1,0.6,0,6.57
Eldor Shomurodov,Genoa,27, FW  ,16(15),1680,0.9,0.2,1.3,0,0.3,0.9,0.1,0,6.57
Salvador Ferrer,Spezia,25, D(R)  ,14(4),1191,1.1,1.3,0.8,0.5,1.9,0.8,0.2,0,6.57
Joakim Maehle,Atalanta,25," D(LR),M(LR)  ",12(8),1211,0.9,0.6,0.5,0,0.2,0.6,0.1,0,6.56
Stefano Okaka,Udinese,33, FW  ,17(5),1493,0.5,0.1,1.7,0,0.9,0.4,0,0,6.56
Adrien Silva,Sampdoria,33, M(C)  ,18(6),1604,2,1.3,1.5,0,0.3,1.5,0,0,6.56
Jasmin Kurtic,Parma Calcio 1913,34, M(CL)  ,31(3),2747,1.4,1,1.3,0,1.6,1.4,0.1,0,6.56
Marvin Zeegelaar,Udinese,32," D(CL),M(L)  ",23(1),1754,1.7,1,1.6,0,1.5,0.8,0.4,0,6.56
Andrea Petagna,Napoli,27, FW  ,9(17),956,0.1,0,0.7,0,0.3,0.2,0,0,6.55
Rogerio,Sassuolo,25," D(L),M(L)  ",21(7),1874,0.9,1.1,1,0.3,1.5,0.3,0.2,0,6.55
Martin Erlic,Spezia,25, D(C)  ,19(8),1793,0.9,1.5,1.4,0.8,2.5,0.3,0.6,0,6.55
Bruno Peres,Roma,33," D(LR),M(LR)  ",14(16),1418,0.7,0.9,0.8,0.1,0.3,0.4,0.1,0,6.55
Felipe Caicedo,Lazio,34, FW  ,9(16),922,0.4,0.2,1,0,0.1,0.3,0,0,6.55
Salvatore Molina,Crotone,31," DMC,M(LR)  ",28(1),2324,1.3,0.6,0.8,0.1,1,0.6,0.3,1,6.55
Ashley Young,Inter,37," D(LR),M(LR)  ",16(10),1424,0.6,0.2,0.5,0.1,1,0.4,0,0,6.54
Pierluigi Gollini,Atalanta,27, GK  ,25,2158,0,0,0,0,0.7,0,0,0,6.54
Matteo Ricci,Spezia,28, M(C)  ,26(3),2234,1.4,1.2,0.9,0,0.4,0.9,0.1,0,6.54
Diego Farias,Spezia,32," AM(CLR),FW  ",17(12),1516,0.3,0.4,0.6,0,0.1,0.6,0,0,6.54
Leonardo Pavoletti,Cagliari,34, FW  ,17(16),1581,0.2,0.1,1.3,0,0.9,0.6,0.1,0,6.54
Nicolò Rovella,Genoa,21, DMC  ,12(8),1186,1.5,1,1,0,0.9,1.2,0,0,6.54
Keita Baldé,Sampdoria,28," AM(LR),FW  ",12(13),1196,0.4,0,1.3,0,0.1,0.2,0,0,6.54
Kevin Bonifazi,Udinese,26, D(C)  ,28(2),2472,1.1,1.7,0.9,0.5,2.7,0.5,0.7,0,6.53
Sofyan Amrabat,Fiorentina,26, DMC  ,28(3),2444,1.3,0.7,1.9,0.1,0.4,1,0.2,0,6.53
Nicolas Nkoulou,Torino,32, D(C)  ,16(2),1359,0.8,1.8,0.8,0.7,3.9,0.3,0.8,0,6.53
Gastón Ramírez,Sampdoria,32," AM(CLR),FW  ",10(15),966,1.2,0.2,1.3,0,0.4,0.8,0.1,0,6.53
Aleksey Miranchuk,Atalanta,27," M(CR),FW  ",4(21),661,1,0.1,0.7,0,0,0.1,0,0,6.53
Danilo,Bologna,38, D(C)  ,34(1),3131,0.9,1.5,1.1,0.5,3.3,0.6,1,0,6.53
Gaetano Castrovilli,Fiorentina,26, M(C)  ,29(5),2349,1,1,1.2,0,0.4,0.9,0.1,0,6.53
Mattias Svanberg,Bologna,24, M(CL)  ,24(10),1863,1.1,0.9,1.4,0,0.6,0.9,0.1,0,6.52
Ivan Radovanovic,Genoa,34," D(C),DMC  ",24(9),2228,0.5,1.1,0.8,0.2,3.3,0.6,0.6,0,6.52
Nicolás Domínguez,Bologna,24, M(C)  ,15(13),1258,1.7,0.9,0.8,0,0.7,0.8,0.3,0,6.52
Andrea Masiello,Genoa,37, D(CR)  ,30,2567,1.3,1.8,0.5,0.2,3.4,0.8,0.4,0,6.52
Walace,Udinese,27, DMC  ,23(7),2059,1.7,1.1,1,0,0.7,1.3,0.1,0,6.52
Ivan Provedel,Spezia,28, GK  ,29,2610,0.1,0.1,0,0,0.9,0.1,0,0,6.52
Miha Zajc,Genoa,28," M(C),FW  ",22(9),1871,0.7,0.9,0.9,0,0.6,0.8,0.1,0,6.51
Riccardo Improta,Benevento,29," DMC,M(L)  ",23(11),2335,1.1,0.8,0.7,0.1,1.3,0.7,0.1,1,6.51
Riccardo Gagliolo,Parma Calcio 1913,32, D(CL)  ,22(6),1956,1.6,1.3,1,0.2,1.8,0.6,0.3,0,6.51
Maxime Lopez,Sassuolo,25, M(CR)  ,22(7),1871,0.8,0.6,0.8,0,0.3,0.9,0,0,6.51
Daniele Verde,Spezia,26," AM(CLR),FW  ",13(9),983,0.2,0.4,0.1,0,0.2,0.3,0,0,6.50
Jakub Jankto,Sampdoria,27, M(CLR)  ,29(6),2423,0.8,0.7,0.5,0,0.8,0.7,0,0,6.50
Marco Silvestri,Verona,32, GK  ,34,3060,0,0,0.1,0,0.9,0,0,1,6.49
Bartlomiej Dragowski,Fiorentina,25, GK  ,37,3151,0,0,0,0,0.8,0,0,0,6.49
Nahuel Molina,Udinese,24," D(R),M(R)  ",18(11),1821,0.9,0.7,0.6,0.1,1.3,0.9,0.1,0,6.49
Sandro Tonali,AC Milan,22, DMC  ,17(8),1338,1.1,0.9,0.7,0,0.7,0.6,0.2,0,6.49
Giulio Maggiore,Spezia,24, M(C)  ,26(7),2225,1.8,0.6,1.8,0.1,0.6,1,0.2,0,6.48
Sasa Lukic,Torino,26, M(C)  ,24(8),2112,1,0.5,1.4,0,0.4,1.1,0.2,0,6.48
Pawel Dawidowicz,Verona,27, D(C)  ,22(8),1866,1.4,0.9,1.3,0,2,0.3,0.6,0,6.48
Mert Müldür,Sassuolo,23, D(R)  ,18(10),1678,1.5,1.3,0.7,0.2,1.3,0.9,0,0,6.48
Sebastian Walukiewicz,Cagliari,22, D(C)  ,18(1),1618,1.4,1.9,0.9,0.7,3,0.9,0.7,0,6.47
Claudio Terzi,Spezia,38, D(C)  ,22(3),1874,1.4,1.4,1,0.8,2.2,0.4,0.5,0,6.47
Germán Pezzella,Fiorentina,31, D(C)  ,32,2748,1.1,1.1,1,0.7,3.3,0.4,0.4,0,6.46
Samu Castillejo,AC Milan,28, AM(CLR)  ,12(16),1178,0.9,0.2,0.9,0,0.3,0.9,0,0,6.46
Gregoire Defrel,Sassuolo,31," AM(CR),FW  ",14(14),1335,0.5,0.3,0.5,0,0.1,0.3,0,0,6.46
Roberto Insigne,Benevento,28, AM(C)  ,17(13),1607,0.5,0.2,0.4,0,0.3,0.7,0,0,6.45
Giovanni Simeone,Cagliari,27," AM(R),FW  ",19(14),1744,0.7,0.3,0.7,0,0.5,0.7,0,0,6.45
Andreas Skov Olsen,Bologna,23, M(CR)  ,12(14),1178,0.7,0.1,0.5,0,0.7,0.4,0,0,6.45
Alessandro Tuia,Benevento,32, D(C)  ,19(8),1770,1.4,1.3,1,0.2,3.1,0.4,0.4,0,6.45
Lorenzo De Silvestri,Bologna,34," D(R),M(R)  ",25(4),2149,1.2,1,1.4,0.2,1.7,0.7,0.3,0,6.45
Juan Musso,Udinese,28, GK  ,35,3148,0,0,0.1,0,0.3,0,0,0,6.45
Marash Kumbulla,Roma,23, D(C)  ,14(7),1364,0.8,1.1,1.2,0.6,1.8,0.6,0.2,0,6.44
Pedro Obiang,Sassuolo,30, DMC  ,16(17),1465,1.1,0.7,0.7,0,0.8,0.7,0.2,0,6.44
Pasquale Schiattarella,Benevento,35," DMC,M(R)  ",26(3),2253,1.3,1.1,1.2,0.1,1,1,0.2,0,6.44
Matteo Lovato,Verona,23, D(C)  ,14(10),1384,1,1.5,1,0.3,2,0.5,0.4,0,6.44
Federico Bernardeschi,Juventus,29," M(CLR),FW  ",8(19),961,0.3,0.5,0.5,0,0.2,0.6,0.1,0,6.44
Mërgim Vojvoda,Torino,28," D(CR),M(LR)  ",17(7),1363,1,0.8,0.5,0.1,1.3,0.4,0.2,0,6.43
Carles Pérez,Roma,25," AM(CR),FW  ",6(15),762,0.4,0.3,0.6,0,0,1.2,0,0,6.43
Goran Pandev,Genoa,39," M(CR),FW  ",15(14),1405,0.3,0.1,0.4,0,0.2,0.2,0,0,6.43
Valerio Verre,Sampdoria,29," AM(CL),FW  ",12(15),999,0.4,0.3,0.9,0,0.1,0.6,0.1,0,6.43
Danilo D'Ambrosio,Inter,34," D(CLR),M(LR)  ",7(12),689,0.8,0.2,0.6,0.1,0.7,0.5,0.4,0,6.43
Lorenzo Montipò,Benevento,27, GK  ,37,3330,0,0,0.1,0,1.1,0,0,1,6.42
Emanuel Vignato,Bologna,22, AM(CL)  ,11(20),1193,0.6,0.3,0.4,0,0.2,0.4,0,0,6.42
Paolo Ghiglione,Genoa,26," D(R),M(R)  ",14(9),1360,1.2,0.6,0.8,0.1,1,0.7,0.1,0,6.42
Jens Stryger Larsen,Udinese,32," D(CLR),M(LR)  ",30(3),2647,0.5,0.7,0.4,0.1,1.5,0.5,0.3,0,6.42
Alfred Duncan,Cagliari,29, DMC  ,12(7),1067,0.9,0.8,0.8,0.1,0.4,0.9,0,0,6.41
Simone Zaza,Torino,31, FW  ,15(14),1485,0.5,0.1,1.2,0,0.2,0.5,0,0,6.41
