Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Kylian Mbappé,PSG,24," AM(LR),FW  ",34(1),3032,17,2,38.3,82.2,0.6,1.2,0.1,8.04
Lionel Messi,PSG,35," AM(CR),FW  ",24(2),2153,14,2.4,61.7,86.7,0.3,3.1,0.7,7.77
Neymar,PSG,31," AM(CLR),FW  ",22,1861,6,2.8,55.5,82.2,0.5,1.7,0.5,7.65
Benjamin Bourigeaud,Rennes,29, M(CLR)  ,38,3215,12,3.2,42.1,76.9,2.7,2.7,0.1,7.44
Dimitri Payet,Marseille,35," M(CLR),FW  ",28(3),2597,10,3.2,45.5,81.8,2.3,2.6,0.5,7.44
Martin Terrier,Rennes,26," AM(CL),FW  ",37,2805,3,1.1,24.9,81.1,0.2,1,0.1,7.41
Téji Savanier,Montpellier,31, M(C)  ,28(1),2422,7,2.1,47.5,72.4,1.6,5.5,0.2,7.40
Aurélien Tchouaméni,Monaco,23, DMC  ,33(2),2933,2,0.6,58.9,86.7,0.1,3.1,0.1,7.32
Sofiane Boufal,Angers,29," AM(CLR),FW  ",28(1),2345,4,1.9,30.9,78.3,1.2,1.2,0.1,7.27
Lucas Paquetá,Lyon,25," M(CLR),FW  ",32(3),2713,6,1.2,43.3,79.6,0.2,1.5,0.3,7.24
Jonathan Clauss,Lens,30," D(R),M(LR)  ",35(2),3063,11,2,33.3,73.3,2.1,1.5,0.1,7.22
Marco Verratti,PSG,30, M(C)  ,23(1),1951,2,1.3,87.3,91.6,0.1,2.7,0.2,7.21
Bruno Guimarães,Lyon,25, DMC  ,19(1),1642,3,1.8,66.5,88,0.3,4.7,0.3,7.21
Moussa Dembélé,Lyon,26, FW  ,25(5),2209,4,0.9,14.4,66.1,0,0.1,0,7.21
Romain Faivre,Brest,24, AM(CLR)  ,20(1),1801,5,1.8,35,83.3,1.9,1.2,0.1,7.20
Ángel Di María,PSG,35," M(CLR),FW  ",19(7),1654,7,2.1,39.7,80.3,1.3,1.8,0.2,7.17
Karl Toko Ekambi,Lyon,30," AM(LR),FW  ",26(4),2305,5,1.3,29,80.6,0.5,0.8,0.1,7.15
Gaëtan Laborde,Rennes,28," AM(CLR),FW  ",32(2),2741,8,1.1,18.4,65.7,0.4,0.2,0.1,7.14
Andrei Girotto,Nantes,31," D(C),DMC  ",36,3150,1,0.3,46,81.6,0,3,0,7.13
Franck Honorat,Brest,26," M(LR),FW  ",34,2911,4,1.7,28.7,74.5,1.6,1.2,0.1,7.13
Andy Delort,Nice,31," AM(R),FW  ",26(6),2449,2,1,19.8,61.1,0.3,0.4,0.1,7.09
Lovro Majer,Rennes,25, AM(CR)  ,21(8),1841,8,1.6,33,81,0.8,1.6,0.1,7.06
Ludovic Ajorque,Strasbourg,29, FW  ,31(5),2743,8,1.3,24.6,72.9,0.2,0.7,0.1,7.05
Wissam Ben Yedder,Monaco,32," AM(C),FW  ",29(8),2541,5,0.9,18.1,73.5,0.1,0.4,0.1,7.04
Kiki Kouyaté,Metz,25, D(C)  ,30,2666,0,0.1,38.3,81.4,0,2.5,0,7.04
Frédéric Guilbert,Strasbourg,28," D(CLR),M(R)  ",28(5),2521,4,1.4,29.9,75.5,2,1.5,0,7.04
Amine Gouiri,Nice,23," AM(L),FW  ",32(6),2765,9,1.3,24.7,80.4,0.7,0.9,0.1,7.01
Moses Simon,Nantes,27," M(CLR),FW  ",29(1),2352,8,2.2,20.1,75,1.7,0.6,0,7.01
Randal Kolo Muani,Nantes,24," AM(R),FW  ",34(2),2958,4,1.1,14.1,70.1,0.2,0.1,0,7.01
Hamari Traoré,Rennes,31," D(R),M(R)  ",33,2898,10,1,54.6,84.9,0.5,2.6,0,7.00
Kamaldeen Sulemana,Rennes,21, AM(L)  ,11(9),1018,2,1.1,16,80.3,0.4,1.3,0,7.00
Benjamin André,Lille,32," D(R),M(CLR)  ",33,2764,1,0.5,52.4,80.4,0.1,2.5,0.1,6.99
Jimmy Cabot,Angers,28, M(LR)  ,24,2012,4,0.8,45.6,80.9,0.5,3.1,0,6.99
Florian Sotoca,Lens,32," AM(CR),FW  ",28(7),2487,4,0.9,32.5,78.2,0.2,2.2,0.1,6.99
Florian Tardieu,Troyes,30, M(C)  ,29(1),2631,2,1.6,63.1,86.5,1.2,5,0.1,6.98
Marshall Munetsi,Reims,26," D(C),M(C)  ",20(4),1886,1,0.3,27.9,79.7,0,2,0,6.95
Adrien Thomasson,Strasbourg,29, M(CLR)  ,27(4),2397,4,1.1,39.5,78.8,0.4,1.4,0.2,6.94
Seko Fofana,Lens,27, M(C)  ,38,3364,1,1.1,45.8,89.8,0.2,1.7,0,6.94
Ludovic Blas,Nantes,25," M(CLR),FW  ",35,2978,5,1.2,28.6,80.9,0.4,2.3,0.1,6.94
Cheick Oumar Doucouré,Lens,23, DMC  ,33(1),2948,4,1.2,55.7,87.5,0,2.4,0.2,6.94
Houssem Aouar,Lyon,24, M(CL)  ,29(7),2508,4,1.1,39.1,86.9,0.1,1.2,0.2,6.93
Jonas Omlin,Montpellier,29, GK  ,29,2589,0,0,30.7,74.6,0,5.9,0,6.93
Danilo Pereira,PSG,31," D(C),DMC  ",22(5),2039,0,0.2,57.1,94.6,0,2.4,0.1,6.93
Achraf Hakimi,PSG,24," D(LR),M(R)  ",28(4),2486,6,1,49.9,90.4,0.3,0.9,0,6.93
Fabien Centonze,Metz,27," D(R),M(R)  ",18(1),1587,1,0.6,31.2,80.1,0.3,1,0,6.92
Emerson,Lyon,28," D(L),M(L)  ",26(3),2267,2,1.1,53.1,86.7,0.8,1.8,0,6.91
Boubacar Kamara,Marseille,23," D(CL),DMC  ",31(3),2779,0,0.7,70.1,90.6,0,3.2,0.1,6.91
Sofiane Diop,Monaco,22, AM(CLR)  ,24(6),1959,4,1.3,28.7,77.6,0.9,1.4,0.2,6.90
Flavien Tait,Rennes,30, M(CLR)  ,24(4),2131,3,1.1,44,86.4,0.1,2.8,0,6.90
Steve Mounié,Brest,28, FW  ,25(10),2313,2,0.5,20.3,60.2,0.1,0.3,0,6.89
Melvin Bard,Nice,22," D(L),M(L)  ",30(3),2593,2,0.7,46.1,82.8,0.5,1.9,0,6.89
Gerson,Marseille,25, M(CLR)  ,29(6),2553,4,0.9,35.6,90.4,0.1,1,0,6.89
Nayef Aguerd,Rennes,26, D(C)  ,31,2738,2,0.1,70.8,89,0,5.6,0,6.88
Dénis Bouanga,Saint-Etienne,28," M(CLR),FW  ",28(6),2449,6,1,20.2,71.7,0.4,1.3,0.1,6.88
William Saliba,Marseille,21, D(C)  ,36,3240,0,0.2,84.5,93.1,0.1,2.3,0,6.87
Mattéo Guendouzi,Marseille,23, M(C)  ,35(3),3154,6,0.9,55.1,88.4,0.2,3.1,0.1,6.87
Jean-Clair Todibo,Nice,23, D(C)  ,35(1),3116,0,0.4,67.3,87.5,0.1,3.5,0.1,6.87
Brendan Chardonnet,Brest,28, D(C)  ,31(1),2687,0,0.3,39.9,81.5,0,5.4,0,6.87
Idrissa Gueye,PSG,33, M(C)  ,18(8),1641,1,0.6,53,93.5,0,1.4,0,6.86
Marquinhos,PSG,28," D(CR),DMC  ",32,2862,0,0.2,74.7,93.6,0,4.3,0.1,6.86
Valentin Rongier,Marseille,28," D(R),M(C)  ",25(7),2199,1,0.5,56.6,90.1,0.1,2,0.1,6.85
Predrag Rajkovic,Reims,27, GK  ,38,3420,0,0,27.4,65.6,0,5.6,0,6.85
Renato Sanches,Lille,25, M(CR)  ,20(5),1657,5,1.4,44.9,85.1,0.8,4.8,0.1,6.85
Azor Matusiwa,Reims,24, DMC  ,29,2469,1,0.6,40.6,83.7,0,3.4,0,6.84
Jonathan Gradit,Lens,30, D(CR)  ,35,3073,0,0.4,58.6,89.2,0.1,2.8,0.1,6.84
Ruben Aguilar,Monaco,29," D(R),M(R)  ",22(6),2138,2,0.4,50.6,84.9,0.2,2.3,0.1,6.84
Ander Herrera,PSG,33, M(C)  ,12(7),1093,2,0.9,55.2,92.3,0.1,2.5,0.3,6.84
Hugo Ekitike,Reims,20, FW  ,15(9),1275,3,0.7,16.2,71.1,0,0.3,0,6.83
Julien Laporte,Lorient,29, D(C)  ,33,2893,0,0.2,43.7,84.7,0,5.2,0,6.83
Mohamed Bayo,Clermont Foot,24, FW  ,27(5),2426,5,1,16.4,73.1,0.2,0.3,0.1,6.83
Ghislain Konan,Reims,27," D(L),M(L)  ",28,2422,3,1.1,33.3,78.4,0.6,1.7,0,6.83
Sven Botman,Lille,23, D(C)  ,25,2250,1,0.3,60.7,88.1,0,4.1,0,6.83
Baptiste Santamaría,Rennes,28, DMC  ,28(6),2520,1,0.5,44.9,87,0.1,3.6,0,6.83
Cengiz Ünder,Marseille,25, M(CLR)  ,25(7),2209,2,1.1,25.2,79.7,0.8,1,0.1,6.82
Jean Onana,Bordeaux,23, DMC  ,23,1846,2,0.7,45.6,81.8,0.1,3.9,0.3,6.81
Aleksandr Golovin,Monaco,26, M(CLR)  ,17(10),1505,4,1.6,23.5,80.2,1.2,0.7,0.1,6.81
Angelo Fulgini,Angers,26," AM(CLR),FW  ",35(1),2947,4,1.4,36.1,83.3,0.6,0.9,0,6.81
Nicolas de Préville,Metz,32," AM(CLR),FW  ",24(3),1982,2,1,19.3,71.7,0.9,0.7,0,6.80
Rominigue Kouamé,Troyes,26, DMC  ,34,2977,2,0.6,45.4,88.2,0.1,1.5,0.1,6.80
Luan Peres,Marseille,28, D(CL)  ,29(5),2677,2,0.5,52.2,88.1,0.3,2.4,0,6.80
Ronaël Pierre-Gabriel,Brest,24," D(CLR),M(R)  ",29(1),2555,1,0.5,37,84,0.5,1.4,0,6.80
Justin Kluivert,Nice,23, AM(LR)  ,25(3),1883,5,1.3,17.3,76.3,1.5,0.7,0.1,6.79
Mario Lemina,Nice,29, DMC  ,24(8),1972,0,0.2,36.4,87.8,0.1,1.7,0,6.79
Ryad Boudebouz,Saint-Etienne,33," M(CLR),FW  ",27(3),2267,4,1.8,49.1,81.9,0.9,2.9,0.2,6.79
Kevin Volland,Monaco,30," AM(CLR),FW  ",29(5),2450,9,1,17.6,67.9,0.2,0.8,0.2,6.79
Ibrahima Sissoko,Strasbourg,25," D(C),DMC  ",26(9),2306,5,0.8,28.9,80.9,0.1,1.4,0,6.79
Walter Benítez,Nice,30, GK  ,37,3330,0,0,23.4,71,0,4.6,0,6.79
Romain Thomas,Angers,34, D(C)  ,29(1),2566,0,0.1,56.6,86.3,0,4.9,0,6.78
Keylor Navas,PSG,36, GK  ,21,1858,0,0,21.3,89.9,0,2.2,0,6.78
