Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Matheus Pereira,West Brom,26, AM(CLR)  ,30(3),2582,0.8,0.9,1,0,0.4,1.3,0,0,6.96
Vladimír Coufal,West Ham,30," D(R),M(R)  ",34,3055,2.1,1.2,0.9,0.3,2.6,1.1,0.2,0,6.95
Pierre-Emile Højbjerg,Tottenham,27, M(C)  ,38,3420,2.6,1.3,1.8,0,1.7,2,0.2,0,6.95
Luke Ayling,Leeds,31," D(CR),M(R)  ",38,3400,2.8,0.9,0.8,0.4,2,1,0.9,0,6.94
Reece James,Chelsea,23," D(CR),DMC,M(R)  ",25(7),2367,1.7,0.5,1,0.1,1.3,0.7,0.2,0,6.94
Oriol Romeu,Southampton,31, DMC  ,20(1),1768,3.3,1.4,1.4,0,0.7,2,0.3,0,6.93
Matty Cash,Aston Villa,25," D(R),M(CLR)  ",28,2380,2.5,2.1,1.3,0.1,2.9,1.2,0.4,0,6.93
Scott McTominay,Man Utd,26," D(C),DMC  ",24(8),2128,1.6,0.9,1.5,0,1.3,0.4,0.3,0,6.93
Ben Mee,Burnley,33, D(CL)  ,30,2694,1.1,1.4,0.5,0.7,4.9,0.5,1.5,0,6.93
Fred,Man Utd,30, M(C)  ,27(3),2397,2.7,1.5,1.5,0,0.7,2,0.3,0,6.92
César Azpilicueta,Chelsea,33," D(CLR),M(R)  ",24(2),2191,2,1.1,1.2,0.1,2.3,0.7,0.2,0,6.92
Ademola Lookman,Fulham,25," AM(CLR),FW  ",31(3),2756,1,0.6,1.4,0,0.2,0.9,0,0,6.92
Michael Keane,Everton,30, D(CR)  ,33(2),2990,0.8,1.5,0.4,0.3,4.5,0.5,0.9,0,6.92
Rúben Dias,Man City,25, D(C)  ,32,2845,0.8,1.1,0.7,0.3,2.8,0.4,0.7,1,6.91
Thiago Silva,Chelsea,38, D(C)  ,23,1938,0.9,1.4,0.6,0.6,3.6,0.3,0.6,0,6.91
Illan Meslier,Leeds,23, GK  ,35,3150,0,0,0,0,1.2,0,0,1,6.91
Matt Targett,Aston Villa,27," D(L),M(L)  ",38,3405,2.2,1.4,0.7,0.2,2.3,0.8,0.4,0,6.90
Nélson Semedo,Wolves,29," D(LR),M(R)  ",34,2988,2.5,1.2,1.2,0.2,2.1,0.9,0.3,1,6.90
Diogo Jota,Liverpool,26," AM(CLR),FW  ",12(7),1113,0.6,0.3,1.3,0,0.2,1.4,0,0,6.89
Jannik Vestergaard,Southampton,30, D(C)  ,29(1),2575,1.7,1.4,0.6,0.5,4,0.6,0.5,0,6.89
Alexandre Lacazette,Arsenal,31," M(CLR),FW  ",22(9),1931,0.6,0.4,1.2,0,0.4,0.6,0,0,6.89
Andros Townsend,Crystal Palace,31," AM(LR),FW  ",25(9),2259,2.3,1.2,0.8,0,0.4,1.4,0.1,0,6.88
John McGinn,Aston Villa,28, M(CR)  ,37,3330,1.6,1.2,1.2,0.1,0.6,1.5,0.2,0,6.88
Wilfried Zaha,Crystal Palace,30," AM(LR),FW  ",29(1),2614,0.9,0.3,1.1,0,0,0.6,0,0,6.88
Andrew Robertson,Liverpool,28," D(L),M(L)  ",38,3386,1.2,0.6,0.6,0.3,1.8,0.8,0.2,0,6.88
Bukayo Saka,Arsenal,21," D(L),M(CLR)  ",30(2),2562,0.8,0.8,0.9,0,0.6,0.9,0.1,1,6.88
Jorginho,Chelsea,31, DMC  ,23(5),2014,2,1.4,1.1,0,0.7,1.6,0.2,0,6.88
Jonny Evans,Leicester,35, D(CL)  ,28,2476,0.9,1.6,0.6,0.6,3.4,0.2,0.1,1,6.87
Romain Saïss,Wolves,32," D(C),DMC  ",27,2408,1.3,1.9,1.1,0.5,4.1,0.5,0.5,0,6.87
Stuart Dallas,Leeds,31," D(LR),M(CLR)  ",38,3411,1.9,1.2,1.1,0.1,1.2,1.5,0.1,0,6.87
Dwight McNeil,Burnley,23, AM(CLR)  ,34(2),3071,1.3,0.9,0.3,0,0.5,1.1,0.2,0,6.87
Nick Pope,Burnley,30, GK  ,32,2880,0,0.1,0.1,0,1.3,0,0,0,6.86
Tanguy Ndombélé,Tottenham,26, M(C)  ,28(5),2108,1.2,0.6,0.8,0,0.3,0.8,0.1,0,6.86
Yerry Mina,Everton,28, D(C)  ,23(1),1939,0.9,1,0.9,0.3,4.5,0.2,1,0,6.86
N'Golo Kanté,Chelsea,31, DMC  ,24(6),2146,2.6,2,1.2,0,0.9,1,0.1,0,6.86
Tobias Alderweireld,Tottenham,34, D(CR)  ,25,2241,1.4,0.4,0.7,0.7,4.6,0.5,1.1,1,6.86
Dani Ceballos,Arsenal,26, M(CL)  ,17(8),1616,1.5,1.4,0.9,0.1,0.6,1.2,0.2,0,6.85
Bertrand Traoré,Aston Villa,27," AM(R),FW  ",29(7),2338,0.7,0.4,0.9,0,0.3,0.7,0,0,6.85
Mateo Kovacic,Chelsea,28, M(CL)  ,21(6),1820,1.7,0.6,0.6,0,0.3,0.6,0,0,6.84
Joël Veltman,Brighton,31," D(CR),M(R)  ",25(3),2283,2.4,1.2,1.2,0.2,2.1,1,0.2,0,6.84
Oleksandr Zinchenko,Man City,26," D(L),M(CLR)  ",15(5),1474,1.3,1.2,0.5,0.2,1.3,0.5,0.2,0,6.84
Antonee Robinson,Fulham,25," D(L),M(L)  ",24(4),2162,1.6,1.3,0.7,0.1,1.9,0.6,0.1,0,6.84
Kelechi Iheanacho,Leicester,26," AM(C),FW  ",16(9),1458,0.5,0.1,1,0,0,0.5,0,0,6.84
Anthony Martial,Man Utd,27," AM(LR),FW  ",17(5),1488,0.1,0,0.7,0,0.4,0.5,0.1,0,6.84
Lewis Dunk,Brighton,31, D(C)  ,33,2933,0.9,1,0.7,0.7,3.2,0.2,0.6,1,6.84
Kyle Walker-Peters,Southampton,25," D(LR),M(R)  ",30,2649,2.8,1.3,1.1,0.2,1.7,0.8,0.3,0,6.84
Danny Ings,Southampton,30," AM(C),FW  ",26(3),2185,0.8,0.1,0.7,0,0.7,0.6,0.1,0,6.84
Callum Wilson,Newcastle,31, FW  ,23(3),2086,0.5,0.3,1.5,0,0.5,0.4,0.1,0,6.84
Trézéguet,Aston Villa,28, AM(LR)  ,12(9),1166,1.6,0.9,1.9,0,0.6,1.5,0,0,6.83
Timothy Castagne,Leicester,27," D(CLR),M(LR)  ",27,2346,1.9,1.1,0.7,0.2,1.9,0.7,0.2,0,6.82
Pascal Groß,Brighton,31," D(R),M(CR),FW  ",27(7),2482,1.3,0.7,0.6,0,0.4,0.9,0.1,0,6.82
Fabinho,Liverpool,29," D(CR),DMC  ",28(2),2565,1.9,1.5,1,0.5,2.2,0.9,0.3,0,6.82
Stuart Armstrong,Southampton,30, AM(CLR)  ,32(1),2774,1.8,0.7,1,0.1,0.6,1.5,0,0,6.82
Jordan Henderson,Liverpool,32," D(C),M(CLR)  ",20(1),1708,1.1,1.6,0.4,0.6,1.2,0.8,0,0,6.82
Aaron Cresswell,West Ham,33," D(CL),M(L)  ",36,3172,0.9,0.9,0.4,0.1,2,0.4,0.4,0,6.81
Chris Wood,Burnley,31, FW  ,32(1),2750,0.4,0,1.2,0,0.6,0.4,0.1,0,6.81
Eberechi Eze,Crystal Palace,24, AM(CLR)  ,29(5),2565,0.8,0.7,0.5,0,0.2,0.6,0.1,0,6.81
Rúben Neves,Wolves,25, DMC  ,31(5),2680,2.4,1.8,1.3,0.1,1.1,1.4,0.3,0,6.81
Fernandinho,Man City,37," D(CR),DMC  ",12(9),1185,1.5,1.1,1,0.1,0.8,1.1,0.1,0,6.81
Timo Werner,Chelsea,27," AM(CLR),FW  ",29(6),2608,0.6,0.2,0.8,0,0.2,1,0,0,6.81
Pascal Struijk,Leeds,23," D(CL),DMC  ",22(5),2074,1.8,1.7,1,0.2,3.1,0.4,0.8,0,6.81
Tyrone Mings,Aston Villa,29, D(CL)  ,36,3195,0.9,1.1,0.6,0.4,4.7,0.2,1.1,1,6.81
Jonjo Shelvey,Newcastle,31, M(C)  ,29(1),2617,1.3,1.2,1,0,1.3,0.9,0.5,0,6.80
Leandro Trossard,Brighton,28," M(CLR),FW  ",30(5),2622,0.9,0.7,0.8,0,0.1,0.7,0.1,0,6.80
Joachim Andersen,Fulham,26, D(C)  ,30(1),2730,1.1,1.4,1.3,1.1,4.8,0.4,0.4,0,6.79
Karl Darlow,Newcastle,32, GK  ,25,2250,0,0,0,0,1.7,0,0,0,6.79
Rob Holding,Arsenal,27, D(CR)  ,28(2),2558,1.4,0.8,0.8,0.5,4,0.6,0.9,1,6.79
Anwar El Ghazi,Aston Villa,27," AM(LR),FW  ",17(11),1617,0.6,0.2,0.6,0,0.4,0.6,0,0,6.78
Abdoulaye Doucouré,Everton,30, M(C)  ,29,2452,1.8,1.3,0.8,0.1,0.9,1,0.2,0,6.78
Pablo Fornals,West Ham,27, M(CLR)  ,31(2),2583,1.3,1.1,0.8,0,0.2,1.9,0,0,6.78
Pierre-Emerick Aubameyang,Arsenal,33," M(CLR),FW  ",26(3),2337,0.4,0.2,0.4,0,0.5,0.6,0,1,6.78
Ben Godfrey,Everton,25, D(CLR)  ,29(2),2683,1.8,1.1,0.5,0.3,3.5,0.5,1.2,1,6.78
Che Adams,Southampton,26," AM(CL),FW  ",30(6),2675,0.7,0.1,0.8,0.1,0.5,0.3,0.1,0,6.77
Adam Webster,Brighton,28, D(C)  ,29,2595,1,1.6,0.8,0.3,2.9,0.4,0.6,0,6.77
Kyle Bartley,West Brom,31, D(C)  ,28(2),2584,0.9,1.3,1,0.5,5.3,0.4,1.2,0,6.77
Emile Smith Rowe,Arsenal,22, AM(CL)  ,18(2),1448,0.7,0.5,0.3,0,0.5,0.6,0.1,0,6.77
Allan,Everton,32, DMC  ,23(1),2052,3.3,0.8,1.5,0.1,1,2.8,0.5,0,6.77
Kyle Walker,Man City,32," D(CR),M(R)  ",22(2),1947,1.2,0.6,1,0.3,0.9,0.3,0.3,0,6.77
Josh Brownhill,Burnley,27, M(CR)  ,32(1),2816,1.4,2.1,1.1,0,1.1,0.9,0.3,0,6.76
Ferran Torres,Man City,23," AM(LR),FW  ",15(9),1306,0.5,0.1,0.7,0,0.3,0.5,0,0,6.76
Nicolas Pépé,Arsenal,27," AM(LR),FW  ",16(13),1614,0.7,0.4,0.4,0,0.4,0.5,0,0,6.76
Ross Barkley,Aston Villa,29, M(CLR)  ,18(6),1537,0.3,0.2,0.5,0,0.3,0.5,0,0,6.75
Hugo Lloris,Tottenham,36, GK  ,38,3420,0,0,0,0,0.5,0,0,0,6.75
Willy Boly,Wolves,32, D(C)  ,21,1880,1.6,1.5,0.7,0.2,4,0.5,0.6,0,6.75
Dan Burn,Brighton,30," D(CL),M(L)  ",23(4),2060,1.9,1.1,1.3,0.1,2.6,1,0.3,1,6.75
Ezri Konsa,Aston Villa,25, D(CR)  ,35(1),3193,0.7,0.8,0.5,0.4,4.4,0.1,1.3,0,6.75
Jarrod Bowen,West Ham,26," AM(CLR),FW  ",30(8),2579,0.7,0.6,0.4,0,0.1,0.5,0,0,6.75
Thomas Partey,Arsenal,29," D(R),M(CR)  ",18(6),1537,1.8,1,0.8,0,0.6,1.3,0.2,0,6.75
Joelinton,Newcastle,26," AM(CLR),FW  ",23(8),1990,1.1,0.3,0.8,0,0.7,0.7,0.1,0,6.75
Christian Pulisic,Chelsea,24," M(CLR),FW  ",18(9),1738,0.7,0.4,0.5,0,0.3,0.5,0.1,0,6.74
Marc Albrighton,Leicester,33," D(R),M(LR)  ",17(14),1744,1.1,0.5,0.3,0.1,0.6,0.9,0.1,0,6.74
Çaglar Söyüncü,Leicester,26, D(C)  ,19(4),1816,1.2,1.2,0.8,0.6,3.4,0.6,0.4,0,6.74
Alphonse Aréola,Fulham,30, GK  ,36,3240,0,0,0,0,1.1,0.1,0,0,6.74
Sam Johnstone,West Brom,29, GK  ,37,3330,0,0.1,0,0,1,0,0,0,6.74
Alisson,Liverpool,30, GK  ,33,2970,0.1,0.1,0,0,1.3,0,0,0,6.73
Granit Xhaka,Arsenal,30," D(L),M(C)  ",29(2),2522,1.6,0.8,1.3,0,1.2,0.9,0.2,0,6.73
Tosin Adarabioyo,Fulham,25, D(CR)  ,33,2954,1.1,1.3,0.5,0.8,5.8,0.6,0.6,1,6.73
Angelo Ogbonna,West Ham,34, D(C)  ,28,2493,0.9,1.1,1,0.5,4.1,0.3,0.4,0,6.73
Gabriel Magalhães,Arsenal,25, D(C)  ,22(1),1997,1.1,1.1,1,0.5,3.2,0.3,0.8,0,6.73
Callum Hudson-Odoi,Chelsea,22, M(CLR)  ,10(13),1060,1,0.3,0.5,0,0.2,0.6,0,0,6.73
David McGoldrick,Sheff Utd,35," AM(CLR),FW  ",28(7),2402,0.9,0.1,1.3,0,0.7,0.5,0.1,0,6.72
Mason Greenwood,Man Utd,21," AM(R),FW  ",21(10),1826,0.4,0.2,0.5,0,0,0.5,0,0,6.72
Sergio Reguilón,Tottenham,26," D(L),M(L)  ",26(1),2249,1.7,1.2,1,0.3,1.5,0.9,0.3,1,6.72
Conor Townsend,West Brom,30," D(CL),M(L)  ",25,2235,1.8,1.4,0.6,0.1,2,0.8,0.6,0,6.72
Matthew Lowton,Burnley,33," D(LR),M(R)  ",34,3060,1.6,1.6,0.6,0.3,2.3,1.2,0.4,0,6.71
Hakim Ziyech,Chelsea,29, M(CLR)  ,15(8),1180,0.6,0.4,0.8,0,0,0.6,0,0,6.71
Jan Bednarek,Southampton,26, D(C)  ,36,3104,1,2.3,0.8,0.8,3.7,0.7,0.8,1,6.70
Tyrick Mitchell,Crystal Palace,23, D(L)  ,19,1710,3.4,1.1,0.4,0.2,2.4,0.9,0.5,0,6.70
Ethan Ampadu,Sheff Utd,22," D(C),DMC  ",23(2),2091,2.3,2,1,0.2,3.3,1,0.8,1,6.70
Tammy Abraham,Chelsea,25, FW  ,12(10),1036,0.3,0.2,1,0,0.8,0.3,0,0,6.70
Victor Lindelöf,Man Utd,28, D(CR)  ,29,2586,0.8,1.1,0.8,0.6,3.3,0.4,0.5,0,6.69
Kenny Tete,Fulham,27," D(CR),M(R)  ",18(4),1483,2.2,1.2,1.3,0.2,2,0.4,0.2,0,6.69
Chris Basham,Sheff Utd,34," D(CR),M(CR)  ",31,2586,2.2,1.6,0.8,0.3,3.3,0.8,0.5,0,6.69
Héctor Bellerín,Arsenal,27," D(R),M(R)  ",24(1),2093,1.2,1.3,0.8,0.1,1.2,1.2,0.3,0,6.69
Daniel Podence,Wolves,27," AM(CLR),FW  ",22(2),1679,0.5,0.5,0.6,0,0.1,0.7,0,0,6.68
Kieran Tierney,Arsenal,25," D(CL),M(L)  ",26(1),2302,1,0.6,0.5,0.2,2.1,0.7,0.4,0,6.68
Oliver McBurnie,Sheff Utd,26," AM(CL),FW  ",12(11),1319,0.7,0.3,1,0,1.3,0.5,0.1,0,6.67
João Moutinho,Wolves,36, M(C)  ,28(5),2534,2.3,1.4,1.3,0.1,0.7,1.7,0.1,0,6.67
Douglas Luiz,Aston Villa,24, M(C)  ,32(1),2790,1.5,1.3,1.8,0,1.2,1.2,0.5,0,6.67
Edinson Cavani,Man Utd,36," AM(LR),FW  ",13(13),1372,0.5,0.2,0.8,0,0.4,0.4,0,0,6.67
Rodrigo,Leeds,32," M(CLR),FW  ",14(12),1291,0.5,0.2,0.7,0,0.6,0.7,0,0,6.67
Craig Dawson,West Ham,32, D(CR)  ,22,1926,0.5,1.5,0.6,0.2,4,0.3,1,2,6.67
Charlie Taylor,Burnley,29," D(CL),M(L)  ",28(1),2429,1.7,1,0.3,0.2,2.5,0.7,0.7,0,6.67
Isaac Hayden,Newcastle,27," D(C),DMC  ",22(2),1946,2.2,1.8,1.6,0.1,1.9,0.9,0.4,0,6.67
Gylfi Sigurdsson,Everton,33," M(CLR),FW  ",24(12),2256,0.8,0.9,0.6,0,0.5,0.9,0.1,0,6.67
Danny Welbeck,Brighton,32," AM(CLR),FW  ",17(7),1547,0.5,0.3,0.8,0,0.5,0.5,0,0,6.66
Jacob Murphy,Newcastle,28," D(R),M(LR)  ",17(9),1621,1.5,0.5,0.9,0.1,0.9,1,0.1,0,6.66
Eric Dier,Tottenham,29," D(CR),DMC  ",28,2520,0.8,0.8,0.6,0.4,4.4,0.3,1.1,0,6.66
Harrison Reed,Fulham,28," D(R),M(CR)  ",26(5),2251,2,1.6,1.3,0,0.8,1.4,0.4,0,6.66
Miguel Almirón,Newcastle,29," AM(CLR),FW  ",28(6),2438,1.4,0.7,0.5,0,0.5,1.2,0.1,0,6.66
Willian,Arsenal,34, AM(CLR)  ,16(9),1407,0.5,0.3,0.2,0,0.2,0.4,0,0,6.65
Séamus Coleman,Everton,34," D(CR),M(R)  ",18(7),1612,1.6,0.5,0.5,0.1,1.3,0.4,0.2,0,6.65
Leander Dendoncker,Wolves,27," D(C),M(C)  ",28(5),2501,1.6,0.8,0.9,0.2,1.5,0.9,0.5,1,6.65
Jeffrey Schlupp,Crystal Palace,30," D(L),M(CLR)  ",15(12),1426,1.1,0.8,0.9,0,0.4,0.6,0.3,0,6.65
Jordan Pickford,Everton,29, GK  ,31,2743,0,0.1,0,0,1.3,0.1,0,0,6.65
Ciaran Clark,Newcastle,33, D(CL)  ,21(1),1893,1.1,1.3,0.7,0.5,4.5,0.3,0.9,1,6.64
Federico Fernández,Newcastle,34, D(C)  ,24,2083,1.2,0.7,0.6,0.7,6,0.2,1.3,1,6.64
Mason Holgate,Everton,26," D(CR),DMC,M(R)  ",26(2),2290,2,1.3,1,0.3,2.9,1.1,0.5,0,6.63
Conor Gallagher,West Brom,23, AM(C)  ,28(2),2532,2.7,0.9,1.4,0,0.9,2.3,0.3,0,6.63
Ashley Westwood,Burnley,32, DMC  ,38,3411,0.6,1.2,0.9,0,0.8,0.8,0.2,0,6.63
Lucas Moura,Tottenham,30," AM(CLR),FW  ",14(16),1403,1.1,0.6,0.8,0,0.3,0.7,0,0,6.63
Ola Aina,Fulham,26," D(CLR),M(LR)  ",31,2671,1.2,1.5,1,0.4,2.6,0.7,0.2,0,6.63
Lukasz Fabianski,West Ham,37, GK  ,35,3150,0,0,0,0,0.6,0,0,0,6.62
Darnell Furlong,West Brom,27," D(CR),M(R)  ",32(3),2932,1.3,1.4,1,0.2,2.2,0.7,0.5,1,6.62
Georginio Wijnaldum,Liverpool,32, M(CLR)  ,34(4),2947,0.6,0.7,0.4,0,0.4,0.6,0.1,0,6.62
Ezgjan Alioski,Leeds,31," D(L),M(CLR)  ",29(7),2466,2.1,0.6,1.1,0.1,1.1,1.2,0.1,0,6.62
Ederson,Man City,29, GK  ,36,3240,0.1,0,0,0,0.5,0,0,0,6.61
Kai Havertz,Chelsea,23," M(CR),FW  ",18(9),1522,0.7,0.1,1,0.1,0.7,0.8,0,0,6.60
Ben White,Brighton,25," D(CR),DMC  ",36,3195,1.4,1.7,0.8,0.3,1.4,0.9,0.6,0,6.60
Ayoze Pérez,Leicester,29," AM(CLR),FW  ",15(10),1333,1.3,0.4,1.2,0,0.3,1.4,0,0,6.60
Jamaal Lascelles,Newcastle,29, D(C)  ,19,1628,0.7,0.6,0.9,0.4,4.4,0.2,0.9,0,6.60
Mario Lemina,Fulham,29, DMC  ,19(9),1705,2.2,1.1,1.1,0.1,0.7,0.8,0.2,0,6.60
Robert Sánchez,Brighton,25, GK  ,27,2430,0,0,0.1,0,0.5,0,0,0,6.59
Saïd Benrahma,West Ham,27, AM(CLR)  ,14(16),1392,0.8,0.3,0.5,0,0.1,0.7,0,0,6.59
John Egan,Sheff Utd,30, D(C)  ,30(1),2630,1.3,1.3,0.9,0.3,4.2,0.5,1,0,6.58
Curtis Jones,Liverpool,22, AM(CL)  ,13(11),1178,0.7,0.8,0.8,0,0.4,0.5,0,0,6.58
Nemanja Matic,Man Utd,34, DMC  ,12(8),1102,1.3,1.1,0.7,0.1,0.5,0.9,0.3,0,6.58
