Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribble,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Luis Alberto,Lazio,30," AM(CL),FW  "," AM(CL),FW  ",33(1),9,2,2,2.4,1.5,1.1,0.1,1.1,1.4,7.10
Victor Osimhen,Napoli,24, FW  , FW  ,16(8),10,3,2.8,1,0.5,1.5,0.8,0.7,1.9,7.09
Manuel Locatelli,Sassuolo,25, M(C)  , M(C)  ,32(2),4,2,1.2,1.1,0.8,1.4,0,1,1.3,7.08
Duván Zapata,Atalanta,31, FW  , FW  ,29(8),15,9,2.7,1.1,0.9,1.3,0.6,1.8,3.1,7.05
Diego Godín,Cagliari,37, D(C)  , D(C)  ,28,1,0,0.4,0.3,0.6,1,0.1,0.1,0.3,7.04
Davide Calabria,AC Milan,26," D(LR),M(R)  "," D(LR),M(R)  ",30(2),2,1,0.8,0.7,0.6,1.1,0.1,0.4,0.9,7.04
Marcelo Brozovic,Inter,30, M(CR)  , M(CR)  ,29(4),2,6,0.8,1.4,0.3,0.4,0,0.5,0.8,7.03
Danilo,Juventus,31," D(CLR),DMC  "," D(CLR),DMC  ",32(2),1,4,0.6,0.7,0.6,0.6,0.1,0.3,0.5,7.03
Milan Badelj,Genoa,34, M(C)  , M(C)  ,29(1),1,4,0.6,1,1.2,1.1,0,0.7,1,7.02
Simon Kjaer,AC Milan,33, D(C)  , D(C)  ,28,0,2,0.6,0.3,0,0.4,0,0,0.4,7.01
Paulo Dybala,Juventus,29," AM(CR),FW  "," AM(CR),FW  ",14(6),4,3,2.6,1.5,1.4,1.5,0.2,0.9,1.8,7.01
João Pedro,Cagliari,31," AM(CLR),FW  "," AM(CLR),FW  ",37,16,3,2.1,1,1.1,2.6,0.3,0.9,2,7.00
Remo Freuler,Atalanta,30, DMC  , DMC  ,32(2),2,3,0.6,0.9,1.1,0.9,0,0.9,1.5,6.99
Ante Rebic,AC Milan,29," AM(CLR),FW  "," AM(CLR),FW  ",20(7),11,4,1.6,1.3,0.7,0.5,0.4,1.1,2.4,6.99
Fabián Ruiz,Napoli,26, M(CL)  , M(CL)  ,29(4),3,1,1.3,1.2,0.8,0.8,0,0.6,0.7,6.98
Leonardo Spinazzola,Roma,29," D(LR),M(L)  "," D(LR),M(L)  ",25(2),2,4,0.8,1.4,2.2,0.4,0.1,0.3,1.1,6.98
Achraf Hakimi,Inter,24," D(LR),M(R)  "," D(LR),M(R)  ",29(8),7,8,1.1,1,0.9,1,0.2,0.5,1.5,6.98
Marten de Roon,Atalanta,31," D(C),DMC  "," D(C),DMC  ",33(2),1,1,0.5,0.5,0.3,0.7,0,0.3,0.5,6.98
Hirving Lozano,Napoli,27," AM(LR),FW  "," AM(LR),FW  ",23(9),11,3,1.8,1.1,0.9,2.2,0.3,0.7,1.7,6.98
Juraj Kucka,Parma Calcio 1913,36, M(CLR)  , M(CLR)  ,28,7,2,2.1,0.6,1.1,2.5,0.1,1.1,1.7,6.97
Nicolò Barella,Inter,26, AM(C)  , AM(C)  ,32(4),3,7,1,1.3,1,1.5,0.1,0.8,1.8,6.95
Alex Sandro,Juventus,32," D(CL),M(L)  "," D(CL),M(L)  ",20(6),2,1,0.5,0.7,0.8,1.1,0,0.4,0.9,6.94
Rodrigo Bentancur,Juventus,25, M(C)  , M(C)  ,27(6),0,4,0.5,0.9,1.1,0.8,0.1,0.5,0.9,6.94
Vlad Chiriches,Sassuolo,33, D(CR)  , D(CR)  ,22(2),2,1,0.5,0.3,0.5,0.6,0,0.2,0.5,6.93
Roberto Soriano,Bologna,32, AM(CLR)  , AM(CLR)  ,37,9,6,1.6,1.4,1,1.3,0.1,0.8,1.7,6.93
Marco Faraoni,Verona,31," D(R),M(R)  "," D(R),M(R)  ",33(1),4,7,1,0.7,0.6,1.1,0.3,0.4,1.4,6.92
Álvaro Morata,Juventus,30," AM(L),FW  "," AM(L),FW  ",23(9),11,9,1.8,1.3,0.7,1.4,0.6,1.3,2.3,6.91
Andrea Consigli,Sassuolo,36, GK  , GK  ,37,0,0,0,0,0,0.1,0,0,0,6.91
Edin Dzeko,Roma,36, FW  , FW  ,20(7),7,3,2.6,1.1,1,1.4,0.4,1.1,2.1,6.91
Berat Djimsiti,Atalanta,30, D(C)  , D(C)  ,28(5),0,2,0.6,0.6,0.3,0.8,0,0.3,0.8,6.90
Omar Colley,Sampdoria,30, D(C)  , D(C)  ,28(1),2,0,0.4,0.1,0.1,0.8,0,0,0.3,6.90
Federico Dimarco,Verona,25," D(CL),M(L)  "," D(CL),M(L)  ",29(6),5,3,1.1,2.1,0.3,1.4,0.2,0.3,0.8,6.90
Dusan Vlahovic,Fiorentina,23, FW  , FW  ,34(3),21,3,2.3,0.5,0.7,1.9,0.7,2.4,2.9,6.90
Adrien Rabiot,Juventus,27," DMC,M(L)  "," DMC,M(L)  ",25(9),4,2,1,0.3,1.1,0.6,0,0.4,1.1,6.90
Joaquín Correa,Lazio,28," AM(CL),FW  "," AM(CL),FW  ",25(3),8,3,1.9,1,1.3,1.9,0.1,1.3,2.3,6.90
Milan Skriniar,Inter,28, D(C)  , D(C)  ,31(1),3,0,0.5,0.3,0.2,0.8,0,0.4,0.6,6.90
Gianluca Mancini,Roma,26," D(C),DMC  "," D(C),DMC  ",33,4,2,0.8,0.2,0.5,0.8,0,0.2,0.4,6.89
Mattia Zaccagni,Verona,27," AM(CL),FW  "," AM(CL),FW  ",33(3),5,5,0.9,1.1,1.7,3,0.3,1.8,2.1,6.89
Stefan de Vrij,Inter,31, D(C)  , D(C)  ,30(2),1,0,0.4,0.2,0.2,0.3,0,0.1,0.2,6.89
Dries Mertens,Napoli,35," AM(CLR),FW  "," AM(CLR),FW  ",18(11),9,8,1.9,1.2,0.4,0.3,0.2,0.2,0.6,6.88
Morten Thorsby,Sampdoria,26, M(CLR)  , M(CLR)  ,29(4),3,1,0.7,0.5,0.4,0.7,0.1,0.5,1.2,6.87
Rafael Leão,AC Milan,23," AM(CL),FW  "," AM(CL),FW  ",22(8),6,6,1.4,0.9,1.3,0.7,0.1,0.5,1.8,6.87
Simone Bastoni,Spezia,26," D(L),DMC,M(L)  "," D(L),DMC,M(L)  ",19(3),1,6,1,1.3,1.1,1.2,0.1,0.9,1.3,6.86
Kalidou Koulibaly,Napoli,31, D(C)  , D(C)  ,25(1),0,0,0.4,0.2,0.7,0.3,0,0.2,0.3,6.86
Bremer,Torino,25, D(C)  , D(C)  ,33,5,0,0.8,0.2,0.2,0.5,0,0.2,0.7,6.86
Ibañez,Roma,24, D(C)  , D(C)  ,28(2),0,1,0.5,0.4,0.5,1,0,0.3,0.8,6.86
Alessandro Bastoni,Inter,23, D(C)  , D(C)  ,33,0,3,0.3,0.4,0.4,0.8,0,0.2,0.6,6.85
Francesco Acerbi,Lazio,35, D(C)  , D(C)  ,32,0,1,0.3,0.3,0.2,0.8,0.1,0.3,0.7,6.85
Matteo Politano,Napoli,29," AM(CLR),FW  "," AM(CLR),FW  ",22(15),9,4,1.7,0.9,1,1.3,0,0.6,1.2,6.85
Jérémie Boga,Sassuolo,26," AM(CLR),FW  "," AM(CLR),FW  ",20(7),4,2,1.2,0.4,3.2,1.3,0.3,1.1,2.1,6.85
Hans Hateboer,Atalanta,29," D(R),M(R)  "," D(R),M(R)  ",20(2),2,1,1.2,0.9,0.2,0.4,0.1,0.5,1.3,6.84
Kevin Strootman,Genoa,33, DMC  , DMC  ,18,0,4,0.3,1.3,0.5,0.7,0.1,0.6,0.9,6.83
Stephane Singo,Torino,22, M(R)  , M(R)  ,20(8),1,2,0.4,0.9,1.9,1.8,0.1,0.5,1.5,6.83
Gian Marco Ferrari,Sassuolo,30, D(C)  , D(C)  ,33(1),0,4,0.7,0.4,0.2,1.1,0,0.2,0.5,6.82
Musa Barrow,Bologna,24," AM(CL),FW  "," AM(CL),FW  ",34(4),8,8,2.3,1.6,0.9,0.8,0.3,1.4,2.7,6.82
Matthijs de Ligt,Juventus,23, D(C)  , D(C)  ,25(2),1,1,0.7,0.3,0.2,0.9,0.1,0.1,0.4,6.82
Koray Günter,Verona,28, D(C)  , D(C)  ,21(6),0,2,0.2,0.2,0.3,0.4,0,0,0.2,6.81
Franck Ribéry,Fiorentina,39," AM(CL),FW  "," AM(CL),FW  ",28(1),2,6,0.7,1.2,2.2,2.5,0.2,2.9,2.5,6.81
Emil Audero,Sampdoria,26, GK  , GK  ,37,0,1,0,0,0,0.2,0,0,0,6.81
Elseid Hysaj,Napoli,29," D(LR),M(R)  "," D(LR),M(R)  ",20(4),0,2,0.3,0.6,0.9,0.8,0,0.3,1,6.81
Alessio Cragno,Cagliari,28, GK  , GK  ,34,0,0,0,0,0,0.1,0,0,0,6.80
Gianluigi Donnarumma,AC Milan,24, GK  , GK  ,37,0,0,0,0,0,0.1,0,0,0,6.80
Alexis Sánchez,Inter,34," M(CLR),FW  "," M(CLR),FW  ",12(18),7,5,1,1.1,0.8,1.1,0.3,1.1,1.4,6.79
MBala Nzola,Spezia,26, FW  , FW  ,21(4),11,3,1.8,0.9,1.1,1.1,1,1.6,3.3,6.79
Antonio Candreva,Sampdoria,36, M(CLR)  , M(CLR)  ,28(7),5,8,1.6,1.8,0.8,0.8,0.3,0.3,1.4,6.79
Nikola Milenkovic,Fiorentina,25, D(CR)  , D(CR)  ,34,3,1,0.6,0.2,0.2,0.5,0,0.1,0.4,6.79
Mattia Perin,Genoa,30, GK  , GK  ,32,0,0,0,0,0,0.1,0,0,0,6.78
Razvan Marin,Cagliari,26, M(C)  , M(C)  ,35(2),3,6,0.7,1.9,0.9,0.6,0.1,0.7,1.3,6.78
Armando Izzo,Torino,31, D(C)  , D(C)  ,24(1),2,0,0.7,0.2,0.5,1.4,0.1,0.3,0.7,6.78
Francesco Caputo,Sassuolo,35, FW  , FW  ,19(6),11,5,1.7,0.6,0.2,1.3,0.8,0.5,1.5,6.77
Diego Demme,Napoli,31, DMC  , DMC  ,20(4),2,3,0.6,0.8,0.3,1.2,0,0.8,0.6,6.77
Takehiro Tomiyasu,Bologna,24, D(CLR)  , D(CLR)  ,31,2,0,0.5,0.3,0.5,0.4,0.1,0.3,1,6.77
Bram Nuytinck,Udinese,32, D(C)  , D(C)  ,19(1),1,0,0.2,0.2,0.2,0.3,0,0.1,0.4,6.77
Davide Zappacosta,Genoa,30," D(LR),M(LR)  "," D(LR),M(LR)  ",23(2),4,2,1.6,0.5,1.3,0.8,0.3,0.9,1.7,6.77
Tiémoué Bakayoko,Napoli,28, DMC  , DMC  ,23(9),2,1,0.5,0.4,0.8,1.6,0,0.6,0.8,6.76
Stefan Radu,Lazio,36, D(CL)  , D(CL)  ,30(1),0,3,0.2,0.6,0.4,0.7,0,0.2,0.5,6.75
Aaron Ramsey,Juventus,32, M(CLR)  , M(CLR)  ,13(9),2,4,1.1,1.4,0.5,0.8,0.1,0.4,1.4,6.75
Alessio Romagnoli,AC Milan,28, D(CL)  , D(CL)  ,21(1),1,1,0.7,0.1,0,0.5,0,0,0.3,6.75
Cristian Ansaldi,Torino,36," D(CLR),M(CLR)  "," D(CLR),M(CLR)  ",20(11),1,6,0.6,1.2,0.9,0.7,0,0.5,0.8,6.74
Radja Nainggolan,Cagliari,34, M(C)  , M(C)  ,22,1,0,2.2,1,1.3,1,0,1.5,1.5,6.74
Gianluca Caprari,Benevento,29," AM(CLR),FW  "," AM(CLR),FW  ",23(7),5,6,1.6,1.2,1.7,1.8,0.3,1.7,2.4,6.74
Simy,Crotone,30, FW  , FW  ,31(7),20,2,1.7,0.7,0.9,1.2,0.6,1.9,3.2,6.73
José Luis Palomino,Atalanta,33, D(C)  , D(C)  ,25(11),1,2,0.1,0.3,0.1,0.4,0.1,0.1,0.4,6.73
Hernani,Parma Calcio 1913,28, M(CL)  , M(CL)  ,27(6),7,3,1,1.1,1.1,0.7,0,0.8,1.2,6.73
Bartosz Bereszynski,Sampdoria,30," D(CLR),M(R)  "," D(CLR),M(R)  ",29(2),1,0,0.1,0.3,0.6,0.9,0,0.5,0.9,6.72
Diogo Dalot,AC Milan,23," D(LR),M(R)  "," D(LR),M(R)  ",10(11),1,1,0.5,0.4,0.4,0.2,0.1,0.2,0.8,6.72
Nahitan Nández,Cagliari,27, M(CLR)  , M(CLR)  ,31(1),2,2,1,1,1.2,1.8,0.3,0.9,1.6,6.72
Riccardo Orsolini,Bologna,26," M(CR),FW  "," M(CR),FW  ",21(13),7,3,1.6,0.9,1.1,1.3,0.2,0.5,1.4,6.72
Filip Djuricic,Sassuolo,31," AM(CLR),FW  "," AM(CLR),FW  ",27(5),5,4,1.7,1.7,1.1,1.2,0.2,1.5,1.7,6.72
Wojciech Szczesny,Juventus,32, GK  , GK  ,30,0,1,0,0,0,0,0,0,0,6.71
Fabio Quagliarella,Sampdoria,40, FW  , FW  ,25(8),13,1,2.5,0.6,0.5,1.1,0.5,1,1.8,6.71
Ismaël Bennacer,AC Milan,25, DMC  , DMC  ,17(4),0,2,0.6,0.2,1.4,1.4,0,0.7,1,6.71
Giacomo Bonaventura,Fiorentina,33, M(CLR)  , M(CLR)  ,27(7),3,2,1.3,0.7,1.2,1.2,0.2,0.9,1.1,6.71
Lukasz Skorupski,Bologna,31, GK  , GK  ,28,0,0,0,0,0,0,0,0,0.1,6.71
Rodrigo Palacio,Bologna,41," AM(CLR),FW  "," AM(CLR),FW  ",28(8),5,5,1.5,1.1,1,2,1,1.3,2.4,6.71
Giangiacomo Magnani,Verona,27, D(C)  , D(C)  ,15(10),0,0,0.5,0,0.1,1.2,0,0,0.6,6.70
Yordan Osorio,Parma Calcio 1913,28, D(C)  , D(C)  ,21(2),0,0,0.3,0.1,0.7,0.7,0,0.5,0.9,6.70
Gastón Brugman,Parma Calcio 1913,30, M(C)  , M(C)  ,21(5),1,1,0.7,1,0.6,0.8,0,0.3,0.8,6.70
Gianluca Scamacca,Genoa,24, FW  , FW  ,13(13),8,2,1.8,0.6,0.6,0.7,0.4,1,1.7,6.70
Arkadiusz Reca,Crotone,27," D(L),M(L)  "," D(L),M(L)  ",28(2),2,3,1,0.9,1.2,0.8,0.2,0.5,1.6,6.70
Christian Eriksen,Inter,31," M(CLR),FW  "," M(CLR),FW  ",17(9),3,0,1.2,1.2,0.4,0.2,0,0.7,0.7,6.69
Jerdy Schouten,Bologna,26, DMC  , DMC  ,28(6),1,1,0.3,0.7,1.1,0.7,0,0.6,1,6.69
Antonín Barak,Verona,28, AM(CR)  , AM(CR)  ,32(2),7,3,1.3,0.7,0.8,0.5,0.1,0.9,1.3,6.69
Dejan Kulusevski,Juventus,22," AM(CR),FW  "," AM(CR),FW  ",19(16),4,3,1,1.5,1.2,0.8,0.1,1.3,1.9,6.69
Mattia Destro,Genoa,31, FW  , FW  ,22(7),11,1,1.3,0.2,0.8,1.3,0.8,0.7,1.5,6.68
Jordan Veretout,Roma,30, M(C)  , M(C)  ,25(4),10,2,1.4,0.9,0.4,0.4,0.1,0.3,0.7,6.68
Hamed Traorè,Sassuolo,23, AM(CLR)  , AM(CLR)  ,20(15),5,2,1.2,1,1.5,0.5,0.1,0.7,1.6,6.68
Erick Pulgar,Fiorentina,29, DMC  , DMC  ,21(10),1,3,0.5,0.7,0.4,0.7,0,0.2,0.8,6.68
Weston McKennie,Juventus,24," D(C),M(CLR)  "," D(C),M(CLR)  ",18(16),5,2,0.9,0.8,0.6,0.2,0.1,0.6,1.1,6.68
Giuseppe Pezzella,Parma Calcio 1913,25," D(L),M(L)  "," D(L),M(L)  ",21(3),1,4,0.3,0.8,1.5,1,0,1,0.8,6.68
Domenico Criscito,Genoa,36," D(CL),M(L)  "," D(CL),M(L)  ",20(3),1,0,0.3,0.3,0.2,1.1,0,0.2,0.4,6.68
Albin Ekdal,Sampdoria,33, M(C)  , M(C)  ,26(6),2,1,0.4,0.3,0.6,1.8,0,0.6,0.7,6.68
Ivan Perisic,Inter,34," M(CLR),FW  "," M(CLR),FW  ",20(12),4,4,1.1,0.9,0.2,0.1,0.3,0.2,0.7,6.67
Pedro,Roma,35," M(CLR),FW  "," M(CLR),FW  ",20(7),5,2,1.6,1.1,1.1,1.3,0.3,0.4,1.7,6.67
Roberto Pereyra,Udinese,32," M(CLR),FW  "," M(CLR),FW  ",34,5,7,0.8,1.3,1.1,1.7,0.2,1.5,2.4,6.67
Ivan Ilic,Verona,21, M(C)  , M(C)  ,19(10),2,0,0.4,0.6,1,1,0,0.4,0.9,6.67
Rafael Tolói,Atalanta,32, D(C)  , D(C)  ,29(2),2,0,0.9,0.5,0.3,0.5,0,0.4,0.7,6.67
Lucas Leiva,Lazio,36," D(C),M(C)  "," D(C),M(C)  ",30(2),0,0,0.4,0.2,0.3,0.8,0,0.4,0.4,6.67
Gaetano Letizia,Benevento,32," D(LR),M(LR)  "," D(LR),M(LR)  ",18(6),3,1,0.5,0.6,0.5,0.9,0,0.5,0.8,6.67
Darko Lazovic,Verona,32, M(CLR)  , M(CLR)  ,27(5),3,6,1,1.1,0.6,0.1,0.3,0.5,1,6.67
Alexis Saelemaekers,AC Milan,23, M(R)  , M(R)  ,27(5),2,4,0.9,0.9,1.2,1.1,0.2,0.6,1.9,6.66
Adam Marusic,Lazio,30," D(CLR),M(LR)  "," D(CLR),M(LR)  ",33(3),2,3,0.8,0.8,0.7,0.4,0.1,0.6,0.7,6.66
Giorgos Kyriakopoulos,Sassuolo,27," D(L),M(L)  "," D(L),M(L)  ",16(7),1,0,1,0.6,1.2,0.3,0,0.8,1,6.66
Leonardo Bonucci,Juventus,35, D(C)  , D(C)  ,24(3),2,0,0.6,0.1,0.1,0.6,0.1,0.1,0.2,6.66
Simone Verdi,Torino,30," AM(CLR),FW  "," AM(CLR),FW  ",17(16),1,5,1.2,1.6,1.2,0.7,0.1,0.8,1,6.66
Lyanco,Torino,26, D(CR)  , D(CR)  ,21(2),0,0,0.5,0.3,0.8,0.6,0,0.2,0.4,6.66
Adama Soumaoro,Bologna,30, D(CR)  , D(CR)  ,19(1),1,0,0.4,0.2,0.3,1,0,0.1,0.4,6.65
Federico Ceccherini,Verona,30, D(C)  , D(C)  ,23(2),0,0,0.5,0.2,0.4,1.3,0,0.2,0.6,6.65
Tomás Rincón,Torino,35, M(CR)  , M(CR)  ,33(3),1,1,0.6,0.4,1,1.2,0,0.7,1.1,6.65
Rick Karsdorp,Roma,28," D(R),M(R)  "," D(R),M(R)  ",28(6),1,6,0.4,0.8,0.6,0.4,0.1,0.4,0.6,6.64
Bryan Cristante,Roma,28," D(C),M(C)  "," D(C),M(C)  ",22(12),1,3,0.8,0.5,0.7,0.4,0.1,0.2,0.6,6.64
Tolgay Arslan,Udinese,32, M(C)  , M(C)  ,25(5),3,0,0.7,0.3,1.1,1.5,0,0.7,0.7,6.64
Andreas Cornelius,Parma Calcio 1913,29, FW  , FW  ,21(8),1,4,1,0.8,0.4,1.7,0.5,1.2,1.9,6.64
Adrien Tameze,Verona,29, M(C)  , M(C)  ,28(5),1,0,0.5,0.4,1.1,0.9,0.1,0.8,1.2,6.64
Alex Meret,Napoli,25, GK  , GK  ,22,0,0,0,0,0,0,0,0,0,6.64
Charalampos Lykogiannis,Cagliari,29," D(CL),M(L)  "," D(CL),M(L)  ",29(2),4,2,0.9,0.5,0.4,0.8,0.1,0.3,1.1,6.63
Lucas Martínez,Fiorentina,26, D(C)  , D(C)  ,15(6),1,0,0.8,0.3,0.7,0.5,0,0.3,0.7,6.63
Mario Pasalic,Atalanta,28, M(CLR)  , M(CLR)  ,10(15),6,2,0.8,0.7,0.4,0.4,0,0.7,1,6.63
Mário Rui,Napoli,31," D(L),M(L)  "," D(L),M(L)  ",17(10),0,2,0.7,1.1,0.5,1.5,0.1,0.1,0.9,6.63
Julian Chabot,Spezia,25, D(C)  , D(C)  ,19(6),1,1,0.4,0.2,0.4,1.3,0,0.2,0.4,6.63
Maya Yoshida,Sampdoria,34, D(CR)  , D(CR)  ,25(7),1,2,0.3,0.2,0.2,0.6,0,0,0.4,6.63
Arthur,Juventus,26, DMC  , DMC  ,13(9),1,0,0.1,0.8,0.9,1,0,0.5,0.7,6.63
Rodrigo Becão,Udinese,27, D(C)  , D(C)  ,32(3),1,0,0.3,0.2,0.1,1.3,0,0.3,0.3,6.63
Lorenzo Tonelli,Sampdoria,33, D(C)  , D(C)  ,21(2),1,0,0.6,0,0.2,1.1,0,0.2,0.2,6.62
Manuel Lazzari,Lazio,29," D(R),M(R)  "," D(R),M(R)  ",30(2),2,5,0.8,0.9,1,1.7,0.1,0.7,1.3,6.62
Samir Handanovic,Inter,38, GK  , GK  ,37,0,0,0,0,0,0.1,0,0,0,6.62
Tommaso Augello,Sampdoria,28," D(L),M(L)  "," D(L),M(L)  ",37,1,3,0.2,0.8,0.8,0.7,0.1,0.4,1.2,6.62
Kamil Glik,Benevento,35, D(C)  , D(C)  ,36,2,1,0.8,0.1,0.1,0.6,0,0.1,0.4,6.61
Konstantinos Manolas,Napoli,31, D(C)  , D(C)  ,27(3),0,0,0.3,0.2,0.1,0.4,0,0,0,6.61
Emmanuel Gyasi,Spezia,29," M(LR),FW  "," M(LR),FW  ",32(5),4,6,0.8,0.7,1.1,1.4,0.8,1.2,2,6.61
Gervinho,Parma Calcio 1913,35," M(LR),FW  "," M(LR),FW  ",25(2),5,1,1.2,1,2.1,0.4,0.7,0.9,1.7,6.61
Tommaso Pobega,Spezia,23, M(C)  , M(C)  ,17(3),6,0,1.1,0.4,0.2,0.9,0,0.3,0.9,6.61
Riccardo Sottil,Cagliari,23, AM(LR)  , AM(LR)  ,12(9),2,1,1.2,0.8,1.9,1.7,0,1,1.4,6.60
Giacomo Raspadori,Sassuolo,23," AM(CL),FW  "," AM(CL),FW  ",13(14),6,0,0.9,1,0.6,0.9,0.1,0.9,1.3,6.60
Brahim Díaz,AC Milan,23, AM(CLR)  , AM(CLR)  ,15(12),4,3,1,0.7,0.9,1.1,0,0.9,1.6,6.60
Mikkel Damsgaard,Sampdoria,22, AM(CL)  , AM(CL)  ,18(17),2,4,0.7,0.7,1.5,0.8,0.1,0.8,1.5,6.60
Arturo Vidal,Inter,35, M(CR)  , M(CR)  ,14(9),1,1,0.9,0.4,0.1,0.7,0,0.3,0.7,6.60
Nicola Sansone,Bologna,31," AM(LR),FW  "," AM(LR),FW  ",11(15),2,2,1.2,1.2,1.3,1.5,0.1,1.1,1.4,6.60
Yann Karamoh,Parma Calcio 1913,24," AM(CLR),FW  "," AM(CLR),FW  ",16(8),2,1,0.9,0.6,1.6,0.5,0.3,0.9,1.8,6.60
Cristiano Biraghi,Fiorentina,30," D(L),M(L)  "," D(L),M(L)  ",31(4),1,5,0.7,1.4,0.4,0.7,0.1,0.1,0.9,6.60
Miguel Veloso,Verona,36, M(C)  , M(C)  ,15(6),2,2,0.6,0.5,0.4,0.5,0,0.2,1,6.59
Pau López,Roma,28, GK  , GK  ,20(1),0,0,0,0,0,0,0,0,0,6.59
Borja Mayoral,Roma,25, FW  , FW  ,18(13),10,2,1.3,0.7,0.3,0.9,0.4,0.7,1.3,6.59
Pepe Reina,Lazio,40, GK  , GK  ,29,0,0,0,0,0,0,0,0,0,6.59
Samir,Udinese,28, D(CL)  , D(CL)  ,24(6),1,0,0.4,0.3,0.2,1.2,0.1,0.5,0.4,6.58
Luca Ceppitelli,Cagliari,33, D(C)  , D(C)  ,16(3),0,0,0.4,0.1,0.1,0.7,0.1,0.1,0.5,6.58
Koffi Djidji,Crotone,30, D(CL)  , D(CL)  ,16(4),1,0,0.2,0.2,0.4,0.1,0.1,0.5,0.7,6.58
Roberto Gagliardini,Inter,28, DMC  , DMC  ,14(14),3,2,0.6,0.3,0.1,0.6,0,0.2,0.7,6.58
Matteo Darmian,Inter,33," D(CLR),M(LR)  "," D(CLR),M(LR)  ",14(12),3,3,0.3,0.4,0.1,0.6,0.1,0.2,0.3,6.58
