Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribble,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Rayan Cherki,Lyon,19, AM(CR)  , AM(CR)  ,11(12),3,4,1.6,2,1.7,0.8,0.1,1.6,1.6,6.91
Axel Disasi,Monaco,24, D(C)  , D(C)  ,25(1),2,3,0.6,0.3,0.3,0.3,0,0.4,0.5,6.91
Alexis Flips,Reims,23, M(CLR)  , M(CLR)  ,18(3),2,5,1.6,1.5,0.3,0.7,0.1,0.7,1.8,6.91
Chancel Mbemba,Marseille,28," D(CLR),DMC  "," D(CLR),DMC  ",24(1),3,0,0.9,0.1,0.3,0.5,0,0.3,0.6,6.91
Mohamed Camara,Monaco,23, DMC  , DMC  ,17(2),0,2,1,0.7,0.8,2.3,0,0.9,1.3,6.90
Khéphren Thuram,Nice,21, DMC  , DMC  ,21(5),2,4,1,0.9,1.1,0.5,0.1,0.8,0.8,6.90
Edon Zhegrova,Lille,23, AM(R)  , AM(R)  ,8(7),1,3,1.9,1.3,1.8,0.7,0.1,0.7,1.7,6.90
Rony Lopes,Troyes,27," AM(CLR),FW  "," AM(CLR),FW  ",20(2),4,5,1.9,1.7,1.5,1,0,1.2,1.3,6.90
Kasper Schmeichel,Nice,36, GK  , GK  ,24,0,0,0,0.1,0,0,0,0,0.1,6.90
Jordan Lotomba,Nice,24," D(LR),M(R)  "," D(LR),M(R)  ",21(4),0,2,0.3,0.6,1.3,1,0,0.7,1.2,6.89
Hicham Boudaoui,Nice,23, M(CR)  , M(CR)  ,12(4),0,1,0.6,0.8,0.5,1.4,0,0.4,0.9,6.88
Florian Tardieu,Troyes,30, M(C)  , M(C)  ,11(3),3,0,0.9,1.2,0.5,1.4,0,0.9,0.9,6.87
Ismaily,Lille,33, D(L)  , D(L)  ,17(1),2,1,0.7,1,0.6,0.9,0.1,1.3,1.1,6.86
Stijn Spierings,Toulouse,26, M(C)  , M(C)  ,26,2,0,0.7,0.6,0.5,1.3,0,0.7,0.7,6.86
Guillermo Maripán,Monaco,28, D(C)  , D(C)  ,17(1),3,0,0.7,0.1,0.1,0.2,0,0.2,0.3,6.85
Emmanuel Agbadou,Reims,25," D(C),DMC  "," D(C),DMC  ",19(1),0,2,0.8,0.3,0.3,0.3,0,0.5,0.9,6.85
Vanderson,Monaco,21," D(R),M(R)  "," D(R),M(R)  ",14(6),0,3,0.7,0.7,0.8,0.5,0.1,0.5,1,6.85
Romain Del Castillo,Brest,26," AM(LR),FW  "," AM(LR),FW  ",9(6),4,3,1.6,1.1,0.9,0.9,0,1.1,1.6,6.85
Youcef Atal,Nice,26," D(R),M(R)  "," D(R),M(R)  ",7(6),1,0,0.7,0.8,0.8,1.2,0.2,0.2,0.7,6.85
Alexander Djiku,Strasbourg,28," D(CR),DMC  "," D(CR),DMC  ",23,1,2,0.5,0.3,0.1,0.7,0,0.3,0.3,6.84
Adrien Truffert,Rennes,21," D(L),M(L)  "," D(L),M(L)  ",22(4),0,6,0.4,0.8,0.7,0.9,0.1,0.5,0.8,6.84
Rasmus Nicolaisen,Toulouse,25, D(C)  , D(C)  ,25,0,2,0.4,0.1,0.3,0.8,0,0.1,0.2,6.84
Jordan Veretout,Marseille,30, M(C)  , M(C)  ,19(7),3,2,0.7,0.8,0.3,0.4,0,0.3,0.8,6.83
Hamari Traoré,Rennes,31," D(R),M(R)  "," D(R),M(R)  ",18(1),1,2,0.9,0.7,0.1,0.3,0.1,0.3,1,6.83
Rominigue Kouamé,Troyes,26, DMC  , DMC  ,21,1,1,0.9,0.7,1.4,1.7,0,1,1.3,6.83
Gédéon Kalulu,Lorient,25, D(R)  , D(R)  ,22,0,3,0.4,0.9,0.9,0.7,0,0.7,1.2,6.82
Krépin Diatta,Monaco,24," M(CLR),FW  "," M(CLR),FW  ",17(5),2,2,1.5,0.9,1,0.9,0.2,0.7,1.6,6.82
Sead Kolasinac,Marseille,29," D(CL),DMC,M(L)  "," D(CL),DMC,M(L)  ",16(6),4,1,0.7,0.4,0.1,0.4,0.1,0.2,0.8,6.82
Samuel Gigot,Marseille,29, D(C)  , D(C)  ,16(1),2,2,0.5,0.2,0.2,0.7,0.1,0.2,0.5,6.81
Jonathan Gradit,Lens,30, D(CR)  , D(CR)  ,21,1,2,0.2,0.4,0.5,1.3,0,0.3,0.7,6.81
Jean-Clair Todibo,Nice,23, D(C)  , D(C)  ,24,0,0,0.3,0.2,0.5,0.5,0,0.3,0.7,6.81
Alban Lafont,Nantes,24, GK  , GK  ,25,0,0,0,0,0,0.1,0,0,0,6.81
Alidu Seidu,Clermont Foot,22, D(CR)  , D(CR)  ,20,0,0,0.3,0.3,1.1,2.5,0.1,0.5,1.3,6.80
Mory Diaw,Clermont Foot,29, GK  , GK  ,26,0,0,0,0.1,0,0.1,0,0,0,6.80
Pierre Lees-Melou,Brest,29, M(CLR)  , M(CLR)  ,21,3,1,1.3,0.3,0.4,1.3,0,0.5,1,6.80
Vito Mannone,Lorient,35, GK  , GK  ,12(1),0,0,0,0,0,0.1,0,0,0,6.80
Cengiz Ünder,Marseille,25, M(CLR)  , M(CLR)  ,17(8),2,4,1.8,1.1,0.8,0.8,0.2,0.9,1.7,6.79
Aaron Ramsey,Nice,32, M(CLR)  , M(CLR)  ,13(7),1,1,0.9,1,0.6,0.8,0.2,1.2,0.7,6.79
Mama Baldé,Troyes,27," D(R),M(CLR),FW  "," D(R),M(CLR),FW  ",22(1),10,3,2.5,0.8,1.2,1.3,0.9,1.9,3.3,6.79
Désiré Doué,Rennes,17, AM(C)  , AM(C)  ,9(11),3,1,1,0.6,1.9,1.2,0.2,1.4,1.4,6.79
Danilo Pereira,PSG,31," D(C),DMC  "," D(C),DMC  ",15(6),2,0,0.7,0.2,0.2,0.3,0,0.3,0.4,6.79
Jean-Charles Castelletto,Nantes,28, D(C)  , D(C)  ,20(2),0,0,0.3,0,0.4,0.6,0,0.1,0.7,6.77
Laurent Abergel,Lorient,30, DMC  , DMC  ,17(1),0,1,0.3,0.5,0.7,0.8,0,0.7,0.9,6.77
Fabián Ruiz,PSG,26, M(CL)  , M(CL)  ,14(3),1,1,0.8,0.5,0.5,0.5,0.2,0.6,1,6.77
Nordi Mukiele,PSG,25," D(CR),M(R)  "," D(CR),M(R)  ",12(7),0,3,0.6,0.5,0.3,0.7,0.1,0.6,0.6,6.76
Salis Abdul Samed,Lens,22, DMC  , DMC  ,24,1,0,0.5,0.6,0.9,1.4,0,1.1,1.4,6.76
Quentin Merlin,Nantes,20," D(L),M(L)  "," D(L),M(L)  ",15(1),0,1,0.8,1.6,0.8,0.7,0,0.6,1,6.74
Brice Samba,Lens,28, GK  , GK  ,26,0,0,0,0,0,0.1,0,0,0,6.74
Corentin Tolisso,Lyon,28," D(R),M(CR)  "," D(R),M(CR)  ",15(4),0,1,0.6,0.9,0.3,1.1,0,0.5,0.6,6.74
Deiver Machado,Lens,29, M(L)  , M(L)  ,19(4),3,1,0.5,0.6,0.4,1.4,0.3,0.3,1,6.74
Johan Gastien,Clermont Foot,35, DMC  , DMC  ,18(1),2,2,0.6,0.9,0.3,0.9,0,0.5,1.1,6.74
Maxime Dupé,Toulouse,30, GK  , GK  ,26,0,0,0,0,0,0.2,0,0,0.1,6.74
Sergio Ramos,PSG,36, D(CR)  , D(CR)  ,21(2),0,1,0.4,0.1,0.2,0.7,0.1,0.2,0.2,6.74
Sinaly Diomandé,Lyon,21, D(C)  , D(C)  ,14(1),0,0,0.4,0.1,0.3,0.7,0.1,0.2,0.9,6.74
Gideon Mensah,Auxerre,24," D(L),M(L)  "," D(L),M(L)  ",17,0,0,0.1,1,1,0.5,0.1,0.4,1.7,6.74
Leonardo Balerdi,Marseille,24, D(C)  , D(C)  ,23(3),0,1,0.2,0.2,0.3,0.5,0,0.1,0.6,6.73
Facundo Medina,Lens,23, D(CL)  , D(CL)  ,23,1,3,0.5,0.5,0.7,0.6,0,0.7,0.7,6.73
Azzedine Ounahi,Angers,22, AM(CR)  , AM(CR)  ,13(2),0,0,1.5,1.1,2.6,1.6,0.1,0.8,1.7,6.72
Marquinhos,PSG,28," D(CR),DMC  "," D(CR),DMC  ",22(2),2,0,0.5,0.3,0,0.3,0,0.2,0.3,6.72
Christopher Jullien,Montpellier,29, D(C)  , D(C)  ,20,0,1,0.7,0.3,0.1,0.2,0.1,0.1,0.6,6.72
Johann Lepenant,Lyon,20, DMC  , DMC  ,15(6),1,1,0.7,0.3,0.9,1,0,0.9,1.5,6.72
Saîf-Eddine Khaoui,Clermont Foot,27, AM(CR)  , AM(CR)  ,18(6),3,3,1.3,1.3,0.8,1.2,0.3,0.7,1.3,6.71
Mario Lemina,Nice,29, DMC  , DMC  ,11(3),0,0,0.4,0.3,0.8,0.4,0,0.1,0.3,6.71
Flavien Tait,Rennes,30, M(CLR)  , M(CLR)  ,16(7),2,2,0.8,0.8,0.8,0.9,0,1,0.7,6.71
Melvin Bard,Nice,22," D(L),M(L)  "," D(L),M(L)  ",17(4),0,0,0.2,0.2,0.6,0.6,0,0.5,0.8,6.70
Julien Laporte,Lorient,29, D(C)  , D(C)  ,18,0,0,0.3,0.1,0.1,0.8,0.1,0.1,0.3,6.70
Thiago Mendes,Lyon,30," D(CR),M(CR)  "," D(CR),M(CR)  ",18(4),1,1,0.5,0.4,0.2,0.7,0,0.5,0.7,6.70
Alexander Nübel,Monaco,26, GK  , GK  ,26,0,0,0,0,0,0,0,0,0,6.70
Hamza Sakhi,Auxerre,26, AM(C)  , AM(C)  ,18(5),1,2,1.2,1.5,0.6,0.8,0.2,0.6,0.9,6.69
Montassar Talbi,Lorient,24, D(C)  , D(C)  ,26,1,1,0.2,0.2,0.2,0.6,0,0.1,0.4,6.69
Tiago Djaló,Lille,22, D(CLR)  , D(CLR)  ,24(1),2,0,0.6,0.1,0.2,0.7,0,0.3,0.2,6.69
Arnaud Kalimuendo,Rennes,21, FW  , FW  ,16(3),6,2,1.6,0.4,0.7,0.6,0.3,1.3,2.3,6.69
Steve Mandanda,Rennes,37, GK  , GK  ,24,0,1,0,0,0,0.1,0,0,0.1,6.69
Moses Simon,Nantes,27," M(CLR),FW  "," M(CLR),FW  ",20(2),5,3,1.1,1.5,1,1.1,0.1,1.1,1.5,6.69
Sofiane Diop,Nice,22, AM(CLR)  , AM(CLR)  ,12(6),1,4,1.1,0.9,0.8,0.9,0.1,1.1,1.9,6.69
Lucas Chevalier,Lille,21, GK  , GK  ,20,0,0,0,0.1,0,0.2,0,0,0.1,6.69
Andy Delort,Nice,31," AM(R),FW  "," AM(R),FW  ",9(5),6,1,1.9,0.8,0.3,0.6,0.5,0.6,1.6,6.68
Thijs Dallinga,Toulouse,22, FW  , FW  ,19(6),9,1,1.4,0.7,0.2,0.5,0.7,0.5,1.2,6.68
Mikkel Desler,Toulouse,28, D(R)  , D(R)  ,18(1),0,2,0.4,0.6,0.9,1.1,0.2,0.7,1.7,6.68
Angel Gomes,Lille,22," M(CL),FW  "," M(CL),FW  ",24(1),2,4,1.4,1,0.8,1.4,0,0.8,1.2,6.68
Jubal,Auxerre,29, D(C)  , D(C)  ,23(2),2,1,0.4,0.1,0,0.8,0.1,0.1,0.6,6.68
Marco Bizot,Brest,31, GK  , GK  ,25,0,0,0,0,0,0.1,0,0,0,6.68
Jonas Omlin,Montpellier,29, GK  , GK  ,14,0,0,0,0,0,0.2,0,0,0,6.68
Faitout Maouassa,Montpellier,24," D(L),M(LR)  "," D(L),M(LR)  ",18(6),3,5,1,0.8,0.5,0.8,0,0.7,1.1,6.67
Juan Bernat,PSG,30," D(L),M(CL)  "," D(L),M(CL)  ",11(8),1,3,0.4,0.8,0.7,0.3,0,0.3,0.3,6.67
David Costa,Lens,22, AM(CL)  , AM(CL)  ,16(8),1,3,1,1.1,1.1,0.5,0,1,1.2,6.67
Zakaria Aboukhlal,Toulouse,23, AM(LR)  , AM(LR)  ,21(5),6,5,2.2,0.6,1.1,1.4,0.5,1,2,6.66
Vitinha,PSG,23, M(C)  , M(C)  ,20(4),0,1,0.8,0.6,0.8,0.6,0,1,0.8,6.66
Nicolas Pallois,Nantes,35, D(C)  , D(C)  ,17,0,0,0.2,0.1,0.2,0.1,0,0.3,0.6,6.66
Anthony Rouault,Toulouse,21, D(C)  , D(C)  ,26,2,0,0.5,0.2,0.1,0.4,0,0.1,0.7,6.66
Mounaïm El Idrissy,AC Ajaccio,24, FW  , FW  ,21(2),5,0,1.9,0.4,0.3,2.5,0.7,1.1,2.7,6.66
Kevin Gameiro,Strasbourg,35, FW  , FW  ,20(4),7,0,1.6,0.8,0.6,0.6,0.2,1,1.6,6.66
Vincent Le Goff,Lorient,33," D(L),M(L)  "," D(L),M(L)  ",25,0,0,0.5,0.4,0.3,0.6,0.1,0.4,0.6,6.66
Mattéo Guendouzi,Marseille,23, M(C)  , M(C)  ,19(5),1,3,1,0.7,0.5,1.3,0,0.4,0.8,6.66
Castello Lukeba,Lyon,20, D(C)  , D(C)  ,22(1),1,0,0.3,0.1,0.2,0.7,0,0.3,0.5,6.66
Yvon Mvogo,Lorient,28, GK  , GK  ,14,0,0,0,0,0.1,0.1,0,0,0.1,6.65
Farès Chaïbi,Toulouse,20, AM(L)  , AM(L)  ,17(7),4,4,1.6,0.9,0.2,0.6,0.3,0.7,1.8,6.65
Issiaga Sylla,Toulouse,29," D(LR),M(L)  "," D(LR),M(L)  ",16(1),0,0,0.5,0.4,0.6,1.1,0.1,2,1.4,6.65
Jackson Porozo,Troyes,22, D(C)  , D(C)  ,16(3),2,0,1,0.1,0.4,0.8,0.1,0.3,0.4,6.64
Xavier Chavalerin,Troyes,32," DMC,M(L)  "," DMC,M(L)  ",18(6),2,2,0.8,0.6,0.3,0.4,0.1,0.3,0.6,6.64
Jens Cajuste,Reims,23, DMC  , DMC  ,8(12),3,1,1,0.5,0.7,1.1,0,0.6,1.2,6.64
Nuno da Costa,Auxerre,32," AM(LR),FW  "," AM(LR),FW  ",14(7),3,2,1.3,0.7,1.3,2.1,0.1,1.3,2.9,6.63
Arthur Theate,Rennes,22, D(C)  , D(C)  ,25,2,0,0.6,0.3,0.2,0.4,0,0.2,0.6,6.63
Jérémy Le Douaron,Brest,24," AM(L),FW  "," AM(L),FW  ",14(7),6,2,1.7,0.4,0.6,1,0.3,1.2,2.1,6.63
Loïs Openda,Lens,23, FW  , FW  ,17(9),9,1,2.3,0.5,0.2,1.2,0.5,0.7,1.3,6.62
Bafodé Diakité,Lille,22, D(CR)  , D(CR)  ,22(2),2,0,0.5,0.3,0.5,0.3,0,0.5,0.9,6.62
Lilian Brassier,Brest,23, D(CL)  , D(CL)  ,23(1),0,0,0.5,0.3,0.4,0.5,0,0.5,0.8,6.61
Mohamed Youssouf,AC Ajaccio,34, D(R)  , D(R)  ,19(2),0,0,0.1,0.6,0.2,1.5,0,0.5,0.8,6.61
Anthony Lopes,Lyon,32, GK  , GK  ,22,0,0,0,0,0,0,0,0,0,6.61
Elye Wahi,Montpellier,20," AM(L),FW  "," AM(L),FW  ",20(2),9,1,1.7,0.5,0.7,1.2,0.8,1.5,3,6.61
Bradley Barcola,Lyon,20, Forward  , Forward  ,6(10),2,1,1,0.6,1.1,0.2,0.1,0.2,0.9,6.61
Mathias Autret,Auxerre,32, M(CLR)  , M(CLR)  ,16(4),2,2,1.2,1.4,0.5,0.2,0.1,0.2,0.9,6.61
André Gomes,Lille,29, M(CLR)  , M(CLR)  ,11(7),1,2,0.6,0.7,0.7,0.6,0.1,1.2,0.9,6.61
Jérémy Doku,Rennes,20, AM(LR)  , AM(LR)  ,5(14),1,0,0.7,0.6,2.3,0.6,0,0.7,1.1,6.61
Mostafa Mohamed,Nantes,25, FW  , FW  ,13(13),5,2,1.3,0.5,0.4,0.8,0.3,0.7,1.4,6.60
Wahbi Khazri,Montpellier,32," M(CLR),FW  "," M(CLR),FW  ",12(6),4,1,1.3,0.4,0.9,1.4,0.6,1.1,1.9,6.59
Bradley Locko,Reims,20," D(L),M(L)  "," D(L),M(L)  ",13(2),0,0,0.3,0.5,1,0.6,0.1,1,1.8,6.58
Ignatius Ganago,Nantes,24," AM(LR),FW  "," AM(LR),FW  ",11(8),4,3,1.2,0.4,0.3,1.3,0.3,0.8,1.5,6.58
Brecht Dejaegere,Toulouse,31, AM(C)  , AM(C)  ,20(2),4,1,1,0.6,0.7,1.6,0,0.5,1.3,6.58
Matz Sels,Strasbourg,31, GK  , GK  ,26,0,0,0,0,0,0.1,0,0,0,6.58
Mateusz Wieteska,Clermont Foot,26, D(C)  , D(C)  ,25,0,1,0.4,0.1,0.2,0.8,0,0.2,0.4,6.57
Maxime Le Marchand,Strasbourg,33, D(CL)  , D(CL)  ,18(3),0,0,0.3,0.1,0.6,0.3,0,0.2,0.5,6.57
Joe Rodon,Rennes,25, D(C)  , D(C)  ,14,1,0,0.5,0.1,0,1.1,0,0.1,0.2,6.57
Brendan Chardonnet,Brest,28, D(C)  , D(C)  ,17(2),0,0,0.4,0.3,0.1,0.9,0,0.1,0.3,6.57
Kamory Doumbia,Reims,20, AM(C)  , AM(C)  ,11(9),2,2,1.1,0.8,0.7,0.3,0,0.6,1.4,6.57
Dimitri Payet,Marseille,35," M(CLR),FW  "," M(CLR),FW  ",8(11),2,3,1.2,1.5,0.5,0.7,0.1,0.4,0.7,6.56
Yohann Magnin,Clermont Foot,25, DMC  , DMC  ,21(5),0,0,0.5,0.5,0.2,1.5,0.1,0.3,0.6,6.56
Joris Chotard,Montpellier,21, DMC  , DMC  ,16(7),0,2,0.3,0.6,0.3,0.4,0.1,0.2,0.7,6.56
Maximiliano Caufriez,Clermont Foot,26, D(CR)  , D(CR)  ,16,0,0,0.4,0,0.2,1.1,0.1,0.1,0.4,6.56
Vincent Marchetti,AC Ajaccio,25, M(C)  , M(C)  ,22(1),0,1,1.4,0.5,1.6,1.2,0,1.4,1.7,6.56
Ludovic Ajorque,Strasbourg,29, FW  , FW  ,9(4),1,0,1.8,0.8,0.2,0.6,0.1,0.8,1.5,6.56
Himad Abdelli,Angers,23, M(CL)  , M(CL)  ,12(6),0,0,0.6,1.1,1.2,0.7,0,0.7,1.1,6.56
Maxime Estève,Montpellier,20, D(C)  , D(C)  ,15(4),0,0,0.2,0.1,0.2,0.3,0,0.2,0.1,6.56
Andreaw Gravillon,Reims,25, D(CR)  , D(CR)  ,12(1),0,0,0.6,0.2,0.5,1.1,0,0.3,0.8,6.56
José Fonte,Lille,39, D(C)  , D(C)  ,21(1),1,0,0.5,0.2,0,0.2,0,0,0.3,6.56
Timothy Weah,Lille,23," D(L),M(LR),FW  "," D(L),M(LR),FW  ",10(7),0,2,1.1,0.7,0.5,0.5,0.2,0.4,0.9,6.55
Hugo Ekitike,PSG,20, FW  , FW  ,8(9),3,3,1.2,0.4,0.4,0.5,0.3,0.7,1.2,6.55
