Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Gabriel Martinelli,Arsenal,21," AM(L),FW  ",25(1),2105,2,1.6,28.8,83.3,0.4,1.2,0.1,7.19
Joelinton,Newcastle,26," AM(CLR),FW  ",21(1),1851,1,0.9,38.3,83.4,0.2,1.1,0,7.17
Aleksandar Mitrovic,Fulham,28, FW  ,20,1730,1,0.8,21.1,60.1,0.1,1,0.1,7.16
Phil Foden,Man City,22," AM(CLR),FW  ",16(7),1351,4,1.4,31.9,85.8,1.1,0.6,0.1,7.16
Casemiro,Man Utd,31, DMC  ,14(4),1305,3,0.9,48.6,78,0.2,3.3,0.2,7.14
Mohamed Salah,Liverpool,30," AM(CLR),FW  ",25,2229,7,1.9,26.1,77,0.2,0.4,0.2,7.11
Fabian Schär,Newcastle,31, D(C)  ,22,1965,0,0.5,51,76.3,0,4.7,0.1,7.10
Pierre-Emile Højbjerg,Tottenham,27, M(C)  ,25,2233,3,0.8,66,89.1,0.3,4.1,0.2,7.09
Marcus Rashford,Man Utd,25," AM(CLR),FW  ",23(2),2045,3,0.7,21.2,77.4,0.2,0.7,0.1,7.08
Alexis Mac Allister,Brighton,24," M(CL),FW  ",19(1),1728,1,1.2,53.7,88.6,0.3,2.1,0.1,7.07
Kaoru Mitoma,Brighton,25, M(L)  ,11(7),1102,1,0.9,27,84.4,0.1,0.6,0.1,7.07
Ethan Pinnock,Brentford,29, D(C)  ,16,1440,0,0.3,34.8,75.2,0,1.4,0,7.06
Diogo Dalot,Man Utd,23," D(LR),M(R)  ",17(1),1522,2,1.4,45.6,78.7,0.8,2.4,0,7.05
João Cancelo,Man City,28," D(LR),M(R)  ",16(1),1279,1,0.7,64.4,86.8,0.7,2.2,0,7.04
David Raya,Brentford,27, GK  ,24,2160,0,0.1,37.5,60.2,0,11.1,0,7.04
Kenny Tete,Fulham,27," D(CR),M(R)  ",19(1),1683,4,0.9,36.4,75.5,0.8,1.2,0,7.04
Bernd Leno,Fulham,31, GK  ,24,2160,0,0,32.5,74.5,0,5,0,7.04
Darwin Núñez,Liverpool,23," AM(CL),FW  ",15(4),1288,3,1.2,13.9,66.8,0.1,0.6,0.1,7.03
Thiago Silva,Chelsea,38, D(C)  ,20(1),1812,2,0.2,76.6,90.7,0,4.8,0,7.03
João Palhinha,Fulham,27, DMC  ,24,2138,0,0.1,34.4,81.5,0,2.2,0,7.03
Rúben Neves,Wolves,25, DMC  ,25,2250,0,0.8,61.6,84.3,0.2,6.7,0,7.02
Kepa Arrizabalaga,Chelsea,28, GK  ,17,1486,0,0,30.6,84.1,0,4.1,0,7.02
Christian Nørgaard,Brentford,29," D(C),DMC  ",13(1),1135,2,0.6,36.8,74.8,0.1,1.6,0.1,7.02
Miguel Almirón,Newcastle,29," AM(CLR),FW  ",24,1973,1,0.7,30.1,84.8,0.1,0.5,0,7.01
Ben Mee,Brentford,33, D(CL)  ,23,2020,1,0.1,44.7,75.8,0,2.9,0,7.01
Alisson,Liverpool,30, GK  ,25,2250,1,0,32.4,83.5,0,4.3,0,6.99
Leandro Trossard,Brighton,28," M(CLR),FW  ",16,1326,2,1.4,29.5,74.4,0.6,1.6,0.2,6.99
Moisés Caicedo,Brighton,21, DMC  ,21(1),1911,1,1.1,60.5,88.9,0.2,2.5,0.1,6.97
Pascal Groß,Brighton,31," D(R),M(CR),FW  ",23,2007,4,2.1,52.2,84.5,1.3,1.7,0.2,6.97
Roberto Firmino,Liverpool,31," M(CLR),FW  ",11(7),1009,4,1.1,25.3,80,0.1,0.4,0.2,6.97
Ilkay Gündogan,Man City,32, M(C)  ,19(4),1669,3,1.3,41.7,86.8,0.3,1.7,0.3,6.96
Thiago,Liverpool,31, M(C)  ,14,1158,0,1.2,69.4,86.2,0,6,0.3,6.96
Bernardo Silva,Man City,28," M(CLR),FW  ",19(5),1706,5,1,45.8,88.9,0.4,2.1,0.1,6.96
James Ward-Prowse,Southampton,28, M(CR)  ,25,2250,2,2.1,49.2,83.1,2,2,0,6.96
Oleksandr Zinchenko,Arsenal,26," D(L),M(CLR)  ",18(1),1529,2,0.9,65.3,87.7,0.4,2.3,0.1,6.96
Declan Rice,West Ham,24," D(C),DMC  ",25,2250,2,1.2,59.4,89.2,0.3,4.6,0,6.94
Riyad Mahrez,Man City,32," AM(CLR),FW  ",12(7),1064,4,1.3,29.8,88.7,0.9,1.2,0.2,6.92
Marcus Tavernier,Bournemouth,23, M(CLR)  ,16(1),1373,4,0.9,25.2,76.4,1.1,0.8,0,6.92
Serge Aurier,Nottingham Forest,30," D(CLR),M(R)  ",14(2),1255,0,0.6,32.4,71.5,0.4,0.8,0,6.92
Trent Alexander-Arnold,Liverpool,24," D(R),M(R)  ",22(3),1877,2,1.8,56.6,77.4,2,4.6,0.2,6.92
James Tarkowski,Everton,30, D(C)  ,26,2340,0,0.4,48.5,83,0,3.7,0.1,6.91
Virgil van Dijk,Liverpool,31, D(C)  ,21,1846,0,0.1,77.3,89.7,0,4.7,0,6.91
Granit Xhaka,Arsenal,30," D(L),M(C)  ",25(1),2120,5,1.4,44.6,86.2,0.1,2,0.1,6.91
Pascal Struijk,Leeds,23," D(CL),DMC  ",20,1682,1,0.6,41.7,78.6,0.2,0.6,0,6.90
Dejan Kulusevski,Tottenham,22," AM(CR),FW  ",16(2),1386,5,1.8,26.2,79.9,0.6,0.4,0.1,6.89
Andrew Robertson,Liverpool,28," D(L),M(L)  ",19(3),1686,6,1.7,51.5,83.7,1.8,1.7,0,6.89
Son Heung-Min,Tottenham,30," M(CLR),FW  ",21(3),1858,3,1.6,21.5,81.2,0.9,0.3,0,6.87
Luke Shaw,Man Utd,27," D(CL),M(L)  ",20(1),1755,2,1.1,56.6,83.6,0.9,1.9,0,6.87
Gabriel Magalhães,Arsenal,25, D(C)  ,26,2340,0,0.1,63.7,89.7,0,2.3,0,6.86
Joachim Andersen,Crystal Palace,26, D(C)  ,20,1748,0,0.2,59.7,80,0,6.6,0,6.86
Willian,Fulham,34, AM(CLR)  ,17(2),1471,2,1.5,28.5,81.9,0.2,2.1,0.1,6.86
Youri Tielemans,Leicester,25, M(C)  ,19(4),1712,1,1,51.9,83.9,0.4,2.4,0.2,6.86
Wilfried Zaha,Crystal Palace,30," AM(LR),FW  ",20,1754,2,1.1,22.3,82.3,0.3,0.4,0.1,6.85
Sven Botman,Newcastle,23, D(C)  ,21(1),1869,0,0.3,48.3,86.5,0,3.6,0,6.85
Michael Olise,Crystal Palace,21, AM(CLR)  ,18(6),1615,5,1.7,29.4,79.5,1.2,1.1,0,6.84
Eric Dier,Tottenham,29," D(CR),DMC  ",23(1),2095,1,0.3,63.7,87,0.1,4.2,0,6.83
Mathias Jensen,Brentford,27, M(C)  ,24,1870,4,1.2,34.3,74.8,1.3,3.2,0,6.82
Ben White,Arsenal,25," D(CR),DMC  ",24(2),2005,2,0.7,50.6,85.9,0.4,1.8,0.1,6.82
Bryan Mbeumo,Brentford,23," AM(LR),FW  ",24,1858,3,1.2,20,74.7,0.9,0.7,0.1,6.82
Eberechi Eze,Crystal Palace,24, AM(CLR)  ,20(5),1681,3,1.4,27,82.2,0.7,1,0.1,6.82
Rodrigo,Leeds,32," M(CLR),FW  ",17(1),1308,1,0.7,20.6,71.9,0.2,1,0,6.82
Philip Billing,Bournemouth,26," M(C),FW  ",22(2),1808,1,0.6,24.9,77.9,0.2,0.8,0,6.81
Rúben Dias,Man City,25, D(C)  ,14(4),1279,0,0.1,70.7,92.3,0,1.9,0,6.81
Emiliano Martínez,Aston Villa,30, GK  ,23,2015,0,0.1,32.1,71.7,0,6.4,0,6.79
Ollie Watkins,Aston Villa,27," AM(LR),FW  ",23(1),1974,4,0.8,15.6,71.1,0.1,0.2,0,6.79
Armel Bella-Kotchap,Southampton,21, D(C)  ,16,1300,1,0.2,35.4,77.2,0,2.1,0,6.79
Lucas Paquetá,West Ham,25," M(CLR),FW  ",16(1),1253,2,0.9,37.5,81,0.1,1.5,0.1,6.79
Lisandro Martínez,Man Utd,25," D(CL),DMC  ",20(3),1764,0,0.3,54.8,86.8,0,2.4,0.1,6.79
Tim Ream,Fulham,35," D(CL),DMC  ",26,2338,0,0,56.6,86.8,0,4.2,0,6.78
Dan Burn,Newcastle,30," D(CL),M(L)  ",23(1),2034,0,0.4,40,78.9,0.1,1.6,0,6.78
Vicente Guaita,Crystal Palace,36, GK  ,25,2250,0,0,26.4,66.4,0,5.7,0,6.78
Morgan Gibbs-White,Nottingham Forest,23," AM(CLR),FW  ",21(1),1830,5,2,26.7,69.9,1,1.1,0.4,6.78
Tomás Soucek,West Ham,28, DMC  ,21(4),1911,1,0.4,28.5,73.6,0.1,1.4,0,6.78
Mohammed Salisu,Southampton,23, D(CL)  ,21,1890,1,0.3,50,76.9,0.2,3.4,0,6.78
Douglas Luiz,Aston Villa,24, M(C)  ,20(4),1773,5,1.3,44.2,87.1,0.5,2,0.1,6.77
Callum Wilson,Newcastle,31, FW  ,15(3),1226,3,0.8,8.4,72.8,0.1,0.1,0,6.77
Antonee Robinson,Fulham,25," D(L),M(L)  ",23,2009,1,0.7,39.4,76.5,1,2,0,6.77
Neto,Bournemouth,33, GK  ,15,1306,0,0,24.9,55.8,0,7.1,0,6.76
Alex Iwobi,Everton,26, M(CLR)  ,26,2302,6,1.6,38.7,80.9,0.8,2.2,0.1,6.76
Pervis Estupiñán,Brighton,25, D(L)  ,17(3),1403,3,1.3,43.9,83.3,0.7,1,0,6.76
Kalidou Koulibaly,Chelsea,31, D(C)  ,15(2),1342,0,0.3,65.6,87.1,0,2.9,0,6.76
Timothy Castagne,Leicester,27," D(CLR),M(LR)  ",23(1),2087,2,0.6,43.2,81.2,0.5,1.2,0,6.76
Emerson Royal,Tottenham,24," D(R),M(R)  ",16(5),1388,1,0.4,31.2,82.6,0.3,1.3,0,6.76
Andreas Pereira,Fulham,27, M(CLR)  ,26,2184,6,2.1,25.8,72.3,2.3,1.6,0,6.76
Allan Saint-Maximin,Newcastle,25," AM(CLR),FW  ",7(9),752,3,0.8,16.6,73.6,0.2,0.9,0.1,6.75
Cristian Romero,Tottenham,24, D(C)  ,16(1),1465,0,0.2,55.8,87.2,0,3.3,0.1,6.75
Kai Havertz,Chelsea,23," M(CR),FW  ",21(3),1805,1,1.1,24.1,81.3,0.1,0.2,0,6.75
Jarrod Bowen,West Ham,26," AM(CLR),FW  ",25,2243,2,1.4,20.3,74.2,0.8,0.6,0,6.74
Antony,Man Utd,23, AM(R)  ,12(1),1006,0,0.7,31.6,80.3,0.1,0.7,0,6.74
James Justin,Leicester,25," D(CLR),M(LR)  ",14,1254,0,0.5,48.7,81.5,0.5,1.9,0,6.74
Tyler Adams,Leeds,24," D(R),M(CR)  ",23,2067,0,1,55.5,82.1,0,1.7,0,6.74
Jadon Sancho,Man Utd,22, AM(CLR)  ,11(2),860,1,1.6,27.6,84.4,0.1,0.5,0.1,6.74
William Saliba,Arsenal,21, D(C)  ,26,2326,1,0.2,69,91.1,0,2.4,0,6.73
Joe Willock,Newcastle,23, M(C)  ,20(3),1640,2,0.9,25.5,84.5,0.3,1.1,0,6.73
Kiernan Dewsbury-Hall,Leicester,24, M(C)  ,22(1),1784,2,1.3,37.7,78,0.3,2,0.1,6.73
Dominic Solanke,Bournemouth,25, FW  ,19(1),1708,4,0.5,14.6,69.2,0,0.3,0,6.73
Danny Welbeck,Brighton,32," AM(CLR),FW  ",13(4),1159,2,0.9,13.2,83.1,0,0.1,0.1,6.73
Raheem Sterling,Chelsea,28," M(CLR),FW  ",16(3),1349,2,1.4,23.6,78.2,0.4,0.2,0.1,6.73
Rasmus Kristensen,Leeds,25," D(R),M(R)  ",13(2),1181,1,0.5,35.1,66.5,0.4,0.9,0,6.73
Mason Mount,Chelsea,24, M(CLR)  ,20(3),1642,2,1.3,30.3,80.3,0.7,1,0.1,6.72
Dwight McNeil,Everton,23, AM(CLR)  ,16(8),1422,2,1,19.1,78.6,1.3,0.7,0,6.72
John Stones,Man City,28, D(CR)  ,13(1),1181,2,0.4,73,94.3,0,3.3,0,6.72
Amadou Onana,Everton,21, DMC  ,22(2),1902,1,0.5,30.7,83.4,0,1.2,0,6.72
Cheick Oumar Doucouré,Crystal Palace,23, DMC  ,23,1899,2,0.8,37.3,82.4,0,1.5,0.1,6.70
Lukasz Fabianski,West Ham,37, GK  ,24,2034,0,0,20.5,58.1,0,5.2,0,6.70
Vitaly Janelt,Brentford,24, DMC  ,15(9),1450,1,0.4,26.2,79.8,0.2,1.7,0,6.70
Joe Gomez,Liverpool,25, D(CLR)  ,13(6),1281,0,0.1,62.6,86.3,0,3.4,0.1,6.69
Nick Pope,Newcastle,30, GK  ,24,2092,0,0,18.6,57.5,0,3.8,0,6.69
Joël Veltman,Brighton,31," D(CR),M(R)  ",16(5),1540,1,0.3,47,86,0.2,1.8,0,6.68
Jordan Pickford,Everton,29, GK  ,25,2250,1,0.1,31.6,55,0,8.2,0,6.68
Fabinho,Liverpool,29," D(CR),DMC  ",18(5),1622,0,0.4,47.4,88.5,0,2.3,0,6.67
Wout Faes,Leicester,24, D(C)  ,19,1710,0,0.3,67.8,86.2,0,2.8,0.1,6.67
Nathan Aké,Man City,28," D(CL),DMC  ",16(4),1422,0,0.3,63.8,91.1,0.1,1.4,0.1,6.67
Issa Diop,Fulham,26, D(C)  ,15(3),1413,0,0.1,53.1,85.5,0,2.6,0,6.67
Liam Cooper,Leeds,31, D(C)  ,12(1),1107,0,0.3,46.8,78.8,0,1.7,0,6.67
Maximilian Kilman,Wolves,25, D(C)  ,26,2340,0,0,56.6,82.9,0,3,0,6.67
Kurt Zouma,West Ham,28, D(CR)  ,15(1),1296,0,0,38.9,86.2,0,2.1,0,6.67
Jack Harrison,Leeds,26," AM(CLR),FW  ",21(2),1668,5,1.7,25.7,70.1,1.3,0.7,0.1,6.67
Aaron Cresswell,West Ham,33," D(CL),M(L)  ",17(2),1579,0,1.6,45.2,83.2,1.7,2.5,0.1,6.67
Jordan Ayew,Crystal Palace,31," AM(CLR),FW  ",21(4),1757,1,0.8,20.7,79.9,0.3,0.2,0,6.66
John McGinn,Aston Villa,28, M(CR)  ,17(4),1528,2,0.4,27.2,79.7,0.3,2,0.1,6.66
Marc Cucurella,Chelsea,24," D(CL),M(L)  ",17(3),1351,2,0.4,45,85.6,0.6,1.4,0,6.66
Hugo Lloris,Tottenham,36, GK  ,21,1890,0,0,25.1,75.8,0,4.6,0,6.66
Illan Meslier,Leeds,23, GK  ,25,2250,0,0,25.1,54.7,0,3.6,0,6.66
Christian Eriksen,Man Utd,31," M(CLR),FW  ",18(1),1499,7,1.3,50.6,82.7,0.7,2.4,0.2,6.65
Ivan Perisic,Tottenham,34," M(CLR),FW  ",17(8),1526,5,1.3,22.8,72.3,1.6,1,0,6.65
Boubacar Kamara,Aston Villa,23," D(CL),DMC  ",18(1),1527,1,0.4,45.6,85,0,2.4,0.1,6.65
Emiliano Buendía,Aston Villa,26, M(CLR)  ,16(9),1471,0,1,25.5,81.2,0,1.4,0.2,6.65
Jorginho,Chelsea,31, DMC  ,15(3),1282,0,0.4,48.8,85.2,0,2.1,0,6.65
Rico Henry,Brentford,25," D(L),M(L)  ",23,2053,2,0.6,24.6,74.6,0.5,1,0.1,6.65
Sean Longstaff,Newcastle,25, DMC  ,20(4),1835,3,0.8,34.5,81,0.3,1.5,0.1,6.64
Che Adams,Southampton,26," AM(CL),FW  ",19(3),1643,3,1,17.7,67.1,0.1,0.9,0.1,6.64
Aaron Ramsdale,Arsenal,24, GK  ,26,2340,0,0,23.4,63.8,0,3.8,0,6.64
José Sá,Wolves,30, GK  ,26,2340,0,0,29,67.8,0,4.2,0,6.64
Ben Davies,Tottenham,29," D(CL),M(L)  ",19(4),1705,2,0.7,41.6,85,0.2,1.8,0,6.64
Leon Bailey,Aston Villa,25," M(CLR),FW  ",19(5),1493,2,0.8,14,69,0.8,0.8,0,6.63
Neco Williams,Nottingham Forest,21," D(LR),M(LR)  ",14(9),1334,0,0.5,21.3,68.2,0.7,1.4,0,6.62
Ainsley Maitland-Niles,Southampton,25," D(LR),M(CLR)  ",9(5),904,0,0.5,26.6,79.6,0.3,1.2,0,6.62
Saïd Benrahma,West Ham,27, AM(CLR)  ,14(9),1340,3,1.4,20,84.6,0.3,0.4,0,6.62
Harvey Barnes,Leicester,25, AM(CL)  ,23,1928,1,0.6,22.8,72.2,0.2,0.4,0,6.62
Ashley Young,Aston Villa,37," D(LR),M(LR)  ",14(4),1267,0,0.6,33.9,75.8,0.3,2.1,0.1,6.62
Kyle Walker-Peters,Southampton,25," D(LR),M(R)  ",17(1),1514,0,0.6,29.4,76,0.3,0.9,0,6.62
Ruben Loftus-Cheek,Chelsea,27, M(CLR)  ,15(2),1183,0,0.5,37.9,87.4,0.1,0.9,0.1,6.62
Anthony Gordon,Everton,22, AM(LR)  ,12(4),1097,0,0.5,15.8,75.1,0.2,0.4,0.1,6.61
Bobby De Cordova-Reid,Fulham,30," D(R),M(CLR),FW  ",24(1),1982,1,0.6,25.3,71.9,0.5,0.7,0,6.61
Manuel Akanji,Man City,27, D(CR)  ,16(3),1541,1,0.2,70.2,93.8,0.1,2.2,0,6.61
Séamus Coleman,Everton,34," D(CR),M(R)  ",15(3),1281,0,0.1,26.7,78.1,0.3,1,0,6.61
Vitaliy Mykolenko,Everton,23," D(CL),M(L)  ",25,2141,0,0.7,33.5,76.7,0.6,1.2,0,6.60
Nathan Collins,Wolves,21, D(CR)  ,17(1),1518,0,0.1,52.2,88.9,0,3.3,0,6.60
Wilfried Gnonto,Leeds,19, AM(L)  ,11(3),982,1,1.1,24.1,75.7,0.4,0.1,0.1,6.60
Jefferson Lerma,Bournemouth,28," D(R),DMC  ",24,2110,0,0.4,41.8,82.2,0,1.1,0,6.60
Luke Ayling,Leeds,31," D(CR),M(R)  ",11(7),1059,1,0.4,26,68.8,0.5,1.6,0,6.60
Idrissa Gueye,Everton,33, M(C)  ,20(1),1635,1,0.3,40,86.1,0,1.2,0,6.60
César Azpilicueta,Chelsea,33," D(CLR),M(R)  ",11(8),1104,0,0.6,36.2,82.8,0.3,0.4,0,6.60
David de Gea,Man Utd,32, GK  ,25,2250,0,0,27.3,69.1,0,4.6,0,6.59
Harvey Elliott,Liverpool,19, AM(CR)  ,15(10),1386,2,0.8,32.4,82.1,0.2,1,0.2,6.59
Tyrone Mings,Aston Villa,29, D(CL)  ,22,1980,1,0.1,50.6,84.7,0,3.3,0,6.59
Demarai Gray,Everton,26," AM(CLR),FW  ",20(4),1850,1,1.1,22.5,81.5,1.2,0.8,0,6.59
Marc Guéhi,Crystal Palace,22, D(C)  ,24,2160,0,0.2,55.6,86.8,0,3.7,0,6.59
Robin Koch,Leeds,26," D(C),DMC  ",24,2114,0,0,46,77.5,0,2.3,0,6.59
Jacob Ramsey,Aston Villa,21, AM(CLR)  ,18(4),1506,2,0.8,25.2,83.8,0,0.6,0,6.59
Ben Chilwell,Chelsea,26," D(L),M(L)  ",7(7),711,2,0.4,29.8,83,0.5,0.8,0,6.59
Marc Roca,Leeds,26, DMC  ,19(2),1480,1,0.8,39.1,80,0.2,2,0,6.58
Eddie Nketiah,Arsenal,23, FW  ,9(14),990,1,0.3,10.1,82,0,0.1,0,6.58
Joe Aribo,Southampton,26," M(CLR),FW  ",11(8),1097,0,0.5,18.2,74.2,0,0.3,0,6.58
Fred,Man Utd,30, M(C)  ,10(12),961,1,1,26,80.4,0.1,1.2,0.1,6.58
Jeffrey Schlupp,Crystal Palace,30," D(L),M(CLR)  ",21(3),1798,0,0.3,27,77.3,0,0.8,0,6.58
Dean Henderson,Nottingham Forest,25, GK  ,18,1620,0,0,31.2,56.8,0,6.4,0,6.57
Matheus Nunes,Wolves,24, M(C)  ,21(2),1681,1,0.9,29.2,81.4,0.2,2.4,0,6.57
Roméo Lavia,Southampton,19, DMC  ,14(2),1166,0,0.4,28.9,86.1,0.1,1.5,0.1,6.57
Daniel Amartey,Leicester,28," D(CR),DMC  ",15(2),1364,0,0.3,56,91.7,0,1.6,0.1,6.57
Renan Lodi,Nottingham Forest,24," D(L),M(L)  ",16(1),1349,0,0.5,26.8,75.9,0.5,1.4,0,6.57
Konstantinos Tsimikas,Liverpool,26, D(L)  ,6(8),534,4,1.1,21.7,85.2,1.1,0.7,0,6.56
Julián Álvarez,Man City,23," AM(CR),FW  ",6(13),707,0,0.5,12.3,80.8,0.1,0.5,0.1,6.56
João Moutinho,Wolves,36, M(C)  ,18(6),1576,2,1.4,36.1,84.1,0.7,1.9,0.1,6.56
Joe Worrall,Nottingham Forest,26, D(C)  ,15(5),1516,0,0.1,43.7,80.2,0,3.2,0,6.56
Danny Ings,Aston Villa,30," AM(C),FW  ",8(10),819,0,0.5,8.8,72.2,0,0.1,0.1,6.56
Tosin Adarabioyo,Fulham,25, D(CR)  ,12(2),1094,0,0.1,41.6,80.4,0.1,2.4,0,6.55
Josh Dasilva,Brentford,24, M(C)  ,12(12),1064,2,0.4,17.6,83.5,0.3,0.6,0,6.55
Matty Cash,Aston Villa,25," D(R),M(CLR)  ",16(5),1470,1,0.4,30.8,78,0.6,1.5,0,6.55
Adama Traoré,Wolves,27," M(CLR),FW  ",8(15),1096,1,0.8,13.3,73.6,0.7,0.3,0.1,6.55
Brennan Johnson,Nottingham Forest,21," AM(CLR),FW  ",23(2),2067,2,0.8,12.5,62,0.2,0.2,0,6.55
Nathan Patterson,Everton,21," D(R),M(R)  ",11(2),988,0,0.3,28.8,81.3,0.2,0.8,0,6.55
Rayan Aït-Nouri,Wolves,21," D(L),M(L)  ",9(10),1004,0,0.4,23.3,81.7,0.3,0.4,0,6.55
Lewis Dunk,Brighton,31, D(C)  ,23,2070,0,0.1,83.2,90.5,0,5.3,0,6.55
Raphaël Varane,Man Utd,29, D(C)  ,16(2),1393,0,0.2,45.2,86.2,0,2,0,6.54
Hugo Bueno,Wolves,20, D(L)  ,13(2),1047,1,0.7,26.7,84.8,1,0.2,0,6.54
Tyrell Malacia,Man Utd,23, D(L)  ,10(5),920,0,0.1,25.8,84.8,0.2,0.7,0,6.54
Joel Ward,Crystal Palace,33," D(CLR),DMC,M(R)  ",14(2),1295,0,0.1,34.3,75.4,0.1,1.3,0,6.53
Vladimír Coufal,West Ham,30," D(R),M(R)  ",16(2),1428,0,0.9,31.2,66.4,0.7,1.5,0,6.53
Jonny,Wolves,29," D(CLR),M(LR)  ",12(4),1110,0,0.2,39.2,85,0.3,1.6,0.1,6.53
Nélson Semedo,Wolves,29," D(LR),M(R)  ",19(5),1638,1,0.4,31,82,0.3,1,0,6.53
Conor Gallagher,Chelsea,23, AM(C)  ,10(12),867,1,0.8,21.2,83.1,0.5,0.4,0,6.53
Jordan Henderson,Liverpool,32," D(C),M(CLR)  ",14(8),1236,1,0.6,44,83.7,0.2,2.3,0.1,6.52
Lewis Cook,Bournemouth,26, M(CL)  ,17(3),1507,2,1.1,30.6,80.9,0.8,1.1,0,6.52
Kyle Walker,Man City,32," D(CR),M(R)  ",14(2),1166,0,0.3,67.9,88.3,0.1,2.6,0.1,6.52
Daniel Podence,Wolves,27," AM(CLR),FW  ",16(8),1385,0,1.2,20.2,70,0.4,0.8,0,6.51
Ryan Yates,Nottingham Forest,25, DMC  ,16(3),1415,2,0.4,24.9,78.9,0,1.2,0,6.51
Ezri Konsa,Aston Villa,25, D(CR)  ,24(1),2153,0,0.2,47.1,87,0.1,1.6,0,6.51
Harrison Reed,Fulham,28," D(R),M(CR)  ",25,2051,1,0.9,33.4,78.6,0.4,1.4,0,6.51
Crysencio Summerville,Leeds,21, AM(LR)  ,8(10),938,1,0.4,16.1,76.6,0.1,0.3,0,6.50
Gianluca Scamacca,West Ham,24, FW  ,11(5),929,0,0.8,10.9,66.9,0.1,0.8,0,6.50
Boubakary Soumaré,Leicester,24, DMC  ,12(4),889,0,0.1,32.4,88.8,0,1,0.1,6.50
Trevoh Chalobah,Chelsea,23," D(CR),DMC  ",11(3),984,0,0.1,45.1,88.9,0,1.9,0,6.50
Patson Daka,Leicester,24, FW  ,9(9),719,3,0.6,8.7,67.3,0.1,0,0.2,6.50
Tyrick Mitchell,Crystal Palace,23, D(L)  ,21(2),1726,2,0.3,30.5,70.2,0.3,1.2,0,6.49
Adam Webster,Brighton,28, D(C)  ,16(2),1411,0,0.2,62.8,87.9,0.1,3.7,0,6.49
Yoane Wissa,Brentford,26," AM(L),FW  ",11(13),1071,2,0.4,8.8,73.6,0,0.3,0,6.49
Gavin Bazunu,Southampton,21, GK  ,25,2250,0,0,32.4,54,0,7.9,0,6.48
Marcos Senesi,Bournemouth,25, D(C)  ,20(1),1702,0,0.1,38.9,79.5,0,3.1,0,6.48
Ben Johnson,West Ham,23," D(CLR),M(LR)  ",8(5),742,0,0.2,30.3,72.8,0.5,1.5,0,6.47
Hakim Ziyech,Chelsea,29, M(CLR)  ,6(7),569,1,0.8,20.3,73.1,0.8,1,0,6.47
Mads Roerslev,Brentford,23," D(R),M(R)  ",10(5),931,0,0.5,14.9,65.9,0.3,0.7,0.1,6.47
Jordan Zemura,Bournemouth,23, D(L)  ,17(2),1457,1,0.9,24,69.3,0.3,0.6,0,6.46
Odsonne Édouard,Crystal Palace,25," AM(L),FW  ",12(10),1124,2,0.5,12.5,73.5,0,0,0,6.46
Danny Ward,Leicester,29, GK  ,25,2250,0,0,30.5,70.1,0,4.6,0,6.46
Davinson Sánchez,Tottenham,26, D(C)  ,6(7),569,0,0.1,30.8,87.8,0.1,0.6,0,6.46
Ederson,Man City,29, GK  ,26,2340,1,0,31.1,84.2,0,5.1,0,6.45
