Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Jordan Siebatcheu,Union Berlin,26, FW  ,14(7),1099,4,3,3,0,1.3,54,3.7,2,6.67
Christopher Lenz,Eintracht Frankfurt,28," D(L),M(L)  ",5(10),673,0,2,0,0,0.5,81.2,0.4,0,6.66
Patrik Schick,Leverkusen,27," AM(R),FW  ",10(4),941,3,1,0,0,2.4,69.8,2.1,0,6.66
Janik Haberer,Union Berlin,28," M(CLR),FW  ",20(1),1431,5,1,0,0,1.1,71.6,1.1,1,6.66
Grischa Prömel,Hoffenheim,28, M(C)  ,13,1074,1,1,3,0,1.7,79.8,0.9,0,6.66
Christian Günter,Freiburg,30," D(L),M(L)  ",22,1946,0,3,5,0,1,76.6,0.4,0,6.65
Marcel Sabitzer,Bayern,28," M(CLR),FW  ",7(8),627,1,1,2,0,1,87.7,0.5,0,6.65
Giovanni Reyna,Borussia Dortmund,20, AM(CLR)  ,4(10),496,5,0,1,0,1.1,79.3,0.4,0,6.65
Robin Zentner,Mainz,28, GK  ,17,1530,0,0,1,0,0,48,0.6,0,6.65
Tuta,Eintracht Frankfurt,23, D(C)  ,22,1971,1,0,4,0,0.3,80,1.5,0,6.64
Maxence Lacroix,Wolfsburg,22, D(C)  ,13(5),1212,1,0,0,0,0.2,86.8,2.1,1,6.64
Cédric Brunner,Schalke,29, D(CR)  ,19,1611,0,0,2,0,0.3,69.8,1.6,0,6.63
Silas Mvumpa,Stuttgart,24," M(LR),FW  ",18(2),1454,3,2,3,0,1.6,78.5,0.8,2,6.63
Edimilson Fernandes,Mainz,26," D(C),M(CR)  ",17(4),1525,0,2,3,0,0.4,75.5,0.9,0,6.63
Karim Adeyemi,Borussia Dortmund,21," AM(R),FW  ",12(4),806,3,2,5,0,1.3,77.2,0.4,0,6.63
Serhou Guirassy,Stuttgart,26," AM(L),FW  ",12(1),980,6,0,1,1,2.2,69.8,2.1,0,6.63
Jirí Pavlenka,Werder Bremen,30, GK  ,23,2009,0,0,0,0,0,68.3,0.3,1,6.62
Kevin Akpoguma,Hoffenheim,27," D(CR),M(R)  ",12(7),1200,0,0,7,0,0.3,78.7,1.9,0,6.62
Anthony Jung,Werder Bremen,31," D(CL),M(L)  ",22(1),1795,2,4,1,0,0.6,77.7,0.9,0,6.62
Niklas Stark,Werder Bremen,27," D(C),DMC  ",12(4),1137,0,0,5,0,0.1,82.8,1.4,0,6.62
Robert Skov,Hoffenheim,26," D(L),M(LR)  ",14(3),1081,3,2,1,0,2.2,72.4,0.4,1,6.62
Kerem Demirbay,Leverkusen,29, M(C)  ,12(7),1081,3,3,3,0,1.4,80.6,0.3,1,6.61
Lucas Höler,Freiburg,28," AM(CLR),FW  ",6(9),635,3,0,0,0,0.9,63.6,1.9,1,6.60
Waldemar Anton,Stuttgart,26," D(CR),DMC  ",23,2024,1,0,3,0,0.8,80,1.7,0,6.60
Rani Khedira,Union Berlin,29," D(C),DMC  ",22,1924,0,0,6,0,0.7,75.7,1.4,0,6.60
Piero Hincapié,Leverkusen,21, D(CL)  ,17(3),1587,1,0,5,2,0.8,83.6,1.7,0,6.60
Niko Gießelmann,Union Berlin,31," D(CL),M(L)  ",11(7),1047,0,2,4,0,0.9,70.7,1.1,0,6.60
Mohamed Simakan,RBL,22, D(CR)  ,11(3),850,1,1,0,0,0.5,83.7,1.3,0,6.59
Josko Gvardiol,RBL,21, D(CL)  ,16(5),1485,0,0,1,0,0.4,89,1.4,0,6.59
Emil Forsberg,RBL,31," AM(CLR),FW  ",10(10),990,5,3,2,0,0.7,84.7,0.5,0,6.59
Jakub Kaminski,Wolfsburg,20, AM(LR)  ,15(5),1265,1,2,0,0,1,74.7,0.4,0,6.59
Omar Marmoush,Wolfsburg,24," AM(L),FW  ",10(12),1009,4,1,2,0,1.4,70.9,1.4,0,6.59
Janis Blaswich,RBL,31, GK  ,16,1440,0,0,0,0,0,86.9,0.5,0,6.59
Munas Dabbur,Hoffenheim,30," AM(C),FW  ",4(10),571,5,0,2,0,1.1,72.6,0.2,0,6.58
Atakan Karazor,Stuttgart,26," D(C),DMC  ",13(7),1192,0,1,8,0,0.2,85.4,1.7,1,6.58
Adam Hlozek,Leverkusen,20," AM(CL),FW  ",12(8),934,3,3,2,0,1.2,76.4,0.9,2,6.58
Jonjoe Kenny,Hertha Berlin,25," D(LR),M(R)  ",18(2),1598,0,1,2,0,0.3,75.8,1,0,6.57
Mattias Svanberg,Wolfsburg,24, M(CL)  ,13(9),1201,2,4,4,0,0.7,71.3,0.7,1,6.57
Edmond Tapsoba,Leverkusen,24, D(C)  ,23,2034,1,0,3,0,0.6,86.1,1.7,1,6.57
Dennis Geiger,Hoffenheim,24, M(C)  ,18,1265,1,2,6,0,0.3,85.7,0.3,1,6.57
Dejan Ljubicic,FC Koln,25, M(CR)  ,11(5),999,3,0,1,0,1.3,77.8,0.3,1,6.57
Diogo Leite,Union Berlin,24, D(C)  ,19,1639,0,1,2,1,0.4,78.8,2.4,0,6.57
Milos Veljkovic,Werder Bremen,27," D(C),DMC  ",16(3),1430,1,0,1,0,0.1,81.7,1.7,0,6.57
Felix Uduokhai,Augsburg,25, D(C)  ,10(3),973,0,1,1,0,0.2,73.3,2.5,1,6.57
Donyell Malen,Borussia Dortmund,24," AM(L),FW  ",12(3),922,1,1,0,0,1.8,78.8,0.3,0,6.57
Chidera Ejuke,Hertha Berlin,25," AM(CLR),FW  ",9(6),791,0,3,0,0,1.4,82.7,0.3,0,6.56
Eric Martel,FC Koln,20, DMC  ,14(5),1248,0,0,3,0,0.8,80.1,1.8,0,6.56
Sebastiaan Bornauw,Wolfsburg,23, D(C)  ,15(2),1245,0,0,5,0,0.1,84.6,1.8,0,6.56
Amos Pieper,Werder Bremen,25, D(C)  ,19(3),1668,1,1,8,0,0.5,80.3,2.1,0,6.56
Christopher Antwi-Adjei,Bochum,29, AM(CLR)  ,11(7),1063,2,6,0,0,1.1,69.8,0.6,1,6.56
Robert Gumny,Augsburg,24, D(CLR)  ,17(2),1552,1,2,4,0,0.3,66.9,2.1,0,6.56
Anthony Losilla,Bochum,36," D(C),DMC  ",21,1836,0,2,3,1,0.7,69.2,3,0,6.55
Salih Özcan,Borussia Dortmund,25, M(C)  ,16(3),1344,0,1,6,0,0.1,87.1,0.9,0,6.55
Kristijan Jakic,Eintracht Frankfurt,25," D(CR),DMC  ",14(6),1244,1,0,2,0,0.4,77.6,0.9,0,6.55
Danny da Costa,Mainz,29," D(R),M(R)  ",9(5),846,0,2,0,0,0.4,65.2,0.9,0,6.55
Marcel Halstenberg,RBL,31," D(CL),M(L)  ",12(8),1132,1,1,2,0,0.4,80.7,0.9,0,6.55
Maximilian Eggestein,Freiburg,26, M(CR)  ,18(4),1656,0,2,4,0,0.3,77.4,1.6,0,6.54
Christian Groß,Werder Bremen,34," D(C),DMC  ",17(2),1387,1,0,2,0,0.2,83,1.1,0,6.54
Marvin Plattenhardt,Hertha Berlin,31," D(L),M(L)  ",19(1),1585,0,2,2,0,0.3,75.4,0.6,1,6.53
Anthony Modeste,Borussia Dortmund,34, FW  ,7(8),767,2,1,4,0,1.4,59.8,2.1,0,6.53
Ansgar Knauff,Eintracht Frankfurt,21, M(LR)  ,12(6),1033,1,1,1,0,0.7,65.4,0.4,0,6.53
Manuel Riemann,Bochum,34, GK  ,23,2070,0,0,1,0,0,59.4,0.3,2,6.53
Benno Schmitz,FC Koln,28, D(CLR)  ,20(1),1642,1,0,3,0,0.3,62.3,0.9,0,6.53
