team,player,Nation,Pos,Age,Born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,League,Season
,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,
Betis,Ryad Boudebouz,ALG,"MF,FW",27,1990,15.1,2,19,12,63.2,1.26,0.79,0.11,0.17,25.1,2,0,0,0.8,0.8,0.04,+1.2,+1.2,La Liga,2017-2018
Betis,Sergio León,ESP,FW,28,1989,22.0,11,64,26,40.6,2.91,1.18,0.17,0.42,14.9,2,0,1,11.0,10.2,0.16,0.0,+0.8,La Liga,2017-2018
Betis,Víctor Camarasa,ESP,MF,23,1994,13.9,1,21,4,19.0,1.51,0.29,0.05,0.25,22.2,1,0,0,1.4,1.4,0.07,-0.4,-0.4,La Liga,2017-2018
Betis,Zouhair Feddal,MAR,DF,28,1989,14.0,3,6,3,50.0,0.43,0.21,0.50,1.00,17.0,1,0,0,0.5,0.5,0.09,+2.5,+2.5,La Liga,2017-2018
Celta Vigo,Andreu Fontàs,ESP,DF,27,1989,9.8,0,1,0,0.0,0.10,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1,La Liga,2017-2018
Celta Vigo,Andrew Hjulsager,DEN,"DF,MF",22,1995,0.2,0,1,0,0.0,6.43,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.03,0.0,0.0,La Liga,2017-2018
Celta Vigo,Brais Méndez,ESP,"MF,FW",20,1997,10.5,1,22,9,40.9,2.09,0.85,0.05,0.11,18.8,0,0,0,1.7,1.7,0.08,-0.7,-0.7,La Liga,2017-2018
Celta Vigo,Daniel Molina Orta,ESP,MF,21,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Celta Vigo,Daniel Wass,DEN,"MF,DF",28,1989,32.6,4,52,11,21.2,1.60,0.34,0.08,0.36,24.9,21,0,0,3.7,3.7,0.07,+0.3,+0.3,La Liga,2017-2018
Celta Vigo,Emre Mor,TUR,"FW,MF",20,1997,7.4,1,12,5,41.7,1.62,0.68,0.08,0.20,21.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3,La Liga,2017-2018
Celta Vigo,Facundo Roncaglia,ARG,DF,30,1987,16.6,0,5,1,20.0,0.30,0.06,0.00,0.00,18.9,0,0,0,0.3,0.3,0.06,-0.3,-0.3,La Liga,2017-2018
Celta Vigo,Gustavo Cabral,ARG,DF,31,1985,21.0,1,10,2,20.0,0.48,0.10,0.10,0.50,11.6,0,0,0,0.7,0.7,0.07,+0.3,+0.3,La Liga,2017-2018
Celta Vigo,Hugo Mallo,ESP,DF,26,1991,33.3,0,23,8,34.8,0.69,0.24,0.00,0.00,22.9,1,0,0,1.6,1.6,0.07,-1.6,-1.6,La Liga,2017-2018
Celta Vigo,Iago Aspas,ESP,FW,29,1987,32.6,22,91,40,44.0,2.79,1.23,0.22,0.50,16.5,6,2,3,17.3,15.0,0.16,+4.7,+5.0,La Liga,2017-2018
Celta Vigo,John Guidetti,SWE,"FW,MF",25,1992,1.3,0,5,3,60.0,3.91,2.35,0.00,0.00,14.7,0,0,0,0.9,0.9,0.18,-0.9,-0.9,La Liga,2017-2018
Celta Vigo,Jonny Castro,ESP,DF,23,1994,35.6,2,15,4,26.7,0.42,0.11,0.13,0.50,20.0,0,0,0,1.8,1.8,0.12,+0.2,+0.2,La Liga,2017-2018
Celta Vigo,Jozabed,ESP,MF,26,1991,16.4,0,18,5,27.8,1.10,0.31,0.00,0.00,17.3,1,0,0,1.7,1.7,0.10,-1.7,-1.7,La Liga,2017-2018
Celta Vigo,Lucas Boyé,ARG,"FW,MF",21,1996,3.1,0,8,2,25.0,2.61,0.65,0.00,0.00,15.5,0,0,0,1.1,1.1,0.14,-1.1,-1.1,La Liga,2017-2018
Celta Vigo,Maxi Gómez,URU,FW,20,1996,34.1,17,83,37,44.6,2.43,1.09,0.20,0.46,12.7,1,0,0,14.8,14.8,0.19,+2.2,+2.2,La Liga,2017-2018
Celta Vigo,Nemanja Radoja,SRB,MF,24,1993,12.3,0,4,2,50.0,0.33,0.16,0.00,0.00,14.8,0,0,0,0.9,0.9,0.23,-0.9,-0.9,La Liga,2017-2018
Celta Vigo,Pablo Hernández,CHI,MF,30,1986,20.2,3,17,3,17.6,0.84,0.15,0.18,1.00,14.5,0,0,0,1.9,1.9,0.11,+1.1,+1.1,La Liga,2017-2018
Celta Vigo,Pione Sisto,DEN,"FW,MF",22,1995,28.0,5,52,19,36.5,1.86,0.68,0.10,0.26,20.9,3,0,0,4.7,4.7,0.09,+0.3,+0.3,La Liga,2017-2018
Celta Vigo,Rubén Blanco,ESP,GK,22,1995,21.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Celta Vigo,Róbert Mazáň,SVK,DF,23,1994,0.9,0,2,1,50.0,2.22,1.11,0.00,0.00,17.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,La Liga,2017-2018
Celta Vigo,Sergi Gómez,ESP,DF,25,1992,29.8,1,15,2,13.3,0.50,0.07,0.07,0.50,11.9,0,0,0,1.6,1.6,0.11,-0.6,-0.6,La Liga,2017-2018
Celta Vigo,Sergio Álvarez,ESP,GK,30,1986,16.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Celta Vigo,Stanislav Lobotka,SVK,MF,22,1994,34.0,0,8,3,37.5,0.24,0.09,0.00,0.00,26.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,La Liga,2017-2018
Eibar,Anaitz Arbilla,ESP,DF,30,1987,26.8,2,17,4,23.5,0.63,0.15,0.12,0.50,24.2,8,0,0,0.8,0.8,0.05,+1.2,+1.2,La Liga,2017-2018
Eibar,Ander Capa,ESP,DF,25,1992,25.0,0,6,1,16.7,0.24,0.04,0.00,0.00,20.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,La Liga,2017-2018
Eibar,Asier Riesgo,ESP,GK,33,1983,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Eibar,Bebé,CPV,"MF,FW",27,1990,4.1,0,9,1,11.1,2.22,0.25,0.00,0.00,24.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,La Liga,2017-2018
Eibar,Charles,BRA,FW,33,1984,17.6,8,44,15,34.1,2.50,0.85,0.16,0.47,14.5,0,1,1,8.1,7.3,0.17,-0.1,-0.3,La Liga,2017-2018
Eibar,Cristian Rivera,ESP,MF,20,1997,2.7,0,1,0,0.0,0.37,0.00,0.00,,35.8,0,0,0,0.0,0.0,0.02,0.0,0.0,La Liga,2017-2018
Eibar,Dani García,ESP,MF,27,1990,30.8,0,20,1,5.0,0.65,0.03,0.00,0.00,28.3,0,0,0,0.5,0.5,0.03,-0.5,-0.5,La Liga,2017-2018
Eibar,David Juncà,ESP,DF,23,1993,10.0,0,3,0,0.0,0.30,0.00,0.00,,29.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,La Liga,2017-2018
Eibar,David Lombán,ESP,DF,30,1987,11.0,1,4,1,25.0,0.36,0.09,0.25,1.00,13.2,0,0,0,0.2,0.2,0.06,+0.8,+0.8,La Liga,2017-2018
Eibar,Fabián Orellana,CHI,"MF,FW",31,1986,13.1,3,26,5,19.2,1.98,0.38,0.12,0.60,18.4,1,0,0,2.9,2.9,0.11,+0.1,+0.1,La Liga,2017-2018
Eibar,Gonzalo Escalante,ARG,MF,24,1993,17.4,1,25,5,20.0,1.44,0.29,0.04,0.20,18.2,0,0,0,1.3,1.3,0.05,-0.3,-0.3,La Liga,2017-2018
Eibar,Imanol Sarriegi,ESP,"MF,FW",22,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Eibar,Iván Alejo,ESP,"MF,FW",22,1995,12.2,1,13,3,23.1,1.06,0.25,0.08,0.33,20.8,0,0,0,0.5,0.5,0.04,+0.5,+0.5,La Liga,2017-2018
Eibar,Iván Ramis,ESP,DF,32,1984,14.5,3,14,7,50.0,0.97,0.48,0.21,0.43,14.0,1,0,0,0.9,0.9,0.07,+2.1,+2.1,La Liga,2017-2018
Eibar,Joan Jordán,ESP,MF,23,1994,27.0,6,38,16,42.1,1.41,0.59,0.13,0.31,20.6,4,1,2,4.1,2.6,0.07,+1.9,+2.4,La Liga,2017-2018
Eibar,José Ángel,ESP,DF,27,1989,27.0,0,15,0,0.0,0.56,0.00,0.00,,27.1,4,0,0,0.5,0.5,0.03,-0.5,-0.5,La Liga,2017-2018
Eibar,Kike,ESP,FW,27,1989,27.3,8,71,26,36.6,2.60,0.95,0.11,0.31,12.9,0,0,0,9.4,9.4,0.13,-1.4,-1.4,La Liga,2017-2018
Eibar,Marko Dmitrović,SRB,GK,25,1992,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Eibar,Papakouli Diop,SEN,MF,31,1986,10.4,0,14,1,7.1,1.34,0.10,0.00,0.00,16.3,0,0,0,1.0,1.0,0.07,-1.0,-1.0,La Liga,2017-2018
Eibar,Paulo Oliveira,POR,DF,25,1992,24.6,0,13,3,23.1,0.53,0.12,0.00,0.00,10.8,0,0,0,1.1,1.1,0.08,-1.1,-1.1,La Liga,2017-2018
Eibar,Pedro León,ESP,"FW,MF",30,1986,10.3,0,24,7,29.2,2.33,0.68,0.00,0.00,25.0,4,0,0,1.2,1.2,0.05,-1.2,-1.2,La Liga,2017-2018
Eibar,Rubén Peña,ESP,"DF,MF",26,1991,19.2,1,12,2,16.7,0.62,0.10,0.08,0.50,21.2,0,0,0,0.5,0.5,0.04,+0.5,+0.5,La Liga,2017-2018
Eibar,Sergi Enrich,ESP,FW,27,1990,14.8,3,32,11,34.4,2.17,0.74,0.09,0.27,16.0,0,0,0,3.1,3.1,0.10,-0.1,-0.1,La Liga,2017-2018
Eibar,Takashi Inui,JPN,"MF,FW",29,1988,29.2,5,64,21,32.8,2.19,0.72,0.08,0.24,19.7,0,0,0,4.6,4.6,0.07,+0.4,+0.4,La Liga,2017-2018
Eibar,Xesc Regis,ESP,FW,20,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Eibar,Yoel,ESP,GK,28,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Eibar,Álex Gálvez,ESP,DF,28,1989,4.0,1,2,1,50.0,0.50,0.25,0.50,1.00,14.0,0,0,0,0.1,0.1,0.05,+0.9,+0.9,La Liga,2017-2018
Espanyol,Aarón Martín,ESP,DF,20,1997,31.3,0,5,2,40.0,0.16,0.06,0.00,0.00,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,La Liga,2017-2018
Espanyol,Carlos Sánchez,COL,MF,31,1986,12.5,0,4,0,0.0,0.32,0.00,0.00,,28.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,La Liga,2017-2018
Espanyol,David López,ESP,"DF,MF",27,1989,37.0,1,14,6,42.9,0.38,0.16,0.07,0.17,13.0,0,0,0,1.7,1.7,0.12,-0.7,-0.7,La Liga,2017-2018
Espanyol,Diego López,ESP,GK,35,1981,9.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Espanyol,Dídac Vilà,ESP,"DF,MF",28,1989,8.1,0,11,3,27.3,1.35,0.37,0.00,0.00,20.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,La Liga,2017-2018
Espanyol,Esteban Granero,ESP,MF,30,1987,13.7,1,13,2,15.4,0.95,0.15,0.08,0.50,24.7,3,0,0,0.6,0.6,0.04,+0.4,+0.4,La Liga,2017-2018
Espanyol,Gerard Moreno,ESP,FW,25,1992,37.9,16,103,45,43.7,2.72,1.19,0.15,0.33,14.4,2,1,2,15.5,13.8,0.14,+0.5,+1.2,La Liga,2017-2018
Espanyol,Hernán Pérez,PAR,"MF,DF",28,1989,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Espanyol,Javi Fuego,ESP,MF,33,1984,14.9,0,6,2,33.3,0.40,0.13,0.00,0.00,19.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,La Liga,2017-2018
Espanyol,Javi López,ESP,DF,31,1986,10.7,0,3,0,0.0,0.28,0.00,0.00,,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,La Liga,2017-2018
Espanyol,José Manuel Jurado,ESP,"MF,FW",31,1986,16.7,0,13,2,15.4,0.78,0.12,0.00,0.00,20.7,2,0,0,1.1,1.1,0.08,-1.1,-1.1,La Liga,2017-2018
Espanyol,Léo Baptistão,BRA,"FW,MF",24,1992,29.7,8,79,26,32.9,2.66,0.87,0.10,0.31,16.0,0,0,0,10.2,10.2,0.13,-2.2,-2.2,La Liga,2017-2018
Espanyol,Marc Navarro,ESP,DF,22,1995,12.3,1,20,5,25.0,1.62,0.41,0.05,0.20,23.5,3,0,0,0.7,0.7,0.04,+0.3,+0.3,La Liga,2017-2018
Espanyol,Marc Roca,ESP,MF,20,1996,2.9,0,4,0,0.0,1.36,0.00,0.00,,28.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,La Liga,2017-2018
Espanyol,Mario Hermoso,ESP,DF,22,1995,21.4,1,11,3,27.3,0.51,0.14,0.09,0.33,24.8,1,0,0,1.0,1.0,0.09,0.0,0.0,La Liga,2017-2018
Espanyol,Naldo,BRA,DF,28,1988,10.2,0,1,0,0.0,0.10,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1,La Liga,2017-2018
Espanyol,Pablo Piatti,ARG,"MF,FW",28,1989,19.3,2,29,4,13.8,1.50,0.21,0.03,0.25,20.9,1,1,1,3.1,2.3,0.08,-1.1,-1.3,La Liga,2017-2018
Espanyol,Papakouli Diop,SEN,MF,31,1986,2.9,0,1,0,0.0,0.34,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.03,0.0,0.0,La Liga,2017-2018
Espanyol,Pau López,ESP,GK,22,1994,28.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Espanyol,Sergi Darder,ESP,MF,23,1993,30.9,1,29,8,27.6,0.94,0.26,0.03,0.13,25.8,2,0,0,1.1,1.1,0.04,-0.1,-0.1,La Liga,2017-2018
Espanyol,Sergio García,ESP,"FW,MF",34,1983,18.2,2,39,17,43.6,2.14,0.93,0.05,0.12,18.5,2,0,0,4.0,4.0,0.10,-2.0,-2.0,La Liga,2017-2018
Espanyol,Sergio Sánchez,ESP,DF,31,1986,1.1,0,1,0,0.0,0.89,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1,La Liga,2017-2018
Espanyol,Víctor Sánchez,ESP,"MF,DF",29,1987,27.3,0,13,1,7.7,0.48,0.04,0.00,0.00,22.8,1,0,0,0.5,0.5,0.04,-0.5,-0.5,La Liga,2017-2018
Espanyol,Óscar Duarte,CRC,DF,28,1989,11.0,0,3,0,0.0,0.27,0.00,0.00,,10.0,0,0,0,0.6,0.6,0.19,-0.6,-0.6,La Liga,2017-2018
Espanyol,Óscar Melendo,ESP,"MF,FW",19,1997,7.6,0,8,2,25.0,1.05,0.26,0.00,0.00,20.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5,La Liga,2017-2018
Getafe,Alberto Redondo,ESP,DF,20,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Getafe,Amath,SEN,"MF,FW",21,1996,31.8,3,42,13,31.0,1.32,0.41,0.07,0.23,17.6,0,0,0,4.4,4.4,0.11,-1.4,-1.4,La Liga,2017-2018
Getafe,Barri,ESP,"MF,FW",21,1995,1.3,0,1,1,100.0,0.80,0.80,0.00,0.00,20.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,La Liga,2017-2018
Getafe,Bruno González,ESP,DF,27,1990,17.1,0,5,0,0.0,0.29,0.00,0.00,,12.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,La Liga,2017-2018
Getafe,Cala,ESP,DF,27,1989,20.0,2,16,5,31.3,0.80,0.25,0.13,0.40,10.7,0,0,0,1.6,1.6,0.10,+0.4,+0.4,La Liga,2017-2018
Getafe,Carlos Calderón,ESP,MF,22,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Getafe,Damián Suárez,URU,DF,29,1988,32.0,1,10,4,40.0,0.31,0.13,0.10,0.25,30.7,2,0,0,0.6,0.6,0.06,+0.4,+0.4,La Liga,2017-2018
Getafe,Daniel Pacheco,ESP,"MF,FW",26,1991,1.9,0,1,0,0.0,0.51,0.00,0.00,,15.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,La Liga,2017-2018
Getafe,David Alba,ESP,DF,18,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Getafe,Djené,TOG,DF,25,1991,36.0,1,11,2,18.2,0.31,0.06,0.09,0.50,15.3,0,0,0,0.7,0.7,0.07,+0.3,+0.3,La Liga,2017-2018
Getafe,Emiliano Martínez,ARG,GK,24,1992,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Getafe,Fayçal Fajr,MAR,"MF,FW",28,1988,26.5,1,21,9,42.9,0.79,0.34,0.05,0.11,25.5,3,0,1,1.5,0.7,0.03,-0.5,+0.3,La Liga,2017-2018
Getafe,Francisco Molinero,ESP,DF,32,1985,6.4,0,4,0,0.0,0.62,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,La Liga,2017-2018
Getafe,Francisco Portillo,ESP,"MF,FW",27,1990,27.3,2,18,6,33.3,0.66,0.22,0.06,0.17,18.8,0,1,2,3.1,1.5,0.08,-1.1,-0.5,La Liga,2017-2018
Getafe,Gaku Shibasaki,JPN,"MF,FW",25,1992,11.1,1,10,3,30.0,0.90,0.27,0.10,0.33,20.1,0,0,0,0.9,0.9,0.09,+0.1,+0.1,La Liga,2017-2018
Getafe,Hugo Duro,ESP,FW,17,1999,0.2,0,1,1,100.0,4.74,4.74,0.00,0.00,14.0,0,0,0,0.3,0.3,0.26,-0.3,-0.3,La Liga,2017-2018
Getafe,Jefferson Montero,ECU,"MF,FW",27,1989,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Getafe,Jorge Molina,ESP,FW,35,1982,31.0,7,57,20,35.1,1.84,0.65,0.07,0.20,14.0,0,3,6,14.7,9.9,0.18,-7.7,-5.9,La Liga,2017-2018
Getafe,Leandro Cabrera,URU,DF,26,1991,8.0,0,2,1,50.0,0.25,0.12,0.00,0.00,6.9,0,0,0,0.5,0.5,0.24,-0.5,-0.5,La Liga,2017-2018
Getafe,Loïc Rémy,FRA,"FW,MF",30,1987,5.1,3,10,5,50.0,1.97,0.98,0.20,0.40,21.5,0,1,1,1.7,0.9,0.09,+1.3,+1.1,La Liga,2017-2018
Getafe,Markel Bergara,ESP,MF,31,1986,16.3,4,16,9,56.3,0.98,0.55,0.25,0.44,11.5,0,0,0,2.8,2.8,0.20,+1.2,+1.2,La Liga,2017-2018
Getafe,Mathieu Flamini,FRA,MF,33,1984,5.3,0,1,1,100.0,0.19,0.19,0.00,0.00,22.8,0,0,0,0.0,0.0,0.04,0.0,0.0,La Liga,2017-2018
Getafe,Mathías Olivera,URU,MF,19,1997,1.1,1,1,1,100.0,0.87,0.87,1.00,1.00,7.2,0,0,0,0.2,0.2,0.24,+0.8,+0.8,La Liga,2017-2018
Getafe,Mauro Arambarri,URU,MF,21,1995,23.6,1,21,3,14.3,0.89,0.13,0.05,0.33,23.4,1,0,0,1.6,1.6,0.08,-0.6,-0.6,La Liga,2017-2018
Getafe,Mehdi Lacen,ALG,MF,33,1984,0.7,0,2,1,50.0,2.90,1.45,0.00,0.00,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,La Liga,2017-2018
Getafe,Merveille Ndockyt,CGO,"MF,FW",19,1998,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Getafe,Miguel Ángel Rubio,ESP,DF,19,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Getafe,Sergio Mora,ESP,MF,37,1979,9.0,0,6,0,0.0,0.66,0.00,0.00,,22.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,La Liga,2017-2018
Getafe,Vicente Guaita,ESP,GK,30,1987,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Getafe,Vitorino Antunes,POR,DF,30,1987,31.1,0,29,3,10.3,0.93,0.10,0.00,0.00,29.8,10,0,1,1.7,0.9,0.03,-1.7,-0.9,La Liga,2017-2018
Getafe,Álvaro Jiménez,ESP,"MF,FW",22,1995,5.9,1,9,4,44.4,1.53,0.68,0.11,0.25,24.2,0,0,0,0.5,0.5,0.06,+0.5,+0.5,La Liga,2017-2018
Getafe,Ángel Rodríguez,ESP,FW,30,1987,25.5,13,67,30,44.8,2.63,1.18,0.19,0.43,17.7,0,0,1,11.0,10.3,0.15,+2.0,+2.7,La Liga,2017-2018
Girona,Aday,ESP,DF,29,1987,20.4,2,31,12,38.7,1.52,0.59,0.03,0.08,22.8,5,1,2,2.8,1.3,0.04,-0.8,-0.3,La Liga,2017-2018
Girona,Aleix García,ESP,MF,20,1997,9.5,1,12,3,25.0,1.27,0.32,0.08,0.33,31.2,3,0,0,0.3,0.3,0.02,+0.7,+0.7,La Liga,2017-2018
Girona,Anthony Lozano,HON,"FW,MF",24,1993,5.2,1,16,7,43.8,3.06,1.34,0.06,0.14,16.3,0,0,0,1.4,1.4,0.09,-0.4,-0.4,La Liga,2017-2018
Girona,Bernardo Espinosa,COL,DF,28,1989,31.9,0,26,4,15.4,0.82,0.13,0.00,0.00,11.8,0,0,0,2.7,2.7,0.10,-2.7,-2.7,La Liga,2017-2018
Girona,Borja García,ESP,MF,26,1990,31.1,2,51,10,19.6,1.64,0.32,0.04,0.20,23.2,2,0,0,2.6,2.6,0.05,-0.6,-0.6,La Liga,2017-2018
Girona,Carles Planas,ESP,DF,26,1991,2.1,0,1,0,0.0,0.47,0.00,0.00,,6.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,La Liga,2017-2018
Girona,Cristhian Stuani,URU,FW,30,1986,30.1,21,69,32,46.4,2.29,1.06,0.23,0.50,13.3,0,5,5,17.6,13.6,0.20,+3.4,+2.4,La Liga,2017-2018
Girona,David Timor,ESP,"MF,DF",27,1989,10.3,2,12,5,41.7,1.17,0.49,0.17,0.40,32.1,3,0,0,1.0,1.0,0.08,+1.0,+1.0,La Liga,2017-2018
Girona,Douglas Luiz,BRA,"MF,FW",19,1998,3.4,0,10,5,50.0,2.91,1.46,0.00,0.00,18.7,0,0,0,0.7,0.7,0.07,-0.7,-0.7,La Liga,2017-2018
Girona,Eloi Amagat,ESP,MF,32,1985,0.2,0,2,0,0.0,12.00,0.00,0.00,,9.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2,La Liga,2017-2018
Girona,Gorka Iraizoz,ESP,GK,36,1981,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Girona,Johan Mojica,COL,DF,24,1992,23.7,0,22,2,9.1,0.93,0.08,0.00,0.00,23.9,2,0,0,0.9,0.9,0.04,-0.9,-0.9,La Liga,2017-2018
Girona,Jonás Ramalho,ESP,DF,24,1993,25.5,0,7,1,14.3,0.27,0.04,0.00,0.00,7.8,0,0,0,1.5,1.5,0.21,-1.5,-1.5,La Liga,2017-2018
Girona,Juanpe,ESP,DF,26,1991,34.1,5,23,11,47.8,0.68,0.32,0.22,0.45,13.0,1,0,0,2.1,2.1,0.09,+2.9,+2.9,La Liga,2017-2018
Girona,Kévin Soni,CMR,MF,19,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Girona,Marc Muniesa,ESP,DF,25,1992,12.5,0,2,1,50.0,0.16,0.08,0.00,0.00,15.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,La Liga,2017-2018
Girona,Marlos Moreno,COL,"MF,DF",20,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Girona,Michael Olunga,KEN,"FW,MF",23,1994,4.8,3,17,6,35.3,3.53,1.25,0.18,0.50,14.4,0,0,0,2.5,2.5,0.15,+0.5,+0.5,La Liga,2017-2018
Girona,Olarenwaju Kayode,NGA,"FW,MF",24,1993,4.3,0,7,3,42.9,1.64,0.70,0.00,0.00,18.9,0,0,0,1.0,1.0,0.15,-1.0,-1.0,La Liga,2017-2018
Girona,Pablo Maffeo,ESP,DF,20,1997,29.4,0,25,7,28.0,0.85,0.24,0.00,0.00,21.1,0,0,0,0.9,0.9,0.04,-0.9,-0.9,La Liga,2017-2018
Girona,Pedro Alcalá,ESP,DF,28,1989,7.7,1,8,3,37.5,1.04,0.39,0.13,0.33,15.9,1,0,0,1.0,1.0,0.12,0.0,0.0,La Liga,2017-2018
Girona,Pere Pons,ESP,MF,24,1993,28.4,0,14,4,28.6,0.49,0.14,0.00,0.00,21.8,0,0,0,1.2,1.2,0.08,-1.2,-1.2,La Liga,2017-2018
Girona,Portu,ESP,MF,25,1992,33.3,11,49,25,51.0,1.47,0.75,0.22,0.44,12.9,0,0,0,8.9,8.9,0.18,+2.1,+2.1,La Liga,2017-2018
Girona,Yassine Bounou,MAR,GK,26,1991,29.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
Girona,Álex Granell,ESP,MF,28,1988,31.6,1,43,8,18.6,1.36,0.25,0.02,0.13,29.7,10,0,1,2.4,1.6,0.04,-1.4,-0.6,La Liga,2017-2018
La Coruña,Adrián López,ESP,"FW,MF",29,1988,26.1,9,61,19,31.1,2.34,0.73,0.15,0.47,12.8,1,0,0,7.7,7.7,0.13,+1.3,+1.3,La Liga,2017-2018
La Coruña,Alejandro Arribas,ESP,DF,28,1989,3.0,0,2,0,0.0,0.67,0.00,0.00,,10.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,La Liga,2017-2018
La Coruña,Borja Valle,ESP,"FW,MF",25,1992,5.4,3,15,7,46.7,2.78,1.30,0.20,0.43,16.2,0,0,0,3.0,3.0,0.20,0.0,0.0,La Liga,2017-2018
La Coruña,Bruno Gama,POR,"FW,MF",29,1987,1.3,0,1,0,0.0,0.78,0.00,0.00,,18.6,0,0,0,0.0,0.0,0.03,0.0,0.0,La Liga,2017-2018
La Coruña,Carles Gil,ESP,"FW,MF",24,1992,5.3,0,10,2,20.0,1.89,0.38,0.00,0.00,22.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3,La Liga,2017-2018
La Coruña,Celso Borges,CRC,MF,29,1988,25.6,3,32,8,25.0,1.25,0.31,0.09,0.38,14.3,1,0,0,3.4,3.4,0.11,-0.4,-0.4,La Liga,2017-2018
La Coruña,Costel Pantilimon,ROU,GK,30,1987,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2017-2018
