Name,Team,Age,Position,Minutes,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Born,Start Application,Remplacement Application,Key passes per game,Passes per game,Crosses per game,Long balls per game,Through balls per game,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals
Salomón Rondón,West Bromwich Albion,28,Forward,2772,0,0,0,0.0,0.0,0.0,0,6.78,PremierLeague,2017,1989,32,4,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.2,0.0,0.6,0.6,0.0,0
Joselu,Newcastle United,27,Forward,1716,0,0,0,0.0,0.0,0.0,0,6.74,PremierLeague,2017,1990,19,11,0.0,0.0,0.0,0.0,0.0,0.7,0.4,1.0,0.0,1.2,0.9,0.1,0
Cenk Tosun,Everton,26,Forward,991,0,0,0,0.0,0.0,0.0,0,6.74,PremierLeague,2017,1991,12,2,0.0,0.0,0.0,0.0,0.0,0.4,0.1,1.8,0.0,0.8,0.7,0.3,0
Oumar Niasse,Everton,27,Forward,1083,0,0,0,0.0,0.0,0.0,0,6.64,PremierLeague,2017,1990,10,12,0.0,0.0,0.0,0.0,0.0,0.5,0.1,1.4,0.0,0.3,0.7,0.1,0
Troy Deeney,Watford,29,Forward,1842,0,0,0,0.0,0.0,0.0,0,6.61,PremierLeague,2017,1988,20,9,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.8,0.1,0.7,0.3,0.0,0
Glenn Murray,Brighton,34,Forward,2198,0,0,0,0.0,0.0,0.0,0,6.59,PremierLeague,2017,1983,25,10,0.0,0.0,0.0,0.0,0.0,0.5,0.1,1.7,0.0,0.8,0.5,0.1,0
Chicharito,West Ham,30,Forward,1544,0,0,0,0.0,0.0,0.0,0,6.58,PremierLeague,2017,1987,16,12,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.5,0.0,0.0,0.4,0.0,0
Laurent Depoitre,Huddersfield,29,Forward,1811,0,0,0,0.0,0.0,0.0,0,6.58,PremierLeague,2017,1988,18,15,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.8,0.1,1.1,0.5,0.1,0
Callum Wilson,Bournemouth,25,Forward,1991,0,0,0,0.0,0.0,0.0,0,6.53,PremierLeague,2017,1992,23,5,0.0,0.0,0.0,0.0,0.0,0.3,0.1,1.3,0.0,0.5,0.5,0.1,0
Charlie Austin,Southampton,28,Forward,1030,0,0,0,0.0,0.0,0.0,0,6.53,PremierLeague,2017,1989,10,14,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.4,0.3,0.1,0
Sam Vokes,Burnley,28,Forward,980,0,0,0,0.0,0.0,0.0,0,6.46,PremierLeague,2017,1989,7,23,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.1,0.5,0.1,0.1,0
Tammy Abraham,Swansea,20,Forward,1721,0,0,0,0.0,0.0,0.0,0,6.41,PremierLeague,2017,1997,15,16,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.4,0.4,0.0,0
Andre Gray,Watford,26,Forward,1499,0,0,0,0.0,0.0,0.0,0,6.24,PremierLeague,2017,1991,16,15,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.0,0.1,0.1,0.0,0
Robert Lewandowski,Bayern,33,Forward,2952,0,0,0,0.0,0.0,0.0,0,7.89,Bundesliga,2021,1988,34,0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.6,0.1,0.2,0.4,0.1,0
Erling Haaland,Borussia Dortmund,21,Forward,1915,0,0,0,0.0,0.0,0.0,0,7.55,Bundesliga,2021,2000,21,3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.0,1.3,0.0,0.0,0
Anthony Modeste,FC Koln,33,Forward,2620,0,0,0,0.0,0.0,0.0,0,7.11,Bundesliga,2021,1988,31,1,0.0,0.0,0.0,0.0,0.0,0.3,0.1,1.2,0.0,0.9,0.5,0.1,0
Taiwo Awoniyi,Union Berlin,24,Forward,2200,0,0,0,0.0,0.0,0.0,0,6.84,Bundesliga,2021,1997,29,2,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.8,0.0,0.9,0.3,0.1,1
Rafael Borré,Eintracht Frankfurt,26,Forward,2391,0,0,0,0.0,0.0,0.0,0,6.79,Bundesliga,2021,1995,28,3,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.3,0.0,0.3,0.8,0.1,0
Wout Weghorst,Wolfsburg,29,Forward,1552,0,0,0,0.0,0.0,0.0,0,6.76,Bundesliga,2021,1992,17,1,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.9,0.0,0.6,0.6,0.2,0
André Silva,RBL,26,Forward,2081,0,0,0,0.0,0.0,0.0,0,6.74,Bundesliga,2021,1995,24,9,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.6,0.0,0.4,0.3,0.1,0
Georginio Rutter,Hoffenheim,19,Forward,1604,0,0,0,0.0,0.0,0.0,0,6.66,Bundesliga,2021,2002,13,20,0.0,0.0,0.0,0.0,0.0,0.5,0.2,1.1,0.0,0.3,0.3,0.0,0
Fabian Klos,Arminia Bielefeld,34,Forward,1423,0,0,0,0.0,0.0,0.0,0,6.57,Bundesliga,2021,1987,14,11,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.2,0.0,1.2,0.3,0.2,0
Lucas Alario,Leverkusen,29,Forward,642,0,0,0,0.0,0.0,0.0,0,6.4,Bundesliga,2021,1992,5,22,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.2,0.1,0.0,0
Sebastian Andersson,FC Koln,30,Forward,1254,0,0,0,0.0,0.0,0.0,0,6.38,Bundesliga,2021,1991,13,13,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.9,0.0,0.5,0.2,0.0,0
Kevin Behrens,Union Berlin,30,Forward,480,0,0,0,0.0,0.0,0.0,0,6.35,Bundesliga,2021,1991,2,22,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.0,0.3,0.2,0.0,0
Davie Selke,Hertha Berlin,26,Forward,997,0,0,0,0.0,0.0,0.0,0,6.34,Bundesliga,2021,1995,10,15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.2,0.0,0.4,0.1,0.0,0
Janni Serra,Arminia Bielefeld,23,Forward,1125,0,0,0,0.0,0.0,0.0,0,6.33,Bundesliga,2021,1998,15,11,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.7,0.2,0.1,0
Andi Zeqiri,Augsburg,22,Forward,1032,0,0,0,0.0,0.0,0.0,0,6.29,Bundesliga,2021,1999,11,11,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.9,0.0,0.5,0.4,0.0,0
Robert Lewandowski,Bayern Munich,27,Forward,2654,0,0,0,0.0,0.0,0.0,0,7.6,Bundesliga,2015,1988,29,3,0.0,0.0,0.0,0.0,0.0,0.4,0.2,1.1,0.0,0.5,0.2,0.0,0
Sandro Wagner,Darmstadt,28,Forward,2477,0,0,0,0.0,0.0,0.0,0,7.19,Bundesliga,2015,1987,27,5,0.0,0.0,0.0,0.0,0.0,1.0,0.4,3.0,0.0,1.5,0.5,0.2,0
Stefan Kießling,Bayer Leverkusen,31,Forward,1885,0,0,0,0.0,0.0,0.0,0,7.17,Bundesliga,2015,1984,19,11,0.0,0.0,0.0,0.0,0.0,1.1,0.5,1.5,0.0,0.8,0.7,0.0,0
Anthony Modeste,FC Cologne,27,Forward,2875,0,0,0,0.0,0.0,0.0,0,7.12,Bundesliga,2015,1988,33,1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,1.3,0.0,1.1,0.3,0.1,0
Chicharito,Bayer Leverkusen,28,Forward,2174,0,0,0,0.0,0.0,0.0,0,7.1,Bundesliga,2015,1987,25,3,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.0,0.2,0.2,0.0,0
Vedad Ibisevic,Hertha Berlin,31,Forward,2099,0,0,0,0.0,0.0,0.0,0,7.08,Bundesliga,2015,1984,25,1,0.0,0.0,0.0,0.0,0.0,0.6,0.3,1.8,0.0,0.5,0.3,0.1,0
Alfred Finnbogason,Augsburg,27,Forward,1133,0,0,0,0.0,0.0,0.0,0,7.04,Bundesliga,2015,1988,13,1,0.0,0.0,0.0,0.0,0.0,1.1,1.0,1.6,0.0,0.7,0.6,0.1,0
Yoshinori Muto,Mainz 05,23,Forward,1497,0,0,0,0.0,0.0,0.0,0,6.94,Bundesliga,2015,1992,18,2,0.0,0.0,0.0,0.0,0.0,1.2,0.7,2.3,0.0,0.1,0.6,0.0,0
Anthony Ujah,Werder Bremen,25,Forward,2335,0,0,0,0.0,0.0,0.0,0,6.92,Bundesliga,2015,1990,26,6,0.0,0.0,0.0,0.0,0.0,0.4,0.1,1.3,0.0,1.4,0.2,0.1,0
Klaas-Jan Huntelaar,Schalke 04,32,Forward,2483,0,0,0,0.0,0.0,0.0,0,6.89,Bundesliga,2015,1983,29,2,0.0,0.0,0.0,0.0,0.0,0.2,0.3,1.6,0.0,0.6,0.3,0.1,0
Darío Lezcano,Ingolstadt,26,Forward,1247,0,0,0,0.0,0.0,0.0,0,6.88,Bundesliga,2015,1989,15,2,0.0,0.0,0.0,0.0,0.0,1.3,0.5,2.2,0.0,0.3,0.7,0.0,0
Bas Dost,Wolfsburg,26,Forward,1368,0,0,0,0.0,0.0,0.0,0,6.81,Bundesliga,2015,1989,14,8,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.0,0.7,0.2,0.0,0
Jhon Córdoba,Mainz 05,22,Forward,1389,0,0,0,0.0,0.0,0.0,0,6.77,Bundesliga,2015,1993,14,8,0.0,0.0,0.0,0.0,0.0,0.5,0.4,2.4,0.0,0.4,0.3,0.0,0
Pierre-Michel Lasogga,Hamburger SV,24,Forward,1755,0,0,0,0.0,0.0,0.0,0,6.66,Bundesliga,2015,1991,21,9,0.0,0.0,0.0,0.0,0.0,0.3,0.1,1.7,0.0,1.1,0.5,0.1,0
Artur Sobiech,Hannover 96,26,Forward,1633,0,0,0,0.0,0.0,0.0,0,6.66,Bundesliga,2015,1989,19,6,0.0,0.0,0.0,0.0,0.0,0.5,0.1,1.6,0.0,0.4,0.1,0.2,0
Luc Castaignos,Eintracht Frankfurt,23,Forward,942,0,0,0,0.0,0.0,0.0,0,6.57,Bundesliga,2015,1992,12,7,0.0,0.0,0.0,0.0,0.0,0.4,0.3,1.7,0.0,0.1,0.2,0.0,0
Diego Costa,Chelsea,26,Forward,2085,0,0,0,0.0,0.0,0.0,0,7.43,PremierLeague,2014,1988,24,2,0.0,0.0,0.0,0.0,0.0,0.5,0.2,1.3,0.0,0.8,0.3,0.0,0
Andy Carroll,West Ham,25,Forward,1027,0,0,0,0.0,0.0,0.0,0,7.28,PremierLeague,2014,1989,12,2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.8,0.0,1.9,0.6,0.0,0
Olivier Giroud,Arsenal,28,Forward,1867,0,0,0,0.0,0.0,0.0,0,7.23,PremierLeague,2014,1986,21,6,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.4,0.0,0.8,0.6,0.1,0
Wilfried Bony,Swansea,26,Forward,1302,0,0,0,0.0,0.0,0.0,0,7.22,PremierLeague,2014,1988,16,4,0.0,0.0,0.0,0.0,0.0,0.2,0.1,1.5,0.0,1.6,0.1,0.2,0
Diafra Sakho,West Ham,25,Forward,1761,0,0,0,0.0,0.0,0.0,0,7.11,PremierLeague,2014,1989,20,3,0.0,0.0,0.0,0.0,0.0,0.9,0.7,1.2,0.0,0.9,0.3,0.0,0
Christian Benteke,Aston Villa,24,Forward,2380,0,0,0,0.0,0.0,0.0,0,7.08,PremierLeague,2014,1990,26,3,0.0,0.0,0.0,0.0,0.0,0.4,0.1,1.5,0.0,0.7,0.2,0.1,0
Graziano Pellè,Southampton,29,Forward,3284,0,0,0,0.0,0.0,0.0,0,7.03,PremierLeague,2014,1985,37,1,0.0,0.0,0.0,0.0,0.0,0.3,0.2,1.8,0.0,1.1,0.3,0.2,0
Charlie Austin,Queens Park Rangers,25,Forward,3069,0,0,0,0.0,0.0,0.0,0,6.99,PremierLeague,2014,1989,35,0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,1.0,0.0,1.2,0.7,0.1,0
Leonardo Ulloa,Leicester,28,Forward,2409,0,0,0,0.0,0.0,0.0,0,6.85,PremierLeague,2014,1986,29,8,0.0,0.0,0.0,0.0,0.0,1.4,0.4,1.8,0.0,1.0,0.8,0.1,0
Peter Crouch,Stoke,33,Forward,1676,0,0,0,0.0,0.0,0.0,0,6.76,PremierLeague,2014,1981,17,16,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.9,0.0,1.0,0.3,0.1,0
Edin Dzeko,Manchester City,29,Forward,932,0,0,0,0.0,0.0,0.0,0,6.63,PremierLeague,2014,1985,11,11,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.6,0.0,0.6,0.2,0.1,0
Bafétimbi Gomis,Swansea,29,Forward,1644,0,0,0,0.0,0.0,0.0,0,6.62,PremierLeague,2014,1985,18,13,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,1.1,0.2,0.1,0
Nikica Jelavic,Hull,29,Forward,1810,0,0,0,0.0,0.0,0.0,0,6.61,PremierLeague,2014,1985,21,5,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.1,0.0,0.7,0.7,0.2,0
Radamel Falcao,Manchester United,28,Forward,1287,0,0,0,0.0,0.0,0.0,0,6.61,PremierLeague,2014,1986,14,12,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.8,0.0,0.3,0.2,0.1,0
Steven Fletcher,Sunderland,28,Forward,1784,0,0,0,0.0,0.0,0.0,0,6.55,PremierLeague,2014,1986,20,10,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.8,0.0,0.6,0.4,0.1,0
Mario Balotelli,Liverpool,24,Forward,940,0,0,0,0.0,0.0,0.0,0,6.54,PremierLeague,2014,1990,10,6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,1.8,0.0,0.8,0.1,0.1,0
Abel Hernández,Hull,24,Forward,1312,0,0,0,0.0,0.0,0.0,0,6.49,PremierLeague,2014,1990,15,10,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.7,0.0,0.1,0.2,0.0,0
Bobby Zamora,Queens Park Rangers,34,Forward,1783,0,0,0,0.0,0.0,0.0,0,6.49,PremierLeague,2014,1980,19,12,0.0,0.0,0.0,0.0,0.0,0.3,0.2,1.5,0.0,0.4,0.4,0.1,0
Fraizer Campbell,Crystal Palace,27,Forward,1176,0,0,0,0.0,0.0,0.0,0,6.47,PremierLeague,2014,1987,13,7,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.9,0.0,0.1,0.5,0.1,0
Didier Drogba,Chelsea,37,Forward,856,0,0,0,0.0,0.0,0.0,0,6.43,PremierLeague,2014,1977,8,20,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.5,0.0,0.4,0.1,0.1,0
Brown Ideye,West Bromwich Albion,26,Forward,1299,0,0,0,0.0,0.0,0.0,0,6.36,PremierLeague,2014,1988,13,11,0.0,0.0,0.0,0.0,0.0,0.3,0.2,1.0,0.0,0.7,0.2,0.0,0
Lukas Jutkiewicz,Burnley,26,Forward,978,0,0,0,0.0,0.0,0.0,0,6.35,PremierLeague,2014,1988,10,15,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.5,0.4,0.1,0
Emmanuel Rivière,Newcastle United,24,Forward,1215,0,0,0,0.0,0.0,0.0,0,6.21,PremierLeague,2014,1990,15,8,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.7,0.0,0.2,0.2,0.0,0
Olivier Giroud,Arsenal,27,Forward,3083,0,0,0,0.0,0.0,0.0,0,7.36,PremierLeague,2013,1986,36,0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,1.3,0.1,1.2,0.6,0.2,0
Christian Benteke,Aston Villa,23,Forward,2128,0,0,0,0.0,0.0,0.0,0,7.25,PremierLeague,2013,1990,24,2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.8,0.0,0.7,0.3,0.1,0
Andy Carroll,West Ham,24,Forward,1093,0,0,0,0.0,0.0,0.0,0,7.23,PremierLeague,2013,1989,12,3,0.0,0.0,0.0,0.0,0.0,0.5,0.1,1.9,0.0,1.5,0.3,0.2,0
Peter Crouch,Stoke,32,Forward,2643,0,0,0,0.0,0.0,0.0,0,7.21,PremierLeague,2013,1981,30,4,0.0,0.0,0.0,0.0,0.0,0.4,0.5,1.0,0.0,1.5,0.3,0.1,0
Emmanuel Adebayor,Tottenham,30,Forward,1809,0,0,0,0.0,0.0,0.0,0,7.16,PremierLeague,2013,1983,20,1,0.0,0.0,0.0,0.0,0.0,1.1,0.2,1.2,0.0,0.8,0.3,0.1,0
Edin Dzeko,Manchester City,28,Forward,1993,0,0,0,0.0,0.0,0.0,0,7.15,PremierLeague,2013,1985,23,8,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.9,0.0,0.5,0.3,0.1,0
Wilfried Bony,Swansea,25,Forward,2473,0,0,0,0.0,0.0,0.0,0,7.1,PremierLeague,2013,1988,27,7,0.0,0.0,0.0,0.0,0.0,0.3,0.2,1.1,0.0,2.1,0.2,0.2,0
Rickie Lambert,Southampton,32,Forward,2820,0,0,0,0.0,0.0,0.0,0,6.99,PremierLeague,2013,1981,31,6,0.0,0.0,0.0,0.0,0.0,0.3,0.1,1.0,0.0,0.7,0.2,0.1,0
Fernando Torres,Chelsea,29,Forward,1572,0,0,0,0.0,0.0,0.0,0,6.9,PremierLeague,2013,1984,16,12,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.8,0.0,0.3,0.2,0.0,0
Álvaro Negredo,Manchester City,28,Forward,1726,0,0,0,0.0,0.0,0.0,0,6.89,PremierLeague,2013,1985,21,11,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.7,0.1,0.7,0.3,0.0,0
Modibo Maiga,West Ham,26,Forward,1007,0,0,0,0.0,0.0,0.0,0,6.85,PremierLeague,2013,1987,11,3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9,0.0,1.1,0.1,0.2,0
Nikica Jelavic,Hull,28,Forward,1319,0,0,0,0.0,0.0,0.0,0,6.72,PremierLeague,2013,1985,16,0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,1.6,0.0,1.4,0.6,0.3,0
Shola Ameobi,Newcastle United,32,Forward,1287,0,0,0,0.0,0.0,0.0,0,6.62,PremierLeague,2013,1981,14,12,0.0,0.0,0.0,0.0,0.0,0.5,0.2,1.2,0.0,0.5,0.1,0.1,0
Cameron Jerome,Crystal Palace,27,Forward,1756,0,0,0,0.0,0.0,0.0,0,6.61,PremierLeague,2013,1986,20,8,0.0,0.0,0.0,0.0,0.0,0.6,0.3,1.4,0.0,0.9,0.3,0.1,0
Roberto Soldado,Tottenham,28,Forward,1932,0,0,0,0.0,0.0,0.0,0,6.54,PremierLeague,2013,1985,22,6,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.0,0.3,0.3,0.0,0
Nicolas Anelka,West Bromwich Albion,35,Forward,856,0,0,0,0.0,0.0,0.0,0,6.53,PremierLeague,2013,1978,11,1,0.0,0.0,0.0,0.0,0.0,0.4,0.3,1.2,0.0,0.1,0.3,0.2,0
Fraizer Campbell,Cardiff,26,Forward,2776,0,0,0,0.0,0.0,0.0,0,6.48,PremierLeague,2013,1987,32,5,0.0,0.0,0.0,0.0,0.0,0.9,0.4,1.2,0.0,0.4,0.8,0.1,0
Jozy Altidore,Sunderland,24,Forward,1778,0,0,0,0.0,0.0,0.0,0,6.45,PremierLeague,2013,1989,19,12,0.0,0.0,0.0,0.0,0.0,0.5,0.2,1.7,0.0,0.7,0.3,0.1,0
Yannick Sagbo,Hull,26,Forward,1499,0,0,0,0.0,0.0,0.0,0,6.4,PremierLeague,2013,1987,16,12,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.9,0.0,0.1,0.4,0.1,0
Gary Hooper,Norwich,26,Forward,2022,0,0,0,0.0,0.0,0.0,0,6.4,PremierLeague,2013,1987,22,10,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.0,0.2,0.2,0.0,0
Steven Fletcher,Sunderland,27,Forward,1240,0,0,0,0.0,0.0,0.0,0,6.33,PremierLeague,2013,1986,13,7,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.6,0.0,0.8,0.2,0.1,1
Darren Bent,Fulham,30,Forward,1239,0,0,0,0.0,0.0,0.0,0,6.29,PremierLeague,2013,1983,11,13,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.2,0.1,0.0,0
Danny Graham,Hull,28,Forward,1003,0,0,0,0.0,0.0,0.0,0,6.24,PremierLeague,2013,1985,12,6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.0,0.2,0.3,0.1,0
Ricky van Wolfswinkel,Norwich,25,Forward,1395,0,0,0,0.0,0.0,0.0,0,6.22,PremierLeague,2013,1988,16,9,0.0,0.0,0.0,0.0,0.0,0.8,0.2,1.5,0.0,0.6,0.5,0.0,0
Gonzalo Higuaín,Real Madrid,23,Forward,1317,0,0,0,0.0,0.0,0.0,0,7.51,LaLiga,2010,1987,16,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.3,0.0,0
Giuseppe Rossi,Villarreal,23,Forward,3030,0,0,0,0.0,0.0,0.0,0,7.44,LaLiga,2010,1987,35,1,0.0,0.0,0.0,0.0,0.0,1.1,0.9,1.2,0.0,0.0,0.3,0.0,0
Fernando Llorente,Athletic Bilbao,25,Forward,3176,0,0,0,0.0,0.0,0.0,0,7.29,LaLiga,2010,1985,37,1,0.0,0.0,0.0,0.0,0.0,0.6,0.4,2.5,0.1,0.6,0.2,0.0,0
Álvaro Negredo,Sevilla,25,Forward,2623,0,0,0,0.0,0.0,0.0,0,7.2,LaLiga,2010,1985,29,9,0.0,0.0,0.0,0.0,0.0,0.7,0.5,1.2,0.0,0.9,0.2,0.1,0
Karim Benzema,Real Madrid,23,Forward,1887,0,0,0,0.0,0.0,0.0,0,7.12,LaLiga,2010,1987,20,13,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.8,0.0,0.1,0.3,0.0,0
Nilmar,Villarreal,26,Forward,2369,0,0,0,0.0,0.0,0.0,0,7.05,LaLiga,2010,1984,27,4,0.0,0.0,0.0,0.0,0.0,1.2,0.6,0.8,0.0,0.2,0.2,0.1,0
Roberto Soldado,Valencia,25,Forward,2418,0,0,0,0.0,0.0,0.0,0,7.04,LaLiga,2010,1985,26,8,0.0,0.0,0.0,0.0,0.0,0.4,0.6,1.0,0.0,0.9,0.3,0.1,0
Salomón Rondón,Malaga,21,Forward,2427,0,0,0,0.0,0.0,0.0,0,7.04,LaLiga,2010,1989,28,2,0.0,0.0,0.0,0.0,0.0,0.5,0.3,1.5,0.0,0.7,0.3,0.1,0
Luís Fabiano,Sevilla,30,Forward,1395,0,0,0,0.0,0.0,0.0,0,7.03,LaLiga,2010,1980,16,5,0.0,0.0,0.0,0.0,0.0,0.9,0.5,2.0,0.0,0.5,0.1,0.1,0
Pierre Webó,Mallorca,29,Forward,2643,0,0,0,0.0,0.0,0.0,0,7.0,LaLiga,2010,1981,28,6,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.6,0.0,0.7,0.2,0.1,0
Aritz Aduriz,Valencia,29,Forward,1856,0,0,0,0.0,0.0,0.0,0,6.92,LaLiga,2010,1981,20,9,0.0,0.0,0.0,0.0,0.0,0.7,0.3,1.8,0.0,0.5,0.2,0.1,0
Felipe Caicedo,Levante,22,Forward,1719,0,0,0,0.0,0.0,0.0,0,6.88,LaLiga,2010,1988,22,5,0.0,0.0,0.0,0.0,0.0,0.6,0.4,1.2,0.0,0.3,0.1,0.0,0
Kalu Uche,Almeria,28,Forward,2233,0,0,0,0.0,0.0,0.0,0,6.82,LaLiga,2010,1982,26,6,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.8,0.0,1.2,0.2,0.1,0
Kike Sola,Osasuna,25,Forward,1073,0,0,0,0.0,0.0,0.0,0,6.81,LaLiga,2010,1985,12,4,0.0,0.0,0.0,0.0,0.0,0.4,0.7,1.5,0.0,0.2,0.0,0.0,0
Joseba Llorente,Real Sociedad,31,Forward,1277,0,0,0,0.0,0.0,0.0,0,6.81,LaLiga,2010,1979,15,3,0.0,0.0,0.0,0.0,0.0,0.4,0.6,1.7,0.0,0.2,0.2,0.0,0
David Barral,Sporting Gijon,28,Forward,2320,0,0,0,0.0,0.0,0.0,0,6.75,LaLiga,2010,1982,24,10,0.0,0.0,0.0,0.0,0.0,0.7,0.8,2.2,0.0,0.5,0.1,0.1,0
Aranda,Osasuna,30,Forward,1212,0,0,0,0.0,0.0,0.0,0,6.74,LaLiga,2010,1980,15,5,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.8,0.0,0.0,0.1,0.0,0
Diego Forlán,Atletico Madrid,32,Forward,2194,0,0,0,0.0,0.0,0.0,0,6.73,LaLiga,2010,1978,23,9,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.3,0.0,0.2,0.1,0.0,0
Miku,Getafe,25,Forward,2195,0,0,0,0.0,0.0,0.0,0,6.67,LaLiga,2010,1985,24,7,0.0,0.0,0.0,0.0,0.0,0.6,0.5,1.2,0.0,0.4,0.3,0.1,0
Rubén Suárez,Levante,32,Forward,1531,0,0,0,0.0,0.0,0.0,0,6.66,LaLiga,2010,1978,18,9,0.0,0.0,0.0,0.0,0.0,0.4,0.3,1.1,0.0,0.1,0.4,0.1,0
Markus Rosenberg,Racing Santander,28,Forward,2411,0,0,0,0.0,0.0,0.0,0,6.66,LaLiga,2010,1982,29,4,0.0,0.0,0.0,0.0,0.0,0.4,0.5,1.2,0.0,0.3,0.2,0.0,0
Leonardo Ulloa,Almeria,24,Forward,1752,0,0,0,0.0,0.0,0.0,0,6.64,LaLiga,2010,1986,16,18,0.0,0.0,0.0,0.0,0.0,0.9,0.5,1.7,0.0,1.0,0.2,0.1,0
Ikechukwu Uche,Real Zaragoza,27,Forward,924,0,0,0,0.0,0.0,0.0,0,6.61,LaLiga,2010,1983,11,3,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.0,0.1,0.0,0.1,0
Diego Costa,Atletico Madrid,22,Forward,1327,0,0,0,0.0,0.0,0.0,0,6.61,LaLiga,2010,1988,13,15,0.0,0.0,0.0,0.0,0.0,1.1,0.5,1.4,0.0,0.6,0.5,0.1,0
Marco Ruben,Villarreal,24,Forward,1269,0,0,0,0.0,0.0,0.0,0,6.44,LaLiga,2010,1986,12,18,0.0,0.0,0.0,0.0,0.0,0.6,0.5,1.2,0.0,0.2,0.2,0.0,0
Iván Alonso,Espanyol,32,Forward,830,0,0,0,0.0,0.0,0.0,0,6.39,LaLiga,2010,1978,10,10,0.0,0.0,0.0,0.0,0.0,0.5,0.6,1.6,0.1,0.8,0.2,0.0,0
Álvaro Vázquez,Espanyol,20,Forward,1196,0,0,0,0.0,0.0,0.0,0,6.34,LaLiga,2010,1990,8,22,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0
Zlatan Ibrahimovic,AC Milan,30,Forward,2810,0,0,0,0.0,0.0,0.0,0,8.14,SerieA,2011,1981,32,0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,1.5,0.0,1.4,0.2,0.0,0
Antonio Di Natale,Udinese,34,Forward,3058,0,0,0,0.0,0.0,0.0,0,7.42,SerieA,2011,1977,35,1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0
