Name,Team,Age,Position,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Start Application,Remplacement Application,Key passes per game,Passes per game,Crosses per game,Long balls per game,Through balls per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Dribble
Hans Hateboer,Atalanta,25,"Midfielder, Forward",2973,5.0,5,5.0,0.0,0.8,84.5,1.9,1.0,6.91,SerieA,2018,33,2,1.4,45.1,0.5,0.9,0.0,0.4,0.4,0.1,0.9,1.0,0.0
Stefano Sensi,Sassuolo,23,"Midfielder, Forward",1980,2.0,4,8.0,0.0,1.3,89.5,0.4,1.0,6.91,SerieA,2018,23,5,1.9,48.1,1.1,2.6,0.1,0.7,2.4,0.0,1.0,1.2,0.0
Danilo D'Ambrosio,Inter,30,"Midfielder, Forward",2581,2.0,5,6.0,0.0,0.5,84.6,0.9,2.0,6.89,SerieA,2018,29,1,1.1,54.5,0.7,3.0,0.1,0.4,1.2,0.3,0.6,0.9,0.0
Alessandro Florenzi,Roma,28,"Midfielder, Forward",2185,3.0,2,4.0,1.0,1.2,78.2,0.6,0.0,6.89,SerieA,2018,24,5,1.4,39.5,1.4,2.7,0.1,0.3,0.8,0.1,0.3,0.6,0.0
Radja Nainggolan,Inter,31,Midfielder,1972,6.0,3,3.0,0.0,2.4,84.3,0.6,1.0,6.89,SerieA,2018,22,7,1.4,33.1,0.3,1.8,0.1,0.9,0.9,0.1,1.6,1.9,0.0
Mattia De Sciglio,Juventus,26,"Midfielder, Forward",1742,0.0,1,2.0,0.0,0.3,82.8,1.4,0.0,6.89,SerieA,2018,19,3,0.6,45.9,0.5,3.0,0.0,0.4,0.6,0.1,0.5,0.6,0.0
Soualiho Meité,Torino,25,"Midfielder, Forward",2663,2.0,4,7.0,1.0,0.9,82.2,2.4,1.0,6.88,SerieA,2018,30,5,0.9,32.8,0.2,1.6,0.1,1.5,1.5,0.0,1.3,1.9,0.0
Lucas Biglia,AC Milan,33,"Midfielder, Forward",1115,1.0,0,3.0,0.0,0.4,90.4,0.6,1.0,6.88,SerieA,2018,13,3,0.8,51.9,0.1,3.6,0.0,0.2,1.0,0.0,0.8,0.6,0.0
Gervinho,Parma Calcio 1913,32,"Midfielder, Forward",2310,11.0,2,3.0,0.0,1.5,82.1,0.0,3.0,6.88,SerieA,2018,27,3,0.7,17.0,0.0,0.2,0.1,2.1,1.1,0.5,1.9,2.5,0.0
Daniele Baselli,Torino,27,Midfielder,2390,4.0,1,5.0,0.0,1.2,80.2,0.7,0.0,6.88,SerieA,2018,27,7,1.3,34.1,0.7,1.4,0.1,0.7,1.0,0.0,1.0,1.5,0.0
Ola Aina,Torino,22,"Midfielder, Forward",2160,1.0,3,5.0,1.0,0.8,78.2,1.4,2.0,6.88,SerieA,2018,22,8,0.8,29.2,0.5,1.4,0.0,1.0,1.3,0.1,0.8,1.2,0.0
Luis Muriel,Fiorentina,28,"Midfielder, Forward",1444,6.0,0,1.0,0.0,2.4,62.4,0.8,1.0,6.87,SerieA,2018,16,3,1.0,19.1,0.3,0.4,0.1,1.6,0.8,0.2,1.6,2.6,0.0
Riccardo Orsolini,Bologna,22,"Midfielder, Forward",1957,8.0,5,2.0,0.0,1.9,69.4,1.2,2.0,6.87,SerieA,2018,19,16,0.6,17.9,0.7,0.8,0.0,0.9,1.5,0.4,0.7,1.7,0.0
Nikola Maksimovic,Napoli,27,"Midfielder, Forward",1375,0.0,0,4.0,0.0,0.1,92.9,1.6,0.0,6.87,SerieA,2018,15,2,0.2,50.4,0.0,2.7,0.0,0.2,1.0,0.1,0.1,0.4,0.0
Ignacio Pussetto,Udinese,23,"Midfielder, Forward",2182,4.0,4,8.0,0.0,1.6,69.3,2.7,3.0,6.86,SerieA,2018,24,11,0.6,18.5,0.1,0.2,0.0,1.3,1.6,0.6,1.3,2.5,0.0
Juan Cuadrado,Juventus,31,"Defender, Midfielder, Forward",1224,1.0,2,4.0,0.0,0.9,88.1,0.5,2.0,6.85,SerieA,2018,14,4,1.7,41.2,0.7,2.9,0.0,1.1,2.2,0.1,0.8,1.2,0.0
Blaise Matuidi,Juventus,32,Midfielder,2428,3.0,2,5.0,0.0,0.6,87.6,0.8,0.0,6.85,SerieA,2018,29,2,0.7,39.6,0.1,1.6,0.0,0.6,0.8,0.2,0.6,1.3,0.0
Roberto Soriano,Bologna,28,"Midfielder, Forward",1494,2.0,2,5.0,0.0,1.8,81.6,1.5,0.0,6.85,SerieA,2018,17,0,1.5,35.2,0.3,0.7,0.1,1.1,1.0,0.1,1.4,1.7,0.0
Marco Parolo,Lazio,34,Midfielder,2562,4.0,3,7.0,0.0,1.8,78.1,1.9,0.0,6.85,SerieA,2018,28,6,0.9,30.2,0.3,1.2,0.0,0.1,0.4,0.1,0.6,1.0,0.0
Ricardo Rodríguez,AC Milan,26,"Midfielder, Forward",3052,0.0,3,5.0,0.0,0.8,87.1,1.2,0.0,6.84,SerieA,2018,35,0,0.6,52.4,0.7,3.6,0.0,0.3,0.5,0.0,0.5,0.4,0.0
Rodrigo Bentancur,Juventus,22,Midfielder,1996,2.0,3,7.0,1.0,0.6,87.2,1.1,1.0,6.84,SerieA,2018,21,10,0.8,39.0,0.3,2.1,0.0,0.6,0.5,0.1,0.7,0.9,0.0
Davide Calabria,AC Milan,22,"Midfielder, Forward",1954,1.0,1,5.0,0.0,0.4,83.1,0.5,0.0,6.84,SerieA,2018,22,4,0.8,47.4,0.5,1.9,0.0,0.5,0.7,0.0,0.6,1.0,0.0
Iago Falque,Torino,29,"Midfielder, Forward",1618,6.0,4,1.0,0.0,2.2,83.1,0.2,1.0,6.83,SerieA,2018,19,7,1.9,32.0,0.9,1.4,0.1,0.7,0.7,0.3,1.4,1.8,0.0
Gregoire Defrel,Sampdoria,28,"Midfielder, Forward",2343,11.0,3,2.0,0.0,1.3,84.5,0.6,3.0,6.82,SerieA,2018,26,10,0.7,21.5,0.2,0.2,0.0,0.8,0.9,0.2,1.4,1.6,0.0
Nicola Sansone,Bologna,27,"Midfielder, Forward",1143,2.0,4,3.0,1.0,2.0,77.2,0.5,1.0,6.81,SerieA,2018,13,2,1.3,23.1,0.3,0.4,0.1,0.8,1.9,0.3,1.8,2.3,0.0
Bryan Cristante,Roma,24,Midfielder,2421,4.0,3,10.0,0.0,1.2,82.2,1.9,1.0,6.81,SerieA,2018,26,9,0.8,36.9,0.1,2.1,0.1,0.9,0.4,0.0,1.0,0.8,0.0
Lucas Castro,Cagliari,30,"Midfielder, Forward",900,1.0,3,1.0,0.0,0.8,80.0,0.8,1.0,6.81,SerieA,2018,10,2,1.3,36.8,0.8,0.9,0.0,0.6,0.8,0.2,1.8,2.5,0.0
Mohamed Fares,SPAL 2013,23,"Midfielder, Forward",2947,3.0,0,12.0,0.0,1.6,78.4,1.2,3.0,6.81,SerieA,2018,32,3,1.1,32.1,0.9,0.9,0.0,1.0,1.1,0.0,1.1,1.5,0.0
Jeremie Boga,Sassuolo,22,"Midfielder, Forward",1440,3.0,1,0.0,0.0,1.1,87.0,0.1,0.0,6.8,SerieA,2018,14,11,0.6,18.4,0.0,0.2,0.0,3.3,1.2,0.3,1.0,1.5,0.0
Daniele De Rossi,Roma,35,"Midfielder, Forward",1273,1.0,2,3.0,0.0,0.3,87.5,0.5,0.0,6.8,SerieA,2018,15,3,0.9,51.4,0.1,4.2,0.2,0.1,0.5,0.1,0.1,0.2,0.0
Karol Linetty,Sampdoria,24,Midfielder,2519,3.0,3,11.0,0.0,1.1,84.1,0.7,0.0,6.79,SerieA,2018,30,2,0.9,39.1,0.1,1.2,0.1,0.6,1.6,0.0,1.1,1.9,0.0
Simone Missiroli,SPAL 2013,33,"Midfielder, Forward",2750,0.0,0,9.0,0.0,0.4,82.9,2.1,1.0,6.78,SerieA,2018,33,1,0.8,44.0,0.2,1.6,0.0,0.6,1.6,0.0,0.7,0.9,0.0
Pol Lirola,Sassuolo,21,"Midfielder, Forward",2976,2.0,6,2.0,0.0,0.5,78.8,0.5,0.0,6.78,SerieA,2018,32,3,1.1,39.5,0.7,1.4,0.0,1.2,0.3,0.1,0.8,0.9,0.0
Manuel Locatelli,Sassuolo,21,Midfielder,1851,2.0,4,7.0,0.0,1.1,87.3,0.8,1.0,6.77,SerieA,2018,21,8,1.4,40.8,0.3,1.6,0.1,0.7,1.0,0.0,0.9,1.4,0.0
Gianluca Caprari,Sampdoria,25,"Midfielder, Forward",1034,6.0,2,1.0,0.0,1.4,82.2,0.0,2.0,6.76,SerieA,2018,12,9,0.7,19.6,0.6,0.6,0.0,0.9,1.2,0.2,1.3,1.9,0.0
Luca Cigarini,Cagliari,33,Midfielder,1688,0.0,1,9.0,0.0,0.8,80.0,0.6,0.0,6.76,SerieA,2018,20,5,1.3,51.8,1.2,3.4,0.1,0.4,0.7,0.0,0.5,0.4,0.0
Gastón Ramírez,Sampdoria,28,"Midfielder, Forward",1587,4.0,4,6.0,1.0,1.0,78.7,1.1,2.0,6.76,SerieA,2018,19,8,1.2,29.4,0.8,0.9,0.1,0.7,1.3,0.1,1.8,1.3,0.0
Giovanni Di Lorenzo,Empoli,25,"Midfielder, Forward",3330,5.0,3,8.0,0.0,0.6,80.1,1.0,2.0,6.75,SerieA,2018,37,0,1.1,48.0,0.5,1.6,0.1,0.8,1.5,0.1,1.2,1.1,0.0
Matías Vecino,Inter,27,Midfielder,2017,3.0,1,8.0,0.0,1.5,82.4,1.8,1.0,6.75,SerieA,2018,23,7,0.7,36.8,0.1,1.1,0.0,0.5,1.0,0.1,0.5,0.9,0.0
Rômulo,Genoa,32,"Midfielder, Forward",1358,1.0,2,0.0,1.0,0.8,79.3,0.2,0.0,6.74,SerieA,2018,17,0,1.4,30.1,1.4,1.3,0.0,1.0,1.1,0.2,0.3,1.1,0.0
Federico Peluso,Sassuolo,35,"Midfielder, Forward",1356,1.0,0,5.0,0.0,0.1,84.7,1.9,1.0,6.74,SerieA,2018,14,2,0.0,50.6,0.1,2.3,0.0,0.3,0.9,0.0,0.1,0.1,0.0
Nicolò Barella,Cagliari,22,"Midfielder, Forward",3112,1.0,3,8.0,2.0,1.5,81.8,0.6,1.0,6.73,SerieA,2018,35,0,1.2,51.7,0.6,2.9,0.1,1.2,2.3,0.1,1.8,3.2,0.0
Marvin Zeegelaar,Udinese,28,"Midfielder, Forward",955,0.0,0,5.0,1.0,0.1,86.3,1.4,0.0,6.73,SerieA,2018,10,2,0.4,24.3,0.2,0.8,0.0,1.3,0.5,0.1,0.5,1.0,0.0
Rolando Mandragora,Udinese,22,"Midfielder, Forward",2921,3.0,2,8.0,1.0,1.3,84.4,1.5,0.0,6.73,SerieA,2018,33,2,0.8,32.3,0.4,1.6,0.0,0.1,1.1,0.0,0.4,0.7,0.0
Valon Behrami,Udinese,34,Midfielder,1368,1.0,0,6.0,0.0,0.5,82.1,1.3,1.0,6.72,SerieA,2018,17,2,0.3,24.4,0.0,0.3,0.0,0.3,1.8,0.0,0.9,0.8,0.0
Ibrahima Mbaye,Bologna,24,"Midfielder, Forward",2009,2.0,0,5.0,0.0,0.6,78.5,1.6,0.0,6.72,SerieA,2018,22,1,0.2,32.4,0.2,1.4,0.0,0.2,1.0,0.0,0.5,0.8,0.0
Kevin-Prince Boateng,Sassuolo,32,"Midfielder, Forward",942,4.0,1,1.0,0.0,2.2,80.7,1.6,0.0,6.71,SerieA,2018,11,2,1.2,23.5,0.0,0.8,0.2,0.0,2.1,0.6,1.1,2.0,0.0
Lukas Lerager,Genoa,25,"Midfielder, Forward",1124,1.0,0,4.0,0.0,1.1,75.2,1.9,1.0,6.71,SerieA,2018,13,1,1.3,28.2,0.5,0.9,0.0,0.3,1.6,0.1,0.8,0.4,0.0
Camillo Ciano,Frosinone,29,"Midfielder, Forward",2463,7.0,4,12.0,0.0,2.3,73.0,0.7,2.0,6.71,SerieA,2018,28,5,1.8,22.5,1.4,1.5,0.0,0.5,2.7,0.5,1.9,2.1,0.0
Federico Mattiello,Bologna,23,Midfielder,1334,1.0,1,2.0,1.0,0.6,76.6,1.0,0.0,6.71,SerieA,2018,16,1,1.1,25.4,1.1,1.5,0.1,0.5,0.7,0.1,0.6,1.6,0.0
Lorenzo De Silvestri,Torino,31,"Midfielder, Forward",2427,2.0,4,2.0,0.0,0.9,68.0,2.4,0.0,6.7,SerieA,2018,30,2,0.9,26.8,0.9,0.7,0.0,0.2,0.6,0.2,0.6,1.2,0.0
Nicolò Zaniolo,Roma,19,"Midfielder, Forward",1772,4.0,2,8.0,0.0,1.8,81.3,0.5,0.0,6.7,SerieA,2018,20,7,0.7,20.1,0.2,0.9,0.0,1.5,1.2,0.1,2.5,2.6,0.0
Miha Zajc,Empoli,24,"Midfielder, Forward",1165,3.0,2,1.0,1.0,2.8,82.9,0.4,0.0,6.7,SerieA,2018,12,8,1.2,26.7,0.9,1.0,0.1,1.4,0.6,0.3,1.1,1.6,0.0
João Mário,Inter,26,Midfielder,1081,1.0,2,2.0,0.0,0.8,84.9,0.3,1.0,6.7,SerieA,2018,12,8,0.9,35.2,0.4,0.8,0.0,1.2,1.2,0.0,1.0,1.4,0.0
Alessandro Murgia,SPAL 2013,22,Midfielder,1072,0.0,3,1.0,0.0,0.9,88.0,0.5,1.0,6.7,SerieA,2018,11,4,1.1,30.6,0.9,1.0,0.0,0.2,2.1,0.1,0.8,1.2,0.0
Luca Paganini,Frosinone,26,Midfielder,1121,2.0,0,2.0,0.0,2.0,76.4,2.6,0.0,6.69,SerieA,2018,12,2,0.6,26.6,0.4,1.1,0.0,0.3,2.5,0.1,1.2,1.5,0.0
Seko Fofana,Udinese,24,Midfielder,2646,2.0,4,5.0,0.0,1.9,85.2,0.5,0.0,6.69,SerieA,2018,31,0,1.2,35.8,0.4,2.0,0.1,1.7,0.9,0.0,1.6,2.3,0.0
Gerson,Fiorentina,22,"Midfielder, Forward",2435,3.0,3,8.0,0.0,1.1,82.5,1.0,0.0,6.69,SerieA,2018,27,9,1.0,31.0,0.1,1.6,0.1,0.8,2.4,0.1,1.3,1.0,0.0
Cengiz Ünder,Roma,21,"Midfielder, Forward",1378,3.0,7,1.0,0.0,1.5,77.9,0.2,1.0,6.69,SerieA,2018,17,9,1.2,19.3,0.6,0.8,0.0,0.8,1.1,0.2,0.8,1.5,0.0
Federico Bernardeschi,Juventus,25,"Midfielder, Forward",1476,2.0,3,5.0,1.0,1.9,83.1,0.3,0.0,6.68,SerieA,2018,14,14,1.2,22.1,0.9,1.5,0.1,0.8,1.1,0.3,0.6,1.0,0.0
Milan Badelj,Lazio,30,Midfielder,1143,1.0,0,6.0,0.0,0.6,86.1,0.7,4.0,6.68,SerieA,2018,14,9,0.4,37.1,0.2,1.8,0.0,1.3,0.7,0.0,0.4,0.4,0.0
Darko Lazovic,Genoa,28,Midfielder,2550,3.0,4,2.0,0.0,1.2,74.4,0.5,1.0,6.68,SerieA,2018,30,3,1.4,24.1,0.9,0.8,0.0,1.1,0.4,0.1,0.5,1.2,0.0
Jacopo Sala,Sampdoria,27,"Midfielder, Forward",1517,0.0,1,5.0,0.0,0.4,85.3,0.5,0.0,6.67,SerieA,2018,16,5,0.9,47.3,0.3,1.6,0.1,0.5,0.8,0.0,0.6,0.8,0.0
Hamed Junior Traore,Empoli,19,Midfielder,2269,2.0,2,4.0,0.0,1.4,79.2,0.5,1.0,6.67,SerieA,2018,26,6,0.8,29.9,0.1,1.6,0.1,1.3,0.7,0.2,1.5,1.4,0.0
Justin Kluivert,Roma,20,"Midfielder, Forward",1341,1.0,6,2.0,0.0,0.7,83.4,0.3,0.0,6.66,SerieA,2018,14,15,1.2,13.3,0.6,0.3,0.0,0.8,0.8,0.1,0.8,1.5,0.0
Alfred Duncan,Sassuolo,26,Midfielder,1852,4.0,4,7.0,1.0,1.0,81.6,0.6,0.0,6.66,SerieA,2018,21,5,1.2,31.4,0.2,1.4,0.1,0.7,0.8,0.1,1.2,1.0,0.0
Marek Hamsik,Napoli,31,"Midfielder, Forward",922,0.0,0,1.0,0.0,1.2,88.4,0.6,0.0,6.66,SerieA,2018,12,1,1.2,65.2,0.0,5.0,0.0,0.5,0.2,0.0,0.5,0.4,0.0
João Pedro,Cagliari,27,"Midfielder, Forward",2571,7.0,2,4.0,1.0,1.8,74.5,2.1,1.0,6.65,SerieA,2018,30,4,1.0,21.6,0.5,0.6,0.0,0.6,1.6,0.3,1.2,1.7,0.0
Giovanni Simeone,Fiorentina,23,"Midfielder, Forward",2459,6.0,3,2.0,0.0,1.8,68.7,1.1,1.0,6.64,SerieA,2018,27,9,0.8,9.3,0.1,0.1,0.1,0.7,1.6,0.4,1.7,2.8,0.0
Mehdi Bourabia,Sassuolo,27,Midfielder,2009,1.0,0,7.0,1.0,1.1,83.7,1.5,2.0,6.64,SerieA,2018,21,11,0.8,32.1,0.3,0.8,0.0,1.0,0.8,0.0,1.2,1.4,0.0
Artur Ionita,Cagliari,28,"Midfielder, Forward",2979,3.0,2,4.0,1.0,1.0,83.3,2.5,1.0,6.64,SerieA,2018,34,3,0.5,30.4,0.2,0.9,0.0,0.5,0.4,0.1,1.1,1.1,0.0
Marco D'Alessandro,Udinese,28,Midfielder,1497,0.0,2,3.0,0.0,0.5,73.9,0.2,0.0,6.63,SerieA,2018,16,8,0.9,20.6,0.5,0.5,0.0,1.3,1.2,0.1,0.7,1.3,0.0
Adam Marusic,Lazio,26,Midfielder,2114,1.0,1,2.0,1.0,0.6,83.9,1.2,0.0,6.63,SerieA,2018,24,2,0.8,29.4,0.6,1.0,0.0,0.8,0.7,0.1,0.8,0.9,0.0
Ivan Radovanovic,Genoa,30,"Midfielder, Forward",1282,0.0,0,3.0,0.0,1.4,81.1,2.9,0.0,6.63,SerieA,2018,15,1,0.3,42.6,0.1,4.1,0.0,0.4,1.3,0.1,0.2,0.3,0.0
Antonino Barillà,Parma Calcio 1913,31,Midfielder,2623,3.0,2,10.0,0.0,0.6,73.0,0.8,1.0,6.62,SerieA,2018,30,1,0.6,24.8,0.2,1.0,0.0,0.5,1.0,0.1,0.9,1.2,0.0
Ignazio Abate,AC Milan,32,"Midfielder, Forward",1306,0.0,0,4.0,0.0,0.1,83.7,0.7,0.0,6.62,SerieA,2018,15,4,0.4,42.4,0.3,1.9,0.0,0.2,0.3,0.0,0.1,0.4,0.0
Rogerio,Sassuolo,21,"Midfielder, Forward",2670,1.0,2,9.0,1.0,0.4,82.5,0.8,1.0,6.61,SerieA,2018,29,4,0.6,40.6,0.5,1.9,0.0,0.6,0.8,0.1,0.6,1.2,0.0
Paolo Faragò,Cagliari,26,"Midfielder, Forward",1697,1.0,1,7.0,1.0,0.8,76.5,1.9,0.0,6.61,SerieA,2018,17,9,0.8,28.2,0.6,1.0,0.0,0.5,0.9,0.0,0.8,1.2,0.0
Blerim Dzemaili,Bologna,33,Midfielder,1750,1.0,1,4.0,0.0,1.5,79.2,0.7,0.0,6.61,SerieA,2018,20,8,0.6,24.6,0.1,1.3,0.0,1.0,2.0,0.0,0.7,0.8,0.0
Fabio Borini,AC Milan,28,"Midfielder, Forward",1049,2.0,2,3.0,0.0,1.5,71.8,1.2,0.0,6.6,SerieA,2018,10,10,0.7,17.0,0.0,0.9,0.0,0.4,1.7,0.2,1.0,1.4,0.0
Alex Berenguer,Torino,23,"Midfielder, Forward",1479,2.0,3,4.0,0.0,0.7,77.1,0.5,0.0,6.6,SerieA,2018,15,16,1.2,19.3,0.7,0.8,0.0,1.1,1.1,0.1,1.6,1.7,0.0
Luca Siligardi,Parma Calcio 1913,31,"Midfielder, Forward",1645,1.0,2,2.0,0.0,1.3,69.6,0.5,1.0,6.6,SerieA,2018,19,10,0.6,15.2,0.5,0.8,0.0,1.2,0.9,0.1,1.4,1.4,0.0
Jacob Rasmussen,Empoli,22,"Midfielder, Forward",1017,0.0,1,3.0,0.0,0.2,88.3,2.6,0.0,6.6,SerieA,2018,10,4,0.2,45.6,0.0,3.4,0.0,0.2,0.4,0.0,0.1,0.4,0.0
Hidde ter Avest,Udinese,22,"Midfielder, Forward",981,0.0,1,0.0,0.0,0.2,73.2,0.7,0.0,6.6,SerieA,2018,12,1,0.6,29.3,0.5,0.7,0.0,0.3,0.5,0.0,0.5,0.6,0.0
Andrea Beghetto,Frosinone,24,Midfielder,2227,0.0,3,3.0,0.0,0.9,67.8,0.2,0.0,6.6,SerieA,2018,25,2,2.0,27.2,2.1,1.9,0.0,0.3,0.6,0.1,0.4,0.6,0.0
Marco Benassi,Fiorentina,24,"Midfielder, Forward",2296,7.0,1,6.0,1.0,1.8,76.9,0.4,1.0,6.6,SerieA,2018,29,3,1.0,24.7,0.3,0.6,0.1,0.5,0.7,0.1,0.5,1.0,0.0
Luca Valzania,Frosinone,23,Midfielder,906,2.0,1,4.0,0.0,1.5,77.0,0.8,0.0,6.6,SerieA,2018,11,2,0.8,19.4,0.2,0.8,0.1,0.5,1.3,0.0,0.4,1.4,0.0
Raffaele Maiello,Frosinone,27,Midfielder,2046,0.0,0,4.0,0.0,0.3,81.9,0.4,0.0,6.59,SerieA,2018,22,7,0.7,41.5,0.2,4.1,0.0,0.7,1.3,0.0,0.6,0.8,0.0
Pasquale Schiattarella,SPAL 2013,32,"Midfielder, Forward",1843,0.0,4,10.0,0.0,0.5,86.8,0.7,0.0,6.59,SerieA,2018,20,8,1.3,47.0,0.8,1.9,0.0,0.4,1.8,0.0,0.7,0.8,0.0
Lucas Paquetá,AC Milan,21,"Midfielder, Forward",851,1.0,1,5.0,1.0,1.0,77.1,1.3,0.0,6.59,SerieA,2018,12,1,0.7,27.9,0.1,0.5,0.0,1.2,1.8,0.1,2.3,1.5,0.0
Andrea Poli,Bologna,29,Midfielder,1947,4.0,1,5.0,0.0,1.0,89.0,0.3,0.0,6.58,SerieA,2018,23,7,0.5,24.3,0.1,1.0,0.0,0.3,1.1,0.1,0.7,1.0,0.0
Patrik Schick,Roma,23,"Midfielder, Forward",1315,3.0,0,4.0,0.0,1.4,74.7,2.1,1.0,6.58,SerieA,2018,15,9,0.8,11.0,0.0,0.1,0.0,0.4,0.8,0.4,0.9,2.2,0.0
Mehdi Leris,Chievo,21,Midfielder,1613,0.0,2,5.0,0.0,1.3,78.1,1.5,1.0,6.58,SerieA,2018,18,5,0.8,29.4,0.4,1.4,0.0,1.0,0.7,0.0,1.7,2.2,0.0
Luca Rigoni,Parma Calcio 1913,34,Midfielder,1764,2.0,1,5.0,0.0,0.7,80.0,0.8,0.0,6.57,SerieA,2018,20,3,0.4,23.3,0.1,1.3,0.0,0.3,0.8,0.0,0.7,0.7,0.0
Mario Pasalic,Atalanta,24,Midfielder,1619,5.0,3,1.0,0.0,1.1,83.0,1.4,0.0,6.57,SerieA,2018,17,16,0.7,30.0,0.1,1.8,0.0,0.5,0.3,0.1,0.9,1.4,0.0
Mitchell Dijks,Bologna,26,"Midfielder, Forward",2027,1.0,0,5.0,1.0,0.4,76.2,1.8,0.0,6.57,SerieA,2018,23,2,0.6,27.2,0.4,1.1,0.0,1.3,1.4,0.1,0.9,1.4,0.0
Valter Birsa,Chievo,32,"Midfielder, Forward",1103,2.0,2,1.0,0.0,0.9,80.5,0.5,0.0,6.57,SerieA,2018,12,5,1.4,29.3,0.8,1.6,0.1,0.8,0.7,0.2,1.4,2.0,0.0
Kevin Lasagna,Udinese,26,"Midfielder, Forward",2451,6.0,2,2.0,0.0,1.8,69.9,2.4,0.0,6.55,SerieA,2018,26,10,0.5,12.5,0.1,0.2,0.0,0.3,1.0,0.6,0.7,2.2,0.0
Ivan Radovanovic,Chievo,30,"Midfielder, Forward",1707,0.0,0,6.0,0.0,1.6,85.7,1.4,0.0,6.54,SerieA,2018,19,0,0.5,53.8,0.0,7.8,0.0,0.4,0.7,0.1,0.4,0.6,0.0
Jens Stryger Larsen,Udinese,28,"Midfielder, Forward",3236,1.0,4,6.0,0.0,0.4,79.6,0.8,0.0,6.54,SerieA,2018,36,0,0.9,39.4,0.6,1.8,0.0,0.3,0.4,0.1,0.7,0.8,0.0
Leo Stulac,Parma Calcio 1913,24,Midfielder,1451,0.0,2,3.0,1.0,0.8,85.8,0.5,1.0,6.54,SerieA,2018,17,9,0.8,25.0,0.5,2.0,0.0,0.3,1.1,0.0,0.7,0.7,0.0
Daniel Bessa,Genoa,26,"Midfielder, Forward",2444,1.0,3,8.0,0.0,0.9,84.3,0.4,0.0,6.53,SerieA,2018,25,9,1.1,30.4,0.4,1.3,0.1,0.5,0.5,0.1,0.9,1.3,0.0
Pawel Jaroszynski,Chievo,24,"Midfielder, Forward",1350,0.0,0,2.0,0.0,0.3,72.0,1.2,0.0,6.52,SerieA,2018,15,4,0.7,33.1,0.7,1.9,0.1,0.5,0.9,0.0,0.3,0.9,0.0
Raman Chibsah,Frosinone,26,Midfielder,2626,1.0,0,5.0,0.0,1.0,82.5,0.6,0.0,6.52,SerieA,2018,30,2,0.6,27.6,0.2,1.1,0.0,1.6,0.9,0.2,1.6,1.8,0.0
Edimilson Fernandes,Fiorentina,23,Midfielder,1975,2.0,0,8.0,1.0,0.7,85.8,0.7,1.0,6.5,SerieA,2018,23,6,0.9,29.5,0.1,1.6,0.0,0.7,0.6,0.0,1.2,1.2,0.0
Cristian Molinaro,Frosinone,35,"Midfielder, Forward",1161,0.0,0,3.0,0.0,0.1,70.5,1.4,0.0,6.5,SerieA,2018,13,1,1.0,31.3,0.8,2.4,0.0,0.5,1.6,0.3,0.3,0.4,0.0
Matteo Scozzarella,Parma Calcio 1913,31,Midfielder,1469,0.0,3,8.0,0.0,0.4,82.4,0.2,0.0,6.5,SerieA,2018,17,5,0.9,28.4,0.7,3.0,0.1,0.3,0.5,0.0,0.2,0.5,0.0
Oscar Hiljemark,Genoa,27,"Midfielder, Forward",1202,1.0,0,0.0,0.0,0.8,81.5,0.7,0.0,6.49,SerieA,2018,15,2,0.7,27.7,0.4,1.1,0.0,0.5,0.6,0.1,0.5,0.9,0.0
Emanuele Giaccherini,Chievo,34,Midfielder,2008,3.0,1,8.0,0.0,1.3,78.4,0.5,1.0,6.49,SerieA,2018,22,4,1.7,36.9,1.2,1.9,0.0,1.0,1.8,0.2,1.9,1.9,0.0
Francesco Magnanelli,Sassuolo,34,"Midfielder, Forward",1859,0.0,0,3.0,1.0,0.3,88.5,0.7,1.0,6.49,SerieA,2018,21,5,0.2,50.7,0.0,2.8,0.0,0.3,1.5,0.0,0.2,0.4,0.0
Miguel Veloso,Genoa,33,Midfielder,1259,0.0,1,7.0,0.0,1.4,79.5,0.6,0.0,6.49,SerieA,2018,14,7,1.1,26.5,1.0,1.2,0.0,0.1,0.3,0.0,0.3,0.7,0.0
Fabio Depaoli,Chievo,22,"Midfielder, Forward",2468,0.0,4,10.0,2.0,0.4,73.2,1.0,0.0,6.48,SerieA,2018,27,6,1.0,26.0,0.7,1.6,0.0,0.4,0.7,0.0,0.5,1.1,0.0
Goran Pandev,Genoa,35,"Midfielder, Forward",1122,4.0,2,6.0,0.0,1.0,76.2,0.4,1.0,6.47,SerieA,2018,12,14,0.8,13.3,0.2,0.9,0.2,0.6,1.8,0.2,1.2,1.6,0.0
Borja Valero,Inter,34,Midfielder,1227,0.0,1,4.0,0.0,0.4,93.7,0.1,0.0,6.46,SerieA,2018,12,15,0.7,43.3,0.2,2.0,0.0,0.1,0.9,0.0,0.1,0.4,0.0
Samu Castillejo,AC Milan,24,"Midfielder, Forward",1008,4.0,2,3.0,0.0,1.0,86.7,0.4,1.0,6.46,SerieA,2018,8,23,0.6,13.9,0.3,0.5,0.0,0.6,0.8,0.1,0.9,0.9,0.0
