Name,Team,Age,Position,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Born,Start Application,Remplacement Application,Total goals,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Dribble
Samir Handanovic,Inter,31,Goalkeeper,3240,0,0,5,0,0.0,69.3,0.1,3,6.99,SerieA,2015,1984,36,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Mattia Perin,Genoa,23,Goalkeeper,2250,0,0,2,0,0.0,53.0,0.3,1,6.92,SerieA,2015,1992,25,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Wojciech Szczesny,Roma,26,Goalkeeper,3060,0,0,1,0,0.0,66.9,0.1,2,6.87,SerieA,2015,1989,34,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Albano Bizzarri,Chievo,38,Goalkeeper,3150,0,0,2,0,0.0,49.7,0.2,1,6.86,SerieA,2015,1977,35,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Stefano Sorrentino,Palermo,36,Goalkeeper,3098,0,0,1,0,0.0,50.4,0.1,3,6.81,SerieA,2015,1979,35,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Marco Sportiello,Atalanta,23,Goalkeeper,3240,0,0,2,0,0.0,50.8,0.1,0,6.79,SerieA,2015,1992,36,0,0,0.1,0.0,0.1,0,0.0,0.1,0.0
Antonio Mirante,Bologna,32,Goalkeeper,2970,0,0,2,0,0.0,54.2,0.2,0,6.79,SerieA,2015,1983,33,0,0,0.0,0.1,0.2,0,0.0,0.0,0.0
Eugenio Lamanna,Genoa,26,Goalkeeper,1170,0,0,0,0,0.0,56.3,0.2,0,6.78,SerieA,2015,1989,13,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Gianluigi Buffon,Juventus,37,Goalkeeper,3150,0,0,1,0,0.0,78.1,0.1,1,6.77,SerieA,2015,1978,35,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Gianluigi Donnarumma,AC Milan,16,Goalkeeper,2629,0,0,3,0,0.0,62.6,0.1,1,6.77,SerieA,2015,1999,30,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Lukasz Skorupski,Empoli,25,Goalkeeper,2790,0,0,2,0,0.0,66.6,0.3,2,6.76,SerieA,2015,1990,31,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Andrea Consigli,Sassuolo,28,Goalkeeper,3269,0,0,3,1,0.0,66.2,0.3,2,6.75,SerieA,2015,1987,37,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Nicola Leali,Frosinone,23,Goalkeeper,2970,0,0,3,0,0.0,48.7,0.2,0,6.74,SerieA,2015,1992,33,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Vid Belec,Carpi,25,Goalkeeper,2700,0,0,1,0,0.0,34.2,0.3,1,6.73,SerieA,2015,1990,30,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Federico Marchetti,Lazio,32,Goalkeeper,2550,0,0,0,0,0.0,64.4,0.2,2,6.68,SerieA,2015,1983,29,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Orestis Karnezis,Udinese,30,Goalkeeper,3420,0,0,0,0,0.0,48.7,0.2,1,6.62,SerieA,2015,1985,38,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Ciprian Tatarusanu,Fiorentina,30,Goalkeeper,3311,0,0,2,0,0.0,73.1,0.1,0,6.53,SerieA,2015,1985,37,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Daniele Padelli,Torino,30,Goalkeeper,3150,0,0,3,0,0.0,66.7,0.2,0,6.52,SerieA,2015,1985,35,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
José Reina,Napoli,33,Goalkeeper,3330,0,0,1,0,0.0,78.3,0.1,0,6.49,SerieA,2015,1982,37,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Pierluigi Gollini,Verona,20,Goalkeeper,2319,0,0,2,0,0.0,50.5,0.1,1,6.47,SerieA,2015,1995,25,1,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Rafael,Verona,33,Goalkeeper,1009,0,0,0,1,0.0,54.6,0.1,0,6.45,SerieA,2015,1982,12,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
David Raya,Brentford,27,Goalkeeper,2160,0,0,1,0,0.0,60.2,0.5,3,7.04,LaLiga,2022,1995,24,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Bernd Leno,Fulham,30,Goalkeeper,2160,0,0,2,0,0.0,74.5,0.3,3,7.04,LaLiga,2022,1992,24,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,28,Goalkeeper,1486,0,0,1,0,0.0,84.1,0.4,2,7.02,LaLiga,2022,1994,17,0,0,0.0,0.0,0.3,0,0.0,0.1,0.0
Alisson,Liverpool,30,Goalkeeper,2250,0,1,0,0,0.0,83.5,0.2,2,6.99,LaLiga,2022,1992,25,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Emiliano Martínez,Aston Villa,30,Goalkeeper,2015,0,0,5,0,0.0,71.7,0.3,1,6.79,LaLiga,2022,1992,23,0,0,0.1,0.0,0.2,0,0.0,0.1,0.0
Vicente Guaita,Crystal Palace,35,Goalkeeper,2250,0,0,1,0,0.0,66.4,0.4,2,6.78,LaLiga,2022,1987,25,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Neto,Bournemouth,33,Goalkeeper,1306,0,0,4,0,0.0,55.8,0.3,2,6.76,LaLiga,2022,1989,15,0,0,0.0,0.0,0.2,0,0.0,0.1,0.0
Lukasz Fabianski,West Ham,37,Goalkeeper,2034,0,0,0,0,0.0,58.1,0.5,0,6.7,LaLiga,2022,1985,24,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Nick Pope,Newcastle,30,Goalkeeper,2092,0,0,3,1,0.0,57.5,0.1,1,6.69,LaLiga,2022,1992,24,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Jordan Pickford,Everton,28,Goalkeeper,2250,0,1,5,0,0.0,55.0,0.2,2,6.68,LaLiga,2022,1994,25,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Hugo Lloris,Tottenham,36,Goalkeeper,1890,0,0,0,0,0.0,75.8,0.3,0,6.66,LaLiga,2022,1986,21,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Illan Meslier,Leeds,22,Goalkeeper,2250,0,0,2,0,0.0,54.7,0.3,3,6.66,LaLiga,2022,2000,25,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Aaron Ramsdale,Arsenal,24,Goalkeeper,2340,0,0,0,0,0.0,63.8,0.2,1,6.64,LaLiga,2022,1998,26,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
José Sá,Wolves,29,Goalkeeper,2340,0,0,0,0,0.0,67.8,0.3,2,6.64,LaLiga,2022,1993,26,0,0,0.0,0.0,0.2,0,0.0,0.1,0.1
David de Gea,Man Utd,32,Goalkeeper,2250,0,0,0,0,0.0,69.1,0.1,1,6.59,LaLiga,2022,1990,25,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Dean Henderson,Nottingham Forest,25,Goalkeeper,1620,0,0,2,0,0.0,56.8,0.1,2,6.57,LaLiga,2022,1997,18,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Gavin Bazunu,Southampton,21,Goalkeeper,2250,0,0,0,0,0.0,54.0,0.4,1,6.48,LaLiga,2022,2001,25,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Danny Ward,Leicester,31,Goalkeeper,2250,0,0,0,0,0.0,70.1,0.2,1,6.46,LaLiga,2022,1991,25,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Danny Ward,Leicester,29,Goalkeeper,2250,0,0,0,0,0.0,70.1,0.2,1,6.46,LaLiga,2022,1993,25,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Ederson,Man City,29,Goalkeeper,2340,0,1,2,0,0.0,84.2,0.3,0,6.45,LaLiga,2022,1993,26,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Robert Sánchez,Brighton,25,Goalkeeper,1980,0,0,1,0,0.0,73.6,0.3,0,6.43,LaLiga,2022,1997,22,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matteo Sereni,Brescia,36,Goalkeeper,1350,0,0,0,0,0.0,51.9,0.0,1,7.11,SerieA,2010,1974,15,0,0,0.1,0.0,0.0,0,0.0,0.0,0.0
Stefano Sorrentino,Chievo,31,Goalkeeper,3312,0,0,2,0,0.0,54.0,0.0,1,7.06,SerieA,2010,1979,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Julio César,Inter,31,Goalkeeper,2158,0,0,0,1,0.0,66.7,0.0,2,7.04,SerieA,2010,1979,25,0,0,0.1,0.1,0.2,0,0.0,0.0,0.0
Samir Handanovic,Udinese,26,Goalkeeper,3151,0,0,4,0,0.0,58.9,0.0,0,7.04,SerieA,2010,1984,35,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Christian Abbiati,AC Milan,33,Goalkeeper,3081,0,0,2,0,0.0,61.2,0.0,1,7.01,SerieA,2010,1977,35,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Jean-François Gillet,Bari,32,Goalkeeper,3240,0,0,1,0,0.0,59.4,0.0,1,6.89,SerieA,2010,1978,36,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Emiliano Viviano,Bologna,25,Goalkeeper,3406,0,0,2,0,0.0,49.9,0.0,1,6.86,SerieA,2010,1985,38,0,0,0.1,0.1,0.1,0,0.0,0.0,0.0
Michele Arcari,Brescia,33,Goalkeeper,1980,0,1,3,0,0.0,55.2,0.0,0,6.85,SerieA,2010,1977,22,0,0,0.1,0.1,0.1,0,0.0,0.0,0.0
Artur Boruc,Fiorentina,30,Goalkeeper,2340,0,0,3,0,0.0,48.8,0.0,1,6.84,SerieA,2010,1980,26,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Antonio Rosati,Lecce,27,Goalkeeper,3366,0,0,3,0,0.0,39.6,0.0,3,6.83,SerieA,2010,1983,37,1,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Francesco Antonioli,Cesena,41,Goalkeeper,3330,0,0,0,0,0.0,47.7,0.0,2,6.81,SerieA,2010,1969,37,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Fernando Muslera,Lazio,25,Goalkeeper,3240,0,0,0,0,0.0,57.0,0.0,0,6.81,SerieA,2010,1985,36,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Salvatore Sirigu,Palermo,23,Goalkeeper,3330,0,0,3,0,0.0,52.4,0.0,1,6.76,SerieA,2010,1987,37,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Gianluca Curci,Sampdoria,25,Goalkeeper,3139,0,0,2,0,0.0,43.8,0.0,0,6.76,SerieA,2010,1985,35,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Morgan De Sanctis,Napoli,34,Goalkeeper,3420,0,0,2,0,0.0,58.8,0.0,1,6.74,SerieA,2010,1976,38,0,0,0.1,0.0,0.1,0,0.0,0.1,0.0
Antonio Mirante,Parma,27,Goalkeeper,3182,0,0,2,0,0.0,51.0,0.0,3,6.74,SerieA,2010,1983,36,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Michael Agazzi,Cagliari,26,Goalkeeper,3383,0,0,1,0,0.0,43.0,0.0,2,6.74,SerieA,2010,1984,38,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Sebastien Frey,Fiorentina,31,Goalkeeper,990,0,0,1,0,0.0,52.3,0.0,0,6.7,SerieA,2010,1979,11,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Mariano Andújar,Catania,27,Goalkeeper,3330,0,0,3,0,0.0,44.8,0.0,1,6.69,SerieA,2010,1983,37,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Marco Storari,Juventus,34,Goalkeeper,2057,0,0,2,0,0.0,52.8,0.0,0,6.68,SerieA,2010,1976,22,1,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Eduardo,Genoa,28,Goalkeeper,3330,0,0,0,0,0.0,51.5,0.0,0,6.61,SerieA,2010,1982,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Doni,Roma,31,Goalkeeper,1321,0,0,0,0,0.1,55.5,0.1,0,6.6,SerieA,2010,1979,13,3,0,0.1,0.0,0.2,0,0.0,0.1,0.0
Luca Castellazzi,Inter,35,Goalkeeper,1262,0,0,0,0,0.0,51.6,0.0,0,6.56,SerieA,2010,1975,13,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Julio Sergio,Roma,32,Goalkeeper,1603,0,0,2,1,0.0,59.5,0.0,0,6.5,SerieA,2010,1978,19,0,0,0.0,0.0,0.1,0,0.1,0.1,0.0
Gianluigi Buffon,Juventus,32,Goalkeeper,1362,0,0,1,1,0.0,53.6,0.0,0,6.41,SerieA,2010,1978,16,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Alisson,Liverpool,29,Goalkeeper,3240,0,1,0,0,0.0,85.5,0.4,1,6.88,LaLiga,2021,1992,36,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
José Sá,Wolves,28,Goalkeeper,3286,0,1,3,0,0.0,63.0,0.4,5,6.83,LaLiga,2021,1993,37,0,0,0.1,0.0,0.3,0,0.0,0.1,0.1
Nick Pope,Burnley,29,Goalkeeper,3240,0,0,1,0,0.0,44.5,0.5,5,6.82,LaLiga,2021,1992,36,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
David Raya,Brentford,26,Goalkeeper,2160,0,0,1,0,0.0,64.5,0.4,0,6.8,LaLiga,2021,1995,24,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Hugo Lloris,Tottenham,35,Goalkeeper,3420,0,0,2,0,0.0,76.8,0.4,0,6.79,LaLiga,2021,1986,38,0,0,0.1,0.0,0.1,0,0.0,0.1,0.0
Lukasz Fabianski,West Ham,36,Goalkeeper,3330,0,0,2,0,0.0,59.2,0.3,1,6.76,LaLiga,2021,1985,37,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Kasper Schmeichel,Leicester,35,Goalkeeper,3330,0,0,2,0,0.0,69.7,0.3,2,6.73,LaLiga,2021,1986,37,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Fraser Forster,Southampton,33,Goalkeeper,1710,0,0,1,0,0.0,54.7,0.4,1,6.71,LaLiga,2021,1988,19,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Vicente Guaita,Crystal Palace,34,Goalkeeper,2656,0,0,2,0,0.0,74.9,0.3,1,6.7,LaLiga,2021,1987,30,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Ederson,Man City,28,Goalkeeper,3330,0,0,3,0,0.0,88.8,0.3,0,6.69,LaLiga,2021,1993,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Édouard Mendy,Chelsea,30,Goalkeeper,3060,0,0,3,0,0.0,82.0,0.3,1,6.68,LaLiga,2021,1991,34,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Martin Dúbravka,Newcastle,32,Goalkeeper,2340,0,0,1,0,0.0,59.4,0.2,1,6.66,LaLiga,2021,1989,26,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Aaron Ramsdale,Arsenal,23,Goalkeeper,3060,0,0,1,0,0.0,62.6,0.2,2,6.65,LaLiga,2021,1998,34,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
David de Gea,Man Utd,31,Goalkeeper,3420,0,0,0,0,0.0,68.9,0.2,1,6.64,LaLiga,2021,1990,38,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Robert Sánchez,Brighton,24,Goalkeeper,3330,0,0,4,1,0.0,67.4,0.5,0,6.63,LaLiga,2021,1997,37,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Emiliano Martínez,Aston Villa,29,Goalkeeper,3240,0,0,4,0,0.0,70.4,0.3,0,6.63,LaLiga,2021,1992,36,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Illan Meslier,Leeds,21,Goalkeeper,3385,0,0,2,0,0.0,69.0,0.4,0,6.62,LaLiga,2021,2000,38,0,0,0.0,0.0,0.2,0,0.0,0.1,0.1
Jordan Pickford,Everton,27,Goalkeeper,3150,0,0,2,0,0.0,48.1,0.3,3,6.6,LaLiga,2021,1994,35,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Tim Krul,Norwich,33,Goalkeeper,2610,0,0,1,0,0.0,65.4,0.2,0,6.42,LaLiga,2021,1988,29,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ben Foster,Watford,38,Goalkeeper,2340,0,1,0,0,0.0,44.0,0.2,1,6.27,LaLiga,2021,1983,26,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Heinz Müller,Mainz 05,32,Goalkeeper,2647,0,0,4,0,0.0,57.8,0.0,2,7.03,Bundesliga,2009,1977,30,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Jaroslav Drobny,Hertha Berlin,30,Goalkeeper,2700,0,1,3,0,0.0,45.2,0.1,3,6.96,Bundesliga,2009,1979,30,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Raphael Schäfer,Nuernberg,31,Goalkeeper,2700,0,0,4,0,0.0,68.2,0.0,1,6.95,Bundesliga,2009,1978,30,0,0,0.1,0.0,0.5,0,0.0,0.0,0.0
Diego Benaglio,Wolfsburg,26,Goalkeeper,1924,0,0,1,1,0.0,62.1,0.0,2,6.94,Bundesliga,2009,1983,22,0,0,0.0,0.0,0.4,0,0.0,0.0,0.0
Simon Pouplin,Freiburg,25,Goalkeeper,2700,0,0,2,0,0.0,60.2,0.0,1,6.93,Bundesliga,2009,1984,30,0,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Jörg Butt,Bayern Munich,36,Goalkeeper,2746,0,0,1,0,0.0,69.2,0.0,2,6.91,Bundesliga,2009,1973,31,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Philipp Heerwagen,Bochum,27,Goalkeeper,2700,0,0,2,0,0.0,56.7,0.0,2,6.86,Bundesliga,2009,1982,30,0,0,0.0,0.0,0.5,0,0.0,0.0,0.0
Manuel Neuer,Schalke 04,23,Goalkeeper,3060,0,0,3,0,0.0,65.2,0.0,1,6.8,Bundesliga,2009,1986,34,0,0,0.1,0.1,0.2,0,0.0,0.0,0.0
Frank Rost,Hamburger SV,37,Goalkeeper,3016,0,0,0,0,0.0,61.1,0.0,0,6.8,Bundesliga,2009,1972,34,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Faryd Mondragón,FC Cologne,39,Goalkeeper,2880,0,0,3,0,0.0,53.8,0.0,1,6.72,Bundesliga,2009,1970,32,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Tim Wiese,Werder Bremen,28,Goalkeeper,2762,0,0,2,0,0.0,69.8,0.0,0,6.71,Bundesliga,2009,1981,31,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Jens Lehmann,VfB Stuttgart,40,Goalkeeper,2787,0,0,3,1,0.0,60.4,0.0,0,6.71,Bundesliga,2009,1969,31,0,0,0.0,0.0,0.5,0,0.0,0.0,0.0
Logan Bailly,Borussia M.Gladbach,24,Goalkeeper,2610,0,1,1,0,0.0,55.2,0.0,1,6.7,Bundesliga,2009,1985,29,0,0,0.1,0.1,0.2,0,0.0,0.0,0.0
Roman Weidenfeller,Borussia Dortmund,29,Goalkeeper,2634,0,0,1,0,0.0,64.2,0.0,0,6.69,Bundesliga,2009,1980,30,0,0,0.0,0.0,0.4,0,0.0,0.0,0.0
Florian Fromlowitz,Hannover 96,23,Goalkeeper,2520,0,0,0,0,0.0,56.8,0.0,1,6.65,Bundesliga,2009,1986,28,0,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Oka Nikolov,Eintracht Frankfurt,36,Goalkeeper,2748,0,0,1,0,0.0,51.4,0.0,0,6.64,Bundesliga,2009,1973,31,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Timo Hildebrand,Hoffenheim,31,Goalkeeper,2520,0,0,1,0,0.0,64.6,0.0,0,6.57,Bundesliga,2009,1978,28,0,0,0.1,0.0,0.3,0,0.0,0.0,0.0
René Adler,Bayer Leverkusen,24,Goalkeeper,2790,0,0,2,0,0.0,52.3,0.0,1,6.49,Bundesliga,2009,1985,31,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Nick Pope,Burnley,25,Goalkeeper,3114,0,0,3,0,0.0,39.0,0.3,0,6.93,PremierLeague,2017,1992,34,1,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Lukasz Fabianski,Swansea,33,Goalkeeper,3420,0,0,0,0,0.0,53.4,0.4,3,6.89,PremierLeague,2017,1984,38,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
David de Gea,Manchester United,27,Goalkeeper,3330,0,0,0,0,0.0,57.5,0.1,2,6.83,PremierLeague,2017,1990,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Robert Elliot,Newcastle United,32,Goalkeeper,1440,0,0,0,0,0.0,53.6,0.4,0,6.83,PremierLeague,2017,1985,16,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Adrián,West Ham,30,Goalkeeper,1710,0,0,2,0,0.0,42.5,0.2,0,6.78,PremierLeague,2017,1987,19,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Jack Butland,Stoke,24,Goalkeeper,3150,0,0,0,0,0.0,46.1,0.2,2,6.76,PremierLeague,2017,1993,35,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Petr Cech,Arsenal,36,Goalkeeper,3040,0,0,1,0,0.0,65.4,0.4,1,6.75,PremierLeague,2017,1981,34,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Hugo Lloris,Tottenham,31,Goalkeeper,3240,0,0,1,0,0.0,75.2,0.3,1,6.74,PremierLeague,2017,1986,36,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Wayne Hennessey,Crystal Palace,30,Goalkeeper,2430,0,0,1,0,0.0,46.2,0.4,1,6.74,PremierLeague,2017,1987,27,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Mat Ryan,Brighton,26,Goalkeeper,3420,0,0,0,0,0.0,48.0,0.3,1,6.74,PremierLeague,2017,1991,38,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Martin Dubravka,Newcastle United,29,Goalkeeper,1080,0,0,0,0,0.0,54.1,0.3,0,6.73,PremierLeague,2017,1988,12,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Loris Karius,Liverpool,24,Goalkeeper,1710,0,0,1,0,0.0,67.2,0.4,0,6.7,PremierLeague,2017,1993,19,0,0,0.0,0.0,0.2,0,0.1,0.0,0.0
Ederson,Manchester City,24,Goalkeeper,3197,0,0,1,0,0.0,85.3,0.3,1,6.68,PremierLeague,2017,1993,37,0,0,0.0,0.0,0.2,0,0.0,0.1,0.0
Karl Darlow,Newcastle United,27,Goalkeeper,900,0,0,0,0,0.0,46.1,0.3,1,6.66,PremierLeague,2017,1990,10,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Heurelho Gomes,Watford,36,Goalkeeper,2129,0,0,0,0,0.0,55.9,0.5,0,6.64,PremierLeague,2017,1981,24,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Jordan Pickford,Everton,23,Goalkeeper,3420,0,0,0,0,0.0,44.5,0.5,0,6.63,PremierLeague,2017,1994,38,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Thibaut Courtois,Chelsea,25,Goalkeeper,3150,0,0,2,0,0.0,70.4,0.1,0,6.63,PremierLeague,2017,1992,35,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Julian Speroni,Crystal Palace,39,Goalkeeper,990,0,0,0,0,0.0,44.2,0.2,1,6.63,PremierLeague,2017,1978,11,0,0,0.0,0.1,0.0,0,0.0,0.0,0.0
Kasper Schmeichel,Leicester,31,Goalkeeper,2966,0,0,3,0,0.0,49.6,0.4,3,6.61,PremierLeague,2017,1986,33,0,0,0.0,0.1,0.2,0,0.0,0.0,0.0
Jonas Lössl,Huddersfield,28,Goalkeeper,3420,0,1,1,0,0.0,56.4,0.4,1,6.57,PremierLeague,2017,1989,38,0,0,0.1,0.1,0.2,0,0.0,0.1,0.0
Alex McCarthy,Southampton,28,Goalkeeper,1620,0,0,2,0,0.0,38.4,0.6,0,6.53,PremierLeague,2017,1989,18,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Asmir Begovic,Bournemouth,31,Goalkeeper,3420,0,0,2,0,0.0,51.3,0.3,0,6.52,PremierLeague,2017,1986,38,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Fraser Forster,Southampton,29,Goalkeeper,1800,0,0,0,0,0.0,43.0,0.1,0,6.51,PremierLeague,2017,1988,20,0,0,0.0,0.0,0.1,0,0.0,0.2,0.0
Ben Foster,West Bromwich Albion,34,Goalkeeper,3330,0,0,2,0,0.0,46.1,0.1,0,6.5,PremierLeague,2017,1983,37,0,0,0.1,0.1,0.1,0,0.0,0.1,0.0
Simon Mignolet,Liverpool,29,Goalkeeper,1710,0,0,3,0,0.0,69.5,0.2,0,6.49,PremierLeague,2017,1988,19,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Orestis Karnezis,Watford,32,Goalkeeper,1291,0,0,0,0,0.0,44.8,0.3,0,6.34,PremierLeague,2017,1985,14,1,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Joe Hart,West Ham,30,Goalkeeper,1710,0,1,0,0,0.0,44.3,0.2,1,6.27,PremierLeague,2017,1987,19,0,0,0.1,0.1,0.1,0,0.0,0.0,0.0
Heurelho Gomes,Tottenham,29,Goalkeeper,2700,0,0,4,0,0.0,54.3,0.0,2,7.01,PremierLeague,2010,1981,30,0,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Ben Foster,Birmingham,27,Goalkeeper,3371,0,0,3,0,0.0,37.3,0.2,3,6.94,PremierLeague,2010,1983,38,0,0,0.1,0.1,0.1,0,0.0,0.0,0.0
Joe Hart,Manchester City,23,Goalkeeper,3420,0,0,1,0,0.0,44.0,0.1,2,6.92,PremierLeague,2010,1987,38,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Asmir Begovic,Stoke,24,Goalkeeper,2520,0,0,3,0,0.0,44.9,0.1,1,6.9,PremierLeague,2010,1986,28,0,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Petr Cech,Chelsea,29,Goalkeeper,3420,0,1,0,0,0.0,52.8,0.2,1,6.85,PremierLeague,2010,1981,38,0,0,0.1,0.1,0.0,0,0.0,0.1,0.0
Ali Al Habsi,Wigan,29,Goalkeeper,3060,0,1,0,0,0.0,44.4,0.0,0,6.82,PremierLeague,2010,1981,34,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Wojciech Szczesny,Arsenal,21,Goalkeeper,1350,0,0,1,0,0.0,48.1,0.1,0,6.8,PremierLeague,2010,1989,15,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Mark Schwarzer,Fulham,38,Goalkeeper,2790,0,0,0,0,0.0,45.5,0.1,0,6.79,PremierLeague,2010,1972,31,0,0,0.1,0.0,0.4,0,0.0,0.0,0.0
Jussi Jääskeläinen,Bolton,36,Goalkeeper,3096,0,0,1,1,0.0,52.1,0.0,0,6.76,PremierLeague,2010,1974,35,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Paul Robinson,Blackburn,31,Goalkeeper,3196,0,1,0,0,0.0,36.1,0.1,1,6.75,PremierLeague,2010,1979,36,0,0,0.3,0.0,0.1,0,0.0,0.0,0.0
